,who,escaped,when,temüjin,emerged,victorious,in,his,conflict,with,toghrul,?
of,0.2827862501144409,0.20222824811935425,0.3757161796092987,0.378805011510849,0.2668651044368744,0.2682638168334961,0.5696388483047485,0.38364991545677185,0.2620731294155121,0.41827285289764404,0.32596123218536377,0.1826142966747284
a,0.36608949303627014,0.17199550569057465,0.44397395849227905,0.36845725774765015,0.19802723824977875,0.18991343677043915,0.539380669593811,0.3497250974178314,0.2236446589231491,0.3783375024795532,0.32233721017837524,0.23916715383529663
number,0.21304799616336823,0.13580083847045898,0.2767394483089447,0.19631610810756683,0.16028985381126404,0.17923595011234283,0.3024539053440094,0.1706494837999344,0.1861000955104828,0.2513769268989563,0.18709371984004974,0.19256845116615295
of,0.2827862501144409,0.20222824811935425,0.3757161796092987,0.378805011510849,0.2668651044368744,0.2682638168334961,0.5696388483047485,0.38364991545677185,0.2620731294155121,0.41827285289764404,0.32596123218536377,0.1826142966747284
their,0.3767721951007843,0.1562841683626175,0.3682888448238373,0.34026217460632324,0.2163364589214325,0.23485656082630157,0.34976133704185486,0.5725893378257751,0.21927006542682648,0.4258328378200531,0.31064194440841675,0.1898253709077835
allies,0.22218574583530426,0.3097812235355377,0.22440385818481445,0.37489694356918335,0.2075854390859604,0.44135352969169617,0.22134138643741608,0.2479422688484192,0.28450801968574524,0.24151022732257843,0.23343999683856964,0.16798950731754303
to,0.42656609416007996,0.24104799330234528,0.5423505902290344,0.36858871579170227,0.19099830090999603,0.2110729068517685,0.45010748505592346,0.3715193271636963,0.2420341968536377,0.4239959120750427,0.29692113399505615,0.29463258385658264
temüjin,0.416724294424057,0.3017847239971161,0.38259974122047424,1.0,0.25111329555511475,0.31654539704322815,0.3433155417442322,0.4682264029979706,0.31784629821777344,0.26846927404403687,0.3945753872394562,0.21090233325958252
",",0.3365725874900818,0.25446072220802307,0.36674630641937256,0.3484273850917816,0.2011401206254959,0.2509288191795349,0.5201468467712402,0.3378419280052185,0.24715133011341095,0.4120737314224243,0.38870057463645935,0.31091248989105225
led,0.2450801581144333,0.35718032717704773,0.2072276622056961,0.32725396752357483,0.3302306830883026,0.3103717565536499,0.2990247309207916,0.30691808462142944,0.29410141706466675,0.27114903926849365,0.22045306861400604,0.09273858368396759
to,0.42656609416007996,0.24104799330234528,0.5423505902290344,0.36858871579170227,0.19099830090999603,0.2110729068517685,0.45010748505592346,0.3715193271636963,0.2420341968536377,0.4239959120750427,0.29692113399505615,0.29463258385658264
toghrul,0.21635739505290985,0.1252642571926117,0.17944321036338806,0.3945753872394562,0.2027791142463684,0.2798907458782196,0.31668028235435486,0.22943545877933502,0.24433109164237976,0.3018297851085663,0.9999998807907104,0.24630779027938843
's,0.05599616840481758,-0.014651812613010406,-0.03368149697780609,-0.010023289360105991,-0.004459358751773834,0.06100095435976982,-0.037580832839012146,0.047556519508361816,-0.040529198944568634,-0.04624466598033905,0.1209915354847908,-0.023395681753754616
defeat,0.23519231379032135,0.3258717954158783,0.1783166080713272,0.32097387313842773,0.19906985759735107,0.5092862248420715,0.2583656907081604,0.27341556549072266,0.24299496412277222,0.17363154888153076,0.17263801395893097,0.12980464100837708
.,0.3541337847709656,0.22502106428146362,0.475719153881073,0.31788840889930725,0.1832936555147171,0.2092568725347519,0.5591574311256409,0.3119256794452667,0.2486632764339447,0.4446153938770294,0.336329847574234,0.4130953550338745
