,which,german,architect,was,asked,to,produce,a,design,for,the,museum,?
of,0.5011631846427917,0.2122138887643814,0.13472206890583038,0.4069072902202606,0.20290979743003845,0.41548454761505127,0.19541172683238983,0.5052502155303955,0.2522938847541809,0.4185989499092102,0.733189046382904,0.23314370214939117,0.1826142966747284
cole,0.205417200922966,0.11008889973163605,0.15189971029758453,0.22517915070056915,0.18719910085201263,0.26373547315597534,0.08217872679233551,0.16531717777252197,0.09478726983070374,0.21645508706569672,0.1850816011428833,0.09926386922597885,0.1507469266653061
",",0.3658004403114319,0.2478695809841156,0.21737651526927948,0.45456063747406006,0.2717181444168091,0.44245919585227966,0.19927625358104706,0.427140474319458,0.19350415468215942,0.4464869201183319,0.4933079481124878,0.20741747319698334,0.31091248989105225
produced,0.36149924993515015,0.11372935026884079,0.12700259685516357,0.28463777899742126,0.1525816172361374,0.16305041313171387,0.657219648361206,0.21993228793144226,0.2371445894241333,0.16180217266082764,0.22045251727104187,0.1183205172419548,0.1623450517654419
a,0.56894451379776,0.23789440095424652,0.15499725937843323,0.4508470594882965,0.2164880931377411,0.45503583550453186,0.2757846415042877,1.0,0.25211480259895325,0.44038116931915283,0.5829201340675354,0.14725451171398163,0.23916715383529663
design,0.302594393491745,0.159176766872406,0.5258270502090454,0.2780803442001343,0.23970924317836761,0.26415011286735535,0.2532102167606354,0.25211480259895325,1.0000001192092896,0.2477298229932785,0.27913451194763184,0.20728923380374908,0.16351860761642456
for,0.44095608592033386,0.17564234137535095,0.13989229500293732,0.3863949179649353,0.32051798701286316,0.4451248347759247,0.24403390288352966,0.44038116931915283,0.2477298229932785,0.9999999403953552,0.4739971458911896,0.15718214213848114,0.264628142118454
the,0.6521818041801453,0.256483793258667,0.13209693133831024,0.48711544275283813,0.25750473141670227,0.535392165184021,0.23457570374011993,0.5829201340675354,0.27913451194763184,0.4739971458911896,1.0,0.24861779808998108,0.22068053483963013
museum,0.22731433808803558,0.08296483010053635,0.2561790645122528,0.21266788244247437,0.12836575508117676,0.1640389859676361,0.08080644905567169,0.14725451171398163,0.20728923380374908,0.15718214213848114,0.24861779808998108,1.0000001192092896,0.14128351211547852
",",0.3658004403114319,0.2478695809841156,0.21737651526927948,0.45456063747406006,0.2717181444168091,0.44245919585227966,0.19927625358104706,0.427140474319458,0.19350415468215942,0.4464869201183319,0.4933079481124878,0.20741747319698334,0.31091248989105225
but,0.55336993932724,0.19982914626598358,0.1307438611984253,0.36023372411727905,0.2864663898944855,0.5542377829551697,0.29851973056793213,0.44750767946243286,0.21583695709705353,0.45162561535835266,0.4859698414802551,0.1634400188922882,0.27921953797340393
it,0.616637647151947,0.17532017827033997,0.1445871740579605,0.4577186405658722,0.19053037464618683,0.513711154460907,0.3009456396102905,0.5452592968940735,0.27284783124923706,0.32171204686164856,0.6251175999641418,0.18497297167778015,0.25732165575027466
was,0.2830964922904968,0.26016926765441895,0.27215251326560974,1.0000001192092896,0.368498295545578,0.3636345863342285,0.1402507871389389,0.4508470594882965,0.2780803442001343,0.3863949179649353,0.48711544275283813,0.21266788244247437,0.18412111699581146
rejected,0.24274128675460815,0.1507009118795395,0.15812592208385468,0.2789621353149414,0.3223610520362854,0.24757765233516693,0.15842682123184204,0.22943401336669922,0.16920028626918793,0.2673434913158417,0.2610994279384613,0.13474160432815552,0.20434792339801788
by,0.40543368458747864,0.24848632514476776,0.22246061265468597,0.4752357602119446,0.27384743094444275,0.33534231781959534,0.2717679440975189,0.32094135880470276,0.20755122601985931,0.3248702883720398,0.4408751428127289,0.15592984855175018,0.17966607213020325
the,0.6521818041801453,0.256483793258667,0.13209693133831024,0.48711544275283813,0.25750473141670227,0.535392165184021,0.23457570374011993,0.5829201340675354,0.27913451194763184,0.4739971458911896,1.0,0.24861779808998108,0.22068053483963013
board,0.1888800859451294,0.10474924743175507,0.09349790960550308,0.20878413319587708,0.17157123982906342,0.20624859631061554,0.07013449817895889,0.17163047194480896,0.23197928071022034,0.207724466919899,0.2871673107147217,0.17154861986637115,0.1261475533246994
of,0.5011631846427917,0.2122138887643814,0.13472206890583038,0.4069072902202606,0.20290979743003845,0.41548454761505127,0.19541172683238983,0.5052502155303955,0.2522938847541809,0.4185989499092102,0.733189046382904,0.23314370214939117,0.1826142966747284
trade,0.22325871884822845,0.15053759515285492,0.12373210489749908,0.19989590346813202,0.1091773733496666,0.2781698405742645,0.19139228761196136,0.2032492309808731,0.16391433775424957,0.2946145534515381,0.2681608200073242,0.16154028475284576,0.09336511790752411
as,0.41006597876548767,0.18164515495300293,0.142146036028862,0.3677520453929901,0.2095358669757843,0.42092081904411316,0.26654115319252014,0.39550232887268066,0.21253643929958344,0.44774648547172546,0.48381632566452026,0.15384963154792786,0.27043893933296204
too,0.3639266788959503,0.187382772564888,0.1195380687713623,0.21435821056365967,0.2586776912212372,0.37087053060531616,0.2404792159795761,0.32342976331710815,0.23943018913269043,0.31008657813072205,0.26985910534858704,0.01093222200870514,0.33757779002189636
expensive,0.294033944606781,0.1309136599302292,0.1331578642129898,0.24462763965129852,0.16297674179077148,0.31902551651000977,0.3618274927139282,0.27385133504867554,0.26668602228164673,0.3266107738018036,0.2281464785337448,0.13935886323451996,0.12475880235433578
.,0.45942068099975586,0.2407633364200592,0.17999820411205292,0.40146201848983765,0.27467578649520874,0.4645031690597534,0.2587496340274811,0.50484299659729,0.24995818734169006,0.4726039469242096,0.5934505462646484,0.19497929513454437,0.4130953550338745
