,what,are,the,two,processing,facilities,in,the,neighborhood,?
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.37726253271102905,0.23508886992931366,0.17473776638507843,0.5696388483047485,0.733189046382904,0.15683332085609436,0.1826142966747284
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.3289857804775238,0.23276260495185852,0.21037288010120392,0.539380669593811,0.5829201340675354,0.22184410691261292,0.23916715383529663
modern,0.2655639946460724,0.21159417927265167,0.3283970355987549,0.2429143786430359,0.22379866242408752,0.20631451904773712,0.29808807373046875,0.3283970355987549,0.16207656264305115,0.12475407868623734
shopping,0.128513902425766,0.24068552255630493,0.2492470145225525,0.22213847935199738,0.2676377296447754,0.4565570652484894,0.25587013363838196,0.2492470145225525,0.3941410779953003,0.1303974688053131
center,0.1908310204744339,0.14647969603538513,0.29064592719078064,0.09610814601182938,0.17934741079807281,0.3587797284126282,0.27253323793411255,0.29064592719078064,0.27755844593048096,0.12538520991802216
on,0.34226128458976746,0.268924742937088,0.5107308030128479,0.3205535411834717,0.17093174159526825,0.1600460559129715,0.46853652596473694,0.5107308030128479,0.24290773272514343,0.2714994251728058
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.246895894408226,0.19172798097133636,0.6662389636039734,1.0,0.20152483880519867,0.22068053483963013
corner,0.1708107590675354,0.15858028829097748,0.29742059111595154,0.19029052555561066,0.13649174571037292,0.18767450749874115,0.25297805666923523,0.29742059111595154,0.2183627188205719,0.10029187798500061
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.37726253271102905,0.23508886992931366,0.17473776638507843,0.5696388483047485,0.733189046382904,0.15683332085609436,0.1826142966747284
fresno,0.159109428524971,0.14489346742630005,0.22571885585784912,0.17640221118927002,0.09064153581857681,0.21768561005592346,0.26126348972320557,0.22571885585784912,0.3306880593299866,0.13224096596240997
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.24837540090084076,0.31028881669044495,0.4954058527946472,0.5171257257461548,0.21993553638458252,0.20544172823429108
b,0.13329443335533142,0.10115936398506165,0.16891296207904816,0.16427269577980042,0.05609562247991562,0.09216711670160294,0.11021285504102707,0.16891296207904816,0.05341923236846924,0.1975182741880417
streets,0.11891741305589676,0.2333097606897354,0.2026284784078598,0.22443722188472748,0.1472073346376419,0.2799389362335205,0.24497881531715393,0.2026284784078598,0.4190124273300171,0.0894271582365036
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.26799485087394714,0.21444764733314514,0.5201468467712402,0.4933079481124878,0.21194669604301453,0.31091248989105225
an,0.2821882665157318,0.1556541919708252,0.4207492768764496,0.1867314726114273,0.19825151562690735,0.16797038912773132,0.2605783939361572,0.4207492768764496,0.2246166467666626,0.19793890416622162
aborted,0.23041053116321564,0.19660691916942596,0.20918682217597961,0.1930016428232193,0.1028476357460022,0.12349525094032288,0.18510055541992188,0.20918682217597961,0.051661714911460876,0.25092291831970215
attempt,0.2411041408777237,0.10020501911640167,0.2614527940750122,0.18628446757793427,0.19100362062454224,0.17031966149806976,0.1812446564435959,0.2614527940750122,0.1047617569565773,0.16559520363807678
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.3343428373336792,0.2700663208961487,0.25067898631095886,0.45010748505592346,0.535392165184021,0.20300643146038055,0.29463258385658264
build,0.27055490016937256,0.24050216376781464,0.2602573335170746,0.1826312094926834,0.22930899262428284,0.2868770956993103,0.26063278317451477,0.2602573335170746,0.17970678210258484,0.1704305112361908
luxury,0.12266647815704346,0.13885125517845154,0.20747578144073486,0.1600981205701828,0.21189942955970764,0.3338926434516907,0.1896778643131256,0.20747578144073486,0.24938184022903442,0.08989071846008301
homes,0.1709814965724945,0.30224695801734924,0.22941356897354126,0.22327019274234772,0.22869814932346344,0.38856905698776245,0.2459857165813446,0.22941356897354126,0.3267171382904053,0.12707971036434174
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.24837540090084076,0.31028881669044495,0.4954058527946472,0.5171257257461548,0.21993553638458252,0.20544172823429108
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.3289857804775238,0.23276260495185852,0.21037288010120392,0.539380669593811,0.5829201340675354,0.22184410691261292,0.23916715383529663
golf,0.15003086626529694,0.1904842108488083,0.20818336308002472,0.17397889494895935,0.15721438825130463,0.27894851565361023,0.22465302050113678,0.20818336308002472,0.16229289770126343,0.1563393920660019
course,0.3412042260169983,0.2734511196613312,0.32268625497817993,0.23124228417873383,0.21253058314323425,0.2814687192440033,0.27132725715637207,0.32268625497817993,0.11568554490804672,0.28826573491096497
on,0.34226128458976746,0.268924742937088,0.5107308030128479,0.3205535411834717,0.17093174159526825,0.1600460559129715,0.46853652596473694,0.5107308030128479,0.24290773272514343,0.2714994251728058
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.246895894408226,0.19172798097133636,0.6662389636039734,1.0,0.20152483880519867,0.22068053483963013
western,0.2454150915145874,0.19592507183551788,0.37920868396759033,0.20884622633457184,0.09496822208166122,0.1527150273323059,0.35160520672798157,0.37920868396759033,0.09197960048913956,0.17439141869544983
edge,0.2064312994480133,0.19556459784507751,0.3453350365161896,0.24513815343379974,0.16197580099105835,0.09048539400100708,0.258846253156662,0.3453350365161896,0.1893482506275177,0.06842754781246185
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.37726253271102905,0.23508886992931366,0.17473776638507843,0.5696388483047485,0.733189046382904,0.15683332085609436,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.246895894408226,0.19172798097133636,0.6662389636039734,1.0,0.20152483880519867,0.22068053483963013
neighborhood,0.12062139064073563,0.14939361810684204,0.20152483880519867,0.14280834794044495,0.06494145095348358,0.30338630080223083,0.20924240350723267,0.20152483880519867,1.0000001192092896,0.048473283648490906
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.26799485087394714,0.21444764733314514,0.5201468467712402,0.4933079481124878,0.21194669604301453,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.24837540090084076,0.31028881669044495,0.4954058527946472,0.5171257257461548,0.21993553638458252,0.20544172823429108
some,0.4491020441055298,0.6331475377082825,0.4566698372364044,0.47025808691978455,0.2581540644168854,0.294486939907074,0.4010399878025055,0.4566698372364044,0.17619290947914124,0.2562315762042999
new,0.2130378633737564,0.1899496167898178,0.3845241069793701,0.2712784707546234,0.1938525140285492,0.16431653499603271,0.3758552670478821,0.3845241069793701,0.2831582725048065,0.14782847464084625
section,0.28602200746536255,0.2015407681465149,0.3365345895290375,0.21893802285194397,0.18144239485263824,0.23526352643966675,0.22227555513381958,0.3365345895290375,0.1913474053144455,0.2733710706233978
8,-0.005443718284368515,-0.02638988383114338,0.0063715726137161255,0.01382946316152811,-0.00042197966831736267,-0.024640770629048347,-0.05886392667889595,0.0063715726137161255,-0.10428780317306519,-0.04056251794099808
apartments,0.13978047668933868,0.2379113882780075,0.22404253482818604,0.23404821753501892,0.1184128075838089,0.3978171646595001,0.2593035101890564,0.22404253482818604,0.3983750343322754,0.10140594840049744
have,0.39808809757232666,0.6577680706977844,0.40389683842658997,0.4498785734176636,0.2162257730960846,0.24476678669452667,0.36843645572662354,0.40389683842658997,0.1954881250858307,0.32991164922714233
been,0.2567804455757141,0.4703826308250427,0.3563927710056305,0.3638966381549835,0.24965155124664307,0.23436816036701202,0.3515113592147827,0.3563927710056305,0.13811126351356506,0.24354910850524902
built,0.1554843783378601,0.15228483080863953,0.2950156033039093,0.2191213220357895,0.17384526133537292,0.38056740164756775,0.25829681754112244,0.2950156033039093,0.22439314424991608,0.09449632465839386
along,0.22421957552433014,0.28655800223350525,0.39495137333869934,0.3377816379070282,0.12816447019577026,0.19788868725299835,0.3603311777114868,0.39495137333869934,0.24835723638534546,0.17134909331798553
church,0.1944202184677124,0.16039738059043884,0.23846197128295898,0.14373718202114105,0.11224621534347534,0.11177383363246918,0.2493300437927246,0.23846197128295898,0.24103155732154846,0.18081501126289368
ave,0.11541146039962769,0.11043151468038559,0.19607670605182648,0.16864141821861267,0.10913320630788803,0.12139419466257095,0.18332146108150482,0.19607670605182648,0.3111250400543213,0.137253537774086
west,0.1946573108434677,0.16996237635612488,0.32918402552604675,0.24983730912208557,0.0901850014925003,0.2063615769147873,0.34078434109687805,0.32918402552604675,0.2434648722410202,0.12088293582201004
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.37726253271102905,0.23508886992931366,0.17473776638507843,0.5696388483047485,0.733189046382904,0.15683332085609436,0.1826142966747284
elm,0.12623845040798187,0.18361085653305054,0.26041796803474426,0.1533203125,0.14299720525741577,0.051180433481931686,0.24453742802143097,0.26041796803474426,0.14694945514202118,0.1065058559179306
st.,0.10219959169626236,0.12703074514865875,0.18141359090805054,0.2301742136478424,0.12339113652706146,0.08408094197511673,0.15931649506092072,0.18141359090805054,0.10439219325780869,0.13592876493930817
cargill,0.16939078271389008,0.2242458611726761,0.2392360270023346,0.2424805611371994,0.2440752387046814,0.3152989149093628,0.23160000145435333,0.2392360270023346,0.2689172923564911,0.11397910118103027
meat,0.188759446144104,0.31091949343681335,0.23418882489204407,0.1721751093864441,0.27823057770729065,0.20562897622585297,0.18756122887134552,0.23418882489204407,0.05493415147066116,0.1752878725528717
solutions,0.24168464541435242,0.2626994252204895,0.16011716425418854,0.21267461776733398,0.3709110617637634,0.2993517220020294,0.1817752867937088,0.16011716425418854,0.13313491642475128,0.2454053908586502
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.24837540090084076,0.31028881669044495,0.4954058527946472,0.5171257257461548,0.21993553638458252,0.20544172823429108
foster,0.1599615067243576,0.14371109008789062,0.22401562333106995,0.17358937859535217,0.12474562227725983,0.17117443680763245,0.2064124047756195,0.22401562333106995,0.2884982228279114,0.15768253803253174
farms,0.15934501588344574,0.31813865900039673,0.23249253630638123,0.16984973847866058,0.18207640945911407,0.31232574582099915,0.2572706937789917,0.23249253630638123,0.2637972831726074,0.15135478973388672
both,0.3361809551715851,0.4594642221927643,0.4931981563568115,0.6091675162315369,0.2097691148519516,0.2617168724536896,0.3960166871547699,0.4931981563568115,0.15141791105270386,0.19455738365650177
have,0.39808809757232666,0.6577680706977844,0.40389683842658997,0.4498785734176636,0.2162257730960846,0.24476678669452667,0.36843645572662354,0.40389683842658997,0.1954881250858307,0.32991164922714233
large,0.2017821967601776,0.3467932939529419,0.3828733265399933,0.28182870149612427,0.2658752202987671,0.3268928825855255,0.2841601073741913,0.3828733265399933,0.17025737464427948,0.1355665624141693
processing,0.2795397937297821,0.24370591342449188,0.246895894408226,0.20270320773124695,1.0,0.359149307012558,0.21797585487365723,0.246895894408226,0.06494145095348358,0.17775167524814606
facilities,0.137315571308136,0.23256969451904297,0.19172798097133636,0.23252446949481964,0.359149307012558,1.0,0.2149869203567505,0.19172798097133636,0.30338630080223083,0.10624271631240845
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.21797585487365723,0.2149869203567505,1.0,0.6662389636039734,0.20924240350723267,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.246895894408226,0.19172798097133636,0.6662389636039734,1.0,0.20152483880519867,0.22068053483963013
neighborhood,0.12062139064073563,0.14939361810684204,0.20152483880519867,0.14280834794044495,0.06494145095348358,0.30338630080223083,0.20924240350723267,0.20152483880519867,1.0000001192092896,0.048473283648490906
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.26799485087394714,0.21444764733314514,0.5201468467712402,0.4933079481124878,0.21194669604301453,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.24837540090084076,0.31028881669044495,0.4954058527946472,0.5171257257461548,0.21993553638458252,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.246895894408226,0.19172798097133636,0.6662389636039734,1.0,0.20152483880519867,0.22068053483963013
stench,0.14897093176841736,0.21921883523464203,0.24079786241054535,0.1667884737253189,0.2954998314380646,0.15553143620491028,0.21211561560630798,0.24079786241054535,0.03490510955452919,0.15161734819412231
from,0.2737620174884796,0.2674213647842407,0.40150508284568787,0.25732070207595825,0.1848730742931366,0.13387371599674225,0.4274188280105591,0.40150508284568787,0.19324041903018951,0.19969791173934937
these,0.4164220690727234,0.7107698917388916,0.49086877703666687,0.5489652752876282,0.29497185349464417,0.27403250336647034,0.3791837692260742,0.49086877703666687,0.14677758514881134,0.2571668326854706
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.20625299215316772,0.11592327058315277,0.3087427020072937,0.33289089798927307,0.09642431139945984,0.40561532974243164
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.24837540090084076,0.31028881669044495,0.4954058527946472,0.5171257257461548,0.21993553638458252,0.20544172823429108
other,0.341873437166214,0.5932393670082092,0.44152235984802246,0.46609029173851013,0.317492812871933,0.2713353633880615,0.39989137649536133,0.44152235984802246,0.15127277374267578,0.24682199954986572
small,0.2504110634326935,0.3959871232509613,0.39655908942222595,0.3017333149909973,0.2164803445339203,0.2476811408996582,0.3722202181816101,0.39655908942222595,0.21034732460975647,0.13914890587329865
industrial,0.16054853796958923,0.1844613403081894,0.30435431003570557,0.13935458660125732,0.3786647915840149,0.3745374381542206,0.3118434548377991,0.30435431003570557,0.2495993971824646,0.08039500564336777
facilities,0.137315571308136,0.23256969451904297,0.19172798097133636,0.23252446949481964,0.359149307012558,1.0,0.2149869203567505,0.19172798097133636,0.30338630080223083,0.10624271631240845
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.18949510157108307,0.13088661432266235,0.3326910734176636,0.3456730246543884,0.11695244908332825,0.42300865054130554
has,0.20338068902492523,0.4313911199569702,0.4177538752555847,0.3772575855255127,0.1645253300666809,0.244117870926857,0.4173259735107422,0.4177538752555847,0.189926877617836,0.15994466841220856
long,0.28276848793029785,0.23909839987754822,0.3075225353240967,0.277059406042099,0.14059343934059143,0.15828607976436615,0.2759332060813904,0.3075225353240967,0.15818189084529877,0.19699987769126892
plagued,0.22781504690647125,0.16026602685451508,0.22299817204475403,0.19977815449237823,0.11625323444604874,0.14589199423789978,0.22948788106441498,0.22299817204475403,0.14505206048488617,0.12327152490615845
area,0.21965408325195312,0.25780194997787476,0.37834644317626953,0.15958356857299805,0.1869596689939499,0.3089282512664795,0.33632898330688477,0.37834644317626953,0.32673999667167664,0.12640461325645447
residents,0.21107541024684906,0.30285876989364624,0.28274044394493103,0.16849665343761444,0.14378532767295837,0.4369877874851227,0.27393898367881775,0.28274044394493103,0.39616164565086365,0.09602975845336914
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.2426401972770691,0.1710062026977539,0.5591574311256409,0.5934505462646484,0.15837088227272034,0.4130953550338745
