,what,is,the,name,of,the,bridge,that,joins,parts,of,the,campus,of,the,charles,river,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.235438272356987,0.435920387506485,0.2446955144405365,0.3282690644264221,0.5696388483047485,0.6662389636039734,0.2525809109210968,0.5696388483047485,0.6662389636039734,0.21346928179264069,0.2149806171655655,0.20430970191955566
allston,0.17020148038864136,0.2523926794528961,0.23489287495613098,0.1877332180738449,0.20153766870498657,0.23489287495613098,0.19509758055210114,0.18591190874576569,0.1217612773180008,0.1518031507730484,0.20153766870498657,0.23489287495613098,0.25770753622055054,0.20153766870498657,0.23489287495613098,0.27092376351356506,0.1952497363090515,0.17989090085029602
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.23252202570438385,0.4460422694683075,0.19692042469978333,0.30755549669265747,0.5352458953857422,0.5934505462646484,0.20437243580818176,0.5352458953857422,0.5934505462646484,0.2551998198032379,0.21443960070610046,0.4130953550338745
,what,is,the,name,of,the,bridge,that,joins,parts,of,the,campus,of,the,charles,river,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.27692803740501404,0.5473989248275757,0.32788392901420593,0.4042440354824066,0.733189046382904,1.0,0.20087170600891113,0.733189046382904,1.0,0.20777860283851624,0.2894456386566162,0.22068053483963013
john,0.18237407505512238,0.16449548304080963,0.2230520099401474,0.12458125501871109,0.2407056987285614,0.2230520099401474,0.18189489841461182,0.17830057442188263,0.112739697098732,0.08884147554636002,0.2407056987285614,0.2230520099401474,0.13819614052772522,0.2407056987285614,0.2230520099401474,0.43168818950653076,0.17449142038822174,0.13162356615066528
w.,-0.0846915990114212,0.012734162621200085,0.007494001649320126,-0.06417346000671387,-0.0285952165722847,0.007494001649320126,-0.13380156457424164,0.01930645853281021,0.004174910951405764,-0.04815562814474106,-0.0285952165722847,0.007494001649320126,0.0655442401766777,-0.0285952165722847,0.007494001649320126,-0.10214488953351974,0.07165966182947159,-0.07353907823562622
weeks,0.23001721501350403,0.14141350984573364,0.2713429629802704,0.10694099217653275,0.20286071300506592,0.2713429629802704,0.1417713612318039,0.2721690535545349,0.1656218022108078,0.1440732628107071,0.20286071300506592,0.2713429629802704,0.12977683544158936,0.20286071300506592,0.2713429629802704,0.13892273604869843,0.16135890781879425,0.21667936444282532
bridge,0.16739098727703094,0.1899378001689911,0.27692803740501404,0.11378758400678635,0.17739711701869965,0.27692803740501404,0.9999999403953552,0.17686614394187927,0.22303129732608795,0.19713403284549713,0.17739711701869965,0.27692803740501404,0.22077330946922302,0.17739711701869965,0.27692803740501404,0.19584667682647705,0.4530387818813324,0.1396101862192154
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.1899378001689911,0.3995479643344879,0.2670769691467285,0.330430269241333,0.4854315221309662,0.5823672413825989,0.2408183068037033,0.4854315221309662,0.5823672413825989,0.16326871514320374,0.20670881867408752,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.1554761528968811,0.47537946701049805,0.2163599580526352,0.2777566909790039,0.5052502155303955,0.5829201340675354,0.17332303524017334,0.5052502155303955,0.5829201340675354,0.20142732560634613,0.20514865219593048,0.23916715383529663
pedestrian,0.10811614245176315,0.16375288367271423,0.2353980541229248,0.16922253370285034,0.18429170548915863,0.2353980541229248,0.427194207906723,0.2361615002155304,0.16725552082061768,0.13031063973903656,0.18429170548915863,0.2353980541229248,0.24623242020606995,0.18429170548915863,0.2353980541229248,0.15820392966270447,0.2868751585483551,0.12928085029125214
bridge,0.16739098727703094,0.1899378001689911,0.27692803740501404,0.11378758400678635,0.17739711701869965,0.27692803740501404,0.9999999403953552,0.17686614394187927,0.22303129732608795,0.19713403284549713,0.17739711701869965,0.27692803740501404,0.22077330946922302,0.17739711701869965,0.27692803740501404,0.19584667682647705,0.4530387818813324,0.1396101862192154
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.1520776003599167,0.36136594414711,0.39856547117233276,0.32795023918151855,0.3882925808429718,0.14971418678760529,0.29385241866111755,0.36136594414711,0.39856547117233276,0.1817011535167694,0.36136594414711,0.39856547117233276,0.15390260517597198,0.2015382945537567,0.25742942094802856
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.27692803740501404,0.5473989248275757,0.32788392901420593,0.4042440354824066,0.733189046382904,1.0,0.20087170600891113,0.733189046382904,1.0,0.20777860283851624,0.2894456386566162,0.22068053483963013
charles,0.18606366217136383,0.16326871514320374,0.20777860283851624,0.12928123772144318,0.22512592375278473,0.20777860283851624,0.19584667682647705,0.1334998905658722,0.12583699822425842,0.143228679895401,0.22512592375278473,0.20777860283851624,0.16741029918193817,0.22512592375278473,0.20777860283851624,1.0000001192092896,0.14284448325634003,0.17366734147071838
river,0.13815869390964508,0.20670881867408752,0.2894456386566162,0.17863500118255615,0.19903257489204407,0.2894456386566162,0.4530387818813324,0.1889113336801529,0.41946011781692505,0.20287425816059113,0.19903257489204407,0.2894456386566162,0.23446616530418396,0.19903257489204407,0.2894456386566162,0.14284448325634003,0.9999999403953552,0.15390869975090027
connecting,0.2097303718328476,0.2947237491607666,0.36355212330818176,0.1435028463602066,0.3161858916282654,0.36355212330818176,0.3581511378288269,0.2561177909374237,0.3429599106311798,0.35519787669181824,0.3161858916282654,0.36355212330818176,0.2512320578098297,0.3161858916282654,0.36355212330818176,0.07557523250579834,0.2753889262676239,0.0780353918671608
both,0.3361809551715851,0.31409940123558044,0.4931981563568115,0.2019103318452835,0.3565710783004761,0.4931981563568115,0.19446100294589996,0.4532228112220764,0.18587777018547058,0.29383841156959534,0.3565710783004761,0.4931981563568115,0.1823858618736267,0.3565710783004761,0.4931981563568115,0.16761808097362518,0.10965503752231598,0.19455738365650177
campuses,0.09493694454431534,0.20346811413764954,0.19650089740753174,0.10576751828193665,0.2573612928390503,0.19650089740753174,0.21196292340755463,0.1587436944246292,0.24803444743156433,0.25812220573425293,0.2573612928390503,0.19650089740753174,0.8510088324546814,0.2573612928390503,0.19650089740753174,0.18020407855510712,0.2760154902935028,0.08666198700666428
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.23252202570438385,0.4460422694683075,0.19692042469978333,0.30755549669265747,0.5352458953857422,0.5934505462646484,0.20437243580818176,0.5352458953857422,0.5934505462646484,0.2551998198032379,0.21443960070610046,0.4130953550338745
