,what,type,of,jihad,does,ht,avoid,engaging,in,?
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.09699854254722595,0.06539655476808548,0.12227640300989151,0.07276471704244614,0.04066114500164986,0.04765888676047325,0.0685480609536171
ideological,0.30338922142982483,0.06805482506752014,0.29073479771614075,0.40265458822250366,0.17470401525497437,0.1261826902627945,0.16760700941085815,0.2588137686252594,0.18981170654296875,0.1390949934720993
struggle,0.23432134091854095,0.0855698436498642,0.25674882531166077,0.29938051104545593,0.16541966795921326,0.10193804651498795,0.21176405251026154,0.3063669502735138,0.19455546140670776,0.1330908089876175
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.05381336808204651,-0.004023602232336998,-0.047203999012708664,0.06084027513861656,-0.02809557504951954,0.07432962208986282,0.018684765323996544
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.17378291487693787,0.4391997456550598,0.1455899029970169,0.33193957805633545,0.27312755584716797,0.45010748505592346,0.29463258385658264
change,0.3690716028213501,0.2358139455318451,0.2569013833999634,0.17164573073387146,0.3352322578430176,0.1595131903886795,0.2843581438064575,0.2797338664531708,0.2510564923286438,0.24115969240665436
muslim,0.2631456255912781,0.01690736971795559,0.267849862575531,0.5688337087631226,0.1884622871875763,0.15516969561576843,0.14259810745716095,0.2681741416454315,0.2092999517917633,0.17456822097301483
public,0.1729622185230255,0.15508520603179932,0.2391265481710434,0.18054842948913574,0.18710975348949432,0.10361780226230621,0.22263513505458832,0.2367302030324936,0.29074716567993164,0.19872993230819702
opinion,0.41087794303894043,0.14702752232551575,0.20495454967021942,0.2402784377336502,0.2539577782154083,0.08591710031032562,0.2158275991678238,0.2884916067123413,0.21849191188812256,0.38472914695739746
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.168894961476326,0.28617382049560547,0.17012560367584229,0.22226782143115997,0.22989511489868164,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.18178227543830872,0.3461615741252899,0.11999765783548355,0.2800402045249939,0.3050242066383362,0.4954058527946472,0.20544172823429108
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.15748675167560577,0.214483380317688,0.11868356168270111,0.2092532515525818,0.19000180065631866,1.0,0.20430970191955566
particular,0.4548671245574951,0.3430236876010895,0.3490585684776306,0.25408703088760376,0.3592778146266937,0.18812520802021027,0.301442414522171,0.34730756282806396,0.3090636432170868,0.2741454839706421
through,0.23167094588279724,0.1296497881412506,0.3647414743900299,0.13907919824123383,0.21495459973812103,0.18459828197956085,0.22691476345062256,0.19100818037986755,0.38533157110214233,0.16913433372974396
elites,0.16411277651786804,0.16080382466316223,0.14040906727313995,0.29936039447784424,0.15494434535503387,0.13248048722743988,0.15364030003547668,0.21716752648353577,0.11424774676561356,0.1280139982700348
who,0.40942975878715515,0.1257498413324356,0.2827862501144409,0.2689245939254761,0.25013914704322815,0.05712490156292915,0.14522388577461243,0.27790623903274536,0.2792111933231354,0.26220351457595825
will,0.3510494530200958,0.1847439557313919,0.2473582625389099,0.18085165321826935,0.583926260471344,0.21702344715595245,0.3109379708766937,0.29683130979537964,0.2580665349960327,0.35046905279159546
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.09699854254722595,0.06539655476808548,0.12227640300989151,0.07276471704244614,0.04066114500164986,0.04765888676047325,0.0685480609536171
facilitate,0.2072707712650299,0.18362076580524445,0.21052004396915436,0.23399244248867035,0.23338176310062408,0.22825264930725098,0.329906165599823,0.3459129333496094,0.1947198212146759,0.255449503660202
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.05381336808204651,-0.004023602232336998,-0.047203999012708664,0.06084027513861656,-0.02809557504951954,0.07432962208986282,0.018684765323996544
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.24443314969539642,0.38201746344566345,0.16875308752059937,0.2583659291267395,0.25711414217948914,0.539380669593811,0.23916715383529663
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.09699854254722595,0.06539655476808548,0.12227640300989151,0.07276471704244614,0.04066114500164986,0.04765888676047325,0.0685480609536171
change,0.3690716028213501,0.2358139455318451,0.2569013833999634,0.17164573073387146,0.3352322578430176,0.1595131903886795,0.2843581438064575,0.2797338664531708,0.2510564923286438,0.24115969240665436
of,0.33290785551071167,0.18112817406654358,1.0,0.193709596991539,0.3119818866252899,0.13599449396133423,0.22642050683498383,0.192693829536438,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22348956763744354,0.35928019881248474,0.17889079451560974,0.24833035469055176,0.23593446612358093,0.6662389636039734,0.22068053483963013
government,0.28074538707733154,0.09938877820968628,0.3475167155265808,0.3347104489803314,0.19420266151428223,0.1521897315979004,0.19739718735218048,0.13037964701652527,0.3066793978214264,0.18851417303085327
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.168894961476326,0.28617382049560547,0.17012560367584229,0.22226782143115997,0.22989511489868164,0.5201468467712402,0.31091248989105225
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.05381336808204651,-0.004023602232336998,-0.047203999012708664,0.06084027513861656,-0.02809557504951954,0.07432962208986282,0.018684765323996544
i.e.,0.012638997286558151,0.036351971328258514,0.04800353944301605,0.13474096357822418,-0.08671960979700089,0.08357621729373932,0.030221490189433098,-0.009308390319347382,0.08286412060260773,-0.022609230130910873
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.168894961476326,0.28617382049560547,0.17012560367584229,0.22226782143115997,0.22989511489868164,0.5201468467712402,0.31091248989105225
launch,0.22967466711997986,0.2647751569747925,0.20697395503520966,0.20272962749004364,0.119179368019104,0.08459910750389099,0.1606842577457428,0.21205370128154755,0.19686491787433624,0.22009649872779846
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.24443314969539642,0.38201746344566345,0.16875308752059937,0.2583659291267395,0.25711414217948914,0.539380669593811,0.23916715383529663
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.09699854254722595,0.06539655476808548,0.12227640300989151,0.07276471704244614,0.04066114500164986,0.04765888676047325,0.0685480609536171
bloodless,0.1894654929637909,0.1273244023323059,0.26552820205688477,0.4243825674057007,0.15041635930538177,0.14811193943023682,0.21339671313762665,0.26707348227500916,0.21626393496990204,0.1582861840724945
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.05381336808204651,-0.004023602232336998,-0.047203999012708664,0.06084027513861656,-0.02809557504951954,0.07432962208986282,0.018684765323996544
coup,0.13286037743091583,0.054891541600227356,0.17860767245292664,0.38992851972579956,0.054713595658540726,0.16295643150806427,0.14089380204677582,0.14382660388946533,0.19842416048049927,0.1414787918329239
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.16514794528484344,0.3022993505001068,0.21034403145313263,0.19342699646949768,0.21161042153835297,0.5591574311256409,0.4130953550338745
