,who,does,the,presiding,officer,submit,the,final,bill,to,?
the,0.3733934462070465,0.35928019881248474,1.0,0.3267684876918793,0.25777485966682434,0.19348543882369995,1.0,0.3543182611465454,0.24155211448669434,0.535392165184021,0.22068053483963013
presiding,0.24317249655723572,0.16423818469047546,0.3267684876918793,1.0000001192092896,0.33943602442741394,0.09382157027721405,0.3267684876918793,0.21144303679466248,0.1997653990983963,0.2064446657896042,0.177648663520813
officer,0.31437572836875916,0.1390947848558426,0.25777485966682434,0.33943602442741394,0.9999998807907104,0.08806243538856506,0.25777485966682434,0.11916341632604599,0.15432092547416687,0.2198503315448761,0.119948610663414
submits,0.1670846790075302,0.24842339754104614,0.24964015185832977,0.18621742725372314,0.13581964373588562,0.8789637088775635,0.24964015185832977,0.16372495889663696,0.2502235174179077,0.251849889755249,0.17728307843208313
it,0.2868398427963257,0.34188351035118103,0.6251175999641418,0.19075798988342285,0.1771179586648941,0.18961232900619507,0.6251175999641418,0.20581819117069244,0.164714053273201,0.513711154460907,0.25732165575027466
to,0.42656609416007996,0.4391997456550598,0.535392165184021,0.2064446657896042,0.2198503315448761,0.28412961959838867,0.535392165184021,0.26099109649658203,0.17981381714344025,1.0,0.29463258385658264
the,0.3733934462070465,0.35928019881248474,1.0,0.3267684876918793,0.25777485966682434,0.19348543882369995,1.0,0.3543182611465454,0.24155211448669434,0.535392165184021,0.22068053483963013
monarch,0.2570040822029114,0.16880658268928528,0.294361412525177,0.2632507383823395,0.2217259407043457,0.1396421641111374,0.294361412525177,0.1354837417602539,0.17017927765846252,0.2186361402273178,0.22306367754936218
for,0.37110671401023865,0.35159170627593994,0.4739971458911896,0.18266896903514862,0.17035067081451416,0.21797220408916473,0.4739971458911896,0.25346213579177856,0.1828024983406067,0.4451248347759247,0.264628142118454
royal,0.16729144752025604,0.12133024632930756,0.2997032403945923,0.2200133353471756,0.28083136677742004,0.07192923128604889,0.2997032403945923,0.10511216521263123,0.10023695230484009,0.20404569804668427,0.11453001946210861
assent,0.31270602345466614,0.2948771119117737,0.2975829243659973,0.3960595428943634,0.30335167050361633,0.24946777522563934,0.2975829243659973,0.2091907411813736,0.24362613260746002,0.3058730363845825,0.21738570928573608
and,0.41279885172843933,0.3461615741252899,0.5171257257461548,0.2103288769721985,0.22929392755031586,0.23054175078868866,0.5171257257461548,0.2635152339935303,0.24696701765060425,0.48971283435821533,0.20544172823429108
it,0.2868398427963257,0.34188351035118103,0.6251175999641418,0.19075798988342285,0.1771179586648941,0.18961232900619507,0.6251175999641418,0.20581819117069244,0.164714053273201,0.513711154460907,0.25732165575027466
becomes,0.2160024344921112,0.24333611130714417,0.2601490020751953,0.2725364565849304,0.22075749933719635,0.10015155375003815,0.2601490020751953,0.1396656036376953,0.15355545282363892,0.22548897564411163,0.1751440465450287
an,0.2848317325115204,0.29477936029434204,0.4207492768764496,0.14642982184886932,0.23110461235046387,0.17059174180030823,0.4207492768764496,0.18066252768039703,0.12577931582927704,0.3138085603713989,0.19793890416622162
act,0.2015037089586258,0.21016603708267212,0.28682878613471985,0.17046329379081726,0.16982333362102509,0.1570538878440857,0.28682878613471985,0.16121841967105865,0.3130364418029785,0.24833928048610687,0.1482519507408142
of,0.2827862501144409,0.3119818866252899,0.733189046382904,0.3004159927368164,0.23883900046348572,0.2136346697807312,0.733189046382904,0.24563951790332794,0.17127205431461334,0.41548454761505127,0.1826142966747284
the,0.3733934462070465,0.35928019881248474,1.0,0.3267684876918793,0.25777485966682434,0.19348543882369995,1.0,0.3543182611465454,0.24155211448669434,0.535392165184021,0.22068053483963013
scottish,0.27621203660964966,0.13870032131671906,0.21724988520145416,0.2087658792734146,0.13719971477985382,0.1007838100194931,0.21724988520145416,0.14795663952827454,0.22999455034732819,0.1268421709537506,0.06442669779062271
parliament,0.237068772315979,0.22050349414348602,0.26521381735801697,0.3959604501724243,0.2183782458305359,0.23812945187091827,0.26521381735801697,0.17871178686618805,0.2732408940792084,0.20290622115135193,0.1586504578590393
.,0.3541337847709656,0.3022993505001068,0.5934505462646484,0.2744200527667999,0.20371799170970917,0.20609639585018158,0.5934505462646484,0.24325628578662872,0.2289014607667923,0.4645031690597534,0.4130953550338745
