,what,is,similar,to,literacy,that,a,teacher,would,teach,?
arts,0.15975245833396912,0.1983575075864792,0.13480153679847717,0.2388276606798172,0.21099619567394257,0.21131686866283417,0.21388907730579376,0.30561304092407227,0.18271854519844055,0.2875979542732239,0.09471383690834045
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.2617495656013489,0.4137537479400635,0.427140474319458,0.2884024977684021,0.32586824893951416,0.22192275524139404,0.31091248989105225
religion,0.3103729486465454,0.2032168060541153,0.15196305513381958,0.272845596075058,0.3064329922199249,0.26975613832473755,0.2381647378206253,0.2660457193851471,0.23908765614032745,0.333211213350296,0.2503177225589752
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.2617495656013489,0.4137537479400635,0.427140474319458,0.2884024977684021,0.32586824893951416,0.22192275524139404,0.31091248989105225
civics,0.17743419110774994,0.13888341188430786,0.1378624439239502,0.22007517516613007,0.3425680100917816,0.19470243155956268,0.15799663960933685,0.21329106390476227,0.21602238714694977,0.26871392130851746,0.1362212896347046
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.2617495656013489,0.4137537479400635,0.427140474319458,0.2884024977684021,0.32586824893951416,0.22192275524139404,0.31091248989105225
community,0.29032719135284424,0.26023760437965393,0.17654183506965637,0.2863751947879791,0.2249317318201065,0.2687637507915497,0.2694961726665497,0.22938847541809082,0.21965880692005157,0.22023163735866547,0.2380419820547104
roles,0.19272974133491516,0.1586921066045761,0.06732890009880066,0.12376586347818375,0.07375739514827728,0.16922183334827423,0.2052931785583496,0.21464477479457855,0.18207944929599762,0.12755826115608215,0.1763966977596283
",",0.3087472915649414,0.4691906273365021,0.29403579235076904,0.44245919585227966,0.2617495656013489,0.4137537479400635,0.427140474319458,0.2884024977684021,0.32586824893951416,0.22192275524139404,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.3725942075252533,0.38921234011650085,0.26386046409606934,0.4729836881160736,0.48853766918182373,0.16473013162612915,0.39548179507255554,0.19306370615959167,0.32389625906944275
life,0.24693015217781067,0.2110576033592224,0.16648578643798828,0.24560359120368958,0.21310006082057953,0.2885509729385376,0.27076753973960876,0.23438766598701477,0.23940740525722504,0.2606818974018097,0.21677987277507782
skills,0.28520897030830383,0.15945598483085632,0.20093785226345062,0.29669415950775146,0.3387526869773865,0.3036186695098877,0.24761129915714264,0.42025697231292725,0.3002570867538452,0.488389253616333,0.1864275485277176
.,0.3567904531955719,0.4569662809371948,0.306670606136322,0.4645031690597534,0.22910204529762268,0.4460422694683075,0.50484299659729,0.225234717130661,0.35067233443260193,0.2642667293548584,0.4130953550338745
