,how,is,the,judicial,branch,of,the,eu,an,important,factor,in,the,development,of,eu,law,?
in,0.2601168751716614,0.5394441485404968,0.6662389636039734,0.231208935379982,0.21656033396720886,0.5696388483047485,0.6662389636039734,0.12919096648693085,0.2605783939361572,0.3796374499797821,0.2656479775905609,1.0,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.12919096648693085,0.24850773811340332,0.20430970191955566
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
development,0.2009134739637375,0.2293442040681839,0.3362044394016266,0.27412986755371094,0.23434492945671082,0.28700894117355347,0.3362044394016266,0.176733136177063,0.199787899851799,0.28208521008491516,0.2546197474002838,0.2550492286682129,0.3362044394016266,0.9999998807907104,0.28700894117355347,0.176733136177063,0.17893387377262115,0.1211358830332756
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.2965162694454193,0.23972897231578827,1.0,0.733189046382904,0.1579294353723526,0.32280945777893066,0.43301743268966675,0.2744791805744171,0.5696388483047485,0.733189046382904,0.28700894117355347,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
eu,0.12200486660003662,0.12234814465045929,0.14126400649547577,0.21058975160121918,0.1294633448123932,0.1579294353723526,0.14126400649547577,0.9999998807907104,0.10770508646965027,0.08478491753339767,0.1851983219385147,0.12919096648693085,0.14126400649547577,0.176733136177063,0.1579294353723526,0.9999998807907104,0.20359504222869873,0.21586786210536957
law,0.18813064694404602,0.18597714602947235,0.24548950791358948,0.43910738825798035,0.21223905682563782,0.2816956341266632,0.24548950791358948,0.20359504222869873,0.17270056903362274,0.13215887546539307,0.19716988503932953,0.24850773811340332,0.24548950791358948,0.17893387377262115,0.2816956341266632,0.20359504222869873,1.0000001192092896,0.1528988480567932
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.230997234582901,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.3581022024154663,0.3452564477920532,0.22944624722003937,0.5201468467712402,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
by,0.34370526671409607,0.3899846076965332,0.4408751428127289,0.14751248061656952,0.13618141412734985,0.3646814823150635,0.4408751428127289,0.07193604856729507,0.2719563841819763,0.1897295117378235,0.24490420520305634,0.370934396982193,0.4408751428127289,0.19329734146595,0.3646814823150635,0.07193604856729507,0.1977037936449051,0.17966607213020325
assuming,0.3186400234699249,0.3417447805404663,0.2946830689907074,0.26439058780670166,0.10661085695028305,0.34728947281837463,0.2946830689907074,0.1531098634004593,0.277879923582077,0.2106115072965622,0.20586633682250977,0.21150268614292145,0.2946830689907074,0.17082718014717102,0.34728947281837463,0.1531098634004593,0.20790302753448486,0.40639710426330566
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
task,0.3436976969242096,0.19153684377670288,0.22566188871860504,0.2755899429321289,0.23732171952724457,0.18514713644981384,0.22566188871860504,0.13272082805633545,0.15095695853233337,0.18334315717220306,0.21197006106376648,0.1762852966785431,0.22566188871860504,0.21481670439243317,0.18514713644981384,0.13272082805633545,0.1817358434200287,0.289821058511734
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.2965162694454193,0.23972897231578827,1.0,0.733189046382904,0.1579294353723526,0.32280945777893066,0.43301743268966675,0.2744791805744171,0.5696388483047485,0.733189046382904,0.28700894117355347,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
interpreting,0.4177335202693939,0.20504538714885712,0.28614485263824463,0.3956013023853302,0.2990889549255371,0.25642865896224976,0.28614485263824463,0.1373228281736374,0.265494704246521,0.30240657925605774,0.21572262048721313,0.19285500049591064,0.28614485263824463,0.2906913459300995,0.25642865896224976,0.1373228281736374,0.2837163209915161,0.2498621791601181
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
treaties,0.2684180736541748,0.1447698175907135,0.28970760107040405,0.36504748463630676,0.20668527483940125,0.3281906247138977,0.28970760107040405,0.33172380924224854,0.1250661462545395,0.2656135857105255,0.19829080998897552,0.2564578652381897,0.28970760107040405,0.22563102841377258,0.3281906247138977,0.33172380924224854,0.39653173089027405,0.1693580597639084
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.230997234582901,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.3581022024154663,0.3452564477920532,0.22944624722003937,0.5201468467712402,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
and,0.33647966384887695,0.3859752118587494,0.5171257257461548,0.2202012538909912,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.2838519215583801,0.37549954652786255,0.26250919699668884,0.4954058527946472,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.16977795958518982,0.254730761051178,0.20544172823429108
accelerating,0.29888299107551575,0.19414031505584717,0.27250248193740845,0.2184201180934906,0.15407279133796692,0.2589203715324402,0.27250248193740845,0.12529069185256958,0.17049787938594818,0.1851307451725006,0.2742672264575958,0.18302953243255615,0.27250248193740845,0.3102419674396515,0.2589203715324402,0.12529069185256958,0.23545359075069427,0.14879262447357178
economic,0.22296547889709473,0.21102669835090637,0.282455176115036,0.3561633825302124,0.14823786914348602,0.3030148148536682,0.282455176115036,0.2556537985801697,0.15034084022045135,0.3262891471385956,0.3201487958431244,0.22027181088924408,0.282455176115036,0.4335330128669739,0.3030148148536682,0.2556537985801697,0.25362882018089294,0.1206481084227562
and,0.33647966384887695,0.3859752118587494,0.5171257257461548,0.2202012538909912,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.2838519215583801,0.37549954652786255,0.26250919699668884,0.4954058527946472,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.16977795958518982,0.254730761051178,0.20544172823429108
political,0.1886202096939087,0.15203817188739777,0.20477235317230225,0.3655478060245514,0.14022833108901978,0.27319738268852234,0.20477235317230225,0.1833927184343338,0.20845253765583038,0.23385806381702423,0.24268116056919098,0.22136160731315613,0.20477235317230225,0.19457818567752838,0.27319738268852234,0.1833927184343338,0.3273235559463501,0.17130474746227264
integration,0.19040150940418243,0.19641396403312683,0.32554522156715393,0.3351609408855438,0.21726061403751373,0.2982959747314453,0.32554522156715393,0.2523140013217926,0.25486910343170166,0.24482153356075287,0.3237557113170624,0.24832533299922943,0.32554522156715393,0.43660756945610046,0.2982959747314453,0.2523140013217926,0.3366341292858124,0.17221741378307343
.,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.2003612220287323,0.1572728455066681,0.5352458953857422,0.5934505462646484,0.1552242487668991,0.3581749200820923,0.33938494324684143,0.25708669424057007,0.5591574311256409,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.1552242487668991,0.24482665956020355,0.4130953550338745
,how,is,the,judicial,branch,of,the,eu,an,important,factor,in,the,development,of,eu,law,?
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
cjeu,0.14599546790122986,0.21785378456115723,0.2263687551021576,0.1659577637910843,0.14819814264774323,0.25831952691078186,0.2263687551021576,0.4423111379146576,0.13643546402454376,0.23402473330497742,0.13172897696495056,0.24335810542106628,0.2263687551021576,0.14568983018398285,0.25831952691078186,0.4423111379146576,0.13978151977062225,0.21193405985832214
's,-0.026164190843701363,0.02396530658006668,-0.01540423184633255,-0.015275320038199425,-0.04201217368245125,-0.03817026689648628,-0.01540423184633255,0.02064049430191517,0.025255560874938965,-0.0359678789973259,-0.09789333492517471,-0.037580832839012146,-0.01540423184633255,0.004789014346897602,-0.03817026689648628,0.02064049430191517,-0.06109188124537468,-0.023395681753754616
duty,0.17767222225666046,0.18199297785758972,0.18581759929656982,0.2671796679496765,0.229116752743721,0.19598819315433502,0.18581759929656982,0.15441103279590607,0.20749665796756744,0.16175103187561035,0.14042755961418152,0.19133710861206055,0.18581759929656982,0.1374027281999588,0.19598819315433502,0.15441103279590607,0.2851370573043823,0.20404963195323944
is,0.22544461488723755,1.0,0.5823672413825989,0.18901214003562927,0.17662303149700165,0.4854315221309662,0.5823672413825989,0.12234814465045929,0.4654068350791931,0.350485235452652,0.2690885663032532,0.5394441485404968,0.5823672413825989,0.2293442040681839,0.4854315221309662,0.12234814465045929,0.18597714602947235,0.22961433231830597
to,0.44169697165489197,0.42745086550712585,0.535392165184021,0.2431270331144333,0.15628041326999664,0.41548454761505127,0.535392165184021,0.1539587825536728,0.3138085603713989,0.30913278460502625,0.23708900809288025,0.45010748505592346,0.535392165184021,0.27639102935791016,0.41548454761505127,0.1539587825536728,0.259207159280777,0.29463258385658264
``,-0.01591024175286293,0.058766357600688934,0.029072100296616554,0.056156791746616364,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.179834246635437,0.03770720958709717,0.12753228843212128,0.20252680778503418,0.04765888676047325,0.029072100296616554,-0.009009002707898617,0.06780257821083069,0.179834246635437,0.005725041963160038,0.0685480609536171
ensure,0.39007568359375,0.23937878012657166,0.2955571711063385,0.21430838108062744,0.07248109579086304,0.20923924446105957,0.2955571711063385,0.20916885137557983,0.23891213536262512,0.26732486486434937,0.21724309027194977,0.15814054012298584,0.2955571711063385,0.2714272737503052,0.20923924446105957,0.20916885137557983,0.22626462578773499,0.24192948639392853
that,0.557814359664917,0.3995479643344879,0.5473989248275757,0.24354296922683716,0.23441632091999054,0.41498205065727234,0.5473989248275757,0.10275088250637054,0.365763783454895,0.3865286409854889,0.3071557879447937,0.435920387506485,0.5473989248275757,0.2717459201812744,0.41498205065727234,0.10275088250637054,0.23277728259563446,0.32716336846351624
in,0.2601168751716614,0.5394441485404968,0.6662389636039734,0.231208935379982,0.21656033396720886,0.5696388483047485,0.6662389636039734,0.12919096648693085,0.2605783939361572,0.3796374499797821,0.2656479775905609,1.0,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.12919096648693085,0.24850773811340332,0.20430970191955566
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
interpretation,0.3205856382846832,0.2543133795261383,0.2766321003437042,0.4214792251586914,0.2951711416244507,0.25918829441070557,0.2766321003437042,0.12298598885536194,0.26945626735687256,0.2639118731021881,0.23448112607002258,0.1910129338502884,0.2766321003437042,0.29323810338974,0.25918829441070557,0.12298598885536194,0.30636757612228394,0.2162649929523468
and,0.33647966384887695,0.3859752118587494,0.5171257257461548,0.2202012538909912,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.2838519215583801,0.37549954652786255,0.26250919699668884,0.4954058527946472,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.16977795958518982,0.254730761051178,0.20544172823429108
application,0.2596302926540375,0.26499083638191223,0.2483029067516327,0.2708626687526703,0.20592989027500153,0.25776514410972595,0.2483029067516327,0.2763040065765381,0.23651355504989624,0.17383253574371338,0.2568497359752655,0.23744744062423706,0.2483029067516327,0.3611499071121216,0.25776514410972595,0.2763040065765381,0.2662038803100586,0.1966315507888794
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.2965162694454193,0.23972897231578827,1.0,0.733189046382904,0.1579294353723526,0.32280945777893066,0.43301743268966675,0.2744791805744171,0.5696388483047485,0.733189046382904,0.28700894117355347,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
treaties,0.2684180736541748,0.1447698175907135,0.28970760107040405,0.36504748463630676,0.20668527483940125,0.3281906247138977,0.28970760107040405,0.33172380924224854,0.1250661462545395,0.2656135857105255,0.19829080998897552,0.2564578652381897,0.28970760107040405,0.22563102841377258,0.3281906247138977,0.33172380924224854,0.39653173089027405,0.1693580597639084
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
law,0.18813064694404602,0.18597714602947235,0.24548950791358948,0.43910738825798035,0.21223905682563782,0.2816956341266632,0.24548950791358948,0.20359504222869873,0.17270056903362274,0.13215887546539307,0.19716988503932953,0.24850773811340332,0.24548950791358948,0.17893387377262115,0.2816956341266632,0.20359504222869873,1.0000001192092896,0.1528988480567932
is,0.22544461488723755,1.0,0.5823672413825989,0.18901214003562927,0.17662303149700165,0.4854315221309662,0.5823672413825989,0.12234814465045929,0.4654068350791931,0.350485235452652,0.2690885663032532,0.5394441485404968,0.5823672413825989,0.2293442040681839,0.4854315221309662,0.12234814465045929,0.18597714602947235,0.22961433231830597
observed,0.2221246063709259,0.20653970539569855,0.26280322670936584,0.1815788745880127,0.15796104073524475,0.24605341255664825,0.26280322670936584,0.03909975662827492,0.16430748999118805,0.2460785061120987,0.19164809584617615,0.24517615139484406,0.26280322670936584,0.22137226164340973,0.24605341255664825,0.03909975662827492,0.18564578890800476,0.12128034234046936
'',-0.0029843549709767103,0.0793738141655922,0.041273195296525955,0.010891818441450596,0.051968224346637726,0.13035868108272552,0.041273195296525955,0.0652511790394783,0.09471100568771362,0.03843875601887703,0.007775241509079933,0.07432962208986282,0.041273195296525955,-0.05587824806571007,0.13035868108272552,0.0652511790394783,0.02283594384789467,0.018684765323996544
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.230997234582901,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.3581022024154663,0.3452564477920532,0.22944624722003937,0.5201468467712402,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
although,0.26196205615997314,0.301360160112381,0.3265823423862457,0.17758581042289734,0.16553860902786255,0.3024747669696808,0.3265823423862457,0.1027204617857933,0.25058484077453613,0.25017842650413513,0.20373858511447906,0.28763338923454285,0.3265823423862457,0.22115568816661835,0.3024747669696808,0.1027204617857933,0.1891786903142929,0.15541206300258636
realistically,0.3754434883594513,0.24922828376293182,0.3106922209262848,0.18702349066734314,0.03777141869068146,0.24812696874141693,0.3106922209262848,0.08845096826553345,0.2679270803928375,0.2987041175365448,0.26129665970802307,0.23715220391750336,0.3106922209262848,0.25344759225845337,0.24812696874141693,0.08845096826553345,0.15290220081806183,0.2082386612892151
it,0.36714982986450195,0.6328473687171936,0.6251175999641418,0.22543735802173615,0.18574722111225128,0.38761502504348755,0.6251175999641418,0.11940911412239075,0.39472338557243347,0.31749022006988525,0.2376704066991806,0.5130809545516968,0.6251175999641418,0.257934033870697,0.38761502504348755,0.11940911412239075,0.18657292425632477,0.25732165575027466
has,0.26820555329322815,0.5668748617172241,0.4177538752555847,0.14285066723823547,0.13503094017505646,0.3909035325050354,0.4177538752555847,0.13703566789627075,0.2991473078727722,0.2858242392539978,0.20708835124969482,0.4173259735107422,0.4177538752555847,0.26726067066192627,0.3909035325050354,0.13703566789627075,0.15925909578800201,0.15994466841220856
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
ability,0.41328999400138855,0.18390236794948578,0.24997951090335846,0.1742057055234909,0.12528881430625916,0.21105368435382843,0.24997951090335846,0.06831391900777817,0.19394457340240479,0.19343650341033936,0.24935005605220795,0.16374780237674713,0.24997951090335846,0.2331267148256302,0.21105368435382843,0.06831391900777817,0.14705733954906464,0.1955445408821106
to,0.44169697165489197,0.42745086550712585,0.535392165184021,0.2431270331144333,0.15628041326999664,0.41548454761505127,0.535392165184021,0.1539587825536728,0.3138085603713989,0.30913278460502625,0.23708900809288025,0.45010748505592346,0.535392165184021,0.27639102935791016,0.41548454761505127,0.1539587825536728,0.259207159280777,0.29463258385658264
expand,0.26880985498428345,0.16019529104232788,0.28561270236968994,0.15310397744178772,0.1529127061367035,0.20844320952892303,0.28561270236968994,0.16601262986660004,0.15950922667980194,0.24099427461624146,0.16695716977119446,0.20696242153644562,0.28561270236968994,0.2798367142677307,0.20844320952892303,0.16601262986660004,0.1574483960866928,0.2819165587425232
and,0.33647966384887695,0.3859752118587494,0.5171257257461548,0.2202012538909912,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.2838519215583801,0.37549954652786255,0.26250919699668884,0.4954058527946472,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.16977795958518982,0.254730761051178,0.20544172823429108
develop,0.2612045705318451,0.1934473067522049,0.26276466250419617,0.20677410066127777,0.231561541557312,0.2259741723537445,0.26276466250419617,0.09414193779230118,0.1762493997812271,0.27901914715766907,0.25547245144844055,0.22882415354251862,0.26276466250419617,0.6566487550735474,0.2259741723537445,0.09414193779230118,0.1543188840150833,0.15784582495689392
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
law,0.18813064694404602,0.18597714602947235,0.24548950791358948,0.43910738825798035,0.21223905682563782,0.2816956341266632,0.24548950791358948,0.20359504222869873,0.17270056903362274,0.13215887546539307,0.19716988503932953,0.24850773811340332,0.24548950791358948,0.17893387377262115,0.2816956341266632,0.20359504222869873,1.0000001192092896,0.1528988480567932
according,0.29424387216567993,0.2838992476463318,0.3202974498271942,0.18421585857868195,0.13991466164588928,0.3307822346687317,0.3202974498271942,0.173911914229393,0.16550497710704803,0.17643703520298004,0.16020290553569794,0.29259276390075684,0.3202974498271942,0.15600374341011047,0.3307822346687317,0.173911914229393,0.26669177412986755,0.21173474192619324
to,0.44169697165489197,0.42745086550712585,0.535392165184021,0.2431270331144333,0.15628041326999664,0.41548454761505127,0.535392165184021,0.1539587825536728,0.3138085603713989,0.30913278460502625,0.23708900809288025,0.45010748505592346,0.535392165184021,0.27639102935791016,0.41548454761505127,0.1539587825536728,0.259207159280777,0.29463258385658264
the,0.33890387415885925,0.5823672413825989,1.0,0.27282875776290894,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4207492768764496,0.39348116517066956,0.2859867215156555,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
principles,0.3132765293121338,0.15077199041843414,0.21452596783638,0.29758337140083313,0.2045237123966217,0.25854504108428955,0.21452596783638,0.1798057109117508,0.15920476615428925,0.2621042728424072,0.2054457664489746,0.16260969638824463,0.21452596783638,0.3220308721065521,0.25854504108428955,0.1798057109117508,0.37726420164108276,0.19203636050224304
it,0.36714982986450195,0.6328473687171936,0.6251175999641418,0.22543735802173615,0.18574722111225128,0.38761502504348755,0.6251175999641418,0.11940911412239075,0.39472338557243347,0.31749022006988525,0.2376704066991806,0.5130809545516968,0.6251175999641418,0.257934033870697,0.38761502504348755,0.11940911412239075,0.18657292425632477,0.25732165575027466
deems,0.2079125940799713,0.28990691900253296,0.24222035706043243,0.39527586102485657,0.12148057669401169,0.2437012642621994,0.24222035706043243,0.1275552213191986,0.2131650745868683,0.14043185114860535,0.1874781996011734,0.22374820709228516,0.24222035706043243,0.11630826443433762,0.2437012642621994,0.1275552213191986,0.2492610365152359,0.2964354455471039
to,0.44169697165489197,0.42745086550712585,0.535392165184021,0.2431270331144333,0.15628041326999664,0.41548454761505127,0.535392165184021,0.1539587825536728,0.3138085603713989,0.30913278460502625,0.23708900809288025,0.45010748505592346,0.535392165184021,0.27639102935791016,0.41548454761505127,0.1539587825536728,0.259207159280777,0.29463258385658264
be,0.4158933162689209,0.4819129705429077,0.4248143136501312,0.15251581370830536,0.11228202283382416,0.33904364705085754,0.4248143136501312,0.1461477279663086,0.33041056990623474,0.2492702454328537,0.2585146725177765,0.3481820821762085,0.4248143136501312,0.22699303925037384,0.33904364705085754,0.1461477279663086,0.18454892933368683,0.3324260413646698
appropriate,0.31354478001594543,0.2246846705675125,0.27732113003730774,0.24616852402687073,0.10015974938869476,0.1958872526884079,0.27732113003730774,0.1426495611667633,0.23187603056430817,0.2257334589958191,0.183472141623497,0.16018737852573395,0.27732113003730774,0.1939234882593155,0.1958872526884079,0.1426495611667633,0.15292954444885254,0.2732597291469574
.,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.2003612220287323,0.1572728455066681,0.5352458953857422,0.5934505462646484,0.1552242487668991,0.3581749200820923,0.33938494324684143,0.25708669424057007,0.5591574311256409,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.1552242487668991,0.24482665956020355,0.4130953550338745
