,what,country,is,the,most,industrially,developed,country,in,the,african,great,lakes,region,?
lakes,0.1493748277425766,0.24983373284339905,0.23885010182857513,0.26104623079299927,0.20977313816547394,0.23805966973304749,0.08225177228450775,0.24983373284339905,0.28098371624946594,0.26104623079299927,0.15007930994033813,0.3739132583141327,1.0000001192092896,0.23642461001873016,0.12022668123245239
region,0.2298986315727234,0.3093109428882599,0.3317503035068512,0.35020557045936584,0.19658514857292175,0.25224214792251587,0.15238289535045624,0.3093109428882599,0.3524819314479828,0.35020557045936584,0.12290450930595398,0.1109301894903183,0.23642461001873016,1.0,0.13441751897335052
",",0.3087472915649414,0.27878350019454956,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.3169105648994446,0.24565434455871582,0.27878350019454956,0.5201468467712402,0.4933079481124878,0.25119030475616455,0.29579275846481323,0.3026047348976135,0.2119160145521164,0.31091248989105225
manufacturing,0.1945977807044983,0.15782330930233002,0.19076082110404968,0.25165510177612305,0.2043880969285965,0.6336362361907959,0.3762154281139374,0.15782330930233002,0.2715393304824829,0.25165510177612305,0.0923878401517868,0.08875743299722672,0.14419275522232056,0.24517935514450073,0.11596895009279251
still,0.4548931419849396,0.25223085284233093,0.3574111759662628,0.40142056345939636,0.431209534406662,0.3203800618648529,0.2647921144962311,0.25223085284233093,0.3424699008464813,0.40142056345939636,0.19950206577777863,0.22161389887332916,0.1699940264225006,0.2069346159696579,0.3039587736129761
accounts,0.29983872175216675,0.19426438212394714,0.19645372033119202,0.20863397419452667,0.2076529562473297,0.17113232612609863,0.13084886968135834,0.19426438212394714,0.16891200840473175,0.20863397419452667,0.18846383690834045,0.18149031698703766,0.19896960258483887,0.1682572066783905,0.32252734899520874
for,0.3017193675041199,0.2644098401069641,0.43268078565597534,0.4739971458911896,0.3906237483024597,0.28690585494041443,0.22294896841049194,0.2644098401069641,0.4322226941585541,0.4739971458911896,0.15476080775260925,0.19302397966384888,0.2170482724905014,0.17531010508537292,0.264628142118454
only,0.41415658593177795,0.2164556235074997,0.44708555936813354,0.5497692227363586,0.5343596935272217,0.22294600307941437,0.19907943904399872,0.2164556235074997,0.42992329597473145,0.5497692227363586,0.21910086274147034,0.2732871472835541,0.20618586242198944,0.22661642730236053,0.2767370045185089
14,0.050140514969825745,0.030742565169930458,0.09000016748905182,-0.011880298145115376,-0.022029399871826172,0.07043544203042984,0.03423672914505005,0.030742565169930458,0.07915190607309341,-0.011880298145115376,-0.0020024976693093777,-0.035572607070207596,0.14808441698551178,0.14139752089977264,0.11697390675544739
%,0.20738190412521362,0.14405587315559387,0.18672586977481842,0.21490740776062012,0.26077356934547424,0.25842830538749695,0.10223624855279922,0.14405587315559387,0.19465309381484985,0.21490740776062012,0.14421124756336212,0.08688680082559586,0.16706904768943787,0.20909957587718964,0.21441808342933655
of,0.33290785551071167,0.28866857290267944,0.4854315221309662,0.733189046382904,0.4178851246833801,0.28146132826805115,0.21960023045539856,0.28866857290267944,0.5696388483047485,0.733189046382904,0.23470255732536316,0.3168134391307831,0.3004763126373291,0.2852717339992523,0.1826142966747284
the,0.42745697498321533,0.30432501435279846,0.5823672413825989,1.0,0.47635307908058167,0.311806857585907,0.24490751326084137,0.30432501435279846,0.6662389636039734,1.0,0.23305515944957733,0.2822027802467346,0.26104623079299927,0.35020557045936584,0.22068053483963013
gdp,0.2943311929702759,0.31972363591194153,0.1348358541727066,0.16116170585155487,0.15265649557113647,0.33862054347991943,0.12570327520370483,0.31972363591194153,0.17962713539600372,0.16116170585155487,0.12457472831010818,0.0922713428735733,0.12132222950458527,0.3046968877315521,0.232579305768013
.,0.3567904531955719,0.26130348443984985,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.29646557569503784,0.2569568455219269,0.26130348443984985,0.5591574311256409,0.5934505462646484,0.22406414151191711,0.2178412526845932,0.25083380937576294,0.2506107687950134,0.4130953550338745
