,which,super,bowl,",",after,the,50th,one,",",will,begin,have,roman,numerals,in,the,title,again,?
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.4933079481124878,0.4565047025680542,1.0,0.19595111906528473,0.5514441132545471,0.4933079481124878,0.3635469079017639,0.34293439984321594,0.40389683842658997,0.2862859070301056,0.25819507241249084,0.6662389636039734,1.0,0.27465343475341797,0.4104243218898773,0.22068053483963013
practice,0.28014135360717773,0.168790802359581,0.10187067836523056,0.2838936448097229,0.19881974160671234,0.27333036065101624,0.13416828215122223,0.24422010779380798,0.2838936448097229,0.21334341168403625,0.23296213150024414,0.2906533181667328,0.2321038544178009,0.26670295000076294,0.24572531878948212,0.27333036065101624,0.1366746425628662,0.14813892543315887,0.21386858820915222
of,0.5011631846427917,0.14718765020370483,0.2243070751428604,0.4946078956127167,0.3867455720901489,0.733189046382904,0.11716882884502411,0.4999135136604309,0.4946078956127167,0.2473582625389099,0.24830074608325958,0.3802283704280853,0.31028008460998535,0.2555062174797058,0.5696388483047485,0.733189046382904,0.18969319760799408,0.24152639508247375,0.1826142966747284
branding,0.28330713510513306,0.21105733513832092,0.1050693467259407,0.29512593150138855,0.2619030475616455,0.26101231575012207,0.13706761598587036,0.2566578686237335,0.29512593150138855,0.24665966629981995,0.1890099197626114,0.25795572996139526,0.14294500648975372,0.11847613751888275,0.23767031729221344,0.26101231575012207,0.21066805720329285,0.21180595457553864,0.16631950438022614
super,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.22322475910186768,0.1987018883228302,0.21959073841571808,0.14578431844711304,0.21711376309394836,0.22322475910186768,0.1544499397277832,0.1331072747707367,0.19903038442134857,0.07821496576070786,0.27254608273506165,0.18576006591320038,0.21959073841571808,0.22950704395771027,0.15010406076908112,0.166326642036438
bowl,0.23468568921089172,0.4848237931728363,1.0,0.1810409277677536,0.21850556135177612,0.21576224267482758,0.10496746003627777,0.19098831713199615,0.1810409277677536,0.1507955938577652,0.1358405202627182,0.19536113739013672,0.12339023500680923,0.26416486501693726,0.17236235737800598,0.21576224267482758,0.21912378072738647,0.17074501514434814,0.21118052303791046
games,0.2158995121717453,0.3565964996814728,0.2931278944015503,0.2778109014034271,0.19806519150733948,0.2676136791706085,0.07302030920982361,0.19031527638435364,0.2778109014034271,0.19471357762813568,0.22720196843147278,0.24015609920024872,0.13043218851089478,0.3210026025772095,0.24802106618881226,0.2676136791706085,0.15100426971912384,0.2133655548095703,0.1360001415014267
with,0.46403205394744873,0.1518537551164627,0.18353787064552307,0.4120737314224243,0.33843478560447693,0.4223487675189972,0.112519770860672,0.3855307400226593,0.4120737314224243,0.33888739347457886,0.25770750641822815,0.48046383261680603,0.16514341533184052,0.16614378988742828,0.4080928862094879,0.4223487675189972,0.16094465553760529,0.33511000871658325,0.2433311939239502
roman,0.2057887464761734,0.07821496576070786,0.12339023500680923,0.26863154768943787,0.15456973016262054,0.2862859070301056,0.0517960749566555,0.164652019739151,0.26863154768943787,0.13640916347503662,0.10439209640026093,0.1729857623577118,1.0,0.4669416546821594,0.24986636638641357,0.2862859070301056,0.13886132836341858,0.1781197190284729,0.1663191318511963
numerals,0.2624048590660095,0.27254608273506165,0.26416486501693726,0.23818567395210266,0.19695989787578583,0.25819507241249084,0.1347743719816208,0.24567946791648865,0.23818567395210266,0.16965042054653168,0.13692696392536163,0.24595332145690918,0.4669416546821594,1.0,0.2017660140991211,0.25819507241249084,0.17102152109146118,0.14068308472633362,0.22188253700733185
",",0.3658004403114319,0.22322475910186768,0.1810409277677536,1.0000001192092896,0.38860568404197693,0.4933079481124878,0.1069522351026535,0.3696635365486145,1.0000001192092896,0.29706671833992004,0.27304404973983765,0.3541618287563324,0.26863154768943787,0.23818567395210266,0.5201468467712402,0.4933079481124878,0.2202284336090088,0.36606305837631226,0.31091248989105225
a,0.56894451379776,0.26005712151527405,0.19533146917819977,0.427140474319458,0.3831600844860077,0.5829201340675354,0.12353889644145966,0.4910551905632019,0.427140474319458,0.3401327431201935,0.22845244407653809,0.338716596364975,0.18130378425121307,0.20948180556297302,0.539380669593811,0.5829201340675354,0.23181948065757751,0.3266791105270386,0.23916715383529663
practice,0.28014135360717773,0.168790802359581,0.10187067836523056,0.2838936448097229,0.19881974160671234,0.27333036065101624,0.13416828215122223,0.24422010779380798,0.2838936448097229,0.21334341168403625,0.23296213150024414,0.2906533181667328,0.2321038544178009,0.26670295000076294,0.24572531878948212,0.27333036065101624,0.1366746425628662,0.14813892543315887,0.21386858820915222
established,0.26644110679626465,0.0677686259150505,0.09894891828298569,0.22739723324775696,0.25570741295814514,0.33092597126960754,-0.01776077412068844,0.19688352942466736,0.22739723324775696,0.06649353355169296,0.11909785121679306,0.17518210411071777,0.16586624085903168,0.1516844779253006,0.3118882477283478,0.33092597126960754,0.13882894814014435,0.17403042316436768,0.15917523205280304
at,0.3286694884300232,0.11449114978313446,0.2709662914276123,0.38314947485923767,0.3622083067893982,0.457212895154953,0.09623987972736359,0.32580816745758057,0.38314947485923767,0.26192525029182434,0.2332090437412262,0.29004791378974915,0.15289406478405,0.11684606969356537,0.4374977946281433,0.457212895154953,0.172890767455101,0.2766803801059723,0.21978627145290375
super,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.22322475910186768,0.1987018883228302,0.21959073841571808,0.14578431844711304,0.21711376309394836,0.22322475910186768,0.1544499397277832,0.1331072747707367,0.19903038442134857,0.07821496576070786,0.27254608273506165,0.18576006591320038,0.21959073841571808,0.22950704395771027,0.15010406076908112,0.166326642036438
bowl,0.23468568921089172,0.4848237931728363,1.0,0.1810409277677536,0.21850556135177612,0.21576224267482758,0.10496746003627777,0.19098831713199615,0.1810409277677536,0.1507955938577652,0.1358405202627182,0.19536113739013672,0.12339023500680923,0.26416486501693726,0.17236235737800598,0.21576224267482758,0.21912378072738647,0.17074501514434814,0.21118052303791046
v,0.1653934270143509,0.12199956178665161,0.17199891805648804,0.22053663432598114,0.08713581413030624,0.18580520153045654,0.12981903553009033,0.1586812287569046,0.22053663432598114,0.2025434374809265,0.10555373877286911,0.08700474351644516,0.1573350727558136,0.2176586240530014,0.15216681361198425,0.18580520153045654,0.1771821826696396,0.16078497469425201,0.28677162528038025
",",0.3658004403114319,0.22322475910186768,0.1810409277677536,1.0000001192092896,0.38860568404197693,0.4933079481124878,0.1069522351026535,0.3696635365486145,1.0000001192092896,0.29706671833992004,0.27304404973983765,0.3541618287563324,0.26863154768943787,0.23818567395210266,0.5201468467712402,0.4933079481124878,0.2202284336090088,0.36606305837631226,0.31091248989105225
would,0.3854503035545349,0.16404198110103607,0.17156143486499786,0.32586824893951416,0.31067174673080444,0.4133751392364502,0.08651360869407654,0.38529840111732483,0.32586824893951416,0.7075439691543579,0.34733062982559204,0.484149694442749,0.21116627752780914,0.21986085176467896,0.30461156368255615,0.4133751392364502,0.21513009071350098,0.38726508617401123,0.37178951501846313
be,0.476310670375824,0.1880253106355667,0.18567830324172974,0.39254459738731384,0.32360681891441345,0.4248143136501312,0.09245781600475311,0.4154875874519348,0.39254459738731384,0.4925616979598999,0.22393666207790375,0.5760743618011475,0.16603216528892517,0.21984203159809113,0.3481820821762085,0.4248143136501312,0.2216247171163559,0.32521769404411316,0.3324260413646698
temporarily,0.3660125732421875,0.16314555704593658,0.13392890989780426,0.2560963034629822,0.4000147879123688,0.35498616099357605,0.03534327819943428,0.18815995752811432,0.2560963034629822,0.32498934864997864,0.28378087282180786,0.2801068127155304,0.16546212136745453,0.13996119797229767,0.253314346075058,0.35498616099357605,0.17216089367866516,0.3527354300022125,0.11896703392267227
suspended,0.2886699140071869,0.194660022854805,0.21673765778541565,0.2427910715341568,0.3274552822113037,0.28768354654312134,0.007708584424108267,0.18193940818309784,0.2427910715341568,0.18854740262031555,0.29793795943260193,0.18222273886203766,0.14428016543388367,0.20410187542438507,0.20142072439193726,0.28768354654312134,0.09718655049800873,0.22992637753486633,0.13118882477283478
",",0.3658004403114319,0.22322475910186768,0.1810409277677536,1.0000001192092896,0.38860568404197693,0.4933079481124878,0.1069522351026535,0.3696635365486145,1.0000001192092896,0.29706671833992004,0.27304404973983765,0.3541618287563324,0.26863154768943787,0.23818567395210266,0.5201468467712402,0.4933079481124878,0.2202284336090088,0.36606305837631226,0.31091248989105225
and,0.506277859210968,0.18368244171142578,0.1698254644870758,0.6633074283599854,0.3765919506549835,0.5171257257461548,0.1709929257631302,0.42438167333602905,0.6633074283599854,0.35983073711395264,0.2599445581436157,0.4711785912513733,0.2730041444301605,0.20779448747634888,0.4954058527946472,0.5171257257461548,0.20763245224952698,0.34503087401390076,0.20544172823429108
that,0.6894589066505432,0.18258553743362427,0.10987387597560883,0.4137537479400635,0.373811811208725,0.5473989248275757,0.11724865436553955,0.5133185982704163,0.4137537479400635,0.4857470989227295,0.27644142508506775,0.6182622313499451,0.20374512672424316,0.2481309473514557,0.435920387506485,0.5473989248275757,0.18916001915931702,0.3886644244194031,0.32716336846351624
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.4933079481124878,0.4565047025680542,1.0,0.19595111906528473,0.5514441132545471,0.4933079481124878,0.3635469079017639,0.34293439984321594,0.40389683842658997,0.2862859070301056,0.25819507241249084,0.6662389636039734,1.0,0.27465343475341797,0.4104243218898773,0.22068053483963013
game,0.23652023077011108,0.3480181396007538,0.2413962334394455,0.2653886377811432,0.19855184853076935,0.285271555185318,0.07862702757120132,0.2554377615451813,0.2653886377811432,0.2308308631181717,0.13039514422416687,0.2211744487285614,0.11391695588827133,0.25392043590545654,0.23986028134822845,0.285271555185318,0.2137785702943802,0.18859943747520447,0.1829071193933487
would,0.3854503035545349,0.16404198110103607,0.17156143486499786,0.32586824893951416,0.31067174673080444,0.4133751392364502,0.08651360869407654,0.38529840111732483,0.32586824893951416,0.7075439691543579,0.34733062982559204,0.484149694442749,0.21116627752780914,0.21986085176467896,0.30461156368255615,0.4133751392364502,0.21513009071350098,0.38726508617401123,0.37178951501846313
be,0.476310670375824,0.1880253106355667,0.18567830324172974,0.39254459738731384,0.32360681891441345,0.4248143136501312,0.09245781600475311,0.4154875874519348,0.39254459738731384,0.4925616979598999,0.22393666207790375,0.5760743618011475,0.16603216528892517,0.21984203159809113,0.3481820821762085,0.4248143136501312,0.2216247171163559,0.32521769404411316,0.3324260413646698
named,0.3135877251625061,0.2206273078918457,0.18541297316551208,0.2530003488063812,0.4528660774230957,0.3521348536014557,0.07129162549972534,0.3621094226837158,0.2530003488063812,0.13993361592292786,0.14794114232063293,0.18059904873371124,0.10008247196674347,0.1596381515264511,0.28130269050598145,0.3521348536014557,0.1561552733182907,0.195975661277771,0.1297498345375061
using,0.43351176381111145,0.12041214108467102,0.10332484543323517,0.27050045132637024,0.19508789479732513,0.28364112973213196,0.07590964436531067,0.28867876529693604,0.27050045132637024,0.3506723940372467,0.18793518841266632,0.3861018717288971,0.13972263038158417,0.29941174387931824,0.2717311978340149,0.28364112973213196,0.1354488581418991,0.21316641569137573,0.2804589569568634
arabic,0.21110796928405762,0.18190370500087738,0.1547006070613861,0.22572287917137146,0.1342526227235794,0.23818454146385193,0.09909354895353317,0.15716063976287842,0.22572287917137146,0.11160098016262054,0.1319042295217514,0.19302722811698914,0.1966908574104309,0.41452375054359436,0.17496345937252045,0.23818454146385193,0.17959196865558624,0.10160253196954727,0.18792502582073212
numerals,0.2624048590660095,0.27254608273506165,0.26416486501693726,0.23818567395210266,0.19695989787578583,0.25819507241249084,0.1347743719816208,0.24567946791648865,0.23818567395210266,0.16965042054653168,0.13692696392536163,0.24595332145690918,0.4669416546821594,1.0,0.2017660140991211,0.25819507241249084,0.17102152109146118,0.14068308472633362,0.22188253700733185
as,0.41006597876548767,0.21450649201869965,0.14539222419261932,0.48816442489624023,0.3014480769634247,0.48381632566452026,0.07544080913066864,0.3954789340496063,0.48816442489624023,0.3047071695327759,0.20308734476566315,0.37788212299346924,0.22062699496746063,0.21114006638526917,0.3887844979763031,0.48381632566452026,0.2520829439163208,0.33001670241355896,0.27043893933296204
super,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.22322475910186768,0.1987018883228302,0.21959073841571808,0.14578431844711304,0.21711376309394836,0.22322475910186768,0.1544499397277832,0.1331072747707367,0.19903038442134857,0.07821496576070786,0.27254608273506165,0.18576006591320038,0.21959073841571808,0.22950704395771027,0.15010406076908112,0.166326642036438
bowl,0.23468568921089172,0.4848237931728363,1.0,0.1810409277677536,0.21850556135177612,0.21576224267482758,0.10496746003627777,0.19098831713199615,0.1810409277677536,0.1507955938577652,0.1358405202627182,0.19536113739013672,0.12339023500680923,0.26416486501693726,0.17236235737800598,0.21576224267482758,0.21912378072738647,0.17074501514434814,0.21118052303791046
50,0.022181637585163116,0.0833745002746582,0.005446359980851412,-0.025195008143782616,0.06707155704498291,0.03602437674999237,-0.014330796897411346,0.023094678297638893,-0.025195008143782616,0.07188837975263596,0.11290501058101654,0.10407739877700806,0.01018556673079729,0.0405484102666378,0.021892361342906952,0.03602437674999237,0.0812186673283577,0.06001971289515495,0.030512850731611252
as,0.41006597876548767,0.21450649201869965,0.14539222419261932,0.48816442489624023,0.3014480769634247,0.48381632566452026,0.07544080913066864,0.3954789340496063,0.48816442489624023,0.3047071695327759,0.20308734476566315,0.37788212299346924,0.22062699496746063,0.21114006638526917,0.3887844979763031,0.48381632566452026,0.2520829439163208,0.33001670241355896,0.27043893933296204
opposed,0.274840384721756,0.09677048772573471,0.12780041992664337,0.2660662829875946,0.26686835289001465,0.24302934110164642,-0.05720509961247444,0.25204870104789734,0.2660662829875946,0.2067873626947403,0.24128301441669464,0.32263192534446716,0.17820458114147186,0.22317832708358765,0.21999825537204742,0.24302934110164642,0.1419556438922882,0.2480187714099884,0.23428945243358612
to,0.5345056653022766,0.17783479392528534,0.16993016004562378,0.44245919585227966,0.37890323996543884,0.535392165184021,0.10572241246700287,0.4025384783744812,0.44245919585227966,0.5091033577919006,0.33302420377731323,0.4544740617275238,0.24710409343242645,0.21088573336601257,0.45010748505592346,0.535392165184021,0.24913249909877777,0.4861571192741394,0.29463258385658264
super,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.22322475910186768,0.1987018883228302,0.21959073841571808,0.14578431844711304,0.21711376309394836,0.22322475910186768,0.1544499397277832,0.1331072747707367,0.19903038442134857,0.07821496576070786,0.27254608273506165,0.18576006591320038,0.21959073841571808,0.22950704395771027,0.15010406076908112,0.166326642036438
bowl,0.23468568921089172,0.4848237931728363,1.0,0.1810409277677536,0.21850556135177612,0.21576224267482758,0.10496746003627777,0.19098831713199615,0.1810409277677536,0.1507955938577652,0.1358405202627182,0.19536113739013672,0.12339023500680923,0.26416486501693726,0.17236235737800598,0.21576224267482758,0.21912378072738647,0.17074501514434814,0.21118052303791046
l.,0.02871636487543583,0.058923691511154175,-0.052533600479364395,0.0296168252825737,-0.037638187408447266,0.06809674203395844,0.03265337646007538,-0.05339476093649864,0.0296168252825737,-0.013924051076173782,-0.030946144834160805,-0.013024374842643738,0.05787437781691551,0.01405404508113861,0.06709589809179306,0.06809674203395844,0.12902849912643433,-0.006675377953797579,0.05018472298979759
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.4933079481124878,0.4565047025680542,1.0,0.19595111906528473,0.5514441132545471,0.4933079481124878,0.3635469079017639,0.34293439984321594,0.40389683842658997,0.2862859070301056,0.25819507241249084,0.6662389636039734,1.0,0.27465343475341797,0.4104243218898773,0.22068053483963013
use,0.39254313707351685,0.17267648875713348,0.13564810156822205,0.3276674151420593,0.1635955423116684,0.34342584013938904,0.08622721582651138,0.3501819968223572,0.3276674151420593,0.410645067691803,0.2805820405483246,0.4805850088596344,0.17430752515792847,0.3054240047931671,0.2715643048286438,0.34342584013938904,0.20075947046279907,0.1826864331960678,0.32795652747154236
of,0.5011631846427917,0.14718765020370483,0.2243070751428604,0.4946078956127167,0.3867455720901489,0.733189046382904,0.11716882884502411,0.4999135136604309,0.4946078956127167,0.2473582625389099,0.24830074608325958,0.3802283704280853,0.31028008460998535,0.2555062174797058,0.5696388483047485,0.733189046382904,0.18969319760799408,0.24152639508247375,0.1826142966747284
roman,0.2057887464761734,0.07821496576070786,0.12339023500680923,0.26863154768943787,0.15456973016262054,0.2862859070301056,0.0517960749566555,0.164652019739151,0.26863154768943787,0.13640916347503662,0.10439209640026093,0.1729857623577118,1.0,0.4669416546821594,0.24986636638641357,0.2862859070301056,0.13886132836341858,0.1781197190284729,0.1663191318511963
numerals,0.2624048590660095,0.27254608273506165,0.26416486501693726,0.23818567395210266,0.19695989787578583,0.25819507241249084,0.1347743719816208,0.24567946791648865,0.23818567395210266,0.16965042054653168,0.13692696392536163,0.24595332145690918,0.4669416546821594,1.0,0.2017660140991211,0.25819507241249084,0.17102152109146118,0.14068308472633362,0.22188253700733185
will,0.3827246427536011,0.1544499397277832,0.1507955938577652,0.29706671833992004,0.2841227948665619,0.3635469079017639,0.1533638834953308,0.3305911421775818,0.29706671833992004,1.0,0.39362481236457825,0.4443284869194031,0.13640916347503662,0.16965042054653168,0.2580665349960327,0.3635469079017639,0.18796855211257935,0.4039391279220581,0.35046905279159546
be,0.476310670375824,0.1880253106355667,0.18567830324172974,0.39254459738731384,0.32360681891441345,0.4248143136501312,0.09245781600475311,0.4154875874519348,0.39254459738731384,0.4925616979598999,0.22393666207790375,0.5760743618011475,0.16603216528892517,0.21984203159809113,0.3481820821762085,0.4248143136501312,0.2216247171163559,0.32521769404411316,0.3324260413646698
reinstated,0.20654354989528656,0.11153620481491089,0.11042346805334091,0.2825030982494354,0.375005304813385,0.2586565315723419,0.03773224353790283,0.2478516846895218,0.2825030982494354,0.2663031220436096,0.2151341438293457,0.25851771235466003,0.2652885317802429,0.2735072076320648,0.1811918467283249,0.2586565315723419,0.19845835864543915,0.36013394594192505,0.29092538356781006
for,0.44095608592033386,0.22938419878482819,0.24430087208747864,0.4464869201183319,0.3650246858596802,0.4739971458911896,0.07924925535917282,0.384836345911026,0.4464869201183319,0.3647450804710388,0.29862016439437866,0.41175219416618347,0.13499169051647186,0.18570570647716522,0.4322226941585541,0.4739971458911896,0.2096623331308365,0.3308057188987732,0.264628142118454
super,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.22322475910186768,0.1987018883228302,0.21959073841571808,0.14578431844711304,0.21711376309394836,0.22322475910186768,0.1544499397277832,0.1331072747707367,0.19903038442134857,0.07821496576070786,0.27254608273506165,0.18576006591320038,0.21959073841571808,0.22950704395771027,0.15010406076908112,0.166326642036438
bowl,0.23468568921089172,0.4848237931728363,1.0,0.1810409277677536,0.21850556135177612,0.21576224267482758,0.10496746003627777,0.19098831713199615,0.1810409277677536,0.1507955938577652,0.1358405202627182,0.19536113739013672,0.12339023500680923,0.26416486501693726,0.17236235737800598,0.21576224267482758,0.21912378072738647,0.17074501514434814,0.21118052303791046
li,0.13266965746879578,0.24357181787490845,0.18137063086032867,0.22546686232089996,0.2093140035867691,0.1979183703660965,0.042862970381975174,0.17650455236434937,0.22546686232089996,0.17211708426475525,0.11861112713813782,0.1630558967590332,0.14842745661735535,0.1693873405456543,0.12414256483316422,0.1979183703660965,0.14537715911865234,0.10269232839345932,0.17020992934703827
.,0.45942068099975586,0.2757420241832733,0.21516893804073334,0.6812511086463928,0.35870397090911865,0.5934505462646484,0.15041887760162354,0.4123194217681885,0.6812511086463928,0.33682769536972046,0.24827922880649567,0.41614407300949097,0.27629324793815613,0.25345009565353394,0.5591574311256409,0.5934505462646484,0.26782113313674927,0.3829076290130615,0.4130953550338745
