,who,gave,a,negative,connotation,to,civil,disobedience,in,recent,history,?
has,0.2558172643184662,0.2548820674419403,0.4670248031616211,0.19049720466136932,0.15766964852809906,0.3619994819164276,0.14805923402309418,0.11896127462387085,0.4173259735107422,0.3722807466983795,0.23279742896556854,0.15994466841220856
always,0.35447362065315247,0.15721933543682098,0.35987672209739685,0.32328179478645325,0.31061139702796936,0.42001017928123474,0.22498172521591187,0.29571831226348877,0.2475486695766449,0.22657443583011627,0.14571598172187805,0.26136693358421326
suffered,0.18016760051250458,0.26135528087615967,0.2735525667667389,0.14329352974891663,0.15776251256465912,0.15722067654132843,0.18557174503803253,0.2571471035480499,0.277639776468277,0.21090298891067505,0.21651439368724823,0.08963493257761002
from,0.27839982509613037,0.2647669017314911,0.322764128446579,0.20269517600536346,0.22190618515014648,0.4069952368736267,0.11420916765928268,0.1641564965248108,0.4274188280105591,0.1929580122232437,0.23008158802986145,0.19969791173934937
ambiguity,0.13574370741844177,0.1496945172548294,0.2708107829093933,0.3326468765735626,0.5238937735557556,0.3191697895526886,0.1572445034980774,0.2044411599636078,0.16173802316188812,0.23224522173404694,0.14314530789852142,0.3305346965789795
and,0.41279885172843933,0.2681863307952881,0.3739250600337982,0.19922970235347748,0.1709403395652771,0.48971283435821533,0.25259146094322205,0.3041999638080597,0.4954058527946472,0.2640383541584015,0.23541007936000824,0.20544172823429108
in,0.2792111933231354,0.24152803421020508,0.539380669593811,0.17476117610931396,0.1489986777305603,0.45010748505592346,0.26466667652130127,0.3054615259170532,1.0,0.2857761085033417,0.29215577244758606,0.20430970191955566
modern,0.16937296092510223,0.1755266636610031,0.24361324310302734,0.10550960898399353,0.28822171688079834,0.193939670920372,0.15365588665008545,0.17687927186489105,0.29808807373046875,0.29634445905685425,0.32600197196006775,0.12475407868623734
times,0.24510560929775238,0.1929948329925537,0.2745400369167328,0.20018480718135834,0.2155076265335083,0.32875269651412964,0.11522168666124344,0.14712707698345184,0.2427823841571808,0.29673510789871216,0.28346559405326843,0.18880689144134521
",",0.3365725874900818,0.2448001652956009,0.427140474319458,0.18075795471668243,0.2324201911687851,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.26883119344711304,0.2728564441204071,0.31091248989105225
become,0.36563706398010254,0.22351808845996857,0.3215816617012024,0.12589533627033234,0.1823258250951767,0.36996012926101685,0.17076370120048523,0.2244395911693573,0.23238378763198853,0.22131827473640442,0.2088044434785843,0.19511328637599945
utterly,0.19342879951000214,0.17799587547779083,0.26964884996414185,0.20328643918037415,0.34438952803611755,0.21309275925159454,0.25180381536483765,0.3884568512439728,0.1920074075460434,0.19911427795886993,0.23501701653003693,0.274373859167099
debased,0.24810855090618134,0.2155424803495407,0.3716611862182617,0.2744852900505066,0.2879650294780731,0.31002679467201233,0.24097253382205963,0.23023422062397003,0.3575977385044098,0.34160321950912476,0.28386640548706055,0.29474905133247375
.,0.3541337847709656,0.29957500100135803,0.50484299659729,0.22178860008716583,0.17390288412570953,0.4645031690597534,0.2541380822658539,0.2603943943977356,0.5591574311256409,0.25904062390327454,0.30310705304145813,0.4130953550338745
