,who,had,worked,on,the,saturn,series,even,before,the,apollo,program,began,officially,?
of,0.2827862501144409,0.37755560874938965,0.2398757040500641,0.3966929316520691,0.733189046382904,0.19011574983596802,0.22268271446228027,0.34735506772994995,0.3282964527606964,0.733189046382904,0.1786269098520279,0.17376001179218292,0.2330763041973114,0.27491217851638794,0.1826142966747284
rocket,0.21103179454803467,0.11981933563947678,0.11436642706394196,0.16785849630832672,0.20029182732105255,0.37701481580734253,0.24541093409061432,0.14349232614040375,0.15148885548114777,0.20029182732105255,0.34939441084861755,0.2447488009929657,0.11024290323257446,0.04115613177418709,0.16587020456790924
engineers,0.24476072192192078,0.24937064945697784,0.30915331840515137,0.1590966284275055,0.25282254815101624,0.17183716595172882,0.13385377824306488,0.16891269385814667,0.20976264774799347,0.25282254815101624,0.21504510939121246,0.2844913899898529,0.2259325236082077,0.1633809357881546,0.18139411509037018
had,0.36173108220100403,0.9999999403953552,0.3918136954307556,0.36692994832992554,0.3875846862792969,0.1503176987171173,0.17813511192798615,0.37991225719451904,0.3737051784992218,0.3875846862792969,0.19647769629955292,0.1725565642118454,0.3872743248939514,0.24255894124507904,0.20728366076946259
started,0.2424432635307312,0.35855093598365784,0.4175393581390381,0.35066497325897217,0.3222070634365082,0.1588306874036789,0.2267429679632187,0.19218239188194275,0.4692937731742859,0.3222070634365082,0.14009171724319458,0.24055470526218414,0.7646947503089905,0.31143513321876526,0.19447724521160126
work,0.3146236836910248,0.24853645265102386,0.5897743105888367,0.26663315296173096,0.2704800069332123,0.17047837376594543,0.1726241111755371,0.3362635374069214,0.21733282506465912,0.2704800069332123,0.12412869930267334,0.2454264760017395,0.1912918984889984,0.08975527435541153,0.2621155381202698
on,0.2340552806854248,0.36692994832992554,0.22154751420021057,0.9999999403953552,0.5107308030128479,0.18330253660678864,0.23828625679016113,0.297456830739975,0.3903424143791199,0.5107308030128479,0.16069947183132172,0.23327119648456573,0.29460400342941284,0.27121078968048096,0.2714994251728058
plans,0.22827716171741486,0.35276031494140625,0.26423171162605286,0.2303745299577713,0.30240729451179504,0.11526358872652054,0.2507036328315735,0.21223776042461395,0.3076571524143219,0.30240729451179504,0.2064361572265625,0.26075100898742676,0.3477121889591217,0.27774953842163086,0.13513131439685822
for,0.37110671401023865,0.3270139992237091,0.3048533797264099,0.36199691891670227,0.4739971458911896,0.30204665660858154,0.2715710699558258,0.39184510707855225,0.44347289204597473,0.4739971458911896,0.18462510406970978,0.29441335797309875,0.29047009348869324,0.23829282820224762,0.264628142118454
very,0.34641316533088684,0.3685664236545563,0.21915148198604584,0.28276392817497253,0.34171217679977417,0.14982953667640686,0.19741086661815643,0.5217598080635071,0.22965294122695923,0.34171217679977417,0.1675608903169632,0.16225285828113556,0.18936516344547272,0.0996292382478714,0.20864155888557434
large,0.20182651281356812,0.3191347122192383,0.179897740483284,0.23191727697849274,0.3828733265399933,0.128152996301651,0.15796147286891937,0.3241647183895111,0.21848250925540924,0.3828733265399933,0.14325354993343353,0.15210160613059998,0.18539224565029144,0.145570307970047,0.1355665624141693
launch,0.09666242450475693,0.1754213273525238,0.14512614905834198,0.2868025302886963,0.2628649175167084,0.3429482877254486,0.23492170870304108,0.12948456406593323,0.22939196228981018,0.2628649175167084,0.3676173985004425,0.30474361777305603,0.2739199101924896,0.2161816954612732,0.22009649872779846
vehicles,0.18174788355827332,0.20169474184513092,0.1398974061012268,0.2033701092004776,0.23281720280647278,0.24790059030056,0.2287953495979309,0.26229527592658997,0.1762256622314453,0.23281720280647278,0.2160770148038864,0.21538811922073364,0.16601555049419403,0.20717327296733856,0.1874745488166809
",",0.3365725874900818,0.35487717390060425,0.31017279624938965,0.49057599902153015,0.4933079481124878,0.22104106843471527,0.24060699343681335,0.34610581398010254,0.3156566619873047,0.4933079481124878,0.19808128476142883,0.17760658264160156,0.2705576717853546,0.27735915780067444,0.31091248989105225
the,0.3733934462070465,0.3875846862792969,0.22615844011306763,0.5107308030128479,1.0,0.24189656972885132,0.31376904249191284,0.37996912002563477,0.45900648832321167,1.0,0.2169172167778015,0.22986935079097748,0.3059147596359253,0.36343514919281006,0.22068053483963013
saturn,0.145697683095932,0.1503176987171173,0.13134384155273438,0.18330253660678864,0.24189656972885132,1.0,0.19481143355369568,0.17491208016872406,0.1526126265525818,0.24189656972885132,0.391809344291687,0.21621471643447876,0.14907284080982208,0.15283849835395813,0.1619711071252823
series,0.21484537422657013,0.17813511192798615,0.14857083559036255,0.23828625679016113,0.31376904249191284,0.19481143355369568,1.0000001192092896,0.1472713202238083,0.21948973834514618,0.31376904249191284,0.18675151467323303,0.27202239632606506,0.2237756997346878,0.14640885591506958,0.1709602326154709
",",0.3365725874900818,0.35487717390060425,0.31017279624938965,0.49057599902153015,0.4933079481124878,0.22104106843471527,0.24060699343681335,0.34610581398010254,0.3156566619873047,0.4933079481124878,0.19808128476142883,0.17760658264160156,0.2705576717853546,0.27735915780067444,0.31091248989105225
and,0.41279885172843933,0.3872550129890442,0.3093699514865875,0.4077630043029785,0.5171257257461548,0.18160289525985718,0.26972857117652893,0.4625037908554077,0.3518902659416199,0.5171257257461548,0.15251155197620392,0.24895258247852325,0.3021392226219177,0.18821144104003906,0.20544172823429108
the,0.3733934462070465,0.3875846862792969,0.22615844011306763,0.5107308030128479,1.0,0.24189656972885132,0.31376904249191284,0.37996912002563477,0.45900648832321167,1.0,0.2169172167778015,0.22986935079097748,0.3059147596359253,0.36343514919281006,0.22068053483963013
even,0.33644744753837585,0.37991225719451904,0.1715414971113205,0.297456830739975,0.37996912002563477,0.17491208016872406,0.1472713202238083,0.9999999403953552,0.38782286643981934,0.37996912002563477,0.1741388589143753,0.24664244055747986,0.18977108597755432,0.24475453794002533,0.30082517862319946
larger,0.16680826246738434,0.2848016023635864,0.10707732290029526,0.22671067714691162,0.378620445728302,0.1768200695514679,0.10044781863689423,0.3559529483318329,0.22474290430545807,0.378620445728302,0.11120902001857758,0.1530863642692566,0.14456184208393097,0.17426364123821259,0.1602165699005127
nova,0.1614656001329422,0.12107211351394653,0.15900027751922607,0.1933528184890747,0.16876175999641418,0.1597152203321457,0.19059404730796814,0.13739757239818573,0.17376798391342163,0.16876175999641418,0.11079037189483643,0.15631908178329468,0.21108365058898926,0.06769965589046478,0.11942808330059052
series,0.21484537422657013,0.17813511192798615,0.14857083559036255,0.23828625679016113,0.31376904249191284,0.19481143355369568,1.0000001192092896,0.1472713202238083,0.21948973834514618,0.31376904249191284,0.18675151467323303,0.27202239632606506,0.2237756997346878,0.14640885591506958,0.1709602326154709
.,0.3541337847709656,0.37348684668540955,0.24987587332725525,0.49257001280784607,0.5934505462646484,0.23308148980140686,0.3121925890445709,0.3729337155818939,0.36693984270095825,0.5934505462646484,0.22384987771511078,0.18964338302612305,0.19236212968826294,0.2769482433795929,0.4130953550338745
