,what,celestial,object,eluded,efforts,to,measure,oxygen,?
reference,0.27632904052734375,0.2009771764278412,0.26861825585365295,0.26061543822288513,0.16754110157489777,0.25784367322921753,0.26291561126708984,0.16177263855934143,0.2950310707092285
values,0.28629231452941895,0.2476755976676941,0.30897650122642517,0.19651983678340912,0.20146991312503815,0.2971996068954468,0.37021955847740173,0.2380196452140808,0.23432563245296478
for,0.3017193675041199,0.13606546819210052,0.23012496531009674,0.19748665392398834,0.34140706062316895,0.4451248347759247,0.26243719458580017,0.22718772292137146,0.264628142118454
the,0.42745697498321533,0.26175692677497864,0.22418850660324097,0.35399705171585083,0.26890742778778076,0.535392165184021,0.2528008222579956,0.20428593456745148,0.22068053483963013
isotope,0.19590917229652405,0.26365405321121216,0.28873616456985474,0.1675797551870346,0.0910622701048851,0.1760435551404953,0.3156106472015381,0.5064195394515991,0.16495643556118011
ratios,0.24166709184646606,0.314373642206192,0.36386802792549133,0.20963843166828156,0.12272011488676071,0.23026405274868011,0.4514111280441284,0.3157682418823242,0.18215593695640564
in,0.30808621644973755,0.2276507169008255,0.18661287426948547,0.2465154081583023,0.21540255844593048,0.45010748505592346,0.17892111837863922,0.1672476977109909,0.20430970191955566
the,0.42745697498321533,0.26175692677497864,0.22418850660324097,0.35399705171585083,0.26890742778778076,0.535392165184021,0.2528008222579956,0.20428593456745148,0.22068053483963013
sun,0.207769975066185,0.4056430160999298,0.2915157079696655,0.1904461830854416,0.1233927309513092,0.17790719866752625,0.16387468576431274,0.19829581677913666,0.1497713327407837
",",0.3087472915649414,0.18928267061710358,0.149229496717453,0.2921930253505707,0.20678693056106567,0.44245919585227966,0.18738344311714172,0.21812842786312103,0.31091248989105225
believed,0.32626157999038696,0.24238286912441254,0.1751706600189209,0.25075337290763855,0.2689940631389618,0.35322412848472595,0.23593956232070923,0.1724085509777069,0.17606885731220245
to,0.455847829580307,0.26620692014694214,0.2821136713027954,0.22211509943008423,0.36228540539741516,1.0,0.2774736285209656,0.24193501472473145,0.29463258385658264
be,0.3929833769798279,0.21230293810367584,0.33571192622184753,0.264151930809021,0.229506254196167,0.4972836375236511,0.3525533676147461,0.28851351141929626,0.3324260413646698
the,0.42745697498321533,0.26175692677497864,0.22418850660324097,0.35399705171585083,0.26890742778778076,0.535392165184021,0.2528008222579956,0.20428593456745148,0.22068053483963013
same,0.3764382302761078,0.21332141757011414,0.2606038451194763,0.22093898057937622,0.11117072403430939,0.3205692768096924,0.30482929944992065,0.18194973468780518,0.22649677097797394
as,0.31749409437179565,0.21838846802711487,0.22475431859493256,0.2535383999347687,0.2594930827617645,0.42092081904411316,0.25576961040496826,0.16691245138645172,0.27043893933296204
those,0.44466671347618103,0.2456693947315216,0.24751275777816772,0.3004051744937897,0.3197212517261505,0.47350940108299255,0.24110683798789978,0.19698147475719452,0.3328189253807068
of,0.33290785551071167,0.2320268601179123,0.1993778944015503,0.27437448501586914,0.23738951981067657,0.41548454761505127,0.22469913959503174,0.16848602890968323,0.1826142966747284
the,0.42745697498321533,0.26175692677497864,0.22418850660324097,0.35399705171585083,0.26890742778778076,0.535392165184021,0.2528008222579956,0.20428593456745148,0.22068053483963013
primordial,0.24728985130786896,0.40093809366226196,0.26113274693489075,0.2987307906150818,0.08586738258600235,0.20696881413459778,0.1624232977628708,0.3282110393047333,0.16115795075893402
solar,0.19109857082366943,0.42813611030578613,0.2703418433666229,0.10999761521816254,0.14971578121185303,0.19946952164173126,0.24657291173934937,0.2792643904685974,0.18617206811904907
nebula,0.20643553137779236,0.3585531711578369,0.2685341238975525,0.1898965984582901,0.11874055862426758,0.0889863446354866,0.1452489197254181,0.22903625667095184,0.1514286994934082
.,0.3567904531955719,0.17446599900722504,0.22102774679660797,0.2600451111793518,0.22250142693519592,0.4645031690597534,0.23919615149497986,0.2554275095462799,0.4130953550338745
