,which,group,has,young,that,are,born,with,no,tentacles,and,a,large,mouth,?
live,0.23445427417755127,0.23973140120506287,0.21881970763206482,0.196365624666214,0.22191597521305084,0.30489251017570496,0.2169860303401947,0.19521716237068176,0.14453066885471344,0.19218552112579346,0.29040172696113586,0.21948647499084473,0.2372751235961914,0.21891283988952637,0.19481121003627777
as,0.41006597876548767,0.2519444227218628,0.351646363735199,0.2493147850036621,0.4735107421875,0.3826591968536377,0.2520121932029724,0.40387406945228577,0.28687340021133423,0.16763678193092346,0.49487000703811646,0.39550232887268066,0.24282054603099823,0.12942473590373993,0.27043893933296204
cydippid-like,0.4246436357498169,0.24541473388671875,0.23803800344467163,0.329521119594574,0.40024492144584656,0.37220892310142517,0.10955936461687088,0.2877780795097351,0.16748930513858795,0.503154456615448,0.36424556374549866,0.30939531326293945,0.38226786255836487,0.2706299424171448,0.26385825872421265
plankton,0.2732318043708801,0.19635242223739624,0.18341325223445892,0.2271258682012558,0.26027747988700867,0.3183727264404297,0.112636499106884,0.14308452606201172,0.158702090382576,0.6041628122329712,0.24672719836235046,0.22739815711975098,0.3147333562374115,0.29623037576675415,0.19155742228031158
until,0.2778668999671936,0.1112019345164299,0.23921142518520355,0.15063592791557312,0.324736088514328,0.154075488448143,0.23259782791137695,0.25182005763053894,0.17005956172943115,0.05691250413656235,0.3372601866722107,0.2314814180135727,0.16103622317314148,0.09760527312755585,0.20304496586322784
they,0.5165667533874512,0.39397186040878296,0.3512192368507385,0.3284461796283722,0.5710820555686951,0.610666811466217,0.16208717226982117,0.42091572284698486,0.3022885322570801,0.3357461094856262,0.5073080658912659,0.3528250455856323,0.3571751117706299,0.19251084327697754,0.2753053903579712
reach,0.2537740468978882,0.16506154835224152,0.17757542431354523,0.20443342626094818,0.27134448289871216,0.22842340171337128,0.14914795756340027,0.18481220304965973,0.22474704682826996,0.25129181146621704,0.25625354051589966,0.19834883511066437,0.20719750225543976,0.19839327037334442,0.13152138888835907
near-adult,0.3822188675403595,0.253349632024765,0.3075026571750641,0.4567281901836395,0.3272141218185425,0.3022233545780182,0.263250470161438,0.23819485306739807,0.2219839245080948,0.3555765748023987,0.40485239028930664,0.33178091049194336,0.35454726219177246,0.21796244382858276,0.20922894775867462
size,0.3073295056819916,0.2148934304714203,0.2345237284898758,0.12314141541719437,0.3037673830986023,0.25654396414756775,0.021646378561854362,0.19676974415779114,0.20141974091529846,0.23019924759864807,0.252314954996109,0.24953703582286835,0.45722296833992004,0.1803198754787445,0.13693112134933472
",",0.3658004403114319,0.2809832692146301,0.3734780251979828,0.2606840431690216,0.4137537479400635,0.4062570035457611,0.37898433208465576,0.4120737314224243,0.29972612857818604,0.2031479775905609,0.6633074283599854,0.427140474319458,0.2263888567686081,0.24378812313079834,0.31091248989105225
but,0.55336993932724,0.2500153183937073,0.41906601190567017,0.2295336276292801,0.7244205474853516,0.47990062832832336,0.16551998257637024,0.4495173394680023,0.3842293322086334,0.24119995534420013,0.5762497186660767,0.44750767946243286,0.26450419425964355,0.17103391885757446,0.27921953797340393
then,0.4444481134414673,0.17308109998703003,0.30170121788978577,0.18776093423366547,0.455153226852417,0.23076686263084412,0.15946948528289795,0.37121716141700745,0.2526523470878601,0.2007407248020172,0.4372139573097229,0.3970017731189728,0.24922707676887512,0.20778419077396393,0.2884598970413208
sink,0.2578471601009369,0.09412624686956406,0.13170549273490906,0.1990852653980255,0.2833784520626068,0.13257889449596405,0.08413819223642349,0.136922225356102,0.17532886564731598,0.36119383573532104,0.2557773292064667,0.25201573967933655,0.206805020570755,0.3299197852611542,0.2078552544116974
to,0.5345056653022766,0.2672896385192871,0.3619994819164276,0.22202858328819275,0.5436353087425232,0.3504326641559601,0.13695985078811646,0.4239959120750427,0.30015695095062256,0.23366349935531616,0.48971283435821533,0.45503583550453186,0.3150999844074249,0.23971806466579437,0.29463258385658264
the,0.6521818041801453,0.30795547366142273,0.4177538752555847,0.2729646563529968,0.5473989248275757,0.40399202704429626,0.19202874600887299,0.4223487675189972,0.3461136817932129,0.24109509587287903,0.5171257257461548,0.5829201340675354,0.3828733265399933,0.3073960244655609,0.22068053483963013
bottom,0.3032585084438324,0.13368721306324005,0.21468287706375122,0.12458986788988113,0.24930834770202637,0.24991905689239502,0.04186602309346199,0.20645500719547272,0.20121033489704132,0.2965693175792694,0.23445861041545868,0.2053840160369873,0.2222137153148651,0.3034376800060272,0.21899469196796417
and,0.506277859210968,0.3510662019252777,0.43716782331466675,0.30018550157546997,0.4731321930885315,0.48576638102531433,0.25002726912498474,0.5477725267410278,0.25880882143974304,0.24069741368293762,1.0,0.3739250600337982,0.3404269814491272,0.2073371261358261,0.20544172823429108
rapidly,0.3204094171524048,0.14526160061359406,0.23179937899112701,0.16255611181259155,0.2643040120601654,0.2320833057165146,0.053889237344264984,0.28175175189971924,0.17296364903450012,0.25997281074523926,0.2722635865211487,0.22376412153244019,0.35058632493019104,0.16582809388637543,0.11245343834161758
metamorphose,0.2584304213523865,0.18536904454231262,0.11146114021539688,0.2602398693561554,0.1805017590522766,0.2247416079044342,0.08496953547000885,0.11746231466531754,0.08687739819288254,0.37013500928878784,0.21866703033447266,0.16982296109199524,0.19295252859592438,0.16134093701839447,0.14337772130966187
into,0.4405161738395691,0.1627434939146042,0.29681676626205444,0.11087670922279358,0.3239944875240326,0.2930682599544525,0.11684546619653702,0.2912435233592987,0.18203336000442505,0.24752256274223328,0.36597734689712524,0.3461161255836487,0.2913742959499359,0.2825087904930115,0.15662476420402527
the,0.6521818041801453,0.30795547366142273,0.4177538752555847,0.2729646563529968,0.5473989248275757,0.40399202704429626,0.19202874600887299,0.4223487675189972,0.3461136817932129,0.24109509587287903,0.5171257257461548,0.5829201340675354,0.3828733265399933,0.3073960244655609,0.22068053483963013
adult,0.2390105426311493,0.15981896221637726,0.18361514806747437,0.5164998173713684,0.23360837996006012,0.21328388154506683,0.16853585839271545,0.13665634393692017,0.13680170476436615,0.3295401334762573,0.2955179810523987,0.2270583063364029,0.21022769808769226,0.19095531105995178,0.14439715445041656
form,0.4024239182472229,0.29579412937164307,0.19877426326274872,0.1302761435508728,0.31894639134407043,0.29983413219451904,0.0662245824933052,0.29348593950271606,0.18404491245746613,0.20679478347301483,0.30469027161598206,0.3088195323944092,0.2718837261199951,0.11477912962436676,0.1463010311126709
.,0.45942068099975586,0.27268800139427185,0.4105546176433563,0.28293347358703613,0.4460422694683075,0.3452940285205841,0.2350279539823532,0.4446153938770294,0.35224834084510803,0.23579104244709015,0.588965117931366,0.50484299659729,0.2304532378911972,0.24325765669345856,0.4130953550338745
