,when,did,abc,first,premiere,who,wants,to,be,a,millionaire,?
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.34503069519996643,0.24541258811950684,0.3365725874900818,0.2471858412027359,0.44245919585227966,0.39254459738731384,0.427140474319458,0.26780733466148376,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.21331243216991425,0.4287874400615692,0.15134891867637634,0.36608949303627014,0.30014514923095703,0.45503583550453186,0.39883795380592346,1.0,0.287532240152359,0.23916715383529663
game,0.22596776485443115,0.19789010286331177,0.22060900926589966,0.258794367313385,0.23485182225704193,0.2523840069770813,0.2066144347190857,0.2540906071662903,0.24152140319347382,0.23211604356765747,0.23492127656936646,0.1829071193933487
show,0.2859477698802948,0.1697595715522766,0.4449407458305359,0.23758427798748016,0.4107407033443451,0.2095358669757843,0.1719803661108017,0.29833272099494934,0.29246196150779724,0.24886544048786163,0.284403532743454,0.2520138621330261
based,0.16572482883930206,0.15722841024398804,0.22760380804538727,0.29159173369407654,0.26470527052879333,0.20479141175746918,0.1958666294813156,0.19629007577896118,0.24377326667308807,0.2977409064769745,0.15464502573013306,0.134929820895195
on,0.37706470489501953,0.2670976221561432,0.2862928807735443,0.3120559751987457,0.3152945041656494,0.2340552806854248,0.17078258097171783,0.41031414270401,0.37900757789611816,0.3848365545272827,0.1570359468460083,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.49448907375335693,0.26663899421691895,0.3733934462070465,0.2615984082221985,0.535392165184021,0.4248143136501312,0.5829201340675354,0.21001788973808289,0.22068053483963013
british,0.1642608791589737,0.2039594054222107,0.13482575118541718,0.23959001898765564,0.16046850383281708,0.2666113078594208,0.16652832925319672,0.22690963745117188,0.1748596578836441,0.1984395682811737,0.2480792999267578,0.09711728990077972
program,0.2301054745912552,0.18915289640426636,0.28949791193008423,0.2659492492675781,0.2547781765460968,0.2097788155078888,0.25453025102615356,0.23681028187274933,0.23601801693439484,0.2779408395290375,0.23355138301849365,0.1440187245607376
of,0.3757161796092987,0.2513895630836487,0.14607268571853638,0.3536086082458496,0.1671772003173828,0.2827862501144409,0.22823545336723328,0.41548454761505127,0.33904364705085754,0.5052502155303955,0.13616830110549927,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.49448907375335693,0.26663899421691895,0.3733934462070465,0.2615984082221985,0.535392165184021,0.4248143136501312,0.5829201340675354,0.21001788973808289,0.22068053483963013
same,0.37020012736320496,0.3097444474697113,0.21684971451759338,0.410033643245697,0.23270553350448608,0.26448050141334534,0.1830926537513733,0.3205692768096924,0.3600577712059021,0.4048157036304474,0.11423519998788834,0.22649677097797394
title,0.19001033902168274,0.17921915650367737,0.15317635238170624,0.2900196313858032,0.23430338501930237,0.18150031566619873,0.12517176568508148,0.24913249909877777,0.2216247171163559,0.23181948065757751,0.1835041493177414,0.34551161527633667
.,0.475719153881073,0.35288307070732117,0.2567209303379059,0.4345304071903229,0.2512761652469635,0.3541337847709656,0.24278217554092407,0.4645031690597534,0.4383580684661865,0.50484299659729,0.2274860441684723,0.4130953550338745
