,aside,from,oxides,",",what,other,compounds,comprise,a,large,portion,of,the,earth,'s,crust,?
of,0.257830947637558,0.4249346852302551,0.19486629962921143,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.232599675655365,0.37900012731552124,0.5052502155303955,0.3569655418395996,0.31845465302467346,1.0,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.21774794161319733,0.1826142966747284
oxygen,0.0872688889503479,0.23457925021648407,0.6094407439231873,0.21812842786312103,0.16781960427761078,0.2354368269443512,0.514471173286438,0.1260152906179428,0.21662019193172455,0.2165781706571579,0.22995784878730774,0.16848602890968323,0.20428593456745148,0.3065866231918335,-0.011648092418909073,0.35231712460517883,0.16786395013332367
compounds,0.21710529923439026,0.2118133157491684,0.7078349590301514,0.20700839161872864,0.19472219049930573,0.3425661325454712,0.9999999403953552,0.2096337378025055,0.23579706251621246,0.26938384771347046,0.20758073031902313,0.232599675655365,0.18294313549995422,0.28153911232948303,-0.04443596675992012,0.3115813136100769,0.2057836651802063
",",0.2501535415649414,0.39760664105415344,0.19839848577976227,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.20700839161872864,0.24136890470981598,0.427140474319458,0.2263888567686081,0.23716022074222565,0.4946078956127167,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.2004449963569641,0.31091248989105225
in,0.2715734839439392,0.4274188280105591,0.13286004960536957,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.21471646428108215,0.26302969455718994,0.539380669593811,0.2841601073741913,0.2811550498008728,0.5696388483047485,0.6662389636039734,0.18566735088825226,-0.037580832839012146,0.1749051809310913,0.20430970191955566
particular,0.36959972977638245,0.2334175556898117,0.21703989803791046,0.2547086179256439,0.4548671245574951,0.47361671924591064,0.30125486850738525,0.28167983889579773,0.439316987991333,0.2972733676433563,0.30669012665748596,0.3490585684776306,0.4066357910633087,0.1404286026954651,0.004080382641404867,0.14503219723701477,0.2741454839706421
various,0.27609044313430786,0.27862754464149475,0.27061033248901367,0.30093157291412354,0.26045072078704834,0.5197291374206543,0.3177405595779419,0.30486658215522766,0.17124241590499878,0.37516477704048157,0.2658565044403076,0.3196488320827484,0.3235042691230774,0.21216312050819397,0.0089445561170578,0.20260801911354065,0.12823495268821716
complex,0.23313458263874054,0.16958864033222198,0.2452680468559265,0.2636418044567108,0.2605343163013458,0.2679487466812134,0.3656558692455292,0.18245354294776917,0.26552852988243103,0.32753756642341614,0.24027623236179352,0.24271073937416077,0.25326284766197205,0.14680883288383484,-0.03034111298620701,0.18673014640808105,0.17752902209758759
silicates,0.11687079817056656,0.15100936591625214,0.6138924360275269,0.23654009401798248,0.21545453369617462,0.3433387875556946,0.5627908706665039,0.2733871042728424,0.2518031895160675,0.3748742938041687,0.251388281583786,0.316294401884079,0.244277223944664,0.3993373513221741,0.024947943165898323,0.5323274731636047,0.17571869492530823
(,0.10584451258182526,0.25806233286857605,0.1593090444803238,0.6363511681556702,0.2411840260028839,0.25035592913627625,0.21791891753673553,0.14998313784599304,0.3206180930137634,0.1259251832962036,0.21240881085395813,0.35032153129577637,0.33289089798927307,0.18478946387767792,0.0012731997994706035,0.16102035343647003,0.40561532974243164
in,0.2715734839439392,0.4274188280105591,0.13286004960536957,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.21471646428108215,0.26302969455718994,0.539380669593811,0.2841601073741913,0.2811550498008728,0.5696388483047485,0.6662389636039734,0.18566735088825226,-0.037580832839012146,0.1749051809310913,0.20430970191955566
silicate,0.10012412816286087,0.14409993588924408,0.6266640424728394,0.2037487030029297,0.22535786032676697,0.344313383102417,0.5507147312164307,0.263015478849411,0.207169771194458,0.3594434857368469,0.2107972353696823,0.24404722452163696,0.18780174851417542,0.4298654794692993,0.07279469817876816,0.535674512386322,0.18100841343402863
minerals,0.13030442595481873,0.17447802424430847,0.5921541452407837,0.2618362605571747,0.24195240437984467,0.2890089154243469,0.5448993444442749,0.17619262635707855,0.2353302240371704,0.3092922568321228,0.2499111443758011,0.2877640724182129,0.22513850033283234,0.3551257252693176,-0.008402695879340172,0.4838550388813019,0.19654792547225952
),0.13236497342586517,0.2672361731529236,0.1557846963405609,0.63033527135849,0.26259949803352356,0.26200005412101746,0.2126024067401886,0.1655256450176239,0.3640355169773102,0.12569274008274078,0.21075260639190674,0.3680361211299896,0.3456730246543884,0.18219341337680817,0.021107977256178856,0.17170506715774536,0.42300865054130554
.,0.27241116762161255,0.41536515951156616,0.1993575096130371,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.23886778950691223,0.185248464345932,0.50484299659729,0.2304532378911972,0.23307131230831146,0.5352458953857422,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.22772817313671112,0.4130953550338745
