,the,epidemic,in,newcastle,was,the,most,what,in,any,british,city,at,the,time,?
the,1.0,0.23666009306907654,0.6662389636039734,0.2253497689962387,0.48711544275283813,1.0,0.47635307908058167,0.42745697498321533,0.6662389636039734,0.4525727927684784,0.28973397612571716,0.35769423842430115,0.457212895154953,1.0,0.43061500787734985,0.22068053483963013
then,0.4297412931919098,0.14718526601791382,0.36253848671913147,0.16450317203998566,0.27044644951820374,0.4297412931919098,0.19686070084571838,0.4072686731815338,0.36253848671913147,0.34493231773376465,0.1905497908592224,0.20016208291053772,0.3363982141017914,0.4297412931919098,0.3735695481300354,0.2884598970413208
population,0.32044094800949097,0.3222998380661011,0.3268454372882843,0.15327702462673187,0.1935066133737564,0.32044094800949097,0.21684317290782928,0.2000674307346344,0.3268454372882843,0.1979944109916687,0.13639649748802185,0.4607829749584198,0.15945716202259064,0.32044094800949097,0.19751183688640594,0.14449454843997955
of,0.733189046382904,0.2578725516796112,0.5696388483047485,0.18781472742557526,0.4069072902202606,0.733189046382904,0.4178851246833801,0.33290785551071167,0.5696388483047485,0.3769088089466095,0.23701532185077667,0.32503411173820496,0.42558613419532776,0.733189046382904,0.35127586126327515,0.1826142966747284
newcastle,0.2253497689962387,0.1881948858499527,0.19270820915699005,1.0000001192092896,0.25710436701774597,0.2253497689962387,0.1667318046092987,0.16276082396507263,0.19270820915699005,0.2105090171098709,0.2082098126411438,0.32860881090164185,0.18403437733650208,0.2253497689962387,0.1941487193107605,0.0902252271771431
died,0.18710990250110626,0.34345170855522156,0.25881269574165344,0.21536575257778168,0.4570699632167816,0.18710990250110626,0.1157141849398613,0.11138711869716644,0.25881269574165344,0.06362248212099075,0.2272852510213852,0.2599557936191559,0.27932441234588623,0.18710990250110626,0.22270911931991577,0.15254227817058563
from,0.40150508284568787,0.18556445837020874,0.4274188280105591,0.1747848093509674,0.31171464920043945,0.40150508284568787,0.28580769896507263,0.2737620174884796,0.4274188280105591,0.24951094388961792,0.21991202235221863,0.3118290305137634,0.3447161316871643,0.40150508284568787,0.2964353561401367,0.19969791173934937
the,1.0,0.23666009306907654,0.6662389636039734,0.2253497689962387,0.48711544275283813,1.0,0.47635307908058167,0.42745697498321533,0.6662389636039734,0.4525727927684784,0.28973397612571716,0.35769423842430115,0.457212895154953,1.0,0.43061500787734985,0.22068053483963013
epidemic,0.23666009306907654,1.0000001192092896,0.28030508756637573,0.1881948858499527,0.2477717399597168,0.23666009306907654,0.16738571226596832,0.17818985879421234,0.28030508756637573,0.1787620633840561,0.14092198014259338,0.229606032371521,0.1913873553276062,0.23666009306907654,0.19235605001449585,0.1562352478504181
;,0.09152708947658539,-0.039227645844221115,0.092739537358284,0.10598292201757431,0.0754367932677269,0.09152708947658539,0.09552082419395447,0.10986888408660889,0.092739537358284,0.09610554575920105,0.004412224981933832,0.07572981715202332,0.00622112350538373,0.09152708947658539,0.07762139290571213,0.10349778085947037
this,0.6274310946464539,0.26668334007263184,0.45205554366111755,0.1843338906764984,0.3638818562030792,0.6274310946464539,0.43080902099609375,0.5489566326141357,0.45205554366111755,0.5327546000480652,0.20870694518089294,0.18438997864723206,0.32544323801994324,0.6274310946464539,0.43249568343162537,0.3155723512172699
may,0.2694292366504669,0.25285616517066956,0.3424151837825775,0.18438634276390076,0.3388521671295166,0.2694292366504669,0.21794430911540985,0.25739946961402893,0.3424151837825775,0.341971218585968,0.18041490018367767,0.12727726995944977,0.2711789011955261,0.2694292366504669,0.25842100381851196,0.2768254578113556
also,0.6021018624305725,0.24788346886634827,0.5073733329772949,0.20407575368881226,0.4032125174999237,0.6021018624305725,0.5312551259994507,0.42747777700424194,0.5073733329772949,0.44282349944114685,0.23564288020133972,0.2577536404132843,0.36980849504470825,0.6021018624305725,0.385476291179657,0.21848613023757935
have,0.40389683842658997,0.20002837479114532,0.36843645572662354,0.136333167552948,0.2863433063030243,0.40389683842658997,0.44364631175994873,0.39808809757232666,0.36843645572662354,0.5329707860946655,0.18602940440177917,0.154191792011261,0.29004791378974915,0.40389683842658997,0.3659670352935791,0.32991164922714233
been,0.3563927710056305,0.19284586608409882,0.3515113592147827,0.23680143058300018,0.518218457698822,0.3563927710056305,0.33751797676086426,0.2567804455757141,0.3515113592147827,0.4025537073612213,0.20316489040851593,0.1773093044757843,0.2504468560218811,0.3563927710056305,0.3667145073413849,0.24354910850524902
the,1.0,0.23666009306907654,0.6662389636039734,0.2253497689962387,0.48711544275283813,1.0,0.47635307908058167,0.42745697498321533,0.6662389636039734,0.4525727927684784,0.28973397612571716,0.35769423842430115,0.457212895154953,1.0,0.43061500787734985,0.22068053483963013
most,0.47635307908058167,0.16738571226596832,0.41416558623313904,0.1667318046092987,0.29933857917785645,0.47635307908058167,1.0,0.3219912350177765,0.41416558623313904,0.3733811676502228,0.1875709593296051,0.24853192269802094,0.22451047599315643,0.47635307908058167,0.35173171758651733,0.2107497900724411
devastating,0.2738971412181854,0.4444594383239746,0.2283799946308136,0.21934926509857178,0.22081172466278076,0.2738971412181854,0.2536201775074005,0.2654651403427124,0.2283799946308136,0.22498680651187897,0.11485490202903748,0.20280784368515015,0.11817173659801483,0.2738971412181854,0.18807943165302277,0.16969646513462067
loss,0.27898719906806946,0.3217669427394867,0.21028298139572144,0.15927088260650635,0.13580112159252167,0.27898719906806946,0.21166662871837616,0.21803489327430725,0.21028298139572144,0.2762228548526764,0.11468897759914398,0.11412661522626877,0.12692929804325104,0.27898719906806946,0.23645146191120148,0.1312553584575653
in,0.6662389636039734,0.28030508756637573,1.0,0.19270820915699005,0.45514053106307983,0.6662389636039734,0.41416558623313904,0.30808621644973755,1.0,0.3135753571987152,0.23084034025669098,0.3911624252796173,0.4374977946281433,0.6662389636039734,0.3431483507156372,0.20430970191955566
any,0.4525727927684784,0.1787620633840561,0.3135753571987152,0.2105090171098709,0.22746296226978302,0.4525727927684784,0.3733811676502228,0.43670421838760376,0.3135753571987152,1.0,0.15945293009281158,0.1398521512746811,0.2206675112247467,0.4525727927684784,0.3699842095375061,0.4113408327102661
british,0.28973397612571716,0.14092198014259338,0.23084034025669098,0.2082098126411438,0.31934812664985657,0.28973397612571716,0.1875709593296051,0.19255435466766357,0.23084034025669098,0.15945293009281158,1.0,0.2015840709209442,0.21751968562602997,0.28973397612571716,0.18112073838710785,0.09711728990077972
city,0.35769423842430115,0.229606032371521,0.3911624252796173,0.32860881090164185,0.3188765048980713,0.35769423842430115,0.24853192269802094,0.17493832111358643,0.3911624252796173,0.1398521512746811,0.2015840709209442,1.0,0.2310783565044403,0.35769423842430115,0.21582140028476715,0.13423943519592285
in,0.6662389636039734,0.28030508756637573,1.0,0.19270820915699005,0.45514053106307983,0.6662389636039734,0.41416558623313904,0.30808621644973755,1.0,0.3135753571987152,0.23084034025669098,0.3911624252796173,0.4374977946281433,0.6662389636039734,0.3431483507156372,0.20430970191955566
this,0.6274310946464539,0.26668334007263184,0.45205554366111755,0.1843338906764984,0.3638818562030792,0.6274310946464539,0.43080902099609375,0.5489566326141357,0.45205554366111755,0.5327546000480652,0.20870694518089294,0.18438997864723206,0.32544323801994324,0.6274310946464539,0.43249568343162537,0.3155723512172699
period,0.3125074505805969,0.2599792778491974,0.23051127791404724,0.12931933999061584,0.2820133864879608,0.3125074505805969,0.22773921489715576,0.24507179856300354,0.23051127791404724,0.258387953042984,0.17431984841823578,0.21362969279289246,0.20980304479599,0.3125074505805969,0.46082159876823425,0.18706195056438446
.,0.5934505462646484,0.259855180978775,0.5591574311256409,0.2714749276638031,0.40146201848983765,0.5934505462646484,0.35404038429260254,0.3567904531955719,0.5591574311256409,0.39295488595962524,0.23159366846084595,0.29856356978416443,0.4549728035926819,0.5934505462646484,0.371569961309433,0.4130953550338745
