,what,is,raghuram,rajan,'s,career,?
to,0.455847829580307,0.42745086550712585,0.2916215658187866,0.20963570475578308,0.03782717138528824,0.15523932874202728,0.29463258385658264
happen,0.43479856848716736,0.23881089687347412,0.18427537381649017,0.09691841155290604,-0.047381747514009476,0.11178825795650482,0.2853034734725952
than,0.29388150572776794,0.2839990258216858,0.24523071944713593,0.1287413090467453,0.0585811510682106,0.1583024263381958,0.24917294085025787
in,0.30808621644973755,0.5394441485404968,0.3143389821052551,0.156545490026474,-0.037580832839012146,0.2564375698566437,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.3500976860523224,0.1822163164615631,-0.01540423184633255,0.19230268895626068,0.22068053483963013
past,0.3538547456264496,0.2206672728061676,0.2900480031967163,0.19165629148483276,0.028495052829384804,0.12170369178056717,0.2598046660423279
'',0.08143015950918198,0.0793738141655922,0.01199178397655487,0.01367331761866808,-0.04859459400177002,-0.0016836035065352917,0.018684765323996544
–,0.13008765876293182,0.1436920464038849,0.2576128840446472,0.21843352913856506,0.02811010740697384,0.21476426720619202,0.2714554965496063
the,0.42745697498321533,0.5823672413825989,0.3500976860523224,0.1822163164615631,-0.01540423184633255,0.19230268895626068,0.22068053483963013
financial,0.1900392472743988,0.1937110424041748,0.2431439608335495,0.2551524043083191,0.06992136687040329,0.3149567246437073,0.06444920599460602
crisis,0.23514460027217865,0.14325910806655884,0.15844765305519104,0.0964125320315361,-0.09148845076560974,0.1661706417798996,0.17902959883213043
of,0.33290785551071167,0.4854315221309662,0.34366124868392944,0.19462206959724426,-0.03817026689648628,0.18121089041233063,0.1826142966747284
2007–08,-0.1590416431427002,-0.08729518949985504,-0.14340780675411224,-0.20404015481472015,-0.03555857017636299,-0.22947755455970764,-0.20450130105018616
being,0.3760843276977539,0.4445112943649292,0.2878510057926178,0.20905596017837524,-0.055871423333883286,0.2506128251552582,0.26743772625923157
the,0.42745697498321533,0.5823672413825989,0.3500976860523224,0.1822163164615631,-0.01540423184633255,0.19230268895626068,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.25062471628189087,0.14880302548408508,0.024445664137601852,0.2253885716199875,0.2107497900724411
recent,0.24256184697151184,0.2643822133541107,0.1798512190580368,0.1856839805841446,-0.01746293343603611,0.2120850682258606,0.2544887959957123
example,0.3456268310546875,0.36737263202667236,0.20560292899608612,0.10073505342006683,-0.045060764998197556,0.06456771492958069,0.30374911427497864
.,0.3567904531955719,0.4569662809371948,0.3047725260257721,0.18709203600883484,-0.003708066651597619,0.2458854615688324,0.4130953550338745
