,warsaw,'s,sidewalks,and,sanitation,facilities,are,some,examples,of,things,which,have,what,?
sidewalks,0.16705098748207092,-0.013479630462825298,1.0,0.3237796127796173,0.30274417996406555,0.3355333209037781,0.274446040391922,0.294384241104126,0.23429326713085175,0.16595925390720367,0.29639899730682373,0.2967453896999359,0.27270007133483887,0.17000243067741394,0.06874842196702957
",",0.25300899147987366,-0.0016132977325469255,0.1945955902338028,0.6633074283599854,0.3074692487716675,0.21444764733314514,0.4062570035457611,0.42400437593460083,0.2687304615974426,0.4946078956127167,0.3149048686027527,0.3658004403114319,0.3541618287563324,0.3087472915649414,0.31091248989105225
health,0.17696355283260345,0.018505536019802094,0.14980186522006989,0.3215619623661041,0.4911470413208008,0.34823980927467346,0.19031372666358948,0.23506557941436768,0.16003628075122833,0.28076469898223877,0.29639363288879395,0.23529647290706635,0.2750714123249054,0.21460163593292236,0.16094304621219635
care,0.16294842958450317,-0.041316092014312744,0.2039235234260559,0.32680341601371765,0.4005952775478363,0.31220707297325134,0.2662802040576935,0.26740139722824097,0.14480669796466827,0.20533065497875214,0.3185766637325287,0.2031434029340744,0.35676124691963196,0.2973911762237549,0.24279968440532684
facilities,0.21638022363185883,0.023276466876268387,0.3355333209037781,0.31028881669044495,0.48693040013313293,1.0,0.23256969451904297,0.294486939907074,0.25910693407058716,0.17473776638507843,0.27592921257019043,0.28351882100105286,0.24476678669452667,0.137315571308136,0.10624271631240845
and,0.2083624005317688,0.06895173341035843,0.3237796127796173,1.0,0.32795414328575134,0.31028881669044495,0.48576638102531433,0.5337774157524109,0.35639533400535583,0.5116966962814331,0.378500759601593,0.506277859210968,0.4711785912513733,0.31309178471565247,0.20544172823429108
sanitation,0.23792481422424316,0.02910071797668934,0.30274417996406555,0.32795414328575134,1.0,0.48693040013313293,0.2313196361064911,0.3266966640949249,0.24872179329395294,0.2630574703216553,0.33695167303085327,0.3065950274467468,0.19244225323200226,0.23225249350070953,0.23686571419239044
facilities,0.21638022363185883,0.023276466876268387,0.3355333209037781,0.31028881669044495,0.48693040013313293,1.0,0.23256969451904297,0.294486939907074,0.25910693407058716,0.17473776638507843,0.27592921257019043,0.28351882100105286,0.24476678669452667,0.137315571308136,0.10624271631240845
have,0.14431846141815186,-0.02807004563510418,0.27270007133483887,0.4711785912513733,0.19244225323200226,0.24476678669452667,0.6577680706977844,0.6421269774436951,0.3969608247280121,0.3802283704280853,0.47580793499946594,0.49652695655822754,0.9999999403953552,0.39808809757232666,0.32991164922714233
improved,0.17445245385169983,0.043154362589120865,0.23037521541118622,0.2351309210062027,0.28589004278182983,0.33595389127731323,0.16040432453155518,0.30928876996040344,0.1896570920944214,0.21225644648075104,0.28976455330848694,0.2704329490661621,0.34424060583114624,0.2572605311870575,0.22755856812000275
markedly,0.16873198747634888,0.004065027926117182,0.2692739963531494,0.2917749583721161,0.2618269920349121,0.2182287871837616,0.3651355803012848,0.3778171241283417,0.33040767908096313,0.2792128622531891,0.28680509328842163,0.4177287518978119,0.3781152367591858,0.2883566617965698,0.12665259838104248
.,0.26825499534606934,-0.003708066651597619,0.19566841423511505,0.588965117931366,0.25468796491622925,0.1710062026977539,0.3452940285205841,0.40663889050483704,0.28905922174453735,0.5352458953857422,0.345660001039505,0.45942068099975586,0.41614407300949097,0.3567904531955719,0.4130953550338745
