,from,whom,were,the,movement,that,eliot,followed,derived,?
the,0.40150508284568787,0.23752936720848083,0.3906462490558624,1.0,0.339571475982666,0.5473989248275757,0.15140269696712494,0.3567860722541809,0.26961472630500793,0.22068053483963013
right,0.2076886147260666,0.15055778622627258,0.16714105010032654,0.33901116251945496,0.18334534764289856,0.3680553734302521,0.08676990121603012,0.17079158127307892,0.1606810837984085,0.27135515213012695
and,0.3601827025413513,0.3148667514324188,0.42175528407096863,0.5171257257461548,0.2837696671485901,0.4731321930885315,0.22553721070289612,0.31943854689598083,0.15480998158454895,0.20544172823429108
ability,0.23043760657310486,0.19016674160957336,0.13748973608016968,0.24997951090335846,0.2284681349992752,0.38374680280685425,0.13250860571861267,0.07411518692970276,0.21285685896873474,0.1955445408821106
of,0.4249346852302551,0.2070929855108261,0.34038281440734863,0.733189046382904,0.2662941515445709,0.41498205065727234,0.16987493634223938,0.3060508966445923,0.28474852442741394,0.1826142966747284
each,0.22863267362117767,0.278281569480896,0.23227569460868835,0.470844566822052,0.18985897302627563,0.46111494302749634,0.04929739236831665,0.2832740545272827,0.17045317590236664,0.21173812448978424
person,0.21919812262058258,0.23682710528373718,0.16889125108718872,0.3487054407596588,0.24514921009540558,0.4460006356239319,0.13216419517993927,0.18536989390850067,0.11632846295833588,0.324093222618103
to,0.4069952368736267,0.3108522593975067,0.31913647055625916,0.535392165184021,0.2780168950557709,0.5436353087425232,0.23179851472377777,0.23444271087646484,0.16948232054710388,0.29463258385658264
perceive,0.1443219631910324,0.21825888752937317,0.1526578664779663,0.2647975981235504,0.2639743983745575,0.4401702582836151,0.0818813368678093,0.10576499253511429,0.1746279001235962,0.24679045379161835
truth,0.11996129900217056,0.20826292037963867,0.11039252579212189,0.225673645734787,0.21250677108764648,0.36525264382362366,0.21326611936092377,0.08235208690166473,0.1674586981534958,0.27048787474632263
",",0.39760664105415344,0.25587570667266846,0.36755475401878357,0.4933079481124878,0.1862073689699173,0.4137537479400635,0.3127504289150238,0.3097211718559265,0.19508518278598785,0.31091248989105225
and,0.3601827025413513,0.3148667514324188,0.42175528407096863,0.5171257257461548,0.2837696671485901,0.4731321930885315,0.22553721070289612,0.31943854689598083,0.15480998158454895,0.20544172823429108
the,0.40150508284568787,0.23752936720848083,0.3906462490558624,1.0,0.339571475982666,0.5473989248275757,0.15140269696712494,0.3567860722541809,0.26961472630500793,0.22068053483963013
indwelling,0.26411640644073486,0.15676163136959076,0.21710582077503204,0.35836008191108704,0.26223862171173096,0.29876717925071716,0.18495072424411774,0.15345804393291473,0.3432028591632843,0.22397130727767944
god,0.12797066569328308,0.26549845933914185,0.1674642413854599,0.24689088761806488,0.2024950087070465,0.30817699432373047,0.14832715690135956,0.12766675651073456,0.14112290740013123,0.23396754264831543
in,0.4274188280105591,0.20012985169887543,0.3815755248069763,0.6662389636039734,0.26725053787231445,0.435920387506485,0.1935959905385971,0.3307904005050659,0.17734654247760773,0.20430970191955566
each,0.22863267362117767,0.278281569480896,0.23227569460868835,0.470844566822052,0.18985897302627563,0.46111494302749634,0.04929739236831665,0.2832740545272827,0.17045317590236664,0.21173812448978424
person,0.21919812262058258,0.23682710528373718,0.16889125108718872,0.3487054407596588,0.24514921009540558,0.4460006356239319,0.13216419517993927,0.18536989390850067,0.11632846295833588,0.324093222618103
.,0.41536515951156616,0.26115289330482483,0.3378238379955292,0.5934505462646484,0.22796523571014404,0.4460422694683075,0.2539350092411041,0.3200787305831909,0.1629132777452469,0.4130953550338745
