,what,suffered,considerably,for,warsaw,when,it,had,an,eastern,bloc,economy,?
an,0.2821882665157318,0.1359340250492096,0.2629421055316925,0.3236706852912903,0.15493714809417725,0.33026179671287537,0.39472338557243347,0.22327841818332672,1.0,0.13974453508853912,0.16052329540252686,0.14700748026371002,0.19793890416622162
eastern,0.2263268083333969,0.24571003019809723,0.2123732715845108,0.14339342713356018,0.20966091752052307,0.22923262417316437,0.2745799422264099,0.2215176820755005,0.13974453508853912,1.0,0.25480684638023376,0.2131250500679016,0.20060817897319794
bloc,0.21728333830833435,0.13874822854995728,0.1937830001115799,0.21006181836128235,0.2905861735343933,0.2306991070508957,0.22317151725292206,0.13963249325752258,0.16052329540252686,0.25480684638023376,1.0,0.16770821809768677,0.12625090777873993
economy,0.21764783561229706,0.2575671970844269,0.3072068393230438,0.2269710749387741,0.267183393239975,0.17599095404148102,0.3087809979915619,0.1985345184803009,0.14700748026371002,0.2131250500679016,0.16770821809768677,1.0,0.11486924439668655
–,0.13008765876293182,0.1662697196006775,0.06496120244264603,0.2408909648656845,0.17540127038955688,0.20347917079925537,0.12404299527406693,0.19478954374790192,0.19806897640228271,0.1803569346666336,0.18425880372524261,0.09060721099376678,0.2714554965496063
though,0.4089210331439972,0.2635655701160431,0.4749071002006531,0.35697805881500244,0.14314691722393036,0.45963284373283386,0.5042033195495605,0.4300362169742584,0.22405017912387848,0.2667876183986664,0.14752940833568573,0.2189629226922989,0.3188856542110443
it,0.45803478360176086,0.15823760628700256,0.33974316716194153,0.32171204686164856,0.1582006961107254,0.4775012135505676,0.9999999403953552,0.2910259962081909,0.39472338557243347,0.2745799422264099,0.22317151725292206,0.3087809979915619,0.25732165575027466
is,0.28837618231773376,0.17168132960796356,0.27223747968673706,0.43268078565597534,0.09741193056106567,0.3471449911594391,0.6328473687171936,0.2932159900665283,0.4654068350791931,0.2375388890504837,0.21344049274921417,0.2698528468608856,0.22961433231830597
worth,0.319988876581192,0.1846482902765274,0.3512135148048401,0.29883724451065063,0.12268625199794769,0.18558448553085327,0.2703748047351837,0.17115312814712524,0.2438947856426239,0.08541510999202728,0.061431996524333954,0.24875508248806,0.3282513916492462
mentioning,0.4125295877456665,0.24136294424533844,0.23713989555835724,0.315696656703949,0.13420569896697998,0.26626625657081604,0.304400771856308,0.2458653301000595,0.2113875448703766,0.12931571900844574,0.13563565909862518,0.16762614250183105,0.34986332058906555
that,0.6297725439071655,0.22544844448566437,0.33058831095695496,0.4137635827064514,0.20720037817955017,0.5860282182693481,0.5921133160591125,0.4407361149787903,0.365763783454895,0.23358812928199768,0.2062123715877533,0.24719975888729095,0.32716336846351624
the,0.42745697498321533,0.2558774948120117,0.3249168395996094,0.4739971458911896,0.23137180507183075,0.5091903209686279,0.6251175999641418,0.3875846862792969,0.4207492768764496,0.3928247392177582,0.28089916706085205,0.24644890427589417,0.22068053483963013
initial,0.2771121859550476,0.1844492256641388,0.3078407645225525,0.2634814977645874,0.15269027650356293,0.2781846523284912,0.22193093597888947,0.24295400083065033,0.20537151396274567,0.14488019049167633,0.12857793271541595,0.1648193746805191,0.16868601739406586
three-year,0.23070290684700012,0.20107430219650269,0.23025494813919067,0.2948639988899231,0.22016023099422455,0.25194108486175537,0.24527713656425476,0.27224215865135193,0.2163177728652954,0.25935521721839905,0.18388774991035461,0.21035535633563995,0.3141496479511261
plan,0.2947953939437866,0.13962876796722412,0.21100816130638123,0.22760893404483795,0.23353691399097443,0.2147078514099121,0.22425691783428192,0.33069363236427307,0.20559144020080566,0.1901823729276657,0.20209522545337677,0.28550997376441956,0.1961054503917694
to,0.455847829580307,0.15722067654132843,0.30512526631355286,0.4451248347759247,0.1953994333744049,0.5423505902290344,0.513711154460907,0.37984350323677063,0.3138085603713989,0.1750476211309433,0.21917486190795898,0.2613506615161896,0.29463258385658264
rebuild,0.24502845108509064,0.2855626344680786,0.2186538577079773,0.16696999967098236,0.2386600524187088,0.24728108942508698,0.25137531757354736,0.33111971616744995,0.14167091250419617,0.15410344302654266,0.10993009805679321,0.3114699721336365,0.11057925969362259
poland,0.16095873713493347,0.19659414887428284,0.1474923938512802,0.15672115981578827,0.6352760195732117,0.1766313761472702,0.2027914971113205,0.22347143292427063,0.10337747633457184,0.2801405191421509,0.27468201518058777,0.2688303291797638,0.14259830117225647
(,0.2411840260028839,0.08211920410394669,0.15156131982803345,0.3357032239437103,0.1835584193468094,0.2459595799446106,0.2745298147201538,0.16223937273025513,0.286407470703125,0.2276826947927475,0.19362154603004456,0.12245465070009232,0.40561532974243164
especially,0.3590192496776581,0.2519061863422394,0.3809364140033722,0.42758095264434814,0.1502177119255066,0.3804360032081604,0.3746242821216583,0.24883341789245605,0.20757271349430084,0.2608550190925598,0.24662570655345917,0.30282747745513916,0.19751401245594025
warsaw,0.10373849421739578,0.2365902215242386,0.14628249406814575,0.1427849680185318,1.0,0.1615014374256134,0.1582006961107254,0.2310895472764969,0.15493714809417725,0.20966091752052307,0.2905861735343933,0.267183393239975,0.09769917279481888
),0.26259949803352356,0.07101261615753174,0.14552372694015503,0.3639558255672455,0.19817118346691132,0.2538422644138336,0.28560304641723633,0.17014533281326294,0.2873353958129883,0.1984046846628189,0.20509245991706848,0.14874009788036346,0.42300865054130554
was,0.22111038863658905,0.3911045491695404,0.24574948847293854,0.3863949179649353,0.2614976763725281,0.37326499819755554,0.4577186405658722,0.5927209258079529,0.3694365322589874,0.23346775770187378,0.18848392367362976,0.2389698028564453,0.18412111699581146
a,0.3320399522781372,0.2735525667667389,0.28244027495384216,0.44038116931915283,0.19591784477233887,0.44397395849227905,0.5452592968940735,0.34897568821907043,0.44552403688430786,0.2322530597448349,0.24784760177135468,0.24415728449821472,0.23916715383529663
major,0.21026742458343506,0.22020280361175537,0.20867373049259186,0.23592928051948547,0.1725679636001587,0.17186790704727173,0.22329258918762207,0.21882961690425873,0.14518070220947266,0.21762019395828247,0.15586598217487335,0.2406466156244278,0.19788557291030884
success,0.22873179614543915,0.2538439929485321,0.2632707953453064,0.25930920243263245,0.16446572542190552,0.2036270797252655,0.26427826285362244,0.32290413975715637,0.14948700368404388,0.10959940403699875,0.22130179405212402,0.24547864496707916,0.1216118186712265
",",0.3087472915649414,0.24693666398525238,0.2864159643650055,0.4464869201183319,0.25300899147987366,0.36674630641937256,0.48329564929008484,0.35487717390060425,0.3581022024154663,0.3081906735897064,0.25832995772361755,0.2521176040172577,0.31091248989105225
but,0.5029441118240356,0.25164595246315,0.4413849115371704,0.45162561535835266,0.19758136570453644,0.5599016547203064,0.5299214720726013,0.4414518475532532,0.27760404348373413,0.20616352558135986,0.19373486936092377,0.24994568526744843,0.27921953797340393
what,0.9999998807907104,0.13741295039653778,0.25564712285995483,0.3017193675041199,0.10373849421739578,0.4700249433517456,0.45803478360176086,0.23849567770957947,0.2821882665157318,0.2263268083333969,0.21728333830833435,0.21764783561229706,0.5051238536834717
followed,0.20169416069984436,0.2355032116174698,0.21035704016685486,0.2623760402202606,0.09330720454454422,0.2927686870098114,0.24461886286735535,0.2808188199996948,0.20273111760616302,0.20965032279491425,0.17563505470752716,0.14031699299812317,0.20567169785499573
was,0.22111038863658905,0.3911045491695404,0.24574948847293854,0.3863949179649353,0.2614976763725281,0.37326499819755554,0.4577186405658722,0.5927209258079529,0.3694365322589874,0.23346775770187378,0.18848392367362976,0.2389698028564453,0.18412111699581146
very,0.37053924798965454,0.2599371671676636,0.3734135031700134,0.3639320731163025,0.11996043473482132,0.4456231892108917,0.4389229118824005,0.3685664236545563,0.2752308249473572,0.1395726203918457,0.1347188949584961,0.2882983386516571,0.20864155888557434
much,0.45316147804260254,0.20689664781093597,0.5283802151679993,0.2994346022605896,0.10237699747085571,0.39518025517463684,0.48116767406463623,0.31141290068626404,0.2866077721118927,0.21457165479660034,0.1857982724905014,0.31323134899139404,0.23442231118679047
the,0.42745697498321533,0.2558774948120117,0.3249168395996094,0.4739971458911896,0.23137180507183075,0.5091903209686279,0.6251175999641418,0.3875846862792969,0.4207492768764496,0.3928247392177582,0.28089916706085205,0.24644890427589417,0.22068053483963013
opposite,0.2760887145996094,0.1632010042667389,0.17761486768722534,0.16291046142578125,0.1461237072944641,0.23887182772159576,0.22980999946594238,0.18113091588020325,0.23321066796779633,0.15496405959129333,0.23977766931056976,0.2100093960762024,0.0778411254286766
.,0.3567904531955719,0.14637410640716553,0.26506683230400085,0.4726039469242096,0.26825499534606934,0.475719153881073,0.5593622326850891,0.37348684668540955,0.3581749200820923,0.2820250988006592,0.22283686697483063,0.2477293759584427,0.4130953550338745
