,what,happens,secondly,if,a,directive,'s,deadline,is,not,met,?
not,0.5449194312095642,0.3439979553222656,0.4215035140514374,0.6100378632545471,0.3791346549987793,0.26853126287460327,0.002583299996331334,0.3130653202533722,0.3776007890701294,0.9999999403953552,0.19432201981544495,0.41942933201789856
just,0.5854880809783936,0.32548433542251587,0.3750585615634918,0.5014921426773071,0.47693389654159546,0.20312461256980896,0.1000472754240036,0.349730521440506,0.369599312543869,0.5370175838470459,0.184635728597641,0.4144178032875061
in,0.30808621644973755,0.2737985849380493,0.17878006398677826,0.2589588761329651,0.539380669593811,0.20046965777873993,-0.037580832839012146,0.25289657711982727,0.5394441485404968,0.3403114080429077,0.23768870532512665,0.20430970191955566
a,0.3320399522781372,0.3780156075954437,0.2542741000652313,0.41272827982902527,1.0,0.2245989441871643,0.04866964742541313,0.19801391661167145,0.658733606338501,0.3791346549987793,0.15796485543251038,0.23916715383529663
dispute,0.3763929307460785,0.1874818503856659,0.2495419681072235,0.22841866314411163,0.17193086445331573,0.259461909532547,0.013950780034065247,0.30735182762145996,0.19279426336288452,0.27614825963974,0.09626840800046921,0.24252742528915405
with,0.2464839518070221,0.23801805078983307,0.3410170376300812,0.34021785855293274,0.3783375024795532,0.1945708990097046,-0.04624466598033905,0.2325010597705841,0.3250955045223236,0.3409014642238617,0.2998933792114258,0.2433311939239502
a,0.3320399522781372,0.3780156075954437,0.2542741000652313,0.41272827982902527,1.0,0.2245989441871643,0.04866964742541313,0.19801391661167145,0.658733606338501,0.3791346549987793,0.15796485543251038,0.23916715383529663
public,0.1729622185230255,0.1373012363910675,0.18427400290966034,0.1735907644033432,0.19607044756412506,0.16968494653701782,0.060657959431409836,0.21091079711914062,0.1980048567056656,0.20537999272346497,0.16225256025791168,0.19872993230819702
authority,0.23046736419200897,0.12762203812599182,0.15045364201068878,0.20712687075138092,0.21713398396968842,0.2164926379919052,0.019309991970658302,0.2542684078216553,0.20664075016975403,0.29407691955566406,0.10133768618106842,0.18404170870780945
",",0.3087472915649414,0.24968470633029938,0.22322766482830048,0.257730096578598,0.427140474319458,0.23691628873348236,-0.0016132977325469255,0.2596479058265686,0.4691906273365021,0.3769696354866028,0.2948285937309265,0.31091248989105225
but,0.5029441118240356,0.32392460107803345,0.4448278546333313,0.5661133527755737,0.44750767946243286,0.21649914979934692,0.04136733338236809,0.2962481677532196,0.4106791317462921,0.6553761959075928,0.3019321858882904,0.27921953797340393
in,0.30808621644973755,0.2737985849380493,0.17878006398677826,0.2589588761329651,0.539380669593811,0.20046965777873993,-0.037580832839012146,0.25289657711982727,0.5394441485404968,0.3403114080429077,0.23768870532512665,0.20430970191955566
a,0.3320399522781372,0.3780156075954437,0.2542741000652313,0.41272827982902527,1.0,0.2245989441871643,0.04866964742541313,0.19801391661167145,0.658733606338501,0.3791346549987793,0.15796485543251038,0.23916715383529663
dispute,0.3763929307460785,0.1874818503856659,0.2495419681072235,0.22841866314411163,0.17193086445331573,0.259461909532547,0.013950780034065247,0.30735182762145996,0.19279426336288452,0.27614825963974,0.09626840800046921,0.24252742528915405
with,0.2464839518070221,0.23801805078983307,0.3410170376300812,0.34021785855293274,0.3783375024795532,0.1945708990097046,-0.04624466598033905,0.2325010597705841,0.3250955045223236,0.3409014642238617,0.2998933792114258,0.2433311939239502
another,0.4190070629119873,0.3463805317878723,0.3442210257053375,0.4655850827693939,0.6191956996917725,0.229428231716156,0.026405371725559235,0.24026699364185333,0.41278526186943054,0.3786204159259796,0.26481378078460693,0.295511931180954
citizen,0.20342512428760529,0.08471079915761948,0.18781885504722595,0.16080205142498016,0.24434110522270203,0.20363667607307434,0.0021561807952821255,0.13754625618457794,0.20740796625614166,0.23211289942264557,0.2688157558441162,0.1601516604423523
or,0.33867141604423523,0.4824371039867401,0.28086379170417786,0.508355975151062,0.48853766918182373,0.27032849192619324,0.06871571391820908,0.16695484519004822,0.41870999336242676,0.5119067430496216,0.11099779605865479,0.32389625906944275
company,0.2333769053220749,0.091688372194767,0.12896420061588287,0.1588779091835022,0.22037413716316223,0.19359633326530457,0.003266559913754463,0.1792464256286621,0.18005689978599548,0.16777940094470978,0.17358283698558807,0.12195809185504913
.,0.3567904531955719,0.24076157808303833,0.2715654671192169,0.421799898147583,0.50484299659729,0.27493321895599365,-0.003708066651597619,0.21436874568462372,0.4569662809371948,0.4824007451534271,0.22833305597305298,0.4130953550338745
,what,happens,secondly,if,a,directive,'s,deadline,is,not,met,?
first,0.28086137771606445,0.22969992458820343,0.2570197582244873,0.29443517327308655,0.4287874400615692,0.20205138623714447,-0.014458609744906425,0.2713434398174286,0.30889374017715454,0.2955942749977112,0.29354622960090637,0.18701928853988647
",",0.3087472915649414,0.24968470633029938,0.22322766482830048,0.257730096578598,0.427140474319458,0.23691628873348236,-0.0016132977325469255,0.2596479058265686,0.4691906273365021,0.3769696354866028,0.2948285937309265,0.31091248989105225
if,0.5277165174484253,0.401856392621994,0.44183966517448425,1.0,0.41272827982902527,0.3068831264972687,-0.0015437148977071047,0.3201219439506531,0.30927813053131104,0.6100378632545471,0.18070891499519348,0.4441644251346588
a,0.3320399522781372,0.3780156075954437,0.2542741000652313,0.41272827982902527,1.0,0.2245989441871643,0.04866964742541313,0.19801391661167145,0.658733606338501,0.3791346549987793,0.15796485543251038,0.23916715383529663
directive,0.28384625911712646,0.20350496470928192,0.3011132478713989,0.3068831264972687,0.2245989441871643,0.9999999403953552,-0.0203066635876894,0.20709672570228577,0.2284500002861023,0.26853126287460327,0.13749785721302032,0.15005457401275635
's,0.02692362666130066,-0.024232789874076843,-0.021076995879411697,-0.0015437148977071047,0.04866964742541313,-0.0203066635876894,0.9999999403953552,-0.021904826164245605,0.02396530658006668,0.002583299996331334,-0.10467138886451721,-0.023395681753754616
deadline,0.323066771030426,0.2918362319469452,0.2912808656692505,0.3201219439506531,0.19801391661167145,0.20709672570228577,-0.021904826164245605,1.0,0.16965816915035248,0.3130653202533722,0.20994000136852264,0.3758934438228607
for,0.3017193675041199,0.2718198299407959,0.21487116813659668,0.3609124422073364,0.44038116931915283,0.3118533194065094,-0.07241261005401611,0.2966119050979614,0.43268078565597534,0.39280617237091064,0.276699960231781,0.264628142118454
implementation,0.27039429545402527,0.24206843972206116,0.2260345071554184,0.30051180720329285,0.30293363332748413,0.292514443397522,-0.05035173147916794,0.3177488446235657,0.24576091766357422,0.274667352437973,0.13682669401168823,0.21639296412467957
is,0.28837618231773376,0.3918035626411438,0.23961427807807922,0.30927813053131104,0.658733606338501,0.2284500002861023,0.02396530658006668,0.16965816915035248,1.0,0.3776007890701294,0.10734891891479492,0.22961433231830597
not,0.5449194312095642,0.3439979553222656,0.4215035140514374,0.6100378632545471,0.3791346549987793,0.26853126287460327,0.002583299996331334,0.3130653202533722,0.3776007890701294,0.9999999403953552,0.19432201981544495,0.41942933201789856
met,0.2157946228981018,0.12294096499681473,0.27232640981674194,0.18070891499519348,0.15796485543251038,0.13749785721302032,-0.10467138886451721,0.20994000136852264,0.10734891891479492,0.19432201981544495,0.9999998807907104,0.13848096132278442
",",0.3087472915649414,0.24968470633029938,0.22322766482830048,0.257730096578598,0.427140474319458,0.23691628873348236,-0.0016132977325469255,0.2596479058265686,0.4691906273365021,0.3769696354866028,0.2948285937309265,0.31091248989105225
the,0.42745697498321533,0.32930514216423035,0.22642123699188232,0.33724796772003174,0.5829201340675354,0.299225389957428,-0.01540423184633255,0.2730764150619507,0.5823672413825989,0.4310511648654938,0.2303115278482437,0.22068053483963013
member,0.09932345896959305,0.06666157394647598,0.1355517953634262,0.1129814013838768,0.24081070721149445,0.2013973593711853,-0.031640440225601196,0.1543668806552887,0.2522773742675781,0.1560761034488678,0.29218411445617676,0.06826172769069672
state,0.24273863434791565,0.1712508201599121,0.15438714623451233,0.18945500254631042,0.25097307562828064,0.19702239334583282,0.038451772183179855,0.1862156093120575,0.2627358138561249,0.23725773394107819,0.13157978653907776,0.1160883978009224
can,0.34502777457237244,0.4516991674900055,0.3415694236755371,0.5903681516647339,0.3915780484676361,0.29657742381095886,-0.02075597457587719,0.25003400444984436,0.44256699085235596,0.49270012974739075,0.07013259083032608,0.3226337134838104
not,0.5449194312095642,0.3439979553222656,0.4215035140514374,0.6100378632545471,0.3791346549987793,0.26853126287460327,0.002583299996331334,0.3130653202533722,0.3776007890701294,0.9999999403953552,0.19432201981544495,0.41942933201789856
enforce,0.335531085729599,0.16833016276359558,0.273122638463974,0.3052343726158142,0.2444131225347519,0.3352683484554291,0.02744399569928646,0.3415737450122833,0.26115718483924866,0.3185786008834839,0.12533092498779297,0.2633580267429352
conflicting,0.40057775378227234,0.29451507329940796,0.3036978542804718,0.31673291325569153,0.21103858947753906,0.2673788070678711,-0.04295853525400162,0.32692089676856995,0.14854225516319275,0.3285615146160126,0.1457904726266861,0.3185083568096161
laws,0.29636016488075256,0.1975695788860321,0.24353565275669098,0.25269997119903564,0.1722979098558426,0.21136027574539185,-0.02741883508861065,0.2906200885772705,0.17527072131633759,0.2995064854621887,0.20229275524616241,0.17911791801452637
",",0.3087472915649414,0.24968470633029938,0.22322766482830048,0.257730096578598,0.427140474319458,0.23691628873348236,-0.0016132977325469255,0.2596479058265686,0.4691906273365021,0.3769696354866028,0.2948285937309265,0.31091248989105225
and,0.31309178471565247,0.23238006234169006,0.25639408826828003,0.3498523235321045,0.3739250600337982,0.305280864238739,0.06895173341035843,0.17482474446296692,0.3859752118587494,0.39099299907684326,0.3151518404483795,0.20544172823429108
a,0.3320399522781372,0.3780156075954437,0.2542741000652313,0.41272827982902527,1.0,0.2245989441871643,0.04866964742541313,0.19801391661167145,0.658733606338501,0.3791346549987793,0.15796485543251038,0.23916715383529663
citizen,0.20342512428760529,0.08471079915761948,0.18781885504722595,0.16080205142498016,0.24434110522270203,0.20363667607307434,0.0021561807952821255,0.13754625618457794,0.20740796625614166,0.23211289942264557,0.2688157558441162,0.1601516604423523
may,0.25739946961402893,0.2597687542438507,0.22818200290203094,0.3125908374786377,0.29255667328834534,0.1891656368970871,-0.07006479054689407,0.20894618332386017,0.322792649269104,0.39885732531547546,0.1681341528892517,0.2768254578113556
rely,0.3573313355445862,0.2653453052043915,0.32908934354782104,0.329203724861145,0.25360018014907837,0.193761944770813,0.03161059319972992,0.1953534632921219,0.29122599959373474,0.41727352142333984,0.09647546708583832,0.17513008415699005
on,0.34226128458976746,0.2789331078529358,0.19948896765708923,0.24549968540668488,0.3848365545272827,0.1868148148059845,0.0026888418942689896,0.3258323669433594,0.3635730445384979,0.3516409695148468,0.19264070689678192,0.2714994251728058
the,0.42745697498321533,0.32930514216423035,0.22642123699188232,0.33724796772003174,0.5829201340675354,0.299225389957428,-0.01540423184633255,0.2730764150619507,0.5823672413825989,0.4310511648654938,0.2303115278482437,0.22068053483963013
directive,0.28384625911712646,0.20350496470928192,0.3011132478713989,0.3068831264972687,0.2245989441871643,0.9999999403953552,-0.0203066635876894,0.20709672570228577,0.2284500002861023,0.26853126287460327,0.13749785721302032,0.15005457401275635
in,0.30808621644973755,0.2737985849380493,0.17878006398677826,0.2589588761329651,0.539380669593811,0.20046965777873993,-0.037580832839012146,0.25289657711982727,0.5394441485404968,0.3403114080429077,0.23768870532512665,0.20430970191955566
such,0.23989605903625488,0.24574117362499237,0.20615802705287933,0.29256609082221985,0.2706976532936096,0.27672579884529114,0.05073437839746475,0.18208685517311096,0.23545363545417786,0.4058493673801422,0.1336175501346588,0.17851735651493073
an,0.2821882665157318,0.2509342133998871,0.2385406196117401,0.26347705721855164,0.44552403688430786,0.23240485787391663,0.025255560874938965,0.16501756012439728,0.4654068350791931,0.3722182512283325,0.15634630620479584,0.19793890416622162
action,0.30170392990112305,0.2404371201992035,0.16367855668067932,0.22282744944095612,0.2362375408411026,0.28707143664360046,-0.003886178135871887,0.2679467797279358,0.20976395905017853,0.21239683032035828,0.08189991116523743,0.250188946723938
(,0.2411840260028839,0.22396224737167358,0.19813720881938934,0.26899856328964233,0.3206180930137634,0.2348853200674057,0.0012731997994706035,0.20452024042606354,0.35393038392066956,0.2710699737071991,0.17906036972999573,0.40561532974243164
so,0.539469838142395,0.38788628578186035,0.43219679594039917,0.643597424030304,0.41474464535713196,0.23725582659244537,0.04364320635795593,0.30860814452171326,0.3153412640094757,0.6635211706161499,0.2121792733669281,0.43163934350013733
called,0.3235960602760315,0.4200170636177063,0.14460837841033936,0.26625341176986694,0.4868806302547455,0.18345393240451813,-0.021773243322968483,0.1404629647731781,0.430266410112381,0.324552983045578,0.23084348440170288,0.18963319063186646
``,0.008517155423760414,0.0038739771116524935,0.09234720468521118,0.20059196650981903,0.07272057235240936,0.0915854349732399,-0.03416389226913452,0.0711052343249321,0.058766357600688934,0.09406080842018127,-0.016672847792506218,0.0685480609536171
vertical,0.20163756608963013,0.20653918385505676,0.11474248021841049,0.21901452541351318,0.2576088309288025,0.2827247977256775,-0.06069492921233177,0.11780828982591629,0.1566234678030014,0.26052194833755493,0.033294714987277985,0.18911753594875336
'',0.08143015950918198,-0.039116133004426956,-0.015045583248138428,-0.010894154198467731,0.04890415817499161,0.025517597794532776,-0.04859459400177002,0.01063569076359272,0.0793738141655922,0.04262445494532585,0.04951654002070427,0.018684765323996544
direct,0.26271191239356995,0.17503602802753448,0.2799954414367676,0.2853594124317169,0.27544090151786804,0.5903199911117554,0.05696379393339157,0.17410489916801453,0.20874382555484772,0.26088273525238037,0.12327640503644943,0.18476411700248718
effect,0.2546532452106476,0.3050525486469269,0.20711888372898102,0.2886280417442322,0.24771364033222198,0.28505420684814453,0.03170546516776085,0.22292782366275787,0.17614969611167908,0.345232754945755,0.07026845216751099,0.1783771812915802
),0.26259949803352356,0.21613579988479614,0.20274482667446136,0.2878422141075134,0.3640355169773102,0.247672438621521,0.021107977256178856,0.22127674520015717,0.37732169032096863,0.2718011736869812,0.16746267676353455,0.42300865054130554
.,0.3567904531955719,0.24076157808303833,0.2715654671192169,0.421799898147583,0.50484299659729,0.27493321895599365,-0.003708066651597619,0.21436874568462372,0.4569662809371948,0.4824007451534271,0.22833305597305298,0.4130953550338745
