,what,criticism,in,ny,times,article,that,impacts,the,quality,of,education,at,harvard,?
",",0.3087472915649414,0.28347697854042053,0.5201468467712402,0.21824334561824799,0.2897866368293762,0.28605279326438904,0.4137537479400635,0.23162336647510529,0.4933079481124878,0.23283851146697998,0.4946078956127167,0.2718683183193207,0.38314947485923767,0.2719281017780304,0.31091248989105225
and,0.31309178471565247,0.21094533801078796,0.4954058527946472,0.1560967117547989,0.2611900568008423,0.23647621273994446,0.4731321930885315,0.25870150327682495,0.5171257257461548,0.29868626594543457,0.5116966962814331,0.308173805475235,0.3571503460407257,0.2453373372554779,0.20544172823429108
some,0.4491020441055298,0.3121919333934784,0.4010399878025055,0.1423732489347458,0.2114299237728119,0.3021691143512726,0.6049469113349915,0.2954294681549072,0.4566698372364044,0.30933529138565063,0.4300730526447296,0.17574875056743622,0.25582021474838257,0.21294522285461426,0.2562315762042999
students,0.2380729615688324,0.2654874920845032,0.2676171064376831,0.11710458248853683,0.12961670756340027,0.23918843269348145,0.2510627210140228,0.19611522555351257,0.25268980860710144,0.24896873533725739,0.25513339042663574,0.5498206615447998,0.26965975761413574,0.33647945523262024,0.18017297983169556
have,0.39808809757232666,0.2468452751636505,0.36843645572662354,0.11262502521276474,0.3492240011692047,0.35167133808135986,0.6182622313499451,0.3479049503803253,0.40389683842658997,0.3159855902194977,0.3802283704280853,0.19461645185947418,0.29004791378974915,0.18277490139007568,0.32991164922714233
criticized,0.26304760575294495,0.6760407090187073,0.20261619985103607,0.19828879833221436,0.23315578699111938,0.2740750312805176,0.3086950182914734,0.3123525083065033,0.21370236575603485,0.280355840921402,0.20767788589000702,0.26177290081977844,0.17523816227912903,0.23473918437957764,0.1673501580953598
harvard,0.2177114188671112,0.2578893303871155,0.26072487235069275,0.17254215478897095,0.1272076666355133,0.17156997323036194,0.21386723220348358,0.1528182327747345,0.24496200680732727,0.1190500259399414,0.25842633843421936,0.3665267527103424,0.2837338149547577,1.0,0.11685016006231308
for,0.3017193675041199,0.2707096040248871,0.4322226941585541,0.19484472274780273,0.2999500632286072,0.31357312202453613,0.4137635827064514,0.2198987901210785,0.4739971458911896,0.3288601338863373,0.4185989499092102,0.27265021204948425,0.34237727522850037,0.14800849556922913,0.264628142118454
its,0.30393704771995544,0.24075137078762054,0.3793783485889435,0.08512087166309357,0.23924176394939423,0.2887636721134186,0.416561484336853,0.3177083432674408,0.559237003326416,0.253963440656662,0.48690423369407654,0.2026475965976715,0.2685394287109375,0.18569302558898926,0.15103481709957123
reliance,0.30714696645736694,0.3079446852207184,0.15678878128528595,0.09064845740795135,0.10410574078559875,0.30317604541778564,0.33434706926345825,0.3453786075115204,0.22261427342891693,0.39077502489089966,0.19357144832611084,0.2587222754955292,0.12155596166849136,0.11686485260725021,0.1770705133676529
on,0.34226128458976746,0.23034310340881348,0.46853652596473694,0.171411395072937,0.21426425874233246,0.2953488528728485,0.42569106817245483,0.274610698223114,0.5107308030128479,0.23953481018543243,0.3966929316520691,0.2338395118713379,0.4806317389011383,0.1509191244840622,0.2714994251728058
teaching,0.27416905760765076,0.3488576114177704,0.2659059166908264,0.16745242476463318,0.12231699377298355,0.21477575600147247,0.28482577204704285,0.17539484798908234,0.2182690054178238,0.24968263506889343,0.2911611497402191,0.5356936454772949,0.2309790551662445,0.36483034491539,0.20424684882164001
fellows,0.18219952285289764,0.20033448934555054,0.1930617392063141,0.1485724300146103,0.1517963707447052,0.17339424788951874,0.2753201127052307,0.2110578417778015,0.24011863768100739,0.1738893985748291,0.23835445940494537,0.2822621166706085,0.25589731335639954,0.3125053942203522,0.18303275108337402
for,0.3017193675041199,0.2707096040248871,0.4322226941585541,0.19484472274780273,0.2999500632286072,0.31357312202453613,0.4137635827064514,0.2198987901210785,0.4739971458911896,0.3288601338863373,0.4185989499092102,0.27265021204948425,0.34237727522850037,0.14800849556922913,0.264628142118454
some,0.4491020441055298,0.3121919333934784,0.4010399878025055,0.1423732489347458,0.2114299237728119,0.3021691143512726,0.6049469113349915,0.2954294681549072,0.4566698372364044,0.30933529138565063,0.4300730526447296,0.17574875056743622,0.25582021474838257,0.21294522285461426,0.2562315762042999
aspects,0.2789199948310852,0.3643968403339386,0.18558663129806519,0.21858593821525574,0.19230765104293823,0.32662734389305115,0.3265916109085083,0.42520010471343994,0.2620294690132141,0.3652118146419525,0.2615640461444855,0.30996909737586975,0.16270914673805237,0.20049254596233368,0.15924711525440216
of,0.33290785551071167,0.18326933681964874,0.5696388483047485,0.11117860674858093,0.24352745711803436,0.25720444321632385,0.41498205065727234,0.2371099293231964,0.733189046382904,0.24742498993873596,1.0,0.3015166223049164,0.42558613419532776,0.25842633843421936,0.1826142966747284
undergraduate,0.1996101438999176,0.26840144395828247,0.2541961967945099,0.14965781569480896,0.10807108879089355,0.22704243659973145,0.22058817744255066,0.20467877388000488,0.20609073340892792,0.22907866537570953,0.26330024003982544,0.5883522033691406,0.25196757912635803,0.4797225296497345,0.1531745046377182
education,0.19940856099128723,0.3066008985042572,0.2654339671134949,0.1408766508102417,0.09512459486722946,0.2568615972995758,0.1599552482366562,0.21152257919311523,0.23982903361320496,0.35519206523895264,0.3015166223049164,1.0,0.22585788369178772,0.3665267527103424,0.18067774176597595
;,0.10986888408660889,0.10811428725719452,0.092739537358284,0.10301473736763,0.08538055419921875,0.08590476214885712,0.0633435994386673,0.07603473216295242,0.09152708947658539,0.0852150022983551,0.054534342139959335,0.035850755870342255,0.00622112350538373,0.005234759766608477,0.10349778085947037
they,0.4431931674480438,0.21370233595371246,0.4330179989337921,0.07185543328523636,0.29107025265693665,0.21624155342578888,0.5710820555686951,0.22516216337680817,0.49925389885902405,0.2536194324493408,0.3426007330417633,0.15292859077453613,0.29493749141693115,0.19379988312721252,0.2753053903579712
consider,0.44261306524276733,0.29997751116752625,0.22423222661018372,0.06246604025363922,0.19763299822807312,0.44048213958740234,0.41500717401504517,0.20751552283763885,0.33438587188720703,0.252709299325943,0.3074679970741272,0.19964538514614105,0.2028014361858368,0.20424050092697144,0.37281370162963867
this,0.5489566326141357,0.2912028729915619,0.45205554366111755,0.07993242144584656,0.2644273638725281,0.46649065613746643,0.6909449696540833,0.2723279595375061,0.6274310946464539,0.2950848340988159,0.45148900151252747,0.17015472054481506,0.32544323801994324,0.22250787913799286,0.3155723512172699
to,0.455847829580307,0.24805869162082672,0.45010748505592346,0.1158679947257042,0.32875269651412964,0.361922025680542,0.5436353087425232,0.2222287803888321,0.535392165184021,0.28523996472358704,0.41548454761505127,0.2626708149909973,0.36524343490600586,0.2043667882680893,0.29463258385658264
adversely,0.3023555278778076,0.3013054132461548,0.2467692792415619,0.09212800115346909,0.23638324439525604,0.27260154485702515,0.37838804721832275,0.4425811767578125,0.3143986165523529,0.3602243661880493,0.2703673541545868,0.2809429466724396,0.18579162657260895,0.18204551935195923,0.12854768335819244
affect,0.34042587876319885,0.15916693210601807,0.31448644399642944,0.057019226253032684,0.16368116438388824,0.19501744210720062,0.3903253972530365,0.4045163094997406,0.314972460269928,0.2948991656303406,0.3070525825023651,0.17620471119880676,0.19205598533153534,0.10921886563301086,0.26275068521499634
the,0.42745697498321533,0.2245102971792221,0.6662389636039734,0.17415226995944977,0.29093852639198303,0.3329811692237854,0.5473989248275757,0.23250022530555725,1.0,0.21949779987335205,0.733189046382904,0.23982903361320496,0.457212895154953,0.24496200680732727,0.22068053483963013
quality,0.28952741622924805,0.2805554270744324,0.18835508823394775,0.1912069469690323,0.18499495089054108,0.39617323875427246,0.36120277643203735,0.25179243087768555,0.21949779987335205,1.0,0.24742498993873596,0.35519206523895264,0.18080009520053864,0.1190500259399414,0.23524069786071777
of,0.33290785551071167,0.18326933681964874,0.5696388483047485,0.11117860674858093,0.24352745711803436,0.25720444321632385,0.41498205065727234,0.2371099293231964,0.733189046382904,0.24742498993873596,1.0,0.3015166223049164,0.42558613419532776,0.25842633843421936,0.1826142966747284
education,0.19940856099128723,0.3066008985042572,0.2654339671134949,0.1408766508102417,0.09512459486722946,0.2568615972995758,0.1599552482366562,0.21152257919311523,0.23982903361320496,0.35519206523895264,0.3015166223049164,1.0,0.22585788369178772,0.3665267527103424,0.18067774176597595
.,0.3567904531955719,0.24778856337070465,0.5591574311256409,0.18807224929332733,0.2891986668109894,0.30669885873794556,0.4460422694683075,0.1954408586025238,0.5934505462646484,0.19519193470478058,0.5352458953857422,0.27047446370124817,0.4549728035926819,0.254516065120697,0.4130953550338745
