,when,was,the,fcc,'s,sixth,report,and,order,released,?
end,0.3228412866592407,0.19220198690891266,0.39658910036087036,0.15664704144001007,0.030466308817267418,0.2761487364768982,0.09369580447673798,0.24708716571331024,0.14262408018112183,0.17904132604599,0.12543344497680664
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.16839106380939484,-0.03817026689648628,0.2562638819217682,0.22992923855781555,0.5116966962814331,0.31287699937820435,0.17721395194530487,0.1826142966747284
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.2045624554157257,0.03202139586210251,0.17960478365421295,0.22439044713974,0.3841775357723236,0.18860116600990295,0.1690494418144226,0.15103481709957123
freeze,0.30624938011169434,0.14863072335720062,0.2368169128894806,0.13922736048698425,0.1171688586473465,0.15794885158538818,0.16633306443691254,0.25779759883880615,0.1711094230413437,0.205758199095726,0.20642049610614777
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.2287844568490982,0.0026888418942689896,0.22900158166885376,0.29382312297821045,0.4077630043029785,0.17813007533550262,0.31313204765319824,0.2714994251728058
new,0.257220059633255,0.2748313844203949,0.3845241069793701,0.16179049015045166,-0.008355522528290749,0.20428156852722168,0.19036558270454407,0.31402453780174255,0.1788160651922226,0.17329274117946625,0.14782847464084625
station,0.17569848895072937,0.18833480775356293,0.23609806597232819,0.33381226658821106,-0.04233921319246292,0.10562313348054886,0.22986193001270294,0.19091129302978516,0.08607343584299088,0.12879140675067902,0.12574981153011322
license,0.17638197541236877,0.14467355608940125,0.1774267554283142,0.3693161606788635,-0.011475730687379837,0.1307884156703949,0.16272877156734467,0.17496050894260406,0.2097114473581314,0.2164924442768097,0.20579127967357635
applications,0.20604026317596436,0.18077130615711212,0.23664557933807373,0.3925115764141083,-0.001581235439516604,0.09581761062145233,0.2629028558731079,0.2504773437976837,0.175175741314888,0.2328353077173233,0.19125857949256897
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.12939687073230743,-0.0016132977325469255,0.24747976660728455,0.250803142786026,0.6633074283599854,0.22478096187114716,0.2775750756263733,0.31091248989105225
among,0.2075822502374649,0.23730893433094025,0.3507058024406433,0.0832098126411438,0.01186611782759428,0.17415304481983185,0.14861497282981873,0.39211368560791016,0.18584908545017242,0.10388032346963882,0.14343059062957764
the,0.5091903209686279,0.48711544275283813,1.0,0.24932202696800232,-0.01540423184633255,0.36289259791374207,0.2556745111942291,0.5171257257461548,0.3284194767475128,0.24578391015529633,0.22068053483963013
issues,0.26781919598579407,0.2080516368150711,0.2638932764530182,0.25791218876838684,-0.05637482926249504,0.20893225073814392,0.3117331862449646,0.2817770540714264,0.16988416016101837,0.16032181680202484,0.320565789937973
the,0.5091903209686279,0.48711544275283813,1.0,0.24932202696800232,-0.01540423184633255,0.36289259791374207,0.2556745111942291,0.5171257257461548,0.3284194767475128,0.24578391015529633,0.22068053483963013
commission,0.19186250865459442,0.28741392493247986,0.24418850243091583,0.40145957469940186,0.03937619924545288,0.1346217691898346,0.3667672574520111,0.21015366911888123,0.15902523696422577,0.11790410429239273,0.16231559216976166
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.15802820026874542,0.008974763564765453,0.36271199584007263,0.19926786422729492,0.3740963041782379,0.16897162795066833,0.32720035314559937,0.18412111699581146
slated,0.19194333255290985,0.26748397946357727,0.24379655718803406,0.07931634038686752,-0.04675385355949402,0.1590786576271057,0.16728895902633667,0.2981066405773163,0.02730672061443329,0.3094854950904846,0.08869140595197678
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.24543172121047974,0.03782717138528824,0.25924211740493774,0.2559358477592468,0.48971283435821533,0.35544881224632263,0.21765387058258057,0.29463258385658264
address,0.21613918244838715,0.17266488075256348,0.24438561499118805,0.28417056798934937,-0.06970442831516266,0.1744489073753357,0.2647649645805359,0.190906822681427,0.1884855180978775,0.09502434730529785,0.2784976661205292
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.15802820026874542,0.008974763564765453,0.36271199584007263,0.19926786422729492,0.3740963041782379,0.16897162795066833,0.32720035314559937,0.18412111699581146
whether,0.4872415363788605,0.19874873757362366,0.3211745023727417,0.2565721571445465,0.03314889967441559,0.1414145976305008,0.22273612022399902,0.26207777857780457,0.1908830851316452,0.11830813437700272,0.3150278329849243
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.24543172121047974,0.03782717138528824,0.25924211740493774,0.2559358477592468,0.48971283435821533,0.35544881224632263,0.21765387058258057,0.29463258385658264
approve,0.27376195788383484,0.2241576761007309,0.31595274806022644,0.29138821363449097,0.018646443262696266,0.20156283676624298,0.3386876881122589,0.23220686614513397,0.23628117144107819,0.1503158062696457,0.30642789602279663
the,0.5091903209686279,0.48711544275283813,1.0,0.24932202696800232,-0.01540423184633255,0.36289259791374207,0.2556745111942291,0.5171257257461548,0.3284194767475128,0.24578391015529633,0.22068053483963013
upt-abc,0.24943578243255615,0.27436551451683044,0.374068021774292,0.3302757441997528,0.010921373032033443,0.21532659232616425,0.2848340570926666,0.3350527286529541,0.16983723640441895,0.2972186505794525,0.2420039176940918
merger,0.11291089653968811,0.23289446532726288,0.2557354271411896,0.2614828050136566,-0.03215087205171585,0.055768709629774094,0.17583782970905304,0.16802267730236053,0.02490081638097763,0.12413044273853302,0.1345871090888977
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.1972244679927826,-0.003708066651597619,0.2905156910419464,0.277835488319397,0.588965117931366,0.20712141692638397,0.298698753118515,0.4130953550338745
