,what,is,seeing,the,holy,bible,as,the,primary,authority,in,the,church,?
using,0.27984681725502014,0.26543745398521423,0.2801154851913452,0.28364112973213196,0.07810299843549728,0.21640713512897491,0.31195345520973206,0.28364112973213196,0.1939551681280136,0.15983684360980988,0.2717311978340149,0.28364112973213196,0.10840834677219391,0.2804589569568634
sacred,0.1834017038345337,0.21494638919830322,0.19731593132019043,0.2601037919521332,0.4593503177165985,0.3566938042640686,0.1971811205148697,0.2601037919521332,0.12706556916236877,0.2222224771976471,0.19529840350151062,0.2601037919521332,0.3027586042881012,0.19191092252731323
tradition,0.24046438932418823,0.2601749897003174,0.13114295899868011,0.2632053792476654,0.29080715775489807,0.3819027543067932,0.23947101831436157,0.2632053792476654,0.16187164187431335,0.20554892718791962,0.24601249396800995,0.2632053792476654,0.3398995101451874,0.15717756748199463
",",0.3087472915649414,0.4691906273365021,0.26320701837539673,0.4933079481124878,0.2074567973613739,0.18640878796577454,0.48816442489624023,0.4933079481124878,0.2565748989582062,0.22133024036884308,0.5201468467712402,0.4933079481124878,0.2707274258136749,0.31091248989105225
reason,0.3762516975402832,0.25543609261512756,0.2470572143793106,0.29647648334503174,0.1538260281085968,0.229374498128891,0.29302218556404114,0.29647648334503174,0.20580628514289856,0.19284150004386902,0.21220409870147705,0.29647648334503174,0.19457122683525085,0.3403966724872589
",",0.3087472915649414,0.4691906273365021,0.26320701837539673,0.4933079481124878,0.2074567973613739,0.18640878796577454,0.48816442489624023,0.4933079481124878,0.2565748989582062,0.22133024036884308,0.5201468467712402,0.4933079481124878,0.2707274258136749,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2607729732990265,0.5171257257461548,0.1533736139535904,0.1976928561925888,0.49487000703811646,0.5171257257461548,0.2539214491844177,0.22905389964580536,0.4954058527946472,0.5171257257461548,0.1976170688867569,0.20544172823429108
experience,0.3894727826118469,0.19130541384220123,0.37316641211509705,0.21682339906692505,0.1255960911512375,0.1640714704990387,0.18822716176509857,0.21682339906692505,0.17405010759830475,0.276420533657074,0.19806437194347382,0.21682339906692505,0.05702387914061546,0.25203612446784973
to,0.455847829580307,0.42745086550712585,0.3129240870475769,0.535392165184021,0.22131432592868805,0.22778454422950745,0.42092081904411316,0.535392165184021,0.27388349175453186,0.2155669927597046,0.45010748505592346,0.535392165184021,0.24439501762390137,0.29463258385658264
interpret,0.4321536123752594,0.19216689467430115,0.2792893946170807,0.26474055647850037,0.1475132256746292,0.3892216384410858,0.280502587556839,0.26474055647850037,0.2379147708415985,0.324754536151886,0.17396794259548187,0.26474055647850037,0.1574755162000656,0.26576000452041626
it,0.45803478360176086,0.6328473687171936,0.20917870104312897,0.6251175999641418,0.22722505033016205,0.25538355112075806,0.4461488723754883,0.6251175999641418,0.1961379051208496,0.21199873089790344,0.5130809545516968,0.6251175999641418,0.23105517029762268,0.25732165575027466
",",0.3087472915649414,0.4691906273365021,0.26320701837539673,0.4933079481124878,0.2074567973613739,0.18640878796577454,0.48816442489624023,0.4933079481124878,0.2565748989582062,0.22133024036884308,0.5201468467712402,0.4933079481124878,0.2707274258136749,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.3415285646915436,0.4223487675189972,0.14188551902770996,0.1389898657798767,0.40387406945228577,0.4223487675189972,0.16595536470413208,0.1112029179930687,0.4080928862094879,0.4223487675189972,0.17961077392101288,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,0.2316836714744568,1.0,0.2778179347515106,0.27647915482521057,0.48381632566452026,1.0,0.25688621401786804,0.2645063102245331,0.6662389636039734,1.0,0.23846197128295898,0.22068053483963013
aid,0.1778782606124878,0.10512593388557434,0.2684817612171173,0.21952909231185913,0.1758878231048584,0.1752927154302597,0.1832205206155777,0.21952909231185913,0.07684136182069778,0.15590058267116547,0.1754455417394638,0.21952909231185913,0.14776024222373962,0.08358026295900345
of,0.33290785551071167,0.4854315221309662,0.18944920599460602,0.733189046382904,0.32529065012931824,0.25664499402046204,0.3886612355709076,0.733189046382904,0.23414276540279388,0.28063252568244934,0.5696388483047485,0.733189046382904,0.3079429268836975,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2316836714744568,1.0,0.2778179347515106,0.27647915482521057,0.48381632566452026,1.0,0.25688621401786804,0.2645063102245331,0.6662389636039734,1.0,0.23846197128295898,0.22068053483963013
holy,0.21269184350967407,0.1708448827266693,0.13027721643447876,0.2778179347515106,1.0,0.34416964650154114,0.18535472452640533,0.2778179347515106,0.07189575582742691,0.19409851729869843,0.2163282334804535,0.2778179347515106,0.4132955074310303,0.18148104846477509
spirit,0.21102753281593323,0.17636965215206146,0.24626277387142181,0.24389684200286865,0.3761526048183441,0.24006766080856323,0.2119169682264328,0.24389684200286865,0.14008067548274994,0.2020542174577713,0.18238019943237305,0.24389684200286865,0.23472799360752106,0.18818747997283936
(,0.2411840260028839,0.35393038392066956,0.18745802342891693,0.33289089798927307,0.19844895601272583,0.11754351109266281,0.32029855251312256,0.33289089798927307,0.21913397312164307,0.18909376859664917,0.3087427020072937,0.33289089798927307,0.17581534385681152,0.40561532974243164
see,0.44941186904907227,0.30759111046791077,0.46853217482566833,0.3770301640033722,0.24713701009750366,0.28289756178855896,0.3243166506290436,0.3770301640033722,0.16140182316303253,0.1734044849872589,0.2973747253417969,0.3770301640033722,0.20491312444210052,0.42005208134651184
wesleyan,0.20013505220413208,0.21658378839492798,0.1343415379524231,0.25883370637893677,0.27214178442955017,0.31664565205574036,0.22576166689395905,0.25883370637893677,0.2402666211128235,0.171941339969635,0.30343031883239746,0.25883370637893677,0.38715294003486633,0.15342922508716583
quadrilateral,0.20297586917877197,0.22186487913131714,0.18428729474544525,0.30504631996154785,0.19245563447475433,0.18297456204891205,0.221592515707016,0.30504631996154785,0.1869826316833496,0.24458253383636475,0.20365522801876068,0.30504631996154785,0.24837373197078705,0.0911189541220665
),0.26259949803352356,0.37732169032096863,0.1731044352054596,0.3456730246543884,0.19980382919311523,0.13947799801826477,0.32161882519721985,0.3456730246543884,0.19666743278503418,0.17258036136627197,0.3326910734176636,0.3456730246543884,0.1983546018600464,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.28127560019493103,0.5934505462646484,0.20362335443496704,0.22401820123195648,0.515582263469696,0.5934505462646484,0.22422198951244354,0.19641262292861938,0.5591574311256409,0.5934505462646484,0.28898224234580994,0.4130953550338745
,what,is,seeing,the,holy,bible,as,the,primary,authority,in,the,church,?
wesleyan,0.20013505220413208,0.21658378839492798,0.1343415379524231,0.25883370637893677,0.27214178442955017,0.31664565205574036,0.22576166689395905,0.25883370637893677,0.2402666211128235,0.171941339969635,0.30343031883239746,0.25883370637893677,0.38715294003486633,0.15342922508716583
theology,0.322174996137619,0.16262532770633698,0.21605373919010162,0.1939574033021927,0.3292882442474365,0.4716483950614929,0.19763466715812683,0.1939574033021927,0.19939278066158295,0.23825792968273163,0.23190923035144806,0.1939574033021927,0.4570952355861664,0.1560962051153183
stands,0.16123995184898376,0.41062167286872864,0.19972418248653412,0.31032469868659973,0.13972824811935425,0.14140386879444122,0.2086646854877472,0.31032469868659973,0.15685303509235382,0.1843784898519516,0.24075044691562653,0.31032469868659973,0.2552241384983063,0.10421594232320786
at,0.2838611304759979,0.25906258821487427,0.21904081106185913,0.457212895154953,0.16606567800045013,0.17590057849884033,0.28092536330223083,0.457212895154953,0.1728028953075409,0.16612522304058075,0.4374977946281433,0.457212895154953,0.1633070856332779,0.21978627145290375
a,0.3320399522781372,0.658733606338501,0.2659951448440552,0.5829201340675354,0.19890426099300385,0.15878930687904358,0.39550232887268066,0.5829201340675354,0.23038449883460999,0.21713398396968842,0.539380669593811,0.5829201340675354,0.19588641822338104,0.23916715383529663
unique,0.2536143958568573,0.3167116045951843,0.1965266466140747,0.26165643334388733,0.17799009382724762,0.1731412261724472,0.2774978280067444,0.26165643334388733,0.22427329421043396,0.1961742788553238,0.2287175953388214,0.26165643334388733,0.09030041843652725,0.17680858075618744
cross-roads,0.2496010810136795,0.23681652545928955,0.18972398340702057,0.3355255424976349,0.15985040366649628,0.2187836617231369,0.23476642370224,0.3355255424976349,0.1516684591770172,0.2739250957965851,0.2747232913970947,0.3355255424976349,0.2595330476760864,0.1760929822921753
between,0.2462156116962433,0.26809602975845337,0.12585550546646118,0.39067012071609497,0.1470588594675064,0.18105581402778625,0.22009976208209991,0.39067012071609497,0.16176572442054749,0.1711065024137497,0.41100412607192993,0.39067012071609497,0.1890188753604889,0.12887074053287506
evangelical,0.20315878093242645,0.1770225465297699,0.09300163388252258,0.23743100464344025,0.3829956650733948,0.46211665868759155,0.23795071244239807,0.23743100464344025,0.11804372072219849,0.22520712018013,0.21747030317783356,0.23743100464344025,0.5761513113975525,0.16597984731197357
and,0.31309178471565247,0.3859752118587494,0.2607729732990265,0.5171257257461548,0.1533736139535904,0.1976928561925888,0.49487000703811646,0.5171257257461548,0.2539214491844177,0.22905389964580536,0.4954058527946472,0.5171257257461548,0.1976170688867569,0.20544172823429108
sacramental,0.26630717515945435,0.22684486210346222,0.23070205748081207,0.3087221086025238,0.3806791603565216,0.404986172914505,0.22347213327884674,0.3087221086025238,0.2009916603565216,0.3230433762073517,0.2281111478805542,0.3087221086025238,0.38061246275901794,0.18376803398132324
",",0.3087472915649414,0.4691906273365021,0.26320701837539673,0.4933079481124878,0.2074567973613739,0.18640878796577454,0.48816442489624023,0.4933079481124878,0.2565748989582062,0.22133024036884308,0.5201468467712402,0.4933079481124878,0.2707274258136749,0.31091248989105225
between,0.2462156116962433,0.26809602975845337,0.12585550546646118,0.39067012071609497,0.1470588594675064,0.18105581402778625,0.22009976208209991,0.39067012071609497,0.16176572442054749,0.1711065024137497,0.41100412607192993,0.39067012071609497,0.1890188753604889,0.12887074053287506
liturgical,0.2206096053123474,0.22565104067325592,0.10730572789907455,0.28711211681365967,0.3626917004585266,0.46621862053871155,0.3078303933143616,0.28711211681365967,0.24652692675590515,0.3176916241645813,0.21131151914596558,0.28711211681365967,0.5130462646484375,0.14931263029575348
and,0.31309178471565247,0.3859752118587494,0.2607729732990265,0.5171257257461548,0.1533736139535904,0.1976928561925888,0.49487000703811646,0.5171257257461548,0.2539214491844177,0.22905389964580536,0.4954058527946472,0.5171257257461548,0.1976170688867569,0.20544172823429108
charismatic,0.22532416880130768,0.19493462145328522,0.23364844918251038,0.25931552052497864,0.30849727988243103,0.32358407974243164,0.26229462027549744,0.25931552052497864,0.2859173119068146,0.2424945831298828,0.20652629435062408,0.25931552052497864,0.4151592552661896,0.10361214727163315
",",0.3087472915649414,0.4691906273365021,0.26320701837539673,0.4933079481124878,0.2074567973613739,0.18640878796577454,0.48816442489624023,0.4933079481124878,0.2565748989582062,0.22133024036884308,0.5201468467712402,0.4933079481124878,0.2707274258136749,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2607729732990265,0.5171257257461548,0.1533736139535904,0.1976928561925888,0.49487000703811646,0.5171257257461548,0.2539214491844177,0.22905389964580536,0.4954058527946472,0.5171257257461548,0.1976170688867569,0.20544172823429108
between,0.2462156116962433,0.26809602975845337,0.12585550546646118,0.39067012071609497,0.1470588594675064,0.18105581402778625,0.22009976208209991,0.39067012071609497,0.16176572442054749,0.1711065024137497,0.41100412607192993,0.39067012071609497,0.1890188753604889,0.12887074053287506
anglo-catholic,0.25321096181869507,0.2573746144771576,0.16081702709197998,0.33620038628578186,0.49486619234085083,0.4195892810821533,0.24056576192378998,0.33620038628578186,0.25224947929382324,0.32647424936294556,0.3010159730911255,0.33620038628578186,0.6150811910629272,0.22723160684108734
and,0.31309178471565247,0.3859752118587494,0.2607729732990265,0.5171257257461548,0.1533736139535904,0.1976928561925888,0.49487000703811646,0.5171257257461548,0.2539214491844177,0.22905389964580536,0.4954058527946472,0.5171257257461548,0.1976170688867569,0.20544172823429108
reformed,0.19874340295791626,0.13946837186813354,0.13776621222496033,0.24013365805149078,0.2391737997531891,0.28702837228775024,0.20577003061771393,0.24013365805149078,0.04258861392736435,0.16532479226589203,0.20742768049240112,0.24013365805149078,0.3987860083580017,0.11769431829452515
theology,0.322174996137619,0.16262532770633698,0.21605373919010162,0.1939574033021927,0.3292882442474365,0.4716483950614929,0.19763466715812683,0.1939574033021927,0.19939278066158295,0.23825792968273163,0.23190923035144806,0.1939574033021927,0.4570952355861664,0.1560962051153183
and,0.31309178471565247,0.3859752118587494,0.2607729732990265,0.5171257257461548,0.1533736139535904,0.1976928561925888,0.49487000703811646,0.5171257257461548,0.2539214491844177,0.22905389964580536,0.4954058527946472,0.5171257257461548,0.1976170688867569,0.20544172823429108
practice,0.2749895751476288,0.21584326028823853,0.2444874346256256,0.27333036065101624,0.21778328716754913,0.22242943942546844,0.22643209993839264,0.27333036065101624,0.19802351295948029,0.26811879873275757,0.24572531878948212,0.27333036065101624,0.21066440641880035,0.21386858820915222
.,0.3567904531955719,0.4569662809371948,0.28127560019493103,0.5934505462646484,0.20362335443496704,0.22401820123195648,0.515582263469696,0.5934505462646484,0.22422198951244354,0.19641262292861938,0.5591574311256409,0.5934505462646484,0.28898224234580994,0.4130953550338745
