,if,a,and,q,are,coprime,",",which,theorem,holds,that,an,arithmetic,progression,has,an,infinite,number,of,primes,?
on,0.24549968540668488,0.3848365545272827,0.4077630043029785,0.17244118452072144,0.268924742937088,0.19396553933620453,0.49057599902153015,0.4245251417160034,0.09592781960964203,0.20371639728546143,0.42569106817245483,0.3192969560623169,0.21619687974452972,0.20595774054527283,0.34604379534721375,0.3192969560623169,0.1479283720254898,0.2978411018848419,0.3966929316520691,0.16345685720443726,0.2714994251728058
arithmetic,0.3205273449420929,0.24912910163402557,0.1701500564813614,0.2312086671590805,0.2292129099369049,0.4560621976852417,0.22632817924022675,0.2925032079219818,0.4907774031162262,0.16681352257728577,0.307146281003952,0.24965958297252655,0.9999999403953552,0.31555214524269104,0.17985396087169647,0.24965958297252655,0.5045874118804932,0.4071123003959656,0.22986853122711182,0.4074288606643677,0.24343055486679077
progressions,0.19947199523448944,0.2852918803691864,0.3143896460533142,0.1859007179737091,0.3012405335903168,0.26042571663856506,0.22209465503692627,0.363160103559494,0.2847978174686432,0.18621501326560974,0.28263261914253235,0.1885412186384201,0.3203517496585846,0.9219430685043335,0.19099751114845276,0.1885412186384201,0.2671694755554199,0.32114434242248535,0.33225664496421814,0.27019035816192627,0.17209821939468384
asserts,0.3087862730026245,0.26332420110702515,0.1499653160572052,0.08404035866260529,0.2419477254152298,0.22675824165344238,0.2168930023908615,0.23435285687446594,0.285347044467926,0.26269620656967163,0.33090683817863464,0.19103144109249115,0.19735850393772125,0.2311418205499649,0.25206369161605835,0.19103144109249115,0.24461209774017334,0.1622062623500824,0.2932989299297333,0.19943568110466003,0.2607457637786865
that,0.5634250640869141,0.47537946701049805,0.4731321930885315,0.20400522649288177,0.45265161991119385,0.3454979658126831,0.4137537479400635,0.6894589066505432,0.28924983739852905,0.24587330222129822,1.0,0.365763783454895,0.307146281003952,0.28188958764076233,0.41272613406181335,0.365763783454895,0.3017810881137848,0.32951247692108154,0.41498205065727234,0.30276167392730713,0.32716336846351624
the,0.33724796772003174,0.5829201340675354,0.5171257257461548,0.17467540502548218,0.40399202704429626,0.230382040143013,0.4933079481124878,0.6521818041801453,0.18430666625499725,0.28190866112709045,0.5473989248275757,0.4207492768764496,0.16548693180084229,0.29022327065467834,0.4177538752555847,0.4207492768764496,0.17816448211669922,0.35145696997642517,0.733189046382904,0.22359657287597656,0.22068053483963013
progression,0.19585326313972473,0.3011077046394348,0.24485918879508972,0.20365417003631592,0.21953335404396057,0.27613383531570435,0.18310736119747162,0.36128684878349304,0.2942589223384857,0.14474186301231384,0.28188958764076233,0.22256912291049957,0.31555214524269104,1.0000001192092896,0.1691547930240631,0.22256912291049957,0.22426737844944,0.29206982254981995,0.3158606290817261,0.2380056530237198,0.13770438730716705
contains,0.20877483487129211,0.3092464506626129,0.27121078968048096,0.09726358950138092,0.4062691628932953,0.21039409935474396,0.2243606001138687,0.3896391689777374,0.09536213427782059,0.39310532808303833,0.2712160646915436,0.17518927156925201,0.1670733541250229,0.14159080386161804,0.40637892484664917,0.17518927156925201,0.1485716700553894,0.281311571598053,0.34575599431991577,0.18769796192646027,0.15215006470680237
infinitely,0.4333735406398773,0.2828744947910309,0.25105470418930054,0.24116100370883942,0.2672266960144043,0.3925171494483948,0.23814058303833008,0.3474794626235962,0.4199185371398926,0.20113836228847504,0.41766390204429626,0.24834123253822327,0.45084112882614136,0.23389841616153717,0.26374271512031555,0.24834123253822327,0.8680528402328491,0.3878130316734314,0.22627422213554382,0.38976576924324036,0.3284112513065338
many,0.2803558111190796,0.2872205972671509,0.5296266674995422,0.11872342228889465,0.5655534863471985,0.26190128922462463,0.40610817074775696,0.5168171525001526,0.1852584332227707,0.20790909230709076,0.5391656160354614,0.2465583086013794,0.23840631544589996,0.24488206207752228,0.4266262650489807,0.2465583086013794,0.19729553163051605,0.41408368945121765,0.37253960967063904,0.2377949059009552,0.2124512493610382
primes,0.23967710137367249,0.21026647090911865,0.24551862478256226,0.22706171870231628,0.2606703042984009,0.6689677834510803,0.29003697633743286,0.2975362241268158,0.5341587662696838,0.12347538769245148,0.30276167392730713,0.12952178716659546,0.4074288606643677,0.2380056530237198,0.19827555119991302,0.12952178716659546,0.43643665313720703,0.42379385232925415,0.22199293971061707,1.0,0.18851876258850098
.,0.421799898147583,0.50484299659729,0.588965117931366,0.3175239861011505,0.3452940285205841,0.22255641222000122,0.6812511086463928,0.45942068099975586,0.19165870547294617,0.21555174887180328,0.4460422694683075,0.3581749200820923,0.20017054677009583,0.23092976212501526,0.4105546176433563,0.3581749200820923,0.14890168607234955,0.3256329298019409,0.5352458953857422,0.2564551830291748,0.4130953550338745
