,the,perceived,british,policy,of,being,hands,off,of,its,muslim,population,has,resulted,in,what,derogatory,term,for,london,?
",",0.4933079481124878,0.21034355461597443,0.25734075903892517,0.2903050184249878,0.4946078956127167,0.34499165415763855,0.2761915624141693,0.26180344820022583,0.4946078956127167,0.33157986402511597,0.21974200010299683,0.2967977225780487,0.3734780251979828,0.21903154253959656,0.5201468467712402,0.3087472915649414,0.22373436391353607,0.21599270403385162,0.4464869201183319,0.2571207880973816,0.31091248989105225
heightened,0.2489657998085022,0.3744850158691406,0.12748447060585022,0.1770763248205185,0.2266114503145218,0.26638904213905334,0.24981652200222015,0.1649349480867386,0.2266114503145218,0.28621533513069153,0.17806893587112427,0.17196734249591827,0.2032933086156845,0.31436967849731445,0.16863518953323364,0.30661171674728394,0.2753750681877136,0.1792251020669937,0.14289575815200806,0.13208439946174622,0.10206233710050583
by,0.4408751428127289,0.23912836611270905,0.26707085967063904,0.13463684916496277,0.3646814823150635,0.4690866470336914,0.2204410284757614,0.28998351097106934,0.3646814823150635,0.24398943781852722,0.18139012157917023,0.17143253982067108,0.3254803419113159,0.23799769580364227,0.370934396982193,0.2455483376979828,0.18032945692539215,0.1564474254846573,0.3248702883720398,0.27149006724357605,0.17966607213020325
exposés,0.2885580360889435,0.27016642689704895,0.20075708627700806,0.2012133002281189,0.258861243724823,0.30701640248298645,0.24530553817749023,0.2382814735174179,0.258861243724823,0.2550414502620697,0.26347219944000244,0.17378707230091095,0.18210221827030182,0.2314164936542511,0.3265276849269867,0.20407719910144806,0.31885045766830444,0.18378064036369324,0.2572101056575775,0.27139657735824585,0.17694152891635895
such,0.3575236201286316,0.2604838013648987,0.17185114324092865,0.18322822451591492,0.3209529519081116,0.289646178483963,0.24149470031261444,0.1798459142446518,0.3209529519081116,0.22375942766666412,0.16065463423728943,0.14940381050109863,0.26101309061050415,0.23109698295593262,0.2704046070575714,0.23989605903625488,0.26865294575691223,0.21969899535179138,0.36098620295524597,0.1649637371301651,0.17851735651493073
as,0.48381632566452026,0.23795050382614136,0.23103800415992737,0.2869105041027069,0.3886612355709076,0.46524563431739807,0.23324312269687653,0.14843396842479706,0.3886612355709076,0.31874480843544006,0.22233983874320984,0.22002090513706207,0.351646363735199,0.21462930738925934,0.3887844979763031,0.31749409437179565,0.3044178783893585,0.3224089443683624,0.44774648547172546,0.20291660726070404,0.27043893933296204
the,1.0,0.2552545368671417,0.28973397612571716,0.2358427494764328,0.733189046382904,0.419739305973053,0.27627843618392944,0.2773582935333252,0.733189046382904,0.559237003326416,0.28099653124809265,0.32044094800949097,0.4177538752555847,0.2975946068763733,0.6662389636039734,0.42745697498321533,0.21792484819889069,0.2740369141101837,0.4739971458911896,0.27034124732017517,0.22068053483963013
2007,-0.23657195270061493,-0.09544748067855835,-0.1940002590417862,-0.2088341861963272,-0.21244128048419952,-0.1912042498588562,-0.08908452093601227,-0.03686186298727989,-0.21244128048419952,-0.17574620246887207,-0.23406842350959778,-0.20789483189582825,-0.17242015898227692,-0.09903012961149216,-0.2201838344335556,-0.15549811720848083,-0.07167922705411911,-0.06159278005361557,-0.15897968411445618,-0.2430105060338974,-0.1664225310087204
channel,0.2860044836997986,0.15467461943626404,0.20009437203407288,0.16278783977031708,0.1671900898218155,0.1248851865530014,0.15973180532455444,0.24012458324432373,0.1671900898218155,0.2986595630645752,0.09977757930755615,0.15297946333885193,0.2038687914609909,0.1660333126783371,0.210372194647789,0.20295917987823486,0.09677117317914963,0.1917482316493988,0.1936226189136505,0.15198257565498352,0.20176179707050323
4,0.15499350428581238,0.0038217129185795784,0.21945321559906006,0.03304165229201317,0.17227263748645782,0.013627543114125729,0.045520562678575516,0.06285878270864487,0.17227263748645782,0.08398948609828949,0.09821970015764236,0.024496231228113174,0.011149466037750244,0.06722073256969452,0.08310048282146454,-0.04324747622013092,0.03156851977109909,-0.011820463463664055,0.03985929489135742,0.11362079530954361,0.010515431873500347
documentary,0.26381126046180725,0.16618172824382782,0.19376997649669647,0.1839994490146637,0.2168540358543396,0.15568998456001282,0.17212975025177002,0.0715918317437172,0.2168540358543396,0.09633605182170868,0.1592189520597458,0.12867218255996704,0.09906698763370514,0.1860933154821396,0.24391870200634003,0.24060073494911194,0.16428142786026,0.17485588788986206,0.21092510223388672,0.14966823160648346,0.20526576042175293
programme,0.23601844906806946,0.18565452098846436,0.2723426818847656,0.2571175992488861,0.18707643449306488,0.2098226398229599,0.10833749175071716,0.13469292223453522,0.18707643449306488,0.21303018927574158,0.15514534711837769,0.11005577445030212,0.19617527723312378,0.17489594221115112,0.249719500541687,0.1876801699399948,0.09147501736879349,0.1499592363834381,0.2829385995864868,0.27830928564071655,0.139840766787529
undercover,0.30013105273246765,0.22576001286506653,0.2647111415863037,0.16793416440486908,0.25310128927230835,0.27625197172164917,0.2233131378889084,0.22411829233169556,0.25310128927230835,0.18435008823871613,0.13404904305934906,0.09623679518699646,0.18884392082691193,0.13736745715141296,0.2610781490802765,0.2290946990251541,0.3442896008491516,0.18595807254314423,0.2637285590171814,0.22084344923496246,0.28169330954551697
mosque,0.20824144780635834,0.17965097725391388,0.12324409186840057,0.1639081984758377,0.2035342901945114,0.18589772284030914,0.13278397917747498,0.14352719485759735,0.2035342901945114,0.20959964394569397,0.5229055285453796,0.21681654453277588,0.12008818984031677,0.10987485945224762,0.18864239752292633,0.21259984374046326,0.20874521136283875,0.1071961373090744,0.14198768138885498,0.17773351073265076,0.15313510596752167
",",0.4933079481124878,0.21034355461597443,0.25734075903892517,0.2903050184249878,0.4946078956127167,0.34499165415763855,0.2761915624141693,0.26180344820022583,0.4946078956127167,0.33157986402511597,0.21974200010299683,0.2967977225780487,0.3734780251979828,0.21903154253959656,0.5201468467712402,0.3087472915649414,0.22373436391353607,0.21599270403385162,0.4464869201183319,0.2571207880973816,0.31091248989105225
has,0.4177538752555847,0.1909893900156021,0.15839195251464844,0.20540334284305573,0.3909035325050354,0.41100069880485535,0.1710110604763031,0.19122514128684998,0.3909035325050354,0.4627293348312378,0.1731201708316803,0.25973978638648987,1.0,0.2511835992336273,0.4173259735107422,0.20338068902492523,0.1570228636264801,0.1874341368675232,0.450642853975296,0.13761413097381592,0.15994466841220856
given,0.37508252263069153,0.28394824266433716,0.24086716771125793,0.15652775764465332,0.39388060569763184,0.30842316150665283,0.16207796335220337,0.18788878619670868,0.39388060569763184,0.3061199486255646,0.23848654329776764,0.144585981965065,0.28702312707901,0.22751973569393158,0.2528568208217621,0.21883496642112732,0.21286256611347198,0.1996779888868332,0.44294488430023193,0.15338905155658722,0.2570464313030243
rise,0.3404741883277893,0.17839588224887848,0.1677345186471939,0.17451293766498566,0.2733727991580963,0.17130741477012634,0.15069545805454254,0.16352932155132294,0.2733727991580963,0.25771620869636536,0.15148258209228516,0.18622760474681854,0.14672429859638214,0.16889221966266632,0.1934409737586975,0.23887591063976288,0.1913924217224121,0.20940479636192322,0.13634364306926727,0.1586371660232544,0.10799103230237961
to,0.535392165184021,0.24050778150558472,0.22690963745117188,0.26804789900779724,0.41548454761505127,0.4514104127883911,0.23782917857170105,0.3533020317554474,0.41548454761505127,0.3691340684890747,0.2551989257335663,0.19776633381843567,0.3619994819164276,0.24989460408687592,0.45010748505592346,0.455847829580307,0.2598634362220764,0.3310292959213257,0.4451248347759247,0.2021344155073166,0.29463258385658264
the,1.0,0.2552545368671417,0.28973397612571716,0.2358427494764328,0.733189046382904,0.419739305973053,0.27627843618392944,0.2773582935333252,0.733189046382904,0.559237003326416,0.28099653124809265,0.32044094800949097,0.4177538752555847,0.2975946068763733,0.6662389636039734,0.42745697498321533,0.21792484819889069,0.2740369141101837,0.4739971458911896,0.27034124732017517,0.22068053483963013
term,0.2740369141101837,0.23423491418361664,0.15532805025577545,0.30991584062576294,0.26047757267951965,0.2574341297149658,0.13838350772857666,0.04330737888813019,0.26047757267951965,0.22507697343826294,0.1309884637594223,0.16918371617794037,0.1874341368675232,0.24725912511348724,0.27866655588150024,0.25282326340675354,0.40402719378471375,1.0,0.2766548991203308,0.11602212488651276,0.1901002675294876
londonistan,0.31638258695602417,0.2087278664112091,0.30633553862571716,0.2529050409793854,0.29296693205833435,0.23326143622398376,0.15069489181041718,0.1470157653093338,0.29296693205833435,0.24945621192455292,0.37442705035209656,0.2523975074291229,0.20493438839912415,0.20685431361198425,0.2851581871509552,0.22780416905879974,0.27418965101242065,0.18726105988025665,0.21187496185302734,0.5658982396125793,0.14883579313755035
.,0.5934505462646484,0.20334652066230774,0.23159366846084595,0.25152966380119324,0.5352458953857422,0.35574623942375183,0.2309190034866333,0.2869674861431122,0.5352458953857422,0.3566088080406189,0.27078697085380554,0.26950228214263916,0.4105546176433563,0.23092694580554962,0.5591574311256409,0.3567904531955719,0.19086205959320068,0.18456575274467468,0.4726039469242096,0.26322779059410095,0.4130953550338745
