,some,elements,of,the,brotherhood,directed,what,action,against,the,government,?
against,0.20105592906475067,0.09125611931085587,0.2669808566570282,0.3090755045413971,0.33252057433128357,0.199453204870224,0.24561616778373718,0.2129010707139969,1.0,0.3090755045413971,0.2628965973854065,0.18095137178897858
the,0.4566698372364044,0.22297804057598114,0.733189046382904,1.0,0.2368839830160141,0.21284286677837372,0.42745697498321533,0.28415048122406006,0.3090755045413971,1.0,0.31798112392425537,0.22068053483963013
government,0.2568245828151703,0.14778903126716614,0.3475167155265808,0.31798112392425537,0.2734876871109009,0.10432524234056473,0.28074538707733154,0.15575283765792847,0.2628965973854065,0.31798112392425537,1.0000001192092896,0.18851417303085327
",",0.42400437593460083,0.2555456757545471,0.4946078956127167,0.4933079481124878,0.21324464678764343,0.2004583775997162,0.3087472915649414,0.22599565982818604,0.31168749928474426,0.4933079481124878,0.27344048023223877,0.31091248989105225
and,0.5337774157524109,0.2731180787086487,0.5116966962814331,0.5171257257461548,0.26239755749702454,0.229026198387146,0.31309178471565247,0.25631651282310486,0.3292689621448517,0.5171257257461548,0.2859337627887726,0.20544172823429108
its,0.37440580129623413,0.30015841126441956,0.48690423369407654,0.559237003326416,0.16818004846572876,0.09774384647607803,0.30393704771995544,0.21326182782649994,0.16972889006137848,0.559237003326416,0.27754512429237366,0.15103481709957123
founder,0.0991160050034523,0.11022715270519257,0.25088685750961304,0.24715600907802582,0.27522799372673035,0.23776689171791077,0.14688730239868164,0.13765814900398254,0.18065671622753143,0.24715600907802582,0.08359511941671371,0.13665783405303955
al-banna,0.18099960684776306,0.18180108070373535,0.1987224668264389,0.20889347791671753,0.28042298555374146,0.28381630778312683,0.22900205850601196,0.23944078385829926,0.1845269799232483,0.20889347791671753,0.2151508927345276,0.29599466919898987
was,0.21528802812099457,0.17981117963790894,0.4069072902202606,0.48711544275283813,0.2586901783943176,0.257819801568985,0.22111038863658905,0.17610664665699005,0.22972732782363892,0.48711544275283813,0.2995857298374176,0.18412111699581146
assassinated,0.13093692064285278,0.04351462423801422,0.22067059576511383,0.18071621656417847,0.2965102791786194,0.28081396222114563,0.1496056467294693,0.11125057190656662,0.2707485258579254,0.18071621656417847,0.299918532371521,0.1823584884405136
in,0.4010399878025055,0.18130259215831757,0.5696388483047485,0.6662389636039734,0.15295812487602234,0.1949853003025055,0.30808621644973755,0.22362500429153442,0.27273955941200256,0.6662389636039734,0.3066793978214264,0.20430970191955566
1949,0.2219163179397583,0.17434465885162354,0.2565067410469055,0.2687380611896515,0.1743246614933014,0.08236794173717499,0.18551473319530487,0.11017271876335144,0.13638392090797424,0.2687380611896515,0.3391242027282715,0.16888584196567535
in,0.4010399878025055,0.18130259215831757,0.5696388483047485,0.6662389636039734,0.15295812487602234,0.1949853003025055,0.30808621644973755,0.22362500429153442,0.27273955941200256,0.6662389636039734,0.3066793978214264,0.20430970191955566
retaliation,0.20747040212154388,0.1744571030139923,0.26199448108673096,0.32224610447883606,0.4005013406276703,0.21083609759807587,0.2750382423400879,0.2734833359718323,0.3906192481517792,0.32224610447883606,0.2833494544029236,0.19268658757209778
for,0.4257155656814575,0.21664150059223175,0.4185989499092102,0.4739971458911896,0.21096177399158478,0.1671864539384842,0.3017193675041199,0.23083873093128204,0.3262052536010742,0.4739971458911896,0.23902073502540588,0.264628142118454
the,0.4566698372364044,0.22297804057598114,0.733189046382904,1.0,0.2368839830160141,0.21284286677837372,0.42745697498321533,0.28415048122406006,0.3090755045413971,1.0,0.31798112392425537,0.22068053483963013
assassination,0.15500950813293457,0.08917851001024246,0.23465228080749512,0.2033206969499588,0.3220618665218353,0.28920692205429077,0.20876023173332214,0.20029106736183167,0.2674228250980377,0.2033206969499588,0.3298536241054535,0.21308238804340363
of,0.4300730526447296,0.23613712191581726,1.0,0.733189046382904,0.2067413628101349,0.14901293814182281,0.33290785551071167,0.23570318520069122,0.2669808566570282,0.733189046382904,0.3475167155265808,0.1826142966747284
egypt,0.225529283285141,0.13381806015968323,0.25414037704467773,0.2536296546459198,0.29069802165031433,0.11365414410829544,0.1976596713066101,0.0957314521074295,0.15708710253238678,0.2536296546459198,0.23825344443321228,0.17769601941108704
's,0.056411296129226685,-0.04167265072464943,-0.03817026689648628,-0.01540423184633255,-0.007918372750282288,0.011165549978613853,0.02692362666130066,-0.003886178135871887,-0.0006242102244868875,-0.01540423184633255,0.00033092309604398906,-0.023395681753754616
premier,0.12767106294631958,0.10455648601055145,0.17136150598526,0.22658593952655792,0.1843889057636261,0.11583438515663147,0.1411381959915161,0.10807625204324722,0.22785286605358124,0.22658593952655792,0.2993353605270386,0.1292608082294464
mahmud,0.15135425329208374,0.08805564790964127,0.2413758635520935,0.21787428855895996,0.29243987798690796,0.13388146460056305,0.21829314529895782,0.15484030544757843,0.23397822678089142,0.21787428855895996,0.28049176931381226,0.20877636969089508
fami,0.20015788078308105,0.12780845165252686,0.19590140879154205,0.22761330008506775,0.23939500749111176,0.14937393367290497,0.18548031151294708,0.1756342202425003,0.11563292145729065,0.22761330008506775,0.17405669391155243,0.18283645808696747
naqrashi,0.12891414761543274,0.19497381150722504,0.17932748794555664,0.2351103574037552,0.21657663583755493,0.14813224971294403,0.19625289738178253,0.12201064079999924,0.09217006713151932,0.2351103574037552,0.08230679482221603,0.15824902057647705
three,0.3964689075946808,0.18965443968772888,0.3844621181488037,0.43452659249305725,0.14664043486118317,0.15797632932662964,0.24888746440410614,0.1808582991361618,0.18125809729099274,0.43452659249305725,0.2326040118932724,0.20928427577018738
months,0.22001002728939056,0.11456385254859924,0.22298860549926758,0.2680157423019409,0.1719994843006134,0.13429829478263855,0.24954822659492493,0.22544656693935394,0.17070312798023224,0.2680157423019409,0.15535949170589447,0.2804218530654907
earlier,0.33534109592437744,0.18364553153514862,0.27635854482650757,0.26843780279159546,0.16835744678974152,0.1534722000360489,0.22624605894088745,0.15409494936466217,0.19547058641910553,0.26843780279159546,0.1356951743364334,0.13306351006031036
.,0.40663889050483704,0.2422238141298294,0.5352458953857422,0.5934505462646484,0.15035925805568695,0.21717123687267303,0.3567904531955719,0.2625104486942291,0.28705209493637085,0.5934505462646484,0.2521961033344269,0.4130953550338745
