,what,did,luther,'s,area,and,tradition,believe,jews,to,be,guilty,of,?
guilty,0.2844175100326538,0.27672329545021057,0.2153511792421341,0.00019800088193733245,0.07378889620304108,0.15852567553520203,0.10327507555484772,0.2181745022535324,0.24410295486450195,0.1728491187095642,0.18981578946113586,0.9999999403953552,0.15539902448654175,0.17103199660778046
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,-0.03817026689648628,0.3409860134124756,0.5116966962814331,0.2663337290287018,0.2925758957862854,0.2207300066947937,0.41548454761505127,0.33904364705085754,0.15539902448654175,1.0,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,-0.01540423184633255,0.37834644317626953,0.5171257257461548,0.2632053792476654,0.2972484529018402,0.24901628494262695,0.535392165184021,0.4248143136501312,0.17396102845668793,0.733189046382904,0.22068053483963013
murder,0.24129441380500793,0.1921606808900833,0.24906706809997559,0.028475608676671982,0.10463305562734604,0.19353461265563965,0.11257418245077133,0.1845354437828064,0.27703243494033813,0.15465311706066132,0.14544396102428436,0.6198586225509644,0.21325260400772095,0.1855451613664627
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,-0.03817026689648628,0.3409860134124756,0.5116966962814331,0.2663337290287018,0.2925758957862854,0.2207300066947937,0.41548454761505127,0.33904364705085754,0.15539902448654175,1.0,0.1826142966747284
christ,0.2615339457988739,0.17013269662857056,0.2758595049381256,0.054941605776548386,0.12673872709274292,0.15450161695480347,0.3872030973434448,0.28132468461990356,0.3402741253376007,0.22245259582996368,0.18652451038360596,0.23764784634113312,0.27289092540740967,0.13772203028202057
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.2664283812046051,0.6633074283599854,0.21810978651046753,0.2459280639886856,0.27184903621673584,0.44245919585227966,0.39254459738731384,0.23272031545639038,0.4946078956127167,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.06895173341035843,0.3044000566005707,1.0,0.2593945562839508,0.29652947187423706,0.2555774748325348,0.48971283435821533,0.41766801476478577,0.15852567553520203,0.5116966962814331,0.20544172823429108
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.024063590914011,0.18634040653705597,0.45427167415618896,0.362181693315506,0.24699896574020386,0.18863363564014435,0.385390967130661,0.3325980603694916,0.28362545371055603,0.38706058263778687,0.2089974731206894
lived,0.18411467969417572,0.2549818158149719,0.06113513559103012,-0.020320259034633636,0.31501099467277527,0.21143336594104767,0.19375889003276825,0.20382054150104523,0.20200052857398987,0.1957261860370636,0.14921927452087402,0.1467190384864807,0.3103700876235962,0.1798510104417801
within,0.2498195916414261,0.15734176337718964,0.13910457491874695,-0.01527355331927538,0.34595879912376404,0.35049548745155334,0.1453016698360443,0.2525363266468048,0.19913987815380096,0.34980177879333496,0.29054832458496094,0.1462879776954651,0.39594778418540955,0.1870293766260147
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.04866964742541313,0.2782127559185028,0.3739250600337982,0.23827894032001495,0.2732302248477936,0.17522315680980682,0.45503583550453186,0.39883795380592346,0.18984173238277435,0.5052502155303955,0.23916715383529663
local,0.18981902301311493,0.1319427639245987,0.14640261232852936,0.027985693886876106,0.2931937277317047,0.2468787580728531,0.1850120723247528,0.12641502916812897,0.1288354992866516,0.2207600325345993,0.18838182091712952,0.1193399429321289,0.20668989419937134,0.15022775530815125
community,0.29032719135284424,0.1464618593454361,0.16612829267978668,0.020855724811553955,0.23937152326107025,0.2756517827510834,0.23468974232673645,0.30700844526290894,0.285335510969162,0.2863751947879791,0.22295649349689484,0.11532742530107498,0.2367410808801651,0.2380419820547104
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.04397977516055107,0.2566552460193634,0.4731321930885315,0.27896741032600403,0.533393383026123,0.27395346760749817,0.5436353087425232,0.6036020517349243,0.3181126117706299,0.41498205065727234,0.32716336846351624
had,0.23849567770957947,0.540525496006012,0.16133075952529907,-0.004401352722197771,0.24870362877845764,0.3872550129890442,0.21028348803520203,0.2764183580875397,0.23372827470302582,0.37984350323677063,0.35315439105033875,0.21179883182048798,0.37755560874938965,0.20728366076946259
expelled,0.13734279572963715,0.22422687709331512,0.11231435835361481,-0.02596120908856392,0.1476708948612213,0.23003306984901428,0.17166705429553986,0.22094526886940002,0.35896041989326477,0.2640225291252136,0.1523956060409546,0.25456950068473816,0.2876657247543335,0.04119007661938667
jews,0.22131574153900146,0.23080717027187347,0.24326977133750916,0.017030835151672363,0.26765772700309753,0.2555774748325348,0.3242560625076294,0.3158428370952606,1.0000001192092896,0.22399327158927917,0.20604680478572845,0.24410295486450195,0.2207300066947937,0.16730794310569763
some,0.4491020441055298,0.42553430795669556,0.2097044140100479,0.056411296129226685,0.24806220829486847,0.5337774157524109,0.258534699678421,0.43010029196739197,0.20424841344356537,0.4636894166469574,0.49956634640693665,0.16324639320373535,0.4300730526447296,0.2562315762042999
ninety,0.16963353753089905,0.11868762969970703,0.3238984942436218,0.08292198926210403,0.22035668790340424,0.3269394040107727,0.19733645021915436,0.161630779504776,0.2406543493270874,0.21974696218967438,0.17858031392097473,0.2492213398218155,0.28704923391342163,0.19672240316867828
years,0.1981470286846161,0.2695724070072174,0.1472962647676468,0.05563735216856003,0.13933950662612915,0.300204873085022,0.1964634507894516,0.2130955308675766,0.2144758254289627,0.23891852796077728,0.2547864317893982,0.18105153739452362,0.2904134690761566,0.1914375126361847
earlier,0.22624605894088745,0.24518106877803802,0.17346598207950592,0.04531743377447128,0.1754540652036667,0.18838374316692352,0.23352089524269104,0.2489260882139206,0.1252979338169098,0.29382309317588806,0.3386417627334595,0.2160143405199051,0.27635854482650757,0.13306351006031036
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,-0.003708066651597619,0.2760866582393646,0.588965117931366,0.18545886874198914,0.26988279819488525,0.2115412801504135,0.4645031690597534,0.4383580684661865,0.21959076821804047,0.5352458953857422,0.4130953550338745
