,what,was,the,name,of,france,'s,primary,colony,in,the,new,world,?
france,0.17793065309524536,0.2715669870376587,0.35517507791519165,0.19448354840278625,0.3265724182128906,1.0000001192092896,0.024341266602277756,0.10856405645608902,0.23503802716732025,0.3812309503555298,0.35517507791519165,0.2269197404384613,0.2837721109390259,0.15069349110126495
may,0.25739946961402893,0.3388521671295166,0.2694292366504669,0.1821857988834381,0.26447007060050964,0.18858866393566132,-0.07006479054689407,0.19394780695438385,0.2227061539888382,0.3424151837825775,0.2694292366504669,0.19349534809589386,0.1724669635295868,0.2768254578113556
help,0.3728281855583191,0.14012886583805084,0.30064165592193604,0.12160512804985046,0.22745388746261597,0.13862808048725128,0.01472728792577982,0.22650407254695892,0.1598164588212967,0.21321536600589752,0.30064165592193604,0.2355843484401703,0.17030403017997742,0.28403452038764954
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.2670897841453552,0.03782717138528824,0.27388349175453186,0.27651169896125793,0.45010748505592346,0.535392165184021,0.33159172534942627,0.26213452219963074,0.29463258385658264
explain,0.46946078538894653,0.18036529421806335,0.24376994371414185,0.16533155739307404,0.20952273905277252,0.08420328050851822,-0.05602964386343956,0.13641640543937683,0.1335667222738266,0.206684410572052,0.24376994371414185,0.17501015961170197,0.17731977999210358,0.365981787443161
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.21517932415008545,0.04397977516055107,0.2296912968158722,0.18803344666957855,0.435920387506485,0.5473989248275757,0.29177987575531006,0.2972288429737091,0.32716336846351624
colony,0.26261213421821594,0.25879696011543274,0.2740810811519623,0.17989234626293182,0.2552715241909027,0.23503802716732025,-0.004119953140616417,0.10851432383060455,1.0000001192092896,0.25087448954582214,0.2740810811519623,0.29187142848968506,0.15190328657627106,0.13831071555614471
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,0.024341266602277756,0.9999999403953552,-0.06354844570159912,-0.004119953140616417,-0.037580832839012146,-0.01540423184633255,-0.008355522528290749,0.11877062171697617,-0.023395681753754616
slow,0.22626596689224243,0.12322831898927689,0.2366129457950592,0.0816049799323082,0.1380475014448166,0.08978225290775299,0.08239768445491791,0.08710091561079025,0.11204765737056732,0.17783866822719574,0.2366129457950592,0.13703541457653046,0.14567576348781586,0.15685610473155975
rate,0.21845893561840057,0.16712123155593872,0.24881242215633392,0.09332569688558578,0.24132871627807617,0.1043422743678093,0.06070024520158768,0.20281454920768738,0.17528563737869263,0.24951417744159698,0.24881242215633392,0.17175959050655365,0.16576842963695526,0.1308269053697586
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.3265724182128906,-0.03817026689648628,0.23414276540279388,0.2552715241909027,0.5696388483047485,0.733189046382904,0.343457967042923,0.2828933000564575,0.1826142966747284
population,0.2000674307346344,0.1935066133737564,0.32044094800949097,0.1592860370874405,0.3060894012451172,0.16930818557739258,0.012951160781085491,0.1481124758720398,0.31007155776023865,0.3268454372882843,0.32044094800949097,0.14427055418491364,0.21740390360355377,0.14449454843997955
growth,0.1739405393600464,0.1385122835636139,0.2912366986274719,0.16733787953853607,0.2679378092288971,0.14052000641822815,-0.008487226441502571,0.2615433931350708,0.28786906599998474,0.2819603681564331,0.2912366986274719,0.19569921493530273,0.16396257281303406,0.07547862827777863
compared,0.241532102227211,0.22795094549655914,0.28685078024864197,0.09564208984375,0.3360389769077301,0.13922038674354553,0.04780092462897301,0.16777102649211884,0.07659164816141129,0.2479310929775238,0.28685078024864197,0.16577832400798798,0.13912330567836761,0.21399109065532684
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.2670897841453552,0.03782717138528824,0.27388349175453186,0.27651169896125793,0.45010748505592346,0.535392165184021,0.33159172534942627,0.26213452219963074,0.29463258385658264
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.21517932415008545,0.04397977516055107,0.2296912968158722,0.18803344666957855,0.435920387506485,0.5473989248275757,0.29177987575531006,0.2972288429737091,0.32716336846351624
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.3265724182128906,-0.03817026689648628,0.23414276540279388,0.2552715241909027,0.5696388483047485,0.733189046382904,0.343457967042923,0.2828933000564575,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,0.35517507791519165,-0.01540423184633255,0.25688621401786804,0.2740810811519623,0.6662389636039734,1.0,0.3845241069793701,0.33604270219802856,0.22068053483963013
neighbouring,0.1788214147090912,0.15096288919448853,0.2532789707183838,0.15188957750797272,0.27082228660583496,0.23767097294330597,0.046249352395534515,0.12769348919391632,0.22890232503414154,0.33984053134918213,0.2532789707183838,0.1466183364391327,0.14667603373527527,0.05441353842616081
british,0.19255435466766357,0.31934812664985657,0.28973397612571716,0.12175101041793823,0.23701532185077667,0.23781980574131012,0.06352180242538452,0.05560914799571037,0.30577272176742554,0.23084034025669098,0.28973397612571716,0.19849099218845367,0.26561254262924194,0.09711728990077972
colonies,0.20822033286094666,0.21739500761032104,0.30451729893684387,0.09008032828569412,0.2890703082084656,0.23200248181819916,0.06124969571828842,0.12694789469242096,0.7375558614730835,0.28602269291877747,0.30451729893684387,0.30196696519851685,0.2281995713710785,0.07886616140604019
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.28250643610954285,-0.0016132977325469255,0.2565748989582062,0.23671650886535645,0.5201468467712402,0.4933079481124878,0.36073189973831177,0.26091980934143066,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.1980295330286026,0.03856118768453598,0.3064635396003723,0.22010941803455353,0.4840516746044159,0.6521818041801453,0.33739399909973145,0.29213306307792664,0.25814583897590637
opened,0.14500318467617035,0.31916534900665283,0.28544309735298157,0.17870084941387177,0.16720551252365112,0.18755675852298737,-0.006441329140216112,0.1158006563782692,0.2037799209356308,0.2972770035266876,0.28544309735298157,0.24727210402488708,0.21536852419376373,0.1934700310230255
settlement,0.2558431327342987,0.2632548213005066,0.2599570155143738,0.1876196265220642,0.25982165336608887,0.17667707800865173,-0.06169390305876732,0.16205601394176483,0.51438969373703,0.26083990931510925,0.2599570155143738,0.18585512042045593,0.14651446044445038,0.12535437941551208
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.2670897841453552,0.03782717138528824,0.27388349175453186,0.27651169896125793,0.45010748505592346,0.535392165184021,0.33159172534942627,0.26213452219963074,0.29463258385658264
religious,0.26794421672821045,0.20851445198059082,0.22950971126556396,0.08788274973630905,0.2958606779575348,0.22017283737659454,0.0182697381824255,0.12085921317338943,0.2036430537700653,0.24099457263946533,0.22950971126556396,0.2292364239692688,0.20263101160526276,0.15727058053016663
dissenters,0.2771689295768738,0.20730531215667725,0.1986154168844223,0.09796437621116638,0.16605409979820251,0.22549061477184296,0.10394357889890671,0.18836085498332977,0.23463937640190125,0.20721971988677979,0.1986154168844223,0.19409796595573425,0.12425875663757324,0.20566312968730927
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.33719199895858765,-0.003708066651597619,0.22422198951244354,0.23889021575450897,0.5591574311256409,0.5934505462646484,0.35031336545944214,0.3177160322666168,0.4130953550338745
