,who,found,that,a,culture,had,developed,where,few,commissioners,had,any,sense,of,responsibility,?
committee,0.2034623622894287,0.1124977245926857,0.2412172257900238,0.1903151571750641,0.2019345611333847,0.18841993808746338,0.19854238629341125,0.15980705618858337,0.1444929838180542,0.465840607881546,0.18841993808746338,0.18840260803699493,0.17692652344703674,0.2920650243759155,0.39283645153045654,0.12144632637500763
of,0.2827862501144409,0.2982911467552185,0.41498205065727234,0.5052502155303955,0.27266472578048706,0.37755560874938965,0.21960023045539856,0.38066378235816956,0.2682102620601654,0.3201529085636139,0.37755560874938965,0.3769088089466095,0.19666431844234467,1.0,0.28464245796203613,0.1826142966747284
independent,0.19686606526374817,0.10702188313007355,0.24654069542884827,0.2332436740398407,0.22218230366706848,0.14812247455120087,0.230239138007164,0.19929838180541992,0.1554572880268097,0.24683216214179993,0.14812247455120087,0.25616878271102905,0.14430759847164154,0.30508819222450256,0.2044190764427185,0.11902587860822678
experts,0.33241337537765503,0.19815506041049957,0.4075509011745453,0.24483947455883026,0.22300013899803162,0.26057595014572144,0.3041980266571045,0.2794179320335388,0.24585016071796417,0.2981116473674774,0.26057595014572144,0.3154989778995514,0.22090181708335876,0.2703074812889099,0.3460433781147003,0.19090798497200012
found,0.17055200040340424,0.9999999403953552,0.29063743352890015,0.2869448959827423,0.16951164603233337,0.2610182762145996,0.2512293756008148,0.2867223024368286,0.32456398010253906,0.11112937331199646,0.2610182762145996,0.25007784366607666,0.13386856019496918,0.2982911467552185,0.1339777410030365,0.16790300607681274
that,0.45444270968437195,0.29063743352890015,1.0,0.47537946701049805,0.24586836993694305,0.4407361149787903,0.29926979541778564,0.4876193106174469,0.3973994851112366,0.21793541312217712,0.4407361149787903,0.5484943389892578,0.3660537302494049,0.41498205065727234,0.3777075707912445,0.32716336846351624
a,0.36608949303627014,0.2869448959827423,0.47537946701049805,1.0,0.23602306842803955,0.34897568821907043,0.286296546459198,0.40997210144996643,0.2765968441963196,0.218472421169281,0.34897568821907043,0.45031747221946716,0.27587276697158813,0.5052502155303955,0.22730666399002075,0.23916715383529663
culture,0.13897232711315155,0.16951164603233337,0.24586836993694305,0.23602306842803955,1.0,0.16977617144584656,0.2851627767086029,0.1792503148317337,0.10956864804029465,0.1669141948223114,0.16977617144584656,0.15900789201259613,0.21189092099666595,0.27266472578048706,0.20044517517089844,0.13093146681785583
had,0.36173108220100403,0.2610182762145996,0.4407361149787903,0.34897568821907043,0.16977617144584656,0.9999999403953552,0.33515891432762146,0.2596948444843292,0.3607693612575531,0.28539973497390747,0.9999999403953552,0.3212728202342987,0.16899654269218445,0.37755560874938965,0.25490957498550415,0.20728366076946259
developed,0.1288115680217743,0.2512293756008148,0.29926979541778564,0.286296546459198,0.2851627767086029,0.33515891432762146,1.0000001192092896,0.17737361788749695,0.16960379481315613,0.15841560065746307,0.33515891432762146,0.17287324368953705,0.2125355303287506,0.21960023045539856,0.1929485946893692,0.10763012617826462
where,0.41804537177085876,0.2867223024368286,0.4876193106174469,0.40997210144996643,0.1792503148317337,0.2596948444843292,0.17737361788749695,0.9999999403953552,0.30374065041542053,0.19994622468948364,0.2596948444843292,0.3528640866279602,0.19257788360118866,0.38066378235816956,0.16933764517307281,0.24793872237205505
few,0.3378944993019104,0.32456398010253906,0.3973994851112366,0.2765968441963196,0.10956864804029465,0.3607693612575531,0.16960379481315613,0.30374065041542053,1.0,0.12453258037567139,0.3607693612575531,0.3540366590023041,0.13999612629413605,0.2682102620601654,0.17939776182174683,0.2334265559911728
commissioners,0.2476053684949875,0.11112937331199646,0.21793541312217712,0.218472421169281,0.1669141948223114,0.28539973497390747,0.15841560065746307,0.19994622468948364,0.12453258037567139,1.0,0.28539973497390747,0.24742020666599274,0.11699382215738297,0.3201529085636139,0.3897470533847809,0.12729458510875702
had,0.36173108220100403,0.2610182762145996,0.4407361149787903,0.34897568821907043,0.16977617144584656,0.9999999403953552,0.33515891432762146,0.2596948444843292,0.3607693612575531,0.28539973497390747,0.9999999403953552,0.3212728202342987,0.16899654269218445,0.37755560874938965,0.25490957498550415,0.20728366076946259
‘,0.17040061950683594,0.18555809557437897,0.12162695825099945,0.1983369141817093,0.14424222707748413,0.14041762053966522,0.12446002662181854,0.2525680959224701,0.15331251919269562,0.12952333688735962,0.14041762053966522,0.152513325214386,0.17949284613132477,0.1904146820306778,0.041391294449567795,0.1448942869901657
even,0.33644744753837585,0.27348941564559937,0.5503504276275635,0.3278432786464691,0.18014857172966003,0.37991225719451904,0.23240740597248077,0.35960274934768677,0.46418654918670654,0.21674737334251404,0.37991225719451904,0.5437874794006348,0.3749620318412781,0.34735506772994995,0.24537412822246552,0.30082517862319946
the,0.3733934462070465,0.3452354073524475,0.5473989248275757,0.5829201340675354,0.27157285809516907,0.3875846862792969,0.24490751326084137,0.5003893971443176,0.34660017490386963,0.30569928884506226,0.3875846862792969,0.4525727927684784,0.23180550336837769,0.733189046382904,0.3036732077598572,0.22068053483963013
slightest,0.16202011704444885,0.24406100809574127,0.38370755314826965,0.2769278883934021,0.09440130740404129,0.15358996391296387,0.10847201943397522,0.1669013351202011,0.22022655606269836,0.048754047602415085,0.15358996391296387,0.36364448070526123,0.3488532602787018,0.27385181188583374,0.2180127650499344,0.22321514785289764
sense,0.24012404680252075,0.13386856019496918,0.3660537302494049,0.27587276697158813,0.21189092099666595,0.16899654269218445,0.2125355303287506,0.19257788360118866,0.13999612629413605,0.11699382215738297,0.16899654269218445,0.33752211928367615,0.9999998807907104,0.19666431844234467,0.2927008271217346,0.25268280506134033
of,0.2827862501144409,0.2982911467552185,0.41498205065727234,0.5052502155303955,0.27266472578048706,0.37755560874938965,0.21960023045539856,0.38066378235816956,0.2682102620601654,0.3201529085636139,0.37755560874938965,0.3769088089466095,0.19666431844234467,1.0,0.28464245796203613,0.1826142966747284
responsibility,0.29908397793769836,0.1339777410030365,0.3777075707912445,0.22730666399002075,0.20044517517089844,0.25490957498550415,0.1929485946893692,0.16933764517307281,0.17939776182174683,0.3897470533847809,0.25490957498550415,0.3471451699733734,0.2927008271217346,0.28464245796203613,0.9999999403953552,0.20907385647296906
’,0.07404322177171707,0.026612719520926476,0.026145601645112038,-0.04976731166243553,-0.036965347826480865,-0.026337329298257828,0.02867920882999897,0.04048166796565056,-0.03744955733418465,-0.04999333620071411,-0.026337329298257828,-0.040066566318273544,-0.008842787705361843,-0.062016043812036514,0.02140294760465622,0.045561522245407104
.,0.3541337847709656,0.3618174195289612,0.4460422694683075,0.50484299659729,0.24176450073719025,0.37348684668540955,0.2569568455219269,0.41390106081962585,0.31739792227745056,0.2468523532152176,0.37348684668540955,0.39295488595962524,0.23940077424049377,0.5352458953857422,0.2127380669116974,0.4130953550338745
