,what,is,the,translation,of,siebengebirge,?
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.02818385139107704,0.06780257821083069,0.06521210074424744,0.0685480609536171
dragons,0.15641535818576813,0.16512633860111237,0.22489608824253082,0.16719314455986023,0.16769205033779144,0.23799319565296173,0.21608462929725647
rock,0.1923677921295166,0.1981455236673355,0.23786304891109467,0.13000835478305817,0.2653365731239319,0.2246013730764389,0.13172835111618042
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.07195914536714554,0.13035868108272552,-0.056405894458293915,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2564658224582672,0.3680361211299896,0.3165287375450134,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.3467433750629425,0.31091248989105225
near,0.19414293766021729,0.25453904271125793,0.2879819869995117,0.08940384536981583,0.2651676535606384,0.3397297263145447,0.10734958201646805
bonn,0.16150450706481934,0.20261140167713165,0.25680050253868103,0.17133578658103943,0.24594376981258392,0.5312950015068054,0.16948336362838745
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.12055686116218567,0.42558613419532776,0.22427791357040405,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,0.31897008419036865,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11995723098516464,0.2548927664756775,0.543897807598114,0.13754533231258392
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2206902801990509,0.5116966962814331,0.28904953598976135,0.20544172823429108
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.18704865872859955,1.0,0.29888707399368286,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,0.31897008419036865,0.22068053483963013
burgundians,0.20403964817523956,0.16913676261901855,0.3270890712738037,0.17497016489505768,0.33873873949050903,0.3332996070384979,0.16021956503391266
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2206902801990509,0.5116966962814331,0.28904953598976135,0.20544172823429108
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.10194375365972519,0.4329940676689148,0.19620387256145477,0.1898253709077835
court,0.23440583050251007,0.20797641575336456,0.2812081575393677,0.14321289956569672,0.28835242986679077,0.22096672654151917,0.17100423574447632
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.12055686116218567,0.42558613419532776,0.22427791357040405,0.21978627145290375
worms,0.18072600662708282,0.19746294617652893,0.22492028772830963,0.09329643845558167,0.18906788527965546,0.3103354275226593,0.18053190410137177
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.3467433750629425,0.31091248989105225
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.12055686116218567,0.42558613419532776,0.22427791357040405,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,0.31897008419036865,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11995723098516464,0.2548927664756775,0.543897807598114,0.13754533231258392
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2206902801990509,0.5116966962814331,0.28904953598976135,0.20544172823429108
kriemhild,0.3006031811237335,0.20182400941848755,0.30560582876205444,0.2141135334968567,0.2594158947467804,0.5358054637908936,0.22281241416931152
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.01735842600464821,-0.03817026689648628,0.06593692302703857,-0.023395681753754616
golden,0.172581747174263,0.21509666740894318,0.28740859031677246,0.14584635198116302,0.23340271413326263,0.21057480573654175,0.1324693262577057
treasure,0.2132805436849594,0.2251747101545334,0.27999910712242126,0.15506508946418762,0.22211526334285736,0.20881296694278717,0.1428249627351761
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.3467433750629425,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2684275209903717,0.5011631846427917,0.29023829102516174,0.25814583897590637
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.14417019486427307,0.4069072902202606,0.23368991911411285,0.18412111699581146
thrown,0.1892915517091751,0.18113914132118225,0.2739415764808655,0.09052035957574844,0.23583394289016724,0.09797515720129013,0.21178987622261047
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.24055281281471252,0.32255905866622925,0.18064484000205994,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,0.31897008419036865,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11995723098516464,0.2548927664756775,0.543897807598114,0.13754533231258392
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2213759869337082,0.3646814823150635,0.14449764788150787,0.17966607213020325
hagen,0.17414994537830353,0.1827080249786377,0.22946712374687195,0.14897507429122925,0.18250614404678345,0.4594936966896057,0.19509121775627136
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2109805941581726,0.5352458953857422,0.302933931350708,0.4130953550338745
