,who,had,the,idea,of,a,natural,state,for,objects,at,rest,?
absolute,0.20456796884536743,0.20366647839546204,0.26488861441612244,0.29336053133010864,0.2950317859649658,0.23519659042358398,0.17043007910251617,0.18152695894241333,0.19913284480571747,0.28915488719940186,0.1908833384513855,0.1878824234008789,0.22724391520023346
rest,0.23655016720294952,0.2710453271865845,0.41330549120903015,0.283155620098114,0.33621829748153687,0.2692912518978119,0.15649192035198212,0.1895650327205658,0.24690839648246765,0.20726028084754944,0.21832938492298126,1.0000001192092896,0.1725541204214096
frame,0.09905131161212921,0.10059885680675507,0.1209321841597557,0.2055722028017044,0.13750196993350983,0.20500081777572632,0.11425774544477463,0.1604411005973816,0.23156283795833588,0.3459835946559906,0.12411428242921829,0.22677284479141235,0.16998548805713654
'',0.024401003494858742,0.024004416540265083,0.041273195296525955,-0.04294922947883606,0.13035868108272552,0.04890415817499161,0.03156571090221405,-0.007484397850930691,-0.04479556903243065,0.024831928312778473,0.04379578307271004,-0.08675278723239899,0.018684765323996544
did,0.34038686752319336,0.540525496006012,0.34736719727516174,0.3689729869365692,0.2513895630836487,0.2552328109741211,0.08853514492511749,0.152080237865448,0.318512886762619,0.16254889965057373,0.28390252590179443,0.2655303180217743,0.3023456633090973
not,0.369414746761322,0.3714721202850342,0.4310511648654938,0.35317808389663696,0.3307090103626251,0.3791346549987793,0.15110014379024506,0.23725773394107819,0.39280617237091064,0.2832675576210022,0.22025953233242035,0.3349107801914215,0.41942933201789856
exist,0.16464778780937195,0.20896901190280914,0.3024537265300751,0.3313102424144745,0.28013259172439575,0.20179782807826996,0.197984516620636,0.23127731680870056,0.23112118244171143,0.3135959506034851,0.18357796967029572,0.27473780512809753,0.28923845291137695
.,0.3541337847709656,0.37348684668540955,0.5934505462646484,0.26084083318710327,0.5352458953857422,0.50484299659729,0.25792330503463745,0.31380724906921387,0.4726039469242096,0.23188386857509613,0.4549728035926819,0.36049437522888184,0.4130953550338745
,who,had,the,idea,of,a,natural,state,for,objects,at,rest,?
this,0.3345087468624115,0.3222610056400299,0.6274310946464539,0.46331271529197693,0.45148900151252747,0.5422310829162598,0.2164631187915802,0.24571897089481354,0.5082864165306091,0.29637277126312256,0.32544323801994324,0.36935269832611084,0.3155723512172699
was,0.3318818509578705,0.5927209258079529,0.48711544275283813,0.2835119664669037,0.4069072902202606,0.4508470594882965,0.16573187708854675,0.22072885930538177,0.3863949179649353,0.12351071834564209,0.36707764863967896,0.22034120559692383,0.18412111699581146
contrary,0.22556525468826294,0.27411720156669617,0.2533678412437439,0.4589112401008606,0.2893366813659668,0.29509612917900085,0.27787524461746216,0.1985739916563034,0.29795587062835693,0.2726958990097046,0.13828633725643158,0.25885432958602905,0.3430522680282593
to,0.42656609416007996,0.37984350323677063,0.535392165184021,0.3542773127555847,0.41548454761505127,0.45503583550453186,0.21663954854011536,0.25557461380958557,0.4451248347759247,0.2695634961128235,0.36524343490600586,0.367563933134079,0.29463258385658264
aristotle,0.25860172510147095,0.18328523635864258,0.1415858268737793,0.35670042037963867,0.22867590188980103,0.17548255622386932,0.20537060499191284,0.1270422637462616,0.13349127769470215,0.277997761964798,0.09497236460447311,0.12062453478574753,0.129203200340271
's,0.05599616840481758,-0.004401352722197771,-0.01540423184633255,0.051183316856622696,-0.03817026689648628,0.04866964742541313,-0.049410052597522736,0.038451772183179855,-0.07241261005401611,0.013840041123330593,-0.08481216430664062,0.04253825545310974,-0.023395681753754616
notion,0.23250055313110352,0.22089332342147827,0.23529204726219177,0.44473129510879517,0.23985852301120758,0.26435887813568115,0.17834162712097168,0.20518477261066437,0.2546587884426117,0.3379151225090027,0.09106570482254028,0.18989475071430206,0.20487375557422638
of,0.2827862501144409,0.37755560874938965,0.733189046382904,0.2342950403690338,1.0,0.5052502155303955,0.2963479459285736,0.34253445267677307,0.4185989499092102,0.23814009130001068,0.42558613419532776,0.33621829748153687,0.1826142966747284
a,0.36608949303627014,0.34897568821907043,0.5829201340675354,0.3483608067035675,0.5052502155303955,1.0,0.19475746154785156,0.25097307562828064,0.44038116931915283,0.24898670613765717,0.3095070421695709,0.2692912518978119,0.23916715383529663
``,0.02397952415049076,0.0518546998500824,0.029072100296616554,0.08469878882169724,0.06780257821083069,0.07272057235240936,0.051031120121479034,0.041566602885723114,0.01270448137074709,-0.006110888905823231,-0.07642947137355804,0.10483333468437195,0.0685480609536171
natural,0.1371762454509735,0.10830845683813095,0.2291368842124939,0.2190864235162735,0.2963479459285736,0.19475746154785156,1.0,0.21293982863426208,0.20802545547485352,0.2560039758682251,0.15606315433979034,0.15649192035198212,0.16155436635017395
state,0.15636613965034485,0.14948096871376038,0.3097178041934967,0.16408109664916992,0.34253445267677307,0.25097307562828064,0.21293982863426208,1.0,0.19460363686084747,0.10165070742368698,0.2408173680305481,0.1895650327205658,0.1160883978009224
'',0.024401003494858742,0.024004416540265083,0.041273195296525955,-0.04294922947883606,0.13035868108272552,0.04890415817499161,0.03156571090221405,-0.007484397850930691,-0.04479556903243065,0.024831928312778473,0.04379578307271004,-0.08675278723239899,0.018684765323996544
of,0.2827862501144409,0.37755560874938965,0.733189046382904,0.2342950403690338,1.0,0.5052502155303955,0.2963479459285736,0.34253445267677307,0.4185989499092102,0.23814009130001068,0.42558613419532776,0.33621829748153687,0.1826142966747284
rest,0.23655016720294952,0.2710453271865845,0.41330549120903015,0.283155620098114,0.33621829748153687,0.2692912518978119,0.15649192035198212,0.1895650327205658,0.24690839648246765,0.20726028084754944,0.21832938492298126,1.0000001192092896,0.1725541204214096
that,0.45444270968437195,0.4407361149787903,0.5473989248275757,0.49277663230895996,0.41498205065727234,0.47537946701049805,0.23673862218856812,0.24252457916736603,0.4137635827064514,0.33961281180381775,0.3183255195617676,0.3498731553554535,0.32716336846351624
objects,0.19808335602283478,0.16353850066661835,0.24716724455356598,0.28776514530181885,0.23814009130001068,0.24898670613765717,0.2560039758682251,0.10165070742368698,0.240665465593338,1.0000001192092896,0.17468072474002838,0.20726028084754944,0.15479016304016113
with,0.3282766342163086,0.4739086329936981,0.4223487675189972,0.24332615733146667,0.41827285289764404,0.3783375024795532,0.09072273224592209,0.2062043994665146,0.39140474796295166,0.21321995556354523,0.29126521944999695,0.3280266523361206,0.2433311939239502
mass,0.12856706976890564,0.21314668655395508,0.2284930944442749,0.2190360277891159,0.26915112137794495,0.21558082103729248,0.13775601983070374,0.1662323921918869,0.18664062023162842,0.3461655080318451,0.25305312871932983,0.2361116260290146,0.2076406031847
naturally,0.21923679113388062,0.12872181832790375,0.24729134142398834,0.26779085397720337,0.19106143712997437,0.2264043092727661,0.6805995106697083,0.2013382613658905,0.20818543434143066,0.309152752161026,0.10388436913490295,0.2850612699985504,0.23365260660648346
approached,0.18674971163272858,0.3165243864059448,0.24724338948726654,0.24806591868400574,0.21413658559322357,0.24853786826133728,0.1321597397327423,0.13800854980945587,0.22355309128761292,0.19066128134727478,0.32162952423095703,0.24588938057422638,0.1428859978914261
.,0.3541337847709656,0.37348684668540955,0.5934505462646484,0.26084083318710327,0.5352458953857422,0.50484299659729,0.25792330503463745,0.31380724906921387,0.4726039469242096,0.23188386857509613,0.4549728035926819,0.36049437522888184,0.4130953550338745
