,what,group,did,luther,want,to,understand,his,works,?
accessible,0.23191256821155548,0.07216138392686844,0.10482631623744965,0.04608852416276932,0.27676036953926086,0.3116091787815094,0.31850212812423706,0.09270217269659042,0.2502836287021637,0.22625717520713806
to,0.455847829580307,0.2672896385192871,0.4452643394470215,0.18029534816741943,0.4966742694377899,1.0,0.40101751685142517,0.3715193271636963,0.22564561665058136,0.29463258385658264
everyday,0.3378273546695709,0.13002479076385498,0.18948820233345032,0.13295012712478638,0.3060529828071594,0.25894641876220703,0.4035120904445648,0.2644874155521393,0.2019655406475067,0.1742577999830246
germans,0.1996021717786789,0.16987885534763336,0.3212936818599701,0.23348933458328247,0.2704498767852783,0.31501704454421997,0.2596973180770874,0.2896992862224579,0.15171825885772705,0.1468498557806015
",",0.3087472915649414,0.2809832692146301,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.44245919585227966,0.2897718548774719,0.3378419280052185,0.29211118817329407,0.31091248989105225
``,0.008517155423760414,0.14310015738010406,-0.029888948425650597,-0.013964727520942688,0.027326209470629692,0.06720756739377975,0.07226289063692093,0.008275155909359455,-0.0510614737868309,0.0685480609536171
for,0.3017193675041199,0.24519909918308258,0.318512886762619,0.12958186864852905,0.2998926341533661,0.4451248347759247,0.3341889977455139,0.39312878251075745,0.34962278604507446,0.264628142118454
we,0.5622460842132568,0.20295891165733337,0.3426455855369568,0.16611410677433014,0.566356897354126,0.4005183279514313,0.5134168863296509,0.2065243273973465,0.17241501808166504,0.535264790058136
are,0.29724663496017456,0.35980498790740967,0.2159031480550766,0.13997888565063477,0.29057955741882324,0.3504326641559601,0.38360685110092163,0.1785505712032318,0.2733730971813202,0.24591213464736938
removing,0.3328666388988495,0.16125424206256866,0.2253706008195877,0.08066317439079285,0.3058830797672272,0.30891114473342896,0.3116864264011383,0.1818026304244995,0.18771402537822723,0.32110175490379333
impediments,0.3094404935836792,0.14089617133140564,0.15610788762569427,0.11656757444143295,0.1958470344543457,0.2979796230792999,0.32842665910720825,0.21478842198848724,0.25575757026672363,0.2524040639400482
and,0.31309178471565247,0.3510662019252777,0.34479495882987976,0.20796556770801544,0.34348347783088684,0.48971283435821533,0.3232683539390564,0.4234102666378021,0.33871909976005554,0.20544172823429108
difficulties,0.3034270107746124,0.1350357085466385,0.27026957273483276,0.12540975213050842,0.2611495554447174,0.35752931237220764,0.4506586790084839,0.33989816904067993,0.24083316326141357,0.16303583979606628
so,0.539469838142395,0.2386654019355774,0.43696269392967224,0.16361072659492493,0.5721253752708435,0.5091881155967712,0.5245459079742432,0.31364893913269043,0.2576548159122467,0.43163934350013733
that,0.6297725439071655,0.3089635670185089,0.47518548369407654,0.21746599674224854,0.4709601402282715,0.5436353087425232,0.4692416191101074,0.3173833191394806,0.24413257837295532,0.32716336846351624
other,0.341873437166214,0.3767421245574951,0.31707024574279785,0.18881922960281372,0.37061187624931335,0.4193183183670044,0.3178660273551941,0.23453344404697418,0.23630231618881226,0.24682199954986572
people,0.32444337010383606,0.213150754570961,0.26765021681785583,0.14102250337600708,0.30975228548049927,0.37275731563568115,0.3217649757862091,0.17825907468795776,0.16028337180614471,0.23739641904830933
may,0.25739946961402893,0.1615997850894928,0.3038632869720459,0.16082176566123962,0.32038614153862,0.391582727432251,0.2515528202056885,0.17931339144706726,0.21478022634983063,0.2768254578113556
read,0.4041415750980377,0.033483073115348816,0.2702803909778595,0.14123907685279846,0.3948315978050232,0.3265438377857208,0.5648177862167358,0.16718733310699463,0.21661166846752167,0.30917879939079285
it,0.45803478360176086,0.2364906221628189,0.2993364930152893,0.15365919470787048,0.30313390493392944,0.513711154460907,0.3511200249195099,0.2876833975315094,0.24762499332427979,0.25732165575027466
without,0.3181614279747009,0.1372128576040268,0.3172723054885864,0.14397957921028137,0.32770034670829773,0.37970873713493347,0.3454411029815674,0.2569580078125,0.18305061757564545,0.2928665280342102
hindrance,0.34818094968795776,0.2241448611021042,0.2668098211288452,0.2462926059961319,0.298779159784317,0.3495994508266449,0.324079692363739,0.23212890326976776,0.22863584756851196,0.24589481949806213
.,0.3567904531955719,0.27268800139427185,0.35288307070732117,0.24907569587230682,0.31944841146469116,0.4645031690597534,0.2949123978614807,0.3119256794452667,0.28871041536331177,0.4130953550338745
'',0.08143015950918198,0.017886392772197723,0.01978493109345436,-0.04572787508368492,0.04822646081447601,-0.009905828163027763,0.03635957092046738,0.016508836299180984,0.03166067600250244,0.018684765323996544
