,his,poem,is,considered,the,first,kind,of,what,type,of,protest,?
that,0.3173833191394806,0.17737552523612976,0.3995479643344879,0.37593913078308105,0.5473989248275757,0.3482176661491394,0.38161981105804443,0.41498205065727234,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.2501324415206909,0.32716336846351624
year,0.255428284406662,0.1905151605606079,0.2402215600013733,0.19757983088493347,0.3609684407711029,0.3099139928817749,0.12288408726453781,0.2578314542770386,0.15184831619262695,0.15775683522224426,0.2578314542770386,0.1415424793958664,0.18315006792545319
",",0.3378419280052185,0.15003186464309692,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.34503069519996643,0.20629581809043884,0.4946078956127167,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2963520884513855,0.31091248989105225
that,0.3173833191394806,0.17737552523612976,0.3995479643344879,0.37593913078308105,0.5473989248275757,0.3482176661491394,0.38161981105804443,0.41498205065727234,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.2501324415206909,0.32716336846351624
begins,0.1886472851037979,0.12304383516311646,0.25563162565231323,0.1392350196838379,0.3446018099784851,0.2573462128639221,0.14482766389846802,0.27105480432510376,0.1788426637649536,0.10665000975131989,0.27105480432510376,0.25600162148475647,0.09518900513648987
with,0.33836179971694946,0.1578224003314972,0.3250955045223236,0.24176937341690063,0.4223487675189972,0.2691199779510498,0.2680599093437195,0.41827285289764404,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.14256584644317627,0.2433311939239502
the,0.4394008219242096,0.22930538654327393,0.5823672413825989,0.4028765559196472,1.0,0.49448907375335693,0.2516445517539978,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25126034021377563,0.22068053483963013
images,0.13534238934516907,0.19144873321056366,0.19097411632537842,0.1609191745519638,0.22232814133167267,0.13583897054195404,0.1610860526561737,0.2139289528131485,0.23456238210201263,0.08898618817329407,0.2139289528131485,0.17610830068588257,0.22502069175243378
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
what,0.26976513862609863,0.19967712461948395,0.28837618231773376,0.2834889590740204,0.42745697498321533,0.28086137771606445,0.39947736263275146,0.33290785551071167,0.9999998807907104,0.2722663879394531,0.33290785551071167,0.20248152315616608,0.5051238536834717
he,0.7171558737754822,0.24372246861457825,0.36230841279029846,0.27102938294410706,0.4571082592010498,0.3826274573802948,0.21554844081401825,0.38706058263778687,0.3114890456199646,0.11091722548007965,0.38706058263778687,0.2675870656967163,0.2089974731206894
thought,0.2999570071697235,0.17864713072776794,0.28001952171325684,0.582937479019165,0.3509289622306824,0.2547401189804077,0.37235593795776367,0.34673458337783813,0.4469435214996338,0.22924752533435822,0.34673458337783813,0.1742725372314453,0.2600135803222656
to,0.3715193271636963,0.1599099487066269,0.42745086550712585,0.2954166829586029,0.535392165184021,0.3792489171028137,0.28460726141929626,0.41548454761505127,0.455847829580307,0.19930607080459595,0.41548454761505127,0.22359536588191986,0.29463258385658264
be,0.21738691627979279,0.14197486639022827,0.4819129705429077,0.41927069425582886,0.4248143136501312,0.29818081855773926,0.33508673310279846,0.33904364705085754,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.1804484724998474,0.3324260413646698
the,0.4394008219242096,0.22930538654327393,0.5823672413825989,0.4028765559196472,1.0,0.49448907375335693,0.2516445517539978,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25126034021377563,0.22068053483963013
unjust,0.2655913531780243,0.22614142298698425,0.18161965906620026,0.2508314847946167,0.19062539935112,0.13281522691249847,0.23843389749526978,0.16003967821598053,0.37270641326904297,0.07846126705408096,0.16003967821598053,0.4231903553009033,0.26097434759140015
forms,0.17378555238246918,0.16157937049865723,0.35419854521751404,0.2710883319377899,0.2950737178325653,0.17905095219612122,0.4164321720600128,0.33835989236831665,0.16334041953086853,0.3143154978752136,0.33835989236831665,0.12485563009977341,0.1196754202246666
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
authority,0.17106866836547852,0.13518019020557404,0.20664075016975403,0.22886131703853607,0.2645063102245331,0.16087380051612854,0.10117361694574356,0.28063252568244934,0.23046736419200897,0.11715258657932281,0.28063252568244934,0.25982561707496643,0.18404170870780945
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
his,0.9999998807907104,0.2791810929775238,0.24372583627700806,0.2883375287055969,0.4394008219242096,0.3241460621356964,0.18263587355613708,0.38364991545677185,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.21227677166461945,0.18075084686279297
time—and,0.2899933159351349,0.2938910722732544,0.2563232481479645,0.23760050535202026,0.3399730920791626,0.34435275197029114,0.24990703165531158,0.2744106650352478,0.39861446619033813,0.20007550716400146,0.2744106650352478,0.1864636391401291,0.3334274888038635
then,0.3531579375267029,0.11600793153047562,0.24618037045001984,0.13687272369861603,0.4297412931919098,0.38077428936958313,0.16153666377067566,0.2937326431274414,0.4072686731815338,0.19247165322303772,0.2937326431274414,0.16759471595287323,0.2884598970413208
imagines,0.2869510054588318,0.2265920788049698,0.2219703644514084,0.25610482692718506,0.25050967931747437,0.2173248827457428,0.273861289024353,0.24750719964504242,0.3548084795475006,0.09495045244693756,0.24750719964504242,0.1616702377796173,0.2819980978965759
the,0.4394008219242096,0.22930538654327393,0.5823672413825989,0.4028765559196472,1.0,0.49448907375335693,0.2516445517539978,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25126034021377563,0.22068053483963013
stirrings,0.2055136114358902,0.2310647964477539,0.2437891811132431,0.16945414245128632,0.2558434307575226,0.1321919560432434,0.2877720892429352,0.24182774126529694,0.2447122484445572,0.13322247564792633,0.24182774126529694,0.18935449421405792,0.16938374936580658
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
a,0.3497250974178314,0.2251199632883072,0.658733606338501,0.36109375953674316,0.5829201340675354,0.4287874400615692,0.42310917377471924,0.5052502155303955,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.25490954518318176,0.23916715383529663
new,0.24132801592350006,0.12486039847135544,0.2208656519651413,0.12316255271434784,0.3845241069793701,0.3283863663673401,0.12515807151794434,0.343457967042923,0.2130378633737564,0.20896777510643005,0.343457967042923,0.16448494791984558,0.14782847464084625
form,0.16026289761066437,0.19700995087623596,0.3218395411968231,0.25076350569725037,0.29286009073257446,0.1870718151330948,0.37035372853279114,0.29600051045417786,0.15868011116981506,0.3017115294933319,0.29600051045417786,0.05739378556609154,0.1463010311126709
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
social,0.16827721893787384,0.12183711677789688,0.15944984555244446,0.19618983566761017,0.21797899901866913,0.1365801841020584,0.17086480557918549,0.2605111300945282,0.22217629849910736,0.10143082588911057,0.2605111300945282,0.2144450843334198,0.1615191102027893
action,0.22143815457820892,0.09194517880678177,0.20976395905017853,0.19767841696739197,0.28415048122406006,0.17236092686653137,0.21969611942768097,0.23570318520069122,0.30170392990112305,0.16363480687141418,0.23570318520069122,0.19362495839595795,0.250188946723938
.,0.3119256794452667,0.16596515476703644,0.4569662809371948,0.29356086254119873,0.5934505462646484,0.4345304071903229,0.21254374086856842,0.5352458953857422,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2598128020763397,0.4130953550338745
