,how,many,times,did,the,broncos,cause,turnovers,in,the,game,?
including,0.20270724594593048,0.6119236350059509,0.31527549028396606,0.26678287982940674,0.3738902807235718,0.19476310908794403,0.19511286914348602,0.2585195004940033,0.35857823491096497,0.3738902807235718,0.15482984483242035,0.1633303165435791
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.2552328109741211,0.5829201340675354,0.19771797955036163,0.2715701162815094,0.26552334427833557,0.539380669593811,0.5829201340675354,0.23211604356765747,0.23916715383529663
fumble,0.13288532197475433,0.08793462812900543,0.14159463346004486,0.13446901738643646,0.16197896003723145,0.4964665174484253,0.19986911118030548,0.4009011685848236,0.13453851640224457,0.16197896003723145,0.35820823907852173,0.17646178603172302
which,0.4852597713470459,0.5168171525001526,0.29070794582366943,0.2750149369239807,0.6521818041801453,0.22873279452323914,0.35877716541290283,0.30041050910949707,0.4840516746044159,0.6521818041801453,0.23652023077011108,0.25814583897590637
they,0.43247655034065247,0.5400822758674622,0.29107025265693665,0.4879390597343445,0.49925389885902405,0.25937581062316895,0.34206175804138184,0.2966162860393524,0.4330179989337921,0.49925389885902405,0.2399950921535492,0.2753053903579712
recovered,0.158201202750206,0.25898846983909607,0.21031175553798676,0.2646656334400177,0.2614712417125702,0.21365763247013092,0.2713254690170288,0.3272044360637665,0.2665027976036072,0.2614712417125702,0.13568176329135895,0.08912046253681183
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.318512886762619,0.4739971458911896,0.2739109396934509,0.255321204662323,0.29288172721862793,0.4322226941585541,0.4739971458911896,0.2608485519886017,0.264628142118454
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.2552328109741211,0.5829201340675354,0.19771797955036163,0.2715701162815094,0.26552334427833557,0.539380669593811,0.5829201340675354,0.23211604356765747,0.23916715383529663
touchdown,0.1383858025074005,0.0646008551120758,0.23810836672782898,0.1660659909248352,0.1805710643529892,0.4798973500728607,0.16773782670497894,0.3248266577720642,0.14772959053516388,0.1805710643529892,0.3819936513900757,0.12741123139858246
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.35288307070732117,0.5934505462646484,0.2612393796443939,0.267557293176651,0.3198223114013672,0.5591574311256409,0.5934505462646484,0.2581658959388733,0.4130953550338745
