,in,what,magazine,did,tesla,talk,about,reflecting,electricity,off,of,submarine,'s,hulls,?
of,0.5696388483047485,0.33290785551071167,0.16736742854118347,0.2513895630836487,0.18837453424930573,0.15524029731750488,0.40939709544181824,0.33538100123405457,0.22897469997406006,0.20023372769355774,1.0,0.17833749949932098,-0.03817026689648628,0.2868465483188629,0.1826142966747284
an,0.2605783939361572,0.2821882665157318,0.16344915330410004,0.22598257660865784,0.13714656233787537,0.22773033380508423,0.2700941264629364,0.1728631854057312,0.1728379726409912,0.1842866688966751,0.32280945777893066,0.1926296055316925,0.025255560874938965,0.16311345994472504,0.19793890416622162
``,0.04765888676047325,0.008517155423760414,-0.037552610039711,-0.029888948425650597,0.04274534806609154,0.07602991163730621,0.008102871477603912,-0.10197482258081436,-0.06919186562299728,-0.0002830227604135871,0.06780257821083069,-0.0547792948782444,-0.03416389226913452,0.09739526361227036,0.0685480609536171
electric,0.19779469072818756,0.15451551973819733,0.11752014607191086,0.12459144741296768,0.3824412524700165,0.12388113141059875,0.11895308643579483,0.20081287622451782,0.7092110514640808,0.21570338308811188,0.17329032719135284,0.29992905259132385,-0.0115516884252429,0.2698499262332916,0.15674720704555511
ray,0.18432968854904175,0.16643990576267242,0.1804773509502411,0.16306012868881226,0.17506682872772217,0.13412655889987946,0.09763652831315994,0.23154225945472717,0.1597161740064621,0.11890527606010437,0.1744791716337204,0.12581636011600494,-0.0037406212650239468,0.2128468155860901,0.11706188321113586
'',0.07432962208986282,0.08143015950918198,-0.08468794077634811,0.01978493109345436,0.048713020980358124,0.04335198551416397,0.007750829216092825,-0.013424985110759735,0.036366336047649384,-0.050931159406900406,0.13035868108272552,-0.012743364088237286,-0.04859459400177002,-0.08196548372507095,0.018684765323996544
of,0.5696388483047485,0.33290785551071167,0.16736742854118347,0.2513895630836487,0.18837453424930573,0.15524029731750488,0.40939709544181824,0.33538100123405457,0.22897469997406006,0.20023372769355774,1.0,0.17833749949932098,-0.03817026689648628,0.2868465483188629,0.1826142966747284
``,0.04765888676047325,0.008517155423760414,-0.037552610039711,-0.029888948425650597,0.04274534806609154,0.07602991163730621,0.008102871477603912,-0.10197482258081436,-0.06919186562299728,-0.0002830227604135871,0.06780257821083069,-0.0547792948782444,-0.03416389226913452,0.09739526361227036,0.0685480609536171
tremendous,0.24422769248485565,0.27235767245292664,0.20058156549930573,0.31295615434646606,0.2347145676612854,0.22824694216251373,0.2681284546852112,0.32485926151275635,0.22475725412368774,0.21983341872692108,0.29553988575935364,0.21972256898880005,0.12760035693645477,0.26584821939468384,0.1588442176580429
frequency,0.17656390368938446,0.2807137370109558,0.1043706163764,0.13498257100582123,0.2809634506702423,0.22613637149333954,0.20316515862941742,0.3265288174152374,0.39235252141952515,0.1785336285829544,0.1939978003501892,0.15661028027534485,-0.013367456384003162,0.26294639706611633,0.17067383229732513
",",0.5201468467712402,0.3087472915649414,0.2281705141067505,0.3015086054801941,0.20599327981472015,0.29342958331108093,0.3877100944519043,0.26144957542419434,0.2550862729549408,0.26180344820022583,0.4946078956127167,0.1876111775636673,-0.0016132977325469255,0.24112506210803986,0.31091248989105225
'',0.07432962208986282,0.08143015950918198,-0.08468794077634811,0.01978493109345436,0.048713020980358124,0.04335198551416397,0.007750829216092825,-0.013424985110759735,0.036366336047649384,-0.050931159406900406,0.13035868108272552,-0.012743364088237286,-0.04859459400177002,-0.08196548372507095,0.018684765323996544
with,0.4080928862094879,0.2464839518070221,0.13328766822814941,0.25472134351730347,0.16424812376499176,0.25709018111228943,0.3347385823726654,0.2917054295539856,0.21751242876052856,0.21378347277641296,0.41827285289764404,0.16923080384731293,-0.04624466598033905,0.28960806131362915,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.19931171834468842,0.34736719727516174,0.1324402391910553,0.2565208673477173,0.37995871901512146,0.34034740924835205,0.274786114692688,0.2773582935333252,0.733189046382904,0.2477266490459442,-0.01540423184633255,0.2960450053215027,0.22068053483963013
signal,0.1609458029270172,0.22636008262634277,0.10772538185119629,0.11440569162368774,0.2717656195163727,0.20192870497703552,0.1084587424993515,0.2941991686820984,0.3459392488002777,0.21050851047039032,0.19249287247657776,0.2238779067993164,0.08272901922464371,0.21326284110546112,0.1212705597281456
being,0.33162933588027954,0.3760843276977539,0.1902141273021698,0.27905046939849854,0.13586261868476868,0.28197962045669556,0.276187002658844,0.2785854935646057,0.19262570142745972,0.2535844147205353,0.34885138273239136,0.1523866206407547,-0.055871423333883286,0.24660807847976685,0.26743772625923157
viewed,0.194101944565773,0.2938295900821686,0.16384698450565338,0.190229594707489,0.14104194939136505,0.2142796814441681,0.2566525936126709,0.31690719723701477,0.19729198515415192,0.1054731011390686,0.27454227209091187,0.16794730722904205,-0.004221256822347641,0.17511895298957825,0.19983090460300446
on,0.46853652596473694,0.34226128458976746,0.2296493798494339,0.2670976221561432,0.16159376502037048,0.2979150712490082,0.322975218296051,0.26881149411201477,0.1812443733215332,0.46575701236724854,0.3966929316520691,0.22138665616512299,0.0026888418942689896,0.1726401001214981,0.2714994251728058
a,0.539380669593811,0.3320399522781372,0.20126637816429138,0.2552328109741211,0.2211925983428955,0.23299653828144073,0.34171196818351746,0.3008861243724823,0.24459154903888702,0.2788178026676178,0.5052502155303955,0.21329434216022491,0.04866964742541313,0.24177077412605286,0.23916715383529663
fluorescent,0.17901626229286194,0.2211553156375885,0.13905493915081024,0.15423022210597992,0.33069953322410583,0.20610935986042023,0.1403001844882965,0.29242050647735596,0.5116094350814819,0.1947493553161621,0.2180572897195816,0.2846061885356903,-0.020455248653888702,0.31547191739082336,0.18621282279491425
screen,0.14476974308490753,0.2579151391983032,0.19777457416057587,0.1975366324186325,0.2277974784374237,0.2583059072494507,0.15675577521324158,0.2556573748588562,0.21740403771400452,0.18058735132217407,0.1909627914428711,0.17766296863555908,0.06398431211709976,0.18108214437961578,0.1954205334186554
(,0.3087427020072937,0.2411840260028839,0.16999968886375427,0.18979617953300476,0.2156914919614792,0.39688804745674133,0.27495184540748596,0.15878157317638397,0.1889658272266388,0.15256637334823608,0.35032153129577637,0.13888849318027496,0.0012731997994706035,0.15990832448005676,0.40561532974243164
a,0.539380669593811,0.3320399522781372,0.20126637816429138,0.2552328109741211,0.2211925983428955,0.23299653828144073,0.34171196818351746,0.3008861243724823,0.24459154903888702,0.2788178026676178,0.5052502155303955,0.21329434216022491,0.04866964742541313,0.24177077412605286,0.23916715383529663
system,0.21978288888931274,0.23557309806346893,0.07078167796134949,0.1967303454875946,0.18243813514709473,0.17946402728557587,0.2074505239725113,0.14561249315738678,0.286192923784256,0.14044292271137238,0.25597915053367615,0.1613662987947464,0.04329425096511841,0.15611086785793304,0.15556083619594574
that,0.435920387506485,0.6297725439071655,0.24136295914649963,0.47518548369407654,0.22102725505828857,0.3631998598575592,0.4500710964202881,0.3174634277820587,0.28066468238830566,0.26251673698425293,0.41498205065727234,0.19361482560634613,0.04397977516055107,0.23801152408123016,0.32716336846351624
has,0.4173259735107422,0.20338068902492523,0.18440072238445282,0.2124989777803421,0.14853088557720184,0.23125335574150085,0.35519757866859436,0.2172844111919403,0.19522128999233246,0.19122514128684998,0.3909035325050354,0.12405716627836227,-0.040683966130018234,0.23504738509655,0.15994466841220856
been,0.3515113592147827,0.2567804455757141,0.19414737820625305,0.2835664749145508,0.049614984542131424,0.27572378516197205,0.2887439727783203,0.17341265082359314,0.15614505112171173,0.1810925304889679,0.31685134768486023,0.15720494091510773,-0.10734795778989792,0.21495594084262848,0.24354910850524902
noted,0.2277849018573761,0.16981294751167297,0.20273597538471222,0.2848167419433594,0.12294332683086395,0.18522639572620392,0.2147449105978012,0.2682316303253174,0.11464128643274307,0.12416514754295349,0.23399871587753296,0.10216206312179565,-0.024553362280130386,0.20017345249652863,0.13014346361160278
to,0.45010748505592346,0.455847829580307,0.15560579299926758,0.4452643394470215,0.17548894882202148,0.30511119961738586,0.391953706741333,0.21018914878368378,0.31636500358581543,0.3533020317554474,0.41548454761505127,0.17721128463745117,0.03782717138528824,0.22808080911636353,0.29463258385658264
have,0.36843645572662354,0.39808809757232666,0.1487240195274353,0.3783526122570038,0.12181562930345535,0.3455966114997864,0.3940475583076477,0.277776300907135,0.23788362741470337,0.2652609646320343,0.3802283704280853,0.16719062626361847,-0.02807004563510418,0.31056147813796997,0.32991164922714233
a,0.539380669593811,0.3320399522781372,0.20126637816429138,0.2552328109741211,0.2211925983428955,0.23299653828144073,0.34171196818351746,0.3008861243724823,0.24459154903888702,0.2788178026676178,0.5052502155303955,0.21329434216022491,0.04866964742541313,0.24177077412605286,0.23916715383529663
superficial,0.20175562798976898,0.2696168124675751,0.09824856370687485,0.2270701676607132,0.17572177946567535,0.21251815557479858,0.2414434850215912,0.2977997958660126,0.1723363697528839,0.17280730605125427,0.2357194870710373,0.1988506317138672,0.027131501585245132,0.2920818328857422,0.20745660364627838
resemblance,0.17974066734313965,0.26617148518562317,0.1575925201177597,0.19954413175582886,0.15547776222229004,0.20262789726257324,0.2838720381259918,0.3218543827533722,0.1744328737258911,0.16135498881340027,0.2490781843662262,0.15574444830417633,0.05744849890470505,0.34459584951400757,0.1501987725496292
to,0.45010748505592346,0.455847829580307,0.15560579299926758,0.4452643394470215,0.17548894882202148,0.30511119961738586,0.391953706741333,0.21018914878368378,0.31636500358581543,0.3533020317554474,0.41548454761505127,0.17721128463745117,0.03782717138528824,0.22808080911636353,0.29463258385658264
modern,0.29808807373046875,0.2655639946460724,0.15208551287651062,0.21376098692417145,0.2237553745508194,0.16025103628635406,0.16274748742580414,0.14425873756408691,0.20502547919750214,0.1178903877735138,0.3482828736305237,0.15425625443458557,0.03816800191998482,0.19879281520843506,0.12475407868623734
radar,0.1639886498451233,0.24405017495155334,0.15956862270832062,0.21698099374771118,0.2769342064857483,0.19116538763046265,0.16698579490184784,0.31513941287994385,0.30401191115379333,0.19415384531021118,0.13733313977718353,0.3584621548652649,0.10164838284254074,0.3050580322742462,0.09615589678287506
),0.3326910734176636,0.26259949803352356,0.16483642160892487,0.18584993481636047,0.22692398726940155,0.407153844833374,0.2775460183620453,0.1512901484966278,0.18428006768226624,0.17601662874221802,0.3680361211299896,0.14554479718208313,0.021107977256178856,0.15096771717071533,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.1843809336423874,0.35288307070732117,0.17949827015399933,0.2742018699645996,0.42038556933403015,0.2733246982097626,0.24271675944328308,0.2869674861431122,0.5352458953857422,0.23398487269878387,-0.003708066651597619,0.25585412979125977,0.4130953550338745
