,what,did,the,government,and,civil,society,organisations,start,after,the,riots,?
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.27344048023223877,0.6633074283599854,0.24795588850975037,0.20629194378852844,0.22184783220291138,0.2934366464614868,0.38860568404197693,0.4933079481124878,0.28226491808891296,0.31091248989105225
said,0.3951668441295624,0.5119821429252625,0.3024602234363556,0.28859594464302063,0.2940692901611328,0.18422499299049377,0.18242183327674866,0.19463449716567993,0.21534976363182068,0.2977093756198883,0.3024602234363556,0.16502295434474945,0.28991883993148804
agnes,0.13971558213233948,0.12611940503120422,0.19494067132472992,0.1417446732521057,0.22955819964408875,0.21273314952850342,0.14574478566646576,0.09583532810211182,0.13534046709537506,0.14664576947689056,0.19494067132472992,0.17809292674064636,0.17039145529270172
r.,0.0634177029132843,0.18206633627414703,0.007481080945581198,-0.02165159396827221,0.08473791182041168,-0.0014211798552423716,-0.030569911003112793,0.0035287877544760704,0.12861058115959167,0.1472981572151184,0.007481080945581198,0.09094580262899399,0.10428094118833542
m.,-0.032949499785900116,0.06599114090204239,0.11779511719942093,0.15962783992290497,0.08110412955284119,0.173540398478508,-0.015802551060914993,-0.014663055539131165,0.019656727090477943,0.2014293521642685,0.11779511719942093,0.14132846891880035,-0.0002856669598259032
aboum,0.2362554669380188,0.1812640279531479,0.27199897170066833,0.3946828544139862,0.30978870391845703,0.2949000895023346,0.18024906516075134,0.24863779544830322,0.18356631696224213,0.29693669080734253,0.27199897170066833,0.2782577574253082,0.17884528636932373
–,0.13008765876293182,0.2259434312582016,0.2607575058937073,0.1700754165649414,0.3279274106025696,0.18532215058803558,0.15842203795909882,0.10365268588066101,0.18090571463108063,0.27810728549957275,0.2607575058937073,0.19986332952976227,0.2714554965496063
executive,0.13765592873096466,0.1714463233947754,0.2402946650981903,0.36465027928352356,0.25701579451560974,0.19938580691814423,0.18239791691303253,0.3008076846599579,0.1705593317747116,0.14744512736797333,0.2402946650981903,0.1312953382730484,0.12134998291730881
director,0.12868234515190125,0.18875832855701447,0.19949141144752502,0.16276149451732635,0.28465452790260315,0.2079389989376068,0.19693978130817413,0.1908608376979828,0.13098184764385223,0.1415211260318756,0.19949141144752502,0.139739528298378,0.09360282123088837
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.3475167155265808,0.5116966962814331,0.24698495864868164,0.23646748065948486,0.2672553062438965,0.23166994750499725,0.3867455720901489,0.733189046382904,0.18714481592178345,0.1826142966747284
taabco,0.2880135774612427,0.20974363386631012,0.3297901153564453,0.3535507917404175,0.3431527018547058,0.2771703898906708,0.19681479036808014,0.2622111439704895,0.24199217557907104,0.27267682552337646,0.3297901153564453,0.21604804694652557,0.38161754608154297
research,0.237140491604805,0.2046227902173996,0.24391183257102966,0.20084817707538605,0.27611881494522095,0.1146240085363388,0.25988250970840454,0.2993754744529724,0.20311249792575836,0.1559707522392273,0.24391183257102966,0.04954402521252632,0.13481977581977844
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2859337627887726,1.0,0.25259146094322205,0.24110737442970276,0.3168276846408844,0.2890162169933319,0.3765919506549835,0.5171257257461548,0.17274077236652374,0.20544172823429108
development,0.19014155864715576,0.16852836310863495,0.3362044394016266,0.229208305478096,0.26069340109825134,0.21115654706954956,0.27142804861068726,0.3515050709247589,0.24220651388168335,0.12098006904125214,0.3362044394016266,0.16609369218349457,0.1211358830332756
consultants,0.190655916929245,0.19789963960647583,0.22386763989925385,0.3144749104976654,0.32657167315483093,0.2563764154911041,0.2833293378353119,0.4070834219455719,0.14571262896060944,0.11646462231874466,0.22386763989925385,0.15975233912467957,0.13330747187137604
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.3066793978214264,0.4954058527946472,0.26466667652130127,0.21229879558086395,0.2615109384059906,0.29979339241981506,0.44050168991088867,0.6662389636039734,0.2871037423610687,0.20430970191955566
nairobi,0.11782442778348923,0.1278911978006363,0.19357922673225403,0.21885058283805847,0.21117669343948364,0.1531316339969635,0.15573808550834656,0.27260321378707886,0.12635144591331482,0.23954808712005615,0.19357922673225403,0.3054564595222473,0.10651574283838272
–,0.13008765876293182,0.2259434312582016,0.2607575058937073,0.1700754165649414,0.3279274106025696,0.18532215058803558,0.15842203795909882,0.10365268588066101,0.18090571463108063,0.27810728549957275,0.2607575058937073,0.19986332952976227,0.2714554965496063
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.3066793978214264,0.4954058527946472,0.26466667652130127,0.21229879558086395,0.2615109384059906,0.29979339241981506,0.44050168991088867,0.6662389636039734,0.2871037423610687,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.31798112392425537,0.5171257257461548,0.2477465271949768,0.2789285480976105,0.30271175503730774,0.3656389117240906,0.4565047025680542,1.0,0.1932310312986374,0.22068053483963013
magazine,0.16423653066158295,0.14056919515132904,0.19931171834468842,0.1442181020975113,0.15210320055484772,0.08264300227165222,0.24722705781459808,0.2686389982700348,0.11338724941015244,0.13057193160057068,0.19931171834468842,0.11396315693855286,0.15570664405822754
d+c,0.2145666480064392,0.12758219242095947,0.22598615288734436,0.1267509162425995,0.2775940001010895,0.2660483717918396,0.0801405981183052,0.2028537541627884,0.25418034195899963,0.18632057309150696,0.22598615288734436,0.19538691639900208,0.3722619116306305
development,0.19014155864715576,0.16852836310863495,0.3362044394016266,0.229208305478096,0.26069340109825134,0.21115654706954956,0.27142804861068726,0.3515050709247589,0.24220651388168335,0.12098006904125214,0.3362044394016266,0.16609369218349457,0.1211358830332756
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2859337627887726,1.0,0.25259146094322205,0.24110737442970276,0.3168276846408844,0.2890162169933319,0.3765919506549835,0.5171257257461548,0.17274077236652374,0.20544172823429108
cooperation,0.2602059841156006,0.24653171002864838,0.33152657747268677,0.404562771320343,0.33230045437812805,0.2891919016838074,0.25338873267173767,0.537488579750061,0.26241350173950195,0.20199266076087952,0.33152657747268677,0.19540274143218994,0.19483380019664764
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2521961033344269,0.588965117931366,0.2541380822658539,0.18022798001766205,0.23908865451812744,0.3501981496810913,0.35870397090911865,0.5934505462646484,0.19573870301246643,0.4130953550338745
