,since,luther,believed,that,the,turks,were,sent,by,god,",",what,was,their,purpose,?
god,0.1637657731771469,0.2238161414861679,0.36235082149505615,0.30817699432373047,0.24689088761806488,0.17340610921382904,0.1674642413854599,0.1635074019432068,0.15825335681438446,1.0,0.24755379557609558,0.3127830922603607,0.20121176540851593,0.1854296624660492,0.22828425467014313,0.23396754264831543
",",0.3991432189941406,0.23255878686904907,0.2386300414800644,0.4137537479400635,0.4933079481124878,0.23273320496082306,0.36755475401878357,0.2487054318189621,0.3680937886238098,0.24755379557609558,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3045167922973633,0.21281862258911133,0.31091248989105225
as,0.36245352029800415,0.20242992043495178,0.21480624377727509,0.4735107421875,0.48381632566452026,0.15202166140079498,0.3025437891483307,0.22528579831123352,0.3815547823905945,0.20248441398143768,0.48816442489624023,0.31749409437179565,0.3677520453929901,0.29218852519989014,0.3096271753311157,0.27043893933296204
agents,0.12905821204185486,0.12370306998491287,0.24313002824783325,0.2341770976781845,0.1752651333808899,0.20710274577140808,0.2641098201274872,0.240256667137146,0.35109665989875793,0.07521917670965195,0.24454401433467865,0.15588855743408203,0.1834062784910202,0.2572793662548065,0.17785772681236267,0.1518401801586151
of,0.35513219237327576,0.1719115972518921,0.2945859134197235,0.41498205065727234,0.733189046382904,0.235667884349823,0.34038281440734863,0.28923630714416504,0.3646814823150635,0.2159487009048462,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.4329940676689148,0.23855330049991608,0.1826142966747284
the,0.4054957628250122,0.1759674996137619,0.324635773897171,0.5473989248275757,1.0,0.25820091366767883,0.3906462490558624,0.3010627329349518,0.4408751428127289,0.24689088761806488,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.516537070274353,0.3061215281486511,0.22068053483963013
biblical,0.09478900581598282,0.31112417578697205,0.19692303240299225,0.26058128476142883,0.20867225527763367,0.1967051774263382,0.20819756388664246,0.12814219295978546,0.20696145296096802,0.3979398310184479,0.20474766194820404,0.28585752844810486,0.19986242055892944,0.1299574226140976,0.20641016960144043,0.1909967064857483
apocalypse,0.13144126534461975,0.29442736506462097,0.264865905046463,0.2315501719713211,0.3059094250202179,0.17080312967300415,0.15960603952407837,0.1762140393257141,0.21939711272716522,0.3093568980693817,0.23481988906860352,0.19671958684921265,0.20574891567230225,0.15836702287197113,0.12170196324586868,0.21990230679512024
that,0.3873181641101837,0.21746599674224854,0.4644409120082855,1.0,0.5473989248275757,0.17650504410266876,0.35517072677612305,0.2519396245479584,0.37496164441108704,0.30817699432373047,0.4137537479400635,0.6297725439071655,0.33670201897621155,0.4266771972179413,0.3622583746910095,0.32716336846351624
would,0.3438071310520172,0.14161886274814606,0.41325250267982483,0.5895259380340576,0.4133751392364502,0.14677590131759644,0.37426912784576416,0.3508051037788391,0.28394925594329834,0.23906295001506805,0.32586824893951416,0.45766422152519226,0.41663143038749695,0.4112042188644409,0.35864824056625366,0.37178951501846313
destroy,0.20237909257411957,0.16106201708316803,0.31183287501335144,0.3336958885192871,0.29802682995796204,0.2160390168428421,0.21700316667556763,0.3154793977737427,0.18557852506637573,0.25993844866752625,0.2371576875448227,0.24247540533542633,0.17914701998233795,0.27250880002975464,0.32218360900878906,0.1295877993106842
the,0.4054957628250122,0.1759674996137619,0.324635773897171,0.5473989248275757,1.0,0.25820091366767883,0.3906462490558624,0.3010627329349518,0.4408751428127289,0.24689088761806488,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.516537070274353,0.3061215281486511,0.22068053483963013
antichrist,0.17506751418113708,0.3074256479740143,0.313311368227005,0.2828669548034668,0.27070361375808716,0.18584424257278442,0.15969546139240265,0.19895020127296448,0.2444254606962204,0.4525528848171234,0.26282650232315063,0.2440682202577591,0.2993883788585663,0.23121881484985352,0.2110254019498825,0.19611422717571259
",",0.3991432189941406,0.23255878686904907,0.2386300414800644,0.4137537479400635,0.4933079481124878,0.23273320496082306,0.36755475401878357,0.2487054318189621,0.3680937886238098,0.24755379557609558,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3045167922973633,0.21281862258911133,0.31091248989105225
whom,0.2562797963619232,0.11776672303676605,0.28330427408218384,0.3278515338897705,0.23752936720848083,0.22936151921749115,0.27088287472724915,0.21987269818782806,0.28481900691986084,0.26549845933914185,0.25587570667266846,0.27163395285606384,0.2438793033361435,0.28026002645492554,0.18893328309059143,0.222135990858078
luther,0.11990752816200256,1.0,0.19700083136558533,0.21746599674224854,0.1759674996137619,0.17542731761932373,0.18652333319187164,0.16650304198265076,0.15382802486419678,0.2238161414861679,0.23255878686904907,0.2134782373905182,0.19185513257980347,0.1988239735364914,0.11314626783132553,0.1732746809720993
believed,0.24582213163375854,0.19700083136558533,1.0,0.4644409120082855,0.324635773897171,0.1220751628279686,0.35804519057273865,0.26981788873672485,0.3129139244556427,0.36235082149505615,0.2386300414800644,0.32626157999038696,0.3758357763290405,0.30500349402427673,0.17702223360538483,0.17606885731220245
to,0.3733763098716736,0.18029534816741943,0.35322412848472595,0.5436353087425232,0.535392165184021,0.1928449124097824,0.31913647055625916,0.34694167971611023,0.33534231781959534,0.2408517301082611,0.44245919585227966,0.455847829580307,0.3636345863342285,0.44619059562683105,0.38124558329582214,0.29463258385658264
be,0.3591734766960144,0.15299063920974731,0.32833608984947205,0.6036020517349243,0.4248143136501312,0.13832855224609375,0.4064064621925354,0.1827651858329773,0.43158695101737976,0.21916557848453522,0.39254459738731384,0.3929833769798279,0.42228707671165466,0.3200586438179016,0.32208773493766785,0.3324260413646698
the,0.4054957628250122,0.1759674996137619,0.324635773897171,0.5473989248275757,1.0,0.25820091366767883,0.3906462490558624,0.3010627329349518,0.4408751428127289,0.24689088761806488,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.516537070274353,0.3061215281486511,0.22068053483963013
papacy,0.2228032648563385,0.2991804778575897,0.1836586445569992,0.19550089538097382,0.2202257215976715,0.36237069964408875,0.1880612075328827,0.15251757204532623,0.1630348414182663,0.20906266570091248,0.1488802284002304,0.13845030963420868,0.2179301381111145,0.2336035668849945,0.16628484427928925,0.18605810403823853
",",0.3991432189941406,0.23255878686904907,0.2386300414800644,0.4137537479400635,0.4933079481124878,0.23273320496082306,0.36755475401878357,0.2487054318189621,0.3680937886238098,0.24755379557609558,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.3045167922973633,0.21281862258911133,0.31091248989105225
and,0.3515571057796478,0.20796556770801544,0.280531644821167,0.4731321930885315,0.5171257257461548,0.26278018951416016,0.42175528407096863,0.32548439502716064,0.4289871156215668,0.23257656395435333,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.45114588737487793,0.2336888313293457,0.20544172823429108
the,0.4054957628250122,0.1759674996137619,0.324635773897171,0.5473989248275757,1.0,0.25820091366767883,0.3906462490558624,0.3010627329349518,0.4408751428127289,0.24689088761806488,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.516537070274353,0.3061215281486511,0.22068053483963013
roman,0.1791597455739975,0.19715401530265808,0.16456732153892517,0.20374512672424316,0.2862859070301056,0.2969825267791748,0.20911568403244019,0.16791673004627228,0.169524148106575,0.26385393738746643,0.26863154768943787,0.17852471768856049,0.23496849834918976,0.1659751683473587,0.1303737312555313,0.1663191318511963
church,0.22361385822296143,0.379041463136673,0.23098911345005035,0.18300943076610565,0.23846197128295898,0.20172478258609772,0.21372953057289124,0.15493875741958618,0.135782390832901,0.3016095757484436,0.2707274258136749,0.1944202184677124,0.24960921704769135,0.17209430038928986,0.15238554775714874,0.18081501126289368
.,0.431787371635437,0.24907569587230682,0.26106974482536316,0.4460422694683075,0.5934505462646484,0.2705569565296173,0.3378238379955292,0.27534595131874084,0.3936232924461365,0.2337683141231537,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.34427863359451294,0.22145536541938782,0.4130953550338745
