,what,type,of,commutative,ring,does,the,lasker–noether,theorem,express,every,ideal,as,an,intersection,of,primary,ideals,in,?
2,-0.049862053245306015,-0.05958043411374092,-0.013777675107121468,0.04303383082151413,-0.01712028682231903,-0.06106966361403465,-0.019434669986367226,-0.058884602040052414,-0.008989349938929081,0.01816272735595703,-0.03784062713384628,-0.01138356700539589,-0.038299113512039185,-0.001586342230439186,0.010060909204185009,-0.013777675107121468,-0.09225296974182129,-0.09055114537477493,0.01447046548128128,0.001977203879505396
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.1994064301252365,0.17909680306911469,0.2575884759426117,0.3456730246543884,0.27573302388191223,0.16883030533790588,0.15717096626758575,0.18115901947021484,0.16477736830711365,0.32161882519721985,0.2873353958129883,0.2148376703262329,0.3680361211299896,0.19666743278503418,0.14674639701843262,0.3326910734176636,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23422667384147644,0.19084720313549042,0.28617382049560547,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.22139392793178558,0.25988471508026123,0.18452070653438568,0.48816442489624023,0.3581022024154663,0.2779577374458313,0.4946078956127167,0.2565748989582062,0.19077056646347046,0.5201468467712402,0.31091248989105225
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.22093281149864197,0.1739046573638916,0.2728188931941986,0.33289089798927307,0.2513144016265869,0.16467396914958954,0.1587621420621872,0.17220409214496613,0.14840134978294373,0.32029855251312256,0.286407470703125,0.21200600266456604,0.35032153129577637,0.21913397312164307,0.1211702823638916,0.3087427020072937,0.40561532974243164
3,0.04473085701465607,0.11882641911506653,0.046857766807079315,0.06053059920668602,-0.012375145219266415,0.09254035353660583,0.06283142417669296,0.05411401763558388,-0.046107083559036255,0.019294148311018944,0.06820331513881683,0.06905103474855423,0.09568799287080765,0.04981160908937454,0.01877487264573574,0.046857766807079315,0.0864311158657074,0.11841561645269394,0.06326868385076523,0.005975271109491587
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.1994064301252365,0.17909680306911469,0.2575884759426117,0.3456730246543884,0.27573302388191223,0.16883030533790588,0.15717096626758575,0.18115901947021484,0.16477736830711365,0.32161882519721985,0.2873353958129883,0.2148376703262329,0.3680361211299896,0.19666743278503418,0.14674639701843262,0.3326910734176636,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23422667384147644,0.19084720313549042,0.28617382049560547,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.22139392793178558,0.25988471508026123,0.18452070653438568,0.48816442489624023,0.3581022024154663,0.2779577374458313,0.4946078956127167,0.2565748989582062,0.19077056646347046,0.5201468467712402,0.31091248989105225
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.22093281149864197,0.1739046573638916,0.2728188931941986,0.33289089798927307,0.2513144016265869,0.16467396914958954,0.1587621420621872,0.17220409214496613,0.14840134978294373,0.32029855251312256,0.286407470703125,0.21200600266456604,0.35032153129577637,0.21913397312164307,0.1211702823638916,0.3087427020072937,0.40561532974243164
5,0.09269922226667404,0.114640973508358,0.1043979674577713,0.08029645681381226,0.08576145023107529,0.10162957012653351,0.09255307912826538,0.05301425978541374,0.034976083785295486,0.0046759662218391895,-0.016381891444325447,0.060309119522571564,0.06577667593955994,0.16594679653644562,0.041724056005477905,0.1043979674577713,0.08389759063720703,0.027692114934325218,0.0862177163362503,0.06222071498632431
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.1994064301252365,0.17909680306911469,0.2575884759426117,0.3456730246543884,0.27573302388191223,0.16883030533790588,0.15717096626758575,0.18115901947021484,0.16477736830711365,0.32161882519721985,0.2873353958129883,0.2148376703262329,0.3680361211299896,0.19666743278503418,0.14674639701843262,0.3326910734176636,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23422667384147644,0.19084720313549042,0.28617382049560547,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.22139392793178558,0.25988471508026123,0.18452070653438568,0.48816442489624023,0.3581022024154663,0.2779577374458313,0.4946078956127167,0.2565748989582062,0.19077056646347046,0.5201468467712402,0.31091248989105225
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.22093281149864197,0.1739046573638916,0.2728188931941986,0.33289089798927307,0.2513144016265869,0.16467396914958954,0.1587621420621872,0.17220409214496613,0.14840134978294373,0.32029855251312256,0.286407470703125,0.21200600266456604,0.35032153129577637,0.21913397312164307,0.1211702823638916,0.3087427020072937,0.40561532974243164
7,-0.1699475795030594,-0.09716271609067917,-0.04983885586261749,-0.1615745574235916,-0.17633388936519623,-0.20574718713760376,-0.1142377033829689,-0.1474483609199524,-0.2102145552635193,-0.09094936400651932,-0.16062551736831665,-0.1421719491481781,-0.14058567583560944,-0.07402464002370834,-0.040417611598968506,-0.04983885586261749,-0.06185208261013031,-0.09814335405826569,-0.02604081481695175,-0.15092156827449799
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.1994064301252365,0.17909680306911469,0.2575884759426117,0.3456730246543884,0.27573302388191223,0.16883030533790588,0.15717096626758575,0.18115901947021484,0.16477736830711365,0.32161882519721985,0.2873353958129883,0.2148376703262329,0.3680361211299896,0.19666743278503418,0.14674639701843262,0.3326910734176636,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23422667384147644,0.19084720313549042,0.28617382049560547,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.22139392793178558,0.25988471508026123,0.18452070653438568,0.48816442489624023,0.3581022024154663,0.2779577374458313,0.4946078956127167,0.2565748989582062,0.19077056646347046,0.5201468467712402,0.31091248989105225
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.22093281149864197,0.1739046573638916,0.2728188931941986,0.33289089798927307,0.2513144016265869,0.16467396914958954,0.1587621420621872,0.17220409214496613,0.14840134978294373,0.32029855251312256,0.286407470703125,0.21200600266456604,0.35032153129577637,0.21913397312164307,0.1211702823638916,0.3087427020072937,0.40561532974243164
11,0.0032819851767271757,-0.05496048182249069,-0.022359032183885574,-0.10325943678617477,-0.024358225986361504,-0.004570623394101858,-0.0219515822827816,-0.020740436390042305,-0.07798589020967484,-0.03764864057302475,-0.03671896457672119,0.006749889813363552,0.057463642209768295,0.012114142999053001,-0.200400248169899,-0.022359032183885574,-0.05311014503240585,-0.004521732218563557,0.03469983860850334,-0.04295448586344719
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.1994064301252365,0.17909680306911469,0.2575884759426117,0.3456730246543884,0.27573302388191223,0.16883030533790588,0.15717096626758575,0.18115901947021484,0.16477736830711365,0.32161882519721985,0.2873353958129883,0.2148376703262329,0.3680361211299896,0.19666743278503418,0.14674639701843262,0.3326910734176636,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23422667384147644,0.19084720313549042,0.28617382049560547,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.22139392793178558,0.25988471508026123,0.18452070653438568,0.48816442489624023,0.3581022024154663,0.2779577374458313,0.4946078956127167,0.2565748989582062,0.19077056646347046,0.5201468467712402,0.31091248989105225
…,0.23293466866016388,0.11520683765411377,0.15747180581092834,0.29583054780960083,0.048878904432058334,0.22840559482574463,0.1484682410955429,0.13148701190948486,0.1785995364189148,0.20808517932891846,0.22887100279331207,0.20891034603118896,0.17182841897010803,0.04527175426483154,0.20064060389995575,0.15747180581092834,0.15106159448623657,0.21272268891334534,0.1254112869501114,0.1653919368982315
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.17799828946590424,0.2354331910610199,0.35928019881248474,1.0,0.31901615858078003,0.18430666625499725,0.19177916646003723,0.4023689329624176,0.25375595688819885,0.48381632566452026,0.4207492768764496,0.2907157242298126,0.733189046382904,0.25688621401786804,0.3200533390045166,0.6662389636039734,0.22068053483963013
fundamental,0.35305243730545044,0.13767659664154053,0.35164782404899597,0.4066765010356903,0.16159576177597046,0.292623370885849,0.3078918755054474,0.4126899540424347,0.44537562131881714,0.24007102847099304,0.23627175390720367,0.374435156583786,0.25208237767219543,0.1619514524936676,0.29004889726638794,0.35164782404899597,0.23099368810653687,0.449562132358551,0.23429831862449646,0.2011919468641281
theorem,0.27076783776283264,0.09597141295671463,0.18068012595176697,0.4405359923839569,0.212384894490242,0.19861112534999847,0.18430666625499725,0.39855122566223145,1.0,0.12040535360574722,0.19043195247650146,0.28564512729644775,0.16078700125217438,0.16890296339988708,0.3174766004085541,0.18068012595176697,0.14869655668735504,0.26174986362457275,0.12508544325828552,0.18729111552238464
of,0.33290785551071167,0.18112817406654358,1.0,0.25614190101623535,0.20323021709918976,0.3119818866252899,0.733189046382904,0.2926178276538849,0.18068012595176697,0.1764339953660965,0.3414052724838257,0.2763390839099884,0.3886612355709076,0.32280945777893066,0.25112292170524597,1.0,0.23414276540279388,0.3695777654647827,0.5696388483047485,0.1826142966747284
arithmetic,0.27624577283859253,0.17316600680351257,0.22986853122711182,0.5283863544464111,0.18873156607151031,0.22617758810520172,0.16548693180084229,0.2879295349121094,0.4907774031162262,0.20096778869628906,0.23536072671413422,0.28689688444137573,0.2138756364583969,0.24965958297252655,0.3314570486545563,0.22986853122711182,0.22589600086212158,0.2667759358882904,0.18081817030906677,0.24343055486679077
generalizes,0.25409719347953796,0.30764147639274597,0.2844357490539551,0.44125810265541077,0.21763087809085846,0.3600093722343445,0.23208647966384888,0.3024436831474304,0.41976097226142883,0.1309168040752411,0.2207796722650528,0.2662288248538971,0.21308660507202148,0.22072261571884155,0.31312283873558044,0.2844357490539551,0.20131026208400726,0.3204701840877533,0.20849350094795227,0.19894631206989288
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.21027719974517822,0.20997555553913116,0.4391997456550598,0.535392165184021,0.36356890201568604,0.14878395199775696,0.27052003145217896,0.3643300235271454,0.29955336451530457,0.42092081904411316,0.3138085603713989,0.26354384422302246,0.41548454761505127,0.27388349175453186,0.2979855537414551,0.45010748505592346,0.29463258385658264
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.17799828946590424,0.2354331910610199,0.35928019881248474,1.0,0.31901615858078003,0.18430666625499725,0.19177916646003723,0.4023689329624176,0.25375595688819885,0.48381632566452026,0.4207492768764496,0.2907157242298126,0.733189046382904,0.25688621401786804,0.3200533390045166,0.6662389636039734,0.22068053483963013
lasker–noether,0.2987256944179535,0.17326140403747559,0.2926178276538849,0.3223014175891876,0.27510347962379456,0.248172789812088,0.31901615858078003,1.0,0.39855122566223145,0.18753483891487122,0.2658034563064575,0.3079832196235657,0.28268107771873474,0.21202614903450012,0.32401159405708313,0.2926178276538849,0.21359995007514954,0.36937057971954346,0.349780797958374,0.2361035794019699
theorem,0.27076783776283264,0.09597141295671463,0.18068012595176697,0.4405359923839569,0.212384894490242,0.19861112534999847,0.18430666625499725,0.39855122566223145,1.0,0.12040535360574722,0.19043195247650146,0.28564512729644775,0.16078700125217438,0.16890296339988708,0.3174766004085541,0.18068012595176697,0.14869655668735504,0.26174986362457275,0.12508544325828552,0.18729111552238464
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23422667384147644,0.19084720313549042,0.28617382049560547,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.22139392793178558,0.25988471508026123,0.18452070653438568,0.48816442489624023,0.3581022024154663,0.2779577374458313,0.4946078956127167,0.2565748989582062,0.19077056646347046,0.5201468467712402,0.31091248989105225
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.27149274945259094,0.2805452048778534,0.39111801981925964,0.6521818041801453,0.3680706322193146,0.2076059877872467,0.20129014551639557,0.4810190498828888,0.3116999864578247,0.41006597876548767,0.3611921966075897,0.3103571832180023,0.5011631846427917,0.3064635396003723,0.27230361104011536,0.4840516746044159,0.25814583897590637
expresses,0.22992227971553802,0.12519706785678864,0.2567935585975647,0.3457918167114258,0.1713169664144516,0.27381059527397156,0.25753694772720337,0.30104318261146545,0.24714338779449463,0.7613899111747742,0.2395055592060089,0.33015677332878113,0.268286794424057,0.15559062361717224,0.23997490108013153,0.2567935585975647,0.14466612040996552,0.40103745460510254,0.20193369686603546,0.15087176859378815
every,0.30284011363983154,0.19791007041931152,0.3414052724838257,0.26289141178131104,0.17294959723949432,0.32406800985336304,0.4023689329624176,0.2658034563064575,0.19043195247650146,0.21247540414333344,1.0,0.21105581521987915,0.2483101338148117,0.2707444429397583,0.22976693511009216,0.3414052724838257,0.1474490910768509,0.20523196458816528,0.31953179836273193,0.24066033959388733
ideal,0.31059911847114563,0.13582223653793335,0.2763390839099884,0.3269824981689453,0.18958741426467896,0.24475090205669403,0.25375595688819885,0.3079832196235657,0.28564512729644775,0.22253642976284027,0.21105581521987915,1.0,0.2612890899181366,0.2175319790840149,0.2630346119403839,0.2763390839099884,0.1749991923570633,0.6696335077285767,0.23391234874725342,0.13358637690544128
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.20312683284282684,0.1902257651090622,0.214483380317688,0.6662389636039734,0.349780797958374,0.12508544325828552,0.18388308584690094,0.31953179836273193,0.23391234874725342,0.3887844979763031,0.2605783939361572,0.29671576619148254,0.5696388483047485,0.21150650084018707,0.2416277676820755,1.0,0.20430970191955566
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2847530245780945,0.2191324681043625,0.38201746344566345,0.5829201340675354,0.3456173539161682,0.2234962433576584,0.20441380143165588,0.43930745124816895,0.3391351103782654,0.39550232887268066,0.44552403688430786,0.3021872639656067,0.5052502155303955,0.23038449883460999,0.27434077858924866,0.539380669593811,0.23916715383529663
noetherian,0.19517503678798676,0.20456062257289886,0.21672382950782776,0.27884745597839355,0.14216504991054535,0.14627383649349213,0.21861286461353302,0.48973438143730164,0.2589292824268341,0.09497194737195969,0.17394158244132996,0.21390870213508606,0.27396154403686523,0.2508658170700073,0.16507470607757568,0.21672382950782776,0.2060665339231491,0.2836410105228424,0.21468275785446167,0.1523754745721817
commutative,0.2717517614364624,0.2595621645450592,0.25614190101623535,1.0,0.36749058961868286,0.28932619094848633,0.17799828946590424,0.3223014175891876,0.4405359923839569,0.21396321058273315,0.26289141178131104,0.3269824981689453,0.24184270203113556,0.2358204424381256,0.43563997745513916,0.25614190101623535,0.18167227506637573,0.27032381296157837,0.20312683284282684,0.18864132463932037
ring,0.19784773886203766,0.12507514655590057,0.20323021709918976,0.36749058961868286,0.9999999403953552,0.1262059509754181,0.2354331910610199,0.27510347962379456,0.212384894490242,0.0785585567355156,0.17294959723949432,0.18958741426467896,0.183648481965065,0.15591934323310852,0.25108984112739563,0.20323021709918976,0.11655448377132416,0.16379612684249878,0.1902257651090622,0.054174330085515976
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.24184270203113556,0.183648481965065,0.31202155351638794,0.48381632566452026,0.28268107771873474,0.16078700125217438,0.2115899920463562,0.2483101338148117,0.2612890899181366,1.0,0.37218472361564636,0.2195771336555481,0.3886612355709076,0.2169201374053955,0.2605260908603668,0.3887844979763031,0.27043893933296204
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.2358204424381256,0.15591934323310852,0.29477936029434204,0.4207492768764496,0.21202614903450012,0.16890296339988708,0.10679321736097336,0.2707444429397583,0.2175319790840149,0.37218472361564636,1.0,0.18673574924468994,0.32280945777893066,0.20419475436210632,0.20246995985507965,0.2605783939361572,0.19793890416622162
intersection,0.24022729694843292,0.1788484752178192,0.25112292170524597,0.43563997745513916,0.25108984112739563,0.21568021178245544,0.2907157242298126,0.32401159405708313,0.3174766004085541,0.23965299129486084,0.22976693511009216,0.2630346119403839,0.2195771336555481,0.18673574924468994,1.0000001192092896,0.25112292170524597,0.1913532316684723,0.20371030271053314,0.29671576619148254,0.17022714018821716
of,0.33290785551071167,0.18112817406654358,1.0,0.25614190101623535,0.20323021709918976,0.3119818866252899,0.733189046382904,0.2926178276538849,0.18068012595176697,0.1764339953660965,0.3414052724838257,0.2763390839099884,0.3886612355709076,0.32280945777893066,0.25112292170524597,1.0,0.23414276540279388,0.3695777654647827,0.5696388483047485,0.1826142966747284
primary,0.2113915979862213,0.20088249444961548,0.23414276540279388,0.18167227506637573,0.11655448377132416,0.24340936541557312,0.25688621401786804,0.21359995007514954,0.14869655668735504,0.12085597962141037,0.1474490910768509,0.1749991923570633,0.2169201374053955,0.20419475436210632,0.1913532316684723,0.23414276540279388,1.0,0.13382336497306824,0.21150650084018707,0.16286636888980865
ideals,0.28476682305336,0.11580982059240341,0.3695777654647827,0.27032381296157837,0.16379612684249878,0.21892738342285156,0.3200533390045166,0.36937057971954346,0.26174986362457275,0.24260355532169342,0.20523196458816528,0.6696335077285767,0.2605260908603668,0.20246995985507965,0.20371030271053314,0.3695777654647827,0.13382336497306824,1.0,0.2416277676820755,0.05933374539017677
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23422667384147644,0.19084720313549042,0.28617382049560547,0.4933079481124878,0.3656880259513855,0.16003508865833282,0.22139392793178558,0.25988471508026123,0.18452070653438568,0.48816442489624023,0.3581022024154663,0.2779577374458313,0.4946078956127167,0.2565748989582062,0.19077056646347046,0.5201468467712402,0.31091248989105225
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.27149274945259094,0.2805452048778534,0.39111801981925964,0.6521818041801453,0.3680706322193146,0.2076059877872467,0.20129014551639557,0.4810190498828888,0.3116999864578247,0.41006597876548767,0.3611921966075897,0.3103571832180023,0.5011631846427917,0.3064635396003723,0.27230361104011536,0.4840516746044159,0.25814583897590637
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.22659838199615479,0.15643514692783356,0.3126322329044342,0.40399202704429626,0.27274274826049805,0.16171972453594208,0.16000790894031525,0.3086106479167938,0.22620883584022522,0.3826591968536377,0.1556541919708252,0.2791420817375183,0.39081433415412903,0.24237659573554993,0.21367430686950684,0.3841303884983063,0.24591213464736938
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.17799828946590424,0.2354331910610199,0.35928019881248474,1.0,0.31901615858078003,0.18430666625499725,0.19177916646003723,0.4023689329624176,0.25375595688819885,0.48381632566452026,0.4207492768764496,0.2907157242298126,0.733189046382904,0.25688621401786804,0.3200533390045166,0.6662389636039734,0.22068053483963013
appropriate,0.29508692026138306,0.16723789274692535,0.1958872526884079,0.2599989175796509,0.037041205912828445,0.2653670907020569,0.27732113003730774,0.22642557322978973,0.1700512319803238,0.18864674866199493,0.184034526348114,0.31534692645072937,0.35442492365837097,0.23187603056430817,0.17050233483314514,0.1958872526884079,0.20162208378314972,0.25997117161750793,0.16018737852573395,0.2732597291469574
generalizations,0.2835944890975952,0.24836404621601105,0.28656595945358276,0.4520470201969147,0.17423559725284576,0.26009511947631836,0.23574824631214142,0.36568713188171387,0.4739516079425812,0.15614815056324005,0.22681522369384766,0.32894691824913025,0.25940772891044617,0.21184895932674408,0.33403757214546204,0.28656595945358276,0.19542722404003143,0.41878148913383484,0.21040886640548706,0.2686668932437897
of,0.33290785551071167,0.18112817406654358,1.0,0.25614190101623535,0.20323021709918976,0.3119818866252899,0.733189046382904,0.2926178276538849,0.18068012595176697,0.1764339953660965,0.3414052724838257,0.2763390839099884,0.3886612355709076,0.32280945777893066,0.25112292170524597,1.0,0.23414276540279388,0.3695777654647827,0.5696388483047485,0.1826142966747284
prime,0.15586113929748535,0.09346602857112885,0.23935265839099884,0.24575275182724,0.1277114599943161,0.19604897499084473,0.19960100948810577,0.17658965289592743,0.3795034885406494,0.07298903912305832,0.14591187238693237,0.09945301711559296,0.17482610046863556,0.08209051191806793,0.1822441965341568,0.23935265839099884,0.1590781956911087,0.11902778595685959,0.18097394704818726,0.11276303976774216
powers,0.24108682572841644,0.0801478698849678,0.22709226608276367,0.24245093762874603,0.17145827412605286,0.2657661437988281,0.25233519077301025,0.18550646305084229,0.18739262223243713,0.1602078229188919,0.1892436444759369,0.1879371851682663,0.28767555952072144,0.17228426039218903,0.09859951585531235,0.22709226608276367,0.10527720302343369,0.2662367522716522,0.16362762451171875,0.17269276082515717
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.21777129173278809,0.16478390991687775,0.3022993505001068,0.5934505462646484,0.369107723236084,0.19165870547294617,0.21891744434833527,0.3150964379310608,0.19029678404331207,0.515582263469696,0.3581749200820923,0.2976786494255066,0.5352458953857422,0.22422198951244354,0.19083291292190552,0.5591574311256409,0.4130953550338745
