,the,sunday,service,of,the,methodists,in,north,america,was,a,revised,version,of,what,book,?
england,0.28280043601989746,0.2086161971092224,0.2246553599834442,0.24624483287334442,0.28280043601989746,0.31331464648246765,0.33311840891838074,0.27755725383758545,0.30766502022743225,0.2656741440296173,0.2410653531551361,0.12971684336662292,0.13674919307231903,0.24624483287334442,0.21399550139904022,0.16464124619960785,0.13436897099018097
",",0.4933079481124878,0.3039189875125885,0.2389259785413742,0.4946078956127167,0.4933079481124878,0.2727557420730591,0.5201468467712402,0.31834840774536133,0.253568559885025,0.45456063747406006,0.427140474319458,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.3087472915649414,0.23644568026065826,0.31091248989105225
john,0.2230520099401474,0.17189240455627441,0.22261737287044525,0.2407056987285614,0.2230520099401474,0.2546778619289398,0.22177861630916595,0.19410227239131927,0.22025291621685028,0.2875721752643585,0.20638683438301086,0.11666999012231827,0.10081862658262253,0.2407056987285614,0.18237407505512238,0.19024766981601715,0.13162356615066528
wesley,0.1425647884607315,0.1766229271888733,0.18218354880809784,0.18802838027477264,0.1425647884607315,0.41978904604911804,0.14970102906227112,0.19317366182804108,0.1133975014090538,0.244222953915596,0.21911776065826416,0.18388257920742035,0.13843247294425964,0.18802838027477264,0.15380223095417023,0.18899546563625336,0.1662333607673645
himself,0.24642214179039001,0.13297533988952637,0.1638985574245453,0.17862990498542786,0.24642214179039001,0.18576166033744812,0.1521509736776352,0.08016206324100494,0.10329300910234451,0.34733298420906067,0.2141161412000656,0.19547700881958008,0.1783699244260788,0.17862990498542786,0.2431095689535141,0.24840310215950012,0.10407622903585434
provided,0.304488867521286,0.15834471583366394,0.3661322295665741,0.272808313369751,0.304488867521286,0.15261507034301758,0.19033823907375336,0.15310339629650116,0.1854730248451233,0.2404836267232895,0.20476344227790833,0.25602099299430847,0.25380417704582214,0.272808313369751,0.2206064909696579,0.23038284480571747,0.16893617808818817
a,0.5829201340675354,0.20919300615787506,0.23104366660118103,0.5052502155303955,0.5829201340675354,0.23617979884147644,0.539380669593811,0.25008413195610046,0.22012436389923096,0.4508470594882965,1.0,0.16654495894908905,0.27132871747016907,0.5052502155303955,0.3320399522781372,0.19186489284038544,0.23916715383529663
revised,0.2513941526412964,0.11560247093439102,0.14786522090435028,0.2270628809928894,0.2513941526412964,0.21522365510463715,0.19535814225673676,0.10927785933017731,0.15376989543437958,0.25717079639434814,0.16654495894908905,0.9999999403953552,0.4659338593482971,0.2270628809928894,0.15843524038791656,0.3037591874599457,0.1835426688194275
version,0.27268242835998535,0.18777234852313995,0.1770605593919754,0.14166875183582306,0.27268242835998535,0.1350763440132141,0.19599339365959167,0.11561998724937439,0.17900756001472473,0.297456830739975,0.27132871747016907,0.4659338593482971,1.0000001192092896,0.14166875183582306,0.20755547285079956,0.24840247631072998,0.2573966085910797
of,0.733189046382904,0.13926826417446136,0.18425606191158295,1.0,0.733189046382904,0.3035426437854767,0.5696388483047485,0.3604778051376343,0.28803038597106934,0.4069072902202606,0.5052502155303955,0.2270628809928894,0.14166875183582306,1.0,0.33290785551071167,0.22602593898773193,0.1826142966747284
the,1.0,0.21692955493927002,0.22661015391349792,0.733189046382904,1.0,0.25832629203796387,0.6662389636039734,0.36298373341560364,0.37090015411376953,0.48711544275283813,0.5829201340675354,0.2513941526412964,0.27268242835998535,0.733189046382904,0.42745697498321533,0.2652374505996704,0.22068053483963013
book,0.2652374505996704,0.20067410171031952,0.2236805558204651,0.22602593898773193,0.2652374505996704,0.16192014515399933,0.2527170181274414,0.12667620182037354,0.20473574101924896,0.24848085641860962,0.19186489284038544,0.3037591874599457,0.24840247631072998,0.22602593898773193,0.2872225046157837,1.0,0.20572158694267273
of,0.733189046382904,0.13926826417446136,0.18425606191158295,1.0,0.733189046382904,0.3035426437854767,0.5696388483047485,0.3604778051376343,0.28803038597106934,0.4069072902202606,0.5052502155303955,0.2270628809928894,0.14166875183582306,1.0,0.33290785551071167,0.22602593898773193,0.1826142966747284
common,0.2705984115600586,0.27020499110221863,0.11895917356014252,0.2949881851673126,0.2705984115600586,0.26041457056999207,0.23149342834949493,0.16007031500339508,0.25098279118537903,0.0880795493721962,0.29638534784317017,0.14186976850032806,0.15538983047008514,0.2949881851673126,0.19989867508411407,0.1361224204301834,0.20434872806072235
prayer,0.2471906840801239,0.34908586740493774,0.24568748474121094,0.18775463104248047,0.2471906840801239,0.355816513299942,0.1749745011329651,0.17538371682167053,0.12857285141944885,0.1432703286409378,0.20626325905323029,0.14773494005203247,0.16964641213417053,0.18775463104248047,0.1971559077501297,0.2764272689819336,0.2122897058725357
called,0.489897221326828,0.1905267834663391,0.17257089912891388,0.4222904443740845,0.489897221326828,0.26121893525123596,0.40847352147102356,0.20414142310619354,0.2626006305217743,0.33927658200263977,0.4868806302547455,0.1984095275402069,0.2088133990764618,0.4222904443740845,0.3235960602760315,0.21799540519714355,0.18963319063186646
the,1.0,0.21692955493927002,0.22661015391349792,0.733189046382904,1.0,0.25832629203796387,0.6662389636039734,0.36298373341560364,0.37090015411376953,0.48711544275283813,0.5829201340675354,0.2513941526412964,0.27268242835998535,0.733189046382904,0.42745697498321533,0.2652374505996704,0.22068053483963013
sunday,0.21692955493927002,1.0,0.24268706142902374,0.13926826417446136,0.21692955493927002,0.28262436389923096,0.20307813584804535,0.12446809560060501,0.23313388228416443,0.23012804985046387,0.20919300615787506,0.11560247093439102,0.18777234852313995,0.13926826417446136,0.2246854603290558,0.20067410171031952,0.23753786087036133
service,0.22661015391349792,0.24268706142902374,0.9999998807907104,0.18425606191158295,0.22661015391349792,0.19099533557891846,0.1740635335445404,0.1418873816728592,0.19479824602603912,0.22689001262187958,0.23104366660118103,0.14786522090435028,0.1770605593919754,0.18425606191158295,0.16857224702835083,0.2236805558204651,0.1676298975944519
of,0.733189046382904,0.13926826417446136,0.18425606191158295,1.0,0.733189046382904,0.3035426437854767,0.5696388483047485,0.3604778051376343,0.28803038597106934,0.4069072902202606,0.5052502155303955,0.2270628809928894,0.14166875183582306,1.0,0.33290785551071167,0.22602593898773193,0.1826142966747284
the,1.0,0.21692955493927002,0.22661015391349792,0.733189046382904,1.0,0.25832629203796387,0.6662389636039734,0.36298373341560364,0.37090015411376953,0.48711544275283813,0.5829201340675354,0.2513941526412964,0.27268242835998535,0.733189046382904,0.42745697498321533,0.2652374505996704,0.22068053483963013
methodists,0.25832629203796387,0.28262436389923096,0.19099533557891846,0.3035426437854767,0.25832629203796387,1.0,0.24642148613929749,0.2122488170862198,0.2618968188762665,0.226683109998703,0.23617979884147644,0.21522365510463715,0.1350763440132141,0.3035426437854767,0.2476986199617386,0.16192014515399933,0.1608453392982483
in,0.6662389636039734,0.20307813584804535,0.1740635335445404,0.5696388483047485,0.6662389636039734,0.24642148613929749,1.0,0.39050599932670593,0.3098583221435547,0.45514053106307983,0.539380669593811,0.19535814225673676,0.19599339365959167,0.5696388483047485,0.30808621644973755,0.2527170181274414,0.20430970191955566
north,0.36298373341560364,0.12446809560060501,0.1418873816728592,0.3604778051376343,0.36298373341560364,0.2122488170862198,0.39050599932670593,1.0,0.4837384521961212,0.29020047187805176,0.25008413195610046,0.10927785933017731,0.11561998724937439,0.3604778051376343,0.18673177063465118,0.12667620182037354,0.11829731613397598
america,0.37090015411376953,0.23313388228416443,0.19479824602603912,0.28803038597106934,0.37090015411376953,0.2618968188762665,0.3098583221435547,0.4837384521961212,0.9999998807907104,0.2850865423679352,0.22012436389923096,0.15376989543437958,0.17900756001472473,0.28803038597106934,0.2517423629760742,0.20473574101924896,0.19333907961845398
.,0.5934505462646484,0.24250438809394836,0.2115515172481537,0.5352458953857422,0.5934505462646484,0.2883146405220032,0.5591574311256409,0.3171539604663849,0.29180291295051575,0.40146201848983765,0.50484299659729,0.21657389402389526,0.2754054665565491,0.5352458953857422,0.3567904531955719,0.21435262262821198,0.4130953550338745
