,which,part,of,london,was,sir,paul,pindar,'s,house,",",whose,façade,now,resides,in,the,v,&,a,collection,",",located,?
of,0.5011631846427917,0.452393114566803,1.0,0.2159106284379959,0.4069072902202606,0.17569157481193542,0.14511796832084656,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.4946078956127167,0.37058958411216736,0.28033289313316345,0.29182544350624084,0.3288201689720154,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.4946078956127167,0.32520920038223267,0.1826142966747284
buildings,0.2618054151535034,0.21247144043445587,0.2829168736934662,0.21019913256168365,0.2350262999534607,0.15322774648666382,0.1539347916841507,0.14305856823921204,0.036561012268066406,0.3332183063030243,0.272444486618042,0.14769557118415833,0.41462716460227966,0.2399805337190628,0.36093106865882874,0.3479180932044983,0.25566717982292175,0.12033937126398087,0.12428570538759232,0.22776827216148376,0.27918359637260437,0.272444486618042,0.358962744474411,0.11192528158426285
",",0.3658004403114319,0.3376222252845764,0.4946078956127167,0.2571207880973816,0.45456063747406006,0.2283722162246704,0.3070785701274872,0.29386651515960693,-0.0016132977325469255,0.28236111998558044,1.0000001192092896,0.25601375102996826,0.19444413483142853,0.43216821551322937,0.31865453720092773,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,1.0000001192092896,0.2678719460964203,0.31091248989105225
for,0.44095608592033386,0.250704288482666,0.4185989499092102,0.19099627435207367,0.3863949179649353,0.14362765848636627,0.18398262560367584,0.18316136300563812,-0.07241261005401611,0.20432360470294952,0.4464869201183319,0.22978365421295166,0.1945168524980545,0.3636377453804016,0.2766670882701874,0.4322226941585541,0.4739971458911896,0.13933385908603668,0.15479104220867157,0.44038116931915283,0.22454001009464264,0.4464869201183319,0.1493360996246338,0.264628142118454
example,0.45943138003349304,0.2808217406272888,0.3570667505264282,0.1727830171585083,0.16563157737255096,0.17084866762161255,0.07642776519060135,0.0765770673751831,-0.045060764998197556,0.1831550896167755,0.3094974756240845,0.28134453296661377,0.2622382342815399,0.168996661901474,0.1457248479127884,0.30483278632164,0.3755223751068115,0.1819390058517456,0.11188039183616638,0.40234753489494324,0.21957014501094818,0.3094974756240845,0.2256155014038086,0.30374911427497864
the,0.6521818041801453,0.527681291103363,0.733189046382904,0.27034124732017517,0.48711544275283813,0.20237073302268982,0.19191958010196686,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.4933079481124878,0.38253846764564514,0.33251336216926575,0.38266420364379883,0.2959880232810974,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.4933079481124878,0.407527357339859,0.22068053483963013
two,0.4674137234687805,0.26158973574638367,0.37726253271102905,0.20085184276103973,0.27166637778282166,0.18318037688732147,0.13290098309516907,0.223310649394989,0.038143858313560486,0.19877572357654572,0.35859420895576477,0.292228102684021,0.13973082602024078,0.28353023529052734,0.19584468007087708,0.36463531851768494,0.43858039379119873,0.11187897622585297,0.16074252128601074,0.3289857804775238,0.23298397660255432,0.35859420895576477,0.20089440047740936,0.19645625352859497
top,0.3052574694156647,0.1411425620317459,0.20362378656864166,0.16371247172355652,0.1381647288799286,0.060250502079725266,0.08217491954565048,0.1797942966222763,0.04869917780160904,0.12211103737354279,0.2270241379737854,0.11849736422300339,0.2707251310348511,0.1738501787185669,0.07774688303470612,0.2235720455646515,0.31754136085510254,0.09361418336629868,0.10361330211162567,0.2422690987586975,0.16366563737392426,0.2270241379737854,0.22832660377025604,0.17265194654464722
stories,0.2257155478000641,0.1664237678050995,0.2577437460422516,0.1542540341615677,0.20611076056957245,0.1664126217365265,0.07455448806285858,0.17945913970470428,0.046974003314971924,0.20330002903938293,0.22120293974876404,0.20782363414764404,0.2394135594367981,0.14100846648216248,0.22362689673900604,0.22487233579158783,0.2397296130657196,0.08664387464523315,0.11076997220516205,0.16653454303741455,0.36068567633628845,0.22120293974876404,0.15612317621707916,0.20536305010318756
of,0.5011631846427917,0.452393114566803,1.0,0.2159106284379959,0.4069072902202606,0.17569157481193542,0.14511796832084656,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.4946078956127167,0.37058958411216736,0.28033289313316345,0.29182544350624084,0.3288201689720154,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.4946078956127167,0.32520920038223267,0.1826142966747284
the,0.6521818041801453,0.527681291103363,0.733189046382904,0.27034124732017517,0.48711544275283813,0.20237073302268982,0.19191958010196686,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.4933079481124878,0.38253846764564514,0.33251336216926575,0.38266420364379883,0.2959880232810974,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.4933079481124878,0.407527357339859,0.22068053483963013
facade,0.23278288543224335,0.22445596754550934,0.2470141500234604,0.22098205983638763,0.21921664476394653,0.16112643480300903,0.1863604635000229,0.25695639848709106,-0.06421907246112823,0.3462861478328705,0.24756982922554016,0.13397027552127838,0.7061882019042969,0.22849687933921814,0.16267924010753632,0.19210688769817352,0.27927011251449585,0.1548447161912918,0.12457218766212463,0.22025299072265625,0.2657073736190796,0.24756982922554016,0.3215651512145996,0.15170741081237793
of,0.5011631846427917,0.452393114566803,1.0,0.2159106284379959,0.4069072902202606,0.17569157481193542,0.14511796832084656,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.4946078956127167,0.37058958411216736,0.28033289313316345,0.29182544350624084,0.3288201689720154,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.4946078956127167,0.32520920038223267,0.1826142966747284
sir,0.16247086226940155,0.09545162320137024,0.17569157481193542,0.30224865674972534,0.28069576621055603,1.0000001192092896,0.2998381555080414,0.28198695182800293,-0.04094419255852699,0.16580168902873993,0.2283722162246704,0.19050723314285278,0.20690345764160156,0.19779294729232788,0.1902519315481186,0.2226593792438507,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.2283722162246704,0.16081759333610535,0.10503887385129929
paul,0.15805208683013916,0.0899803563952446,0.14511796832084656,0.2481328845024109,0.24299268424510956,0.2998381555080414,1.0000001192092896,0.17429588735103607,-0.028859924525022507,0.18373385071754456,0.3070785701274872,0.16511890292167664,0.20447249710559845,0.17371611297130585,0.15965606272220612,0.21331322193145752,0.19191958010196686,0.1338740587234497,0.17826934158802032,0.13667120039463043,0.1638609915971756,0.3070785701274872,0.13715125620365143,0.16611461341381073
pindar,0.2575061023235321,0.2246655523777008,0.22889794409275055,0.21338319778442383,0.2446940839290619,0.28198695182800293,0.17429588735103607,1.0000001192092896,0.00466166390106082,0.17454557120800018,0.29386651515960693,0.16200408339500427,0.1953703761100769,0.23584161698818207,0.19167710840702057,0.23310580849647522,0.29652535915374756,0.13772007822990417,0.09440731257200241,0.2349974364042282,0.10248863697052002,0.29386651515960693,0.31610268354415894,0.1145072728395462
's,0.03856118768453598,0.007562864106148481,-0.03817026689648628,0.03185916692018509,0.008974763564765453,-0.04094419255852699,-0.028859924525022507,0.00466166390106082,0.9999999403953552,0.0011872146278619766,-0.0016132977325469255,-0.019954677671194077,0.03154081106185913,-0.05292840301990509,-0.055715709924697876,-0.037580832839012146,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,0.003388406243175268,-0.0016132977325469255,-0.031078986823558807,-0.023395681753754616
house,0.20384521782398224,0.2062426507472992,0.285114049911499,0.24744988977909088,0.28759756684303284,0.16580168902873993,0.18373385071754456,0.17454557120800018,0.0011872146278619766,0.9999998807907104,0.28236111998558044,0.153284952044487,0.30451834201812744,0.22642196714878082,0.28530657291412354,0.20026938617229462,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.19367435574531555,0.28236111998558044,0.17092925310134888,0.13736455142498016
dated,0.215279221534729,0.11684655398130417,0.210488960146904,0.1497509628534317,0.22814461588859558,0.09633976221084595,0.21752668917179108,0.21994322538375854,-0.12385178357362747,0.04339737817645073,0.2621086835861206,0.15140806138515472,0.1446155309677124,0.19051578640937805,0.08309045433998108,0.1982845962047577,0.2046709507703781,0.06996108591556549,0.09943925589323044,0.19971038401126862,0.19724096357822418,0.2621086835861206,0.18220406770706177,0.215650275349617
c1600,-0.18236829340457916,-0.03832867369055748,0.06810420006513596,0.08353417366743088,0.16080020368099213,0.16847483813762665,0.19109764695167542,-0.05189202353358269,-0.07708153128623962,0.08951911330223083,0.078296959400177,0.03384207934141159,0.1600697785615921,-0.03843972459435463,0.04097412899136543,0.024585839360952377,-0.025487029924988747,0.09907040745019913,0.030304932966828346,-0.003950188402086496,0.067991703748703,0.078296959400177,0.0012085252674296498,0.01503952220082283
from,0.38755592703819275,0.31841611862182617,0.4249346852302551,0.2371179163455963,0.31171464920043945,0.09217385947704315,0.16599151492118835,0.14209768176078796,-0.01936490088701248,0.21994347870349884,0.39760664105415344,0.2266867458820343,0.13691401481628418,0.2788202464580536,0.29331502318382263,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.39760664105415344,0.2290649116039276,0.19969791173934937
bishopsgate,0.2720213532447815,0.2634976804256439,0.3177482783794403,0.4659721851348877,0.2670991122722626,0.22610493004322052,0.22468198835849762,0.2684153914451599,-0.020694782957434654,0.3076690137386322,0.24912706017494202,0.11938324570655823,0.3191376328468323,0.23174495995044708,0.30451250076293945,0.32421255111694336,0.3652667701244354,0.18522393703460693,0.1675855964422226,0.23852892220020294,0.1924627125263214,0.24912706017494202,0.28712838888168335,0.13439011573791504
with,0.46403205394744873,0.294111043214798,0.41827285289764404,0.17428526282310486,0.27411898970603943,0.1556212604045868,0.19302357733249664,0.1302812695503235,-0.04624466598033905,0.16397541761398315,0.4120737314224243,0.3480498492717743,0.1868540346622467,0.2213166505098343,0.19633470475673676,0.4080928862094879,0.4223487675189972,0.14314915239810944,0.20013411343097687,0.3783375024795532,0.16466663777828217,0.4120737314224243,0.12990716099739075,0.2433311939239502
elaborately,0.3673669099807739,0.12229110300540924,0.15309306979179382,0.23092184960842133,0.23857879638671875,0.2619105875492096,0.14728116989135742,0.13938415050506592,0.023589344695210457,0.1747017800807953,0.25283873081207275,0.22640632092952728,0.27080801129341125,0.2190086543560028,0.0877733826637268,0.1997935175895691,0.2229040414094925,0.13010680675506592,0.1586311310529709,0.21178388595581055,0.2647883892059326,0.25283873081207275,0.05909466743469238,0.22935348749160767
carved,0.22906288504600525,0.14479826390743256,0.2818243205547333,0.029426326975226402,0.23291368782520294,0.147613525390625,0.08165909349918365,0.264100581407547,0.02393210493028164,0.1675111949443817,0.21445119380950928,0.1982463300228119,0.4042733609676361,0.16439659893512726,0.1552906334400177,0.18479838967323303,0.26531484723091125,0.16701878607273102,0.028264131397008896,0.18474902212619781,0.20661818981170654,0.21445119380950928,0.24074552953243256,0.16049392521381378
wood,0.2310706228017807,0.13359862565994263,0.22215111553668976,0.28490644693374634,0.19174276292324066,0.17803914844989777,0.17399048805236816,0.22781431674957275,0.01059363130480051,0.1828632652759552,0.2928256094455719,0.04965153709053993,0.2128327339887619,0.1586889624595642,0.17433752119541168,0.16444914042949677,0.23035094141960144,0.10083416849374771,0.10598709434270859,0.2106132060289383,0.15115562081336975,0.2928256094455719,0.11466021090745926,0.1346656233072281
work,0.30331435799598694,0.2006094753742218,0.23473061621189117,0.2413381189107895,0.24745555222034454,0.25010618567466736,0.20286738872528076,0.07710954546928406,-0.03332063928246498,0.19581548869609833,0.3283594250679016,0.192624032497406,0.23883335292339325,0.32902517914772034,0.14882390201091766,0.2753349542617798,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,0.2884133458137512,0.3283594250679016,0.1449102908372879,0.2621155381202698
and,0.506277859210968,0.35301485657691956,0.5116966962814331,0.2868692874908447,0.3740963041782379,0.19441749155521393,0.2447807937860489,0.2478959709405899,0.06895173341035843,0.2552875876426697,0.6633074283599854,0.3339773118495941,0.22591467201709747,0.35309651494026184,0.30630970001220703,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.6633074283599854,0.24183952808380127,0.20544172823429108
leaded,0.19098536670207977,0.19328691065311432,0.30698540806770325,0.17392376065254211,0.3442123234272003,0.20073887705802917,0.1397637128829956,0.18196776509284973,0.025191042572259903,0.24058333039283752,0.24084989726543427,0.15601830184459686,0.13590948283672333,0.15903276205062866,0.18574382364749908,0.2294546514749527,0.289204478263855,0.12458490580320358,0.1694985330104828,0.2252349704504013,0.153411403298378,0.24084989726543427,0.234612375497818,0.0433068722486496
windows,0.2812843322753906,0.20191562175750732,0.1744781881570816,0.1991853266954422,0.19288912415504456,0.11413958668708801,0.14497734606266022,0.18885701894760132,-0.04066501185297966,0.23987431824207306,0.21705366671085358,0.18101710081100464,0.3289075195789337,0.1874922215938568,0.18248876929283142,0.17973342537879944,0.23561708629131317,0.09673211723566055,0.1279732882976532,0.2394280582666397,0.2096140831708908,0.21705366671085358,0.16366155445575714,0.17412035167217255
",",0.3658004403114319,0.3376222252845764,0.4946078956127167,0.2571207880973816,0.45456063747406006,0.2283722162246704,0.3070785701274872,0.29386651515960693,-0.0016132977325469255,0.28236111998558044,1.0000001192092896,0.25601375102996826,0.19444413483142853,0.43216821551322937,0.31865453720092773,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,1.0000001192092896,0.2678719460964203,0.31091248989105225
a,0.56894451379776,0.3994528353214264,0.5052502155303955,0.1934366375207901,0.4508470594882965,0.1604013890028,0.13667120039463043,0.2349974364042282,0.04866964742541313,0.26758551597595215,0.427140474319458,0.3225097060203552,0.27093344926834106,0.3046339154243469,0.20371271669864655,0.539380669593811,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.427140474319458,0.2605401277542114,0.23916715383529663
rare,0.299827516078949,0.17470486462116241,0.24919116497039795,0.13187704980373383,0.14558935165405273,0.11558723449707031,0.07780387252569199,0.10080233216285706,0.02221851982176304,0.12284872680902481,0.2636013925075531,0.13529233634471893,0.18160021305084229,0.18501360714435577,0.13164643943309784,0.20041552186012268,0.23127084970474243,0.11523620784282684,0.08065511286258698,0.25497883558273315,0.2943970263004303,0.2636013925075531,0.0750216618180275,0.14820347726345062
survivor,0.2094716727733612,0.2295634150505066,0.18859417736530304,0.14148280024528503,0.247516468167305,0.08757825940847397,0.18975716829299927,0.13267971575260162,0.00038781139301136136,0.2112734615802765,0.2574896216392517,0.16470037400722504,0.07720042020082474,0.15325745940208435,0.19080199301242828,0.23136931657791138,0.2914401888847351,0.13197104632854462,0.06117284297943115,0.21736222505569458,0.08128654211759567,0.2574896216392517,0.12413419038057327,0.14328633248806
of,0.5011631846427917,0.452393114566803,1.0,0.2159106284379959,0.4069072902202606,0.17569157481193542,0.14511796832084656,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.4946078956127167,0.37058958411216736,0.28033289313316345,0.29182544350624084,0.3288201689720154,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.4946078956127167,0.32520920038223267,0.1826142966747284
the,0.6521818041801453,0.527681291103363,0.733189046382904,0.27034124732017517,0.48711544275283813,0.20237073302268982,0.19191958010196686,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.4933079481124878,0.38253846764564514,0.33251336216926575,0.38266420364379883,0.2959880232810974,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.4933079481124878,0.407527357339859,0.22068053483963013
great,0.2356490194797516,0.23595556616783142,0.3168134391307831,0.15703324973583221,0.19652196764945984,0.18550744652748108,0.07836843281984329,0.16365620493888855,-0.014279589988291264,0.1829875409603119,0.29579275846481323,0.17979033291339874,0.18964527547359467,0.1887781023979187,0.10222123563289642,0.23348836600780487,0.2822027802467346,0.06902553886175156,0.08465798944234848,0.21836373209953308,0.1303033083677292,0.29579275846481323,0.13506066799163818,0.13135133683681488
fire,0.28463825583457947,0.10809394717216492,0.20259131491184235,0.17055894434452057,0.24801933765411377,0.1356414407491684,0.10896316915750504,0.20002944767475128,-0.033307209610939026,0.19836702942848206,0.24915234744548798,0.09412512183189392,0.1952330470085144,0.1601075977087021,0.1423250436782837,0.2514701783657074,0.2911929488182068,0.12567225098609924,0.16828197240829468,0.2617572844028473,0.09996795654296875,0.24915234744548798,0.11995954811573029,0.14396874606609344
of,0.5011631846427917,0.452393114566803,1.0,0.2159106284379959,0.4069072902202606,0.17569157481193542,0.14511796832084656,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.4946078956127167,0.37058958411216736,0.28033289313316345,0.29182544350624084,0.3288201689720154,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.4946078956127167,0.32520920038223267,0.1826142966747284
london,0.21942368149757385,0.14327259361743927,0.2159106284379959,1.0,0.3026486933231354,0.30224865674972534,0.2481328845024109,0.21338319778442383,0.03185916692018509,0.24744988977909088,0.2571207880973816,0.10032919049263,0.24991171061992645,0.20459675788879395,0.19039286673069,0.2785358726978302,0.27034124732017517,0.11866631358861923,0.223523810505867,0.1934366375207901,0.21261358261108398,0.2571207880973816,0.1484048217535019,0.11278104782104492
",",0.3658004403114319,0.3376222252845764,0.4946078956127167,0.2571207880973816,0.45456063747406006,0.2283722162246704,0.3070785701274872,0.29386651515960693,-0.0016132977325469255,0.28236111998558044,1.0000001192092896,0.25601375102996826,0.19444413483142853,0.43216821551322937,0.31865453720092773,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,1.0000001192092896,0.2678719460964203,0.31091248989105225
there,0.45256471633911133,0.32553666830062866,0.44397735595703125,0.18574225902557373,0.24909798800945282,0.17134366929531097,0.08689841628074646,0.18609942495822906,-0.04860968142747879,0.19492481648921967,0.4587128460407257,0.22558234632015228,0.18119768798351288,0.37896034121513367,0.251800000667572,0.5361666083335876,0.47025805711746216,0.10717330873012543,0.10558571666479111,0.4214206337928772,0.18927989900112152,0.4587128460407257,0.34069621562957764,0.29405656456947327
is,0.4457404911518097,0.4582172930240631,0.4854315221309662,0.15162920951843262,0.5810302495956421,0.17222478985786438,0.18022699654102325,0.2614802122116089,0.02396530658006668,0.2084006369113922,0.4691906273365021,0.26491984724998474,0.2789967358112335,0.39589470624923706,0.2912178039550781,0.5394441485404968,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.21135231852531433,0.4691906273365021,0.35717159509658813,0.22961433231830597
a,0.56894451379776,0.3994528353214264,0.5052502155303955,0.1934366375207901,0.4508470594882965,0.1604013890028,0.13667120039463043,0.2349974364042282,0.04866964742541313,0.26758551597595215,0.427140474319458,0.3225097060203552,0.27093344926834106,0.3046339154243469,0.20371271669864655,0.539380669593811,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.427140474319458,0.2605401277542114,0.23916715383529663
brick,0.2381453961133957,0.2307676374912262,0.25685781240463257,0.2038121521472931,0.24581456184387207,0.13961957395076752,0.19096137583255768,0.14995060861110687,0.04161790385842323,0.2555142939090729,0.23111781477928162,0.13370496034622192,0.36390069127082825,0.18755127489566803,0.17926809191703796,0.2567489445209503,0.2380465269088745,0.05649035796523094,0.12332071363925934,0.2456231415271759,0.1685442477464676,0.23111781477928162,0.19907121360301971,0.12426483631134033
portal,0.23388908803462982,0.25678402185440063,0.14125555753707886,0.08857806026935577,0.0952659621834755,0.05088385194540024,0.13011698424816132,0.1401549130678177,-0.07674451917409897,0.11808669567108154,0.20213495194911957,0.08551693707704544,0.20626698434352875,0.2582404315471649,0.19924487173557281,0.16855470836162567,0.20898427069187164,0.07394520938396454,0.1352183222770691,0.22943830490112305,0.18210554122924805,0.20213495194911957,0.23050431907176971,0.21281102299690247
from,0.38755592703819275,0.31841611862182617,0.4249346852302551,0.2371179163455963,0.31171464920043945,0.09217385947704315,0.16599151492118835,0.14209768176078796,-0.01936490088701248,0.21994347870349884,0.39760664105415344,0.2266867458820343,0.13691401481628418,0.2788202464580536,0.29331502318382263,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.39760664105415344,0.2290649116039276,0.19969791173934937
a,0.56894451379776,0.3994528353214264,0.5052502155303955,0.1934366375207901,0.4508470594882965,0.1604013890028,0.13667120039463043,0.2349974364042282,0.04866964742541313,0.26758551597595215,0.427140474319458,0.3225097060203552,0.27093344926834106,0.3046339154243469,0.20371271669864655,0.539380669593811,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.427140474319458,0.2605401277542114,0.23916715383529663
london,0.21942368149757385,0.14327259361743927,0.2159106284379959,1.0,0.3026486933231354,0.30224865674972534,0.2481328845024109,0.21338319778442383,0.03185916692018509,0.24744988977909088,0.2571207880973816,0.10032919049263,0.24991171061992645,0.20459675788879395,0.19039286673069,0.2785358726978302,0.27034124732017517,0.11866631358861923,0.223523810505867,0.1934366375207901,0.21261358261108398,0.2571207880973816,0.1484048217535019,0.11278104782104492
house,0.20384521782398224,0.2062426507472992,0.285114049911499,0.24744988977909088,0.28759756684303284,0.16580168902873993,0.18373385071754456,0.17454557120800018,0.0011872146278619766,0.9999998807907104,0.28236111998558044,0.153284952044487,0.30451834201812744,0.22642196714878082,0.28530657291412354,0.20026938617229462,0.2847244441509247,0.15695612132549286,0.1367931067943573,0.26758551597595215,0.19367435574531555,0.28236111998558044,0.17092925310134888,0.13736455142498016
of,0.5011631846427917,0.452393114566803,1.0,0.2159106284379959,0.4069072902202606,0.17569157481193542,0.14511796832084656,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.4946078956127167,0.37058958411216736,0.28033289313316345,0.29182544350624084,0.3288201689720154,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.4946078956127167,0.32520920038223267,0.1826142966747284
the,0.6521818041801453,0.527681291103363,0.733189046382904,0.27034124732017517,0.48711544275283813,0.20237073302268982,0.19191958010196686,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.4933079481124878,0.38253846764564514,0.33251336216926575,0.38266420364379883,0.2959880232810974,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.4933079481124878,0.407527357339859,0.22068053483963013
english,0.19168700277805328,0.150423064827919,0.17198967933654785,0.25871434807777405,0.23000946640968323,0.3000313341617584,0.16191266477108002,0.20120736956596375,0.04063878208398819,0.17121876776218414,0.3339248597621918,0.22061194479465485,0.154959574341774,0.23725365102291107,0.21150894463062286,0.19623121619224548,0.23982001841068268,0.1288890242576599,0.0879405289888382,0.21707510948181152,0.13831226527690887,0.3339248597621918,0.12467096000909805,0.23251567780971527
restoration,0.3187312185764313,0.29699766635894775,0.3782297372817993,0.19477799534797668,0.29491326212882996,0.0975576713681221,0.11632300168275833,0.16333581507205963,-0.05900873243808746,0.2778078317642212,0.2286204993724823,0.20030620694160461,0.2691991329193115,0.31266680359840393,0.15519525110721588,0.2518605589866638,0.3766564130783081,0.0921451672911644,0.08653170615434647,0.22679078578948975,0.3201989531517029,0.2286204993724823,0.146774560213089,0.16668665409088135
