,the,mitchell,tower,is,designed,to,look,like,what,oxford,tower,?
's,-0.01540423184633255,0.0288892462849617,-0.06583263725042343,0.02396530658006668,0.026795532554388046,0.03782717138528824,0.10657313466072083,0.06462705135345459,0.02692362666130066,-0.009441548958420753,-0.06583263725042343,-0.023395681753754616
magdalen,0.2162523865699768,0.24183496832847595,0.23255954682826996,0.16836945712566376,0.11908665299415588,0.20909495651721954,0.23756752908229828,0.1525408923625946,0.15709556639194489,0.4254564642906189,0.23255954682826996,0.1728091835975647
tower,0.2398453801870346,0.14911238849163055,1.0,0.1400395631790161,0.25995245575904846,0.16907963156700134,0.16574808955192566,0.10990140587091446,0.12919922173023224,0.18556678295135498,1.0,0.10395228117704391
",",0.4933079481124878,0.3051708936691284,0.20524810254573822,0.4691906273365021,0.201692596077919,0.44245919585227966,0.3016788363456726,0.4085598886013031,0.3087472915649414,0.2568497061729431,0.20524810254573822,0.31091248989105225
and,0.5171257257461548,0.26089751720428467,0.23948386311531067,0.3859752118587494,0.2359010875225067,0.48971283435821533,0.33042222261428833,0.46997135877609253,0.31309178471565247,0.2621461749076843,0.23948386311531067,0.20544172823429108
the,1.0,0.20794978737831116,0.2398453801870346,0.5823672413825989,0.2559613883495331,0.535392165184021,0.2806221544742584,0.32912567257881165,0.42745697498321533,0.24588388204574585,0.2398453801870346,0.22068053483963013
university,0.263973206281662,0.15235596895217896,0.18673807382583618,0.20346471667289734,0.09839355200529099,0.20192374289035797,0.18423129618167877,0.11473323404788971,0.20256435871124268,0.4882538616657257,0.18673807382583618,0.11887256056070328
commons,0.2904264032840729,0.17834553122520447,0.13038590550422668,0.23535168170928955,0.15154457092285156,0.2583205997943878,0.2465239316225052,0.19445393979549408,0.25517043471336365,0.24058200418949127,0.13038590550422668,0.27964192628860474
",",0.4933079481124878,0.3051708936691284,0.20524810254573822,0.4691906273365021,0.201692596077919,0.44245919585227966,0.3016788363456726,0.4085598886013031,0.3087472915649414,0.2568497061729431,0.20524810254573822,0.31091248989105225
hutchinson,0.24093811213970184,0.437004029750824,0.13577578961849213,0.16699036955833435,0.12524767220020294,0.20950445532798767,0.13461127877235413,0.11333217471837997,0.19296279549598694,0.3612843453884125,0.13577578961849213,0.1852731704711914
hall,0.28526565432548523,0.2673695683479309,0.3026654124259949,0.21646162867546082,0.17264008522033691,0.19474083185195923,0.1513684093952179,0.10022714734077454,0.10849796235561371,0.28990548849105835,0.3026654124259949,0.13520537316799164
",",0.4933079481124878,0.3051708936691284,0.20524810254573822,0.4691906273365021,0.201692596077919,0.44245919585227966,0.3016788363456726,0.4085598886013031,0.3087472915649414,0.2568497061729431,0.20524810254573822,0.31091248989105225
replicates,0.2759145200252533,0.09641169011592865,0.11688637733459473,0.26639243960380554,0.2882744073867798,0.27473554015159607,0.3669727146625519,0.352377712726593,0.27997416257858276,0.1803572028875351,0.11688637733459473,0.22479665279388428
christ,0.25124865770339966,0.17319929599761963,0.2204233855009079,0.19270560145378113,0.07984620332717896,0.22245259582996368,0.16708321869373322,0.1378413289785385,0.2615339457988739,0.30591684579849243,0.2204233855009079,0.13772203028202057
church,0.23846197128295898,0.10951279103755951,0.3256933093070984,0.203276589512825,0.15152408182621002,0.24439501762390137,0.10566628724336624,0.12978345155715942,0.1944202184677124,0.24649690091609955,0.3256933093070984,0.18081501126289368
hall,0.28526565432548523,0.2673695683479309,0.3026654124259949,0.21646162867546082,0.17264008522033691,0.19474083185195923,0.1513684093952179,0.10022714734077454,0.10849796235561371,0.28990548849105835,0.3026654124259949,0.13520537316799164
.,0.5934505462646484,0.2366774082183838,0.21111081540584564,0.4569662809371948,0.24422594904899597,0.4645031690597534,0.3426704406738281,0.393751323223114,0.3567904531955719,0.24605175852775574,0.21111081540584564,0.4130953550338745
),0.3456730246543884,0.24474377930164337,0.18986791372299194,0.37732169032096863,0.08523888885974884,0.31236231327056885,0.19091062247753143,0.2585170269012451,0.26259949803352356,0.15351510047912598,0.18986791372299194,0.42300865054130554
