,which,basin,does,the,dust,falls,over,into,?
windblown,0.2683965563774109,0.22466064989566803,0.2511829435825348,0.3168978691101074,0.36643874645233154,0.29061761498451233,0.2942170798778534,0.2392989993095398,0.2240144908428192
out,0.37864550948143005,0.06492993235588074,0.24808503687381744,0.39404502511024475,0.29918667674064636,0.19383153319358826,0.38542792201042175,0.47896379232406616,0.22020699083805084
of,0.5011631846427917,0.2557278275489807,0.3119818866252899,0.733189046382904,0.25486329197883606,0.23047612607479095,0.36136594414711,0.32255905866622925,0.1826142966747284
the,0.6521818041801453,0.24553915858268738,0.35928019881248474,1.0,0.2346910536289215,0.2708098292350769,0.39856547117233276,0.39493247866630554,0.22068053483963013
sahara,0.22814254462718964,0.313738614320755,0.17778298258781433,0.23516924679279327,0.28134268522262573,0.18480613827705383,0.24398937821388245,0.1959436684846878,0.17314527928829193
each,0.5572347640991211,0.1208983063697815,0.31699198484420776,0.470844566822052,0.15729188919067383,0.217678040266037,0.3201068937778473,0.2750477194786072,0.21173812448978424
year,0.242343008518219,0.15138395130634308,0.16000528633594513,0.3609684407711029,0.10882840305566788,0.23415008187294006,0.2620522379875183,0.08657927066087723,0.18315006792545319
",",0.3658004403114319,0.25865232944488525,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.29322290420532227,0.3301127254962921,0.2826121151447296,0.31091248989105225
at,0.3286694884300232,0.1994694173336029,0.17465277016162872,0.457212895154953,0.11504963040351868,0.19282472133636475,0.34008997678756714,0.2095452845096588,0.21978627145290375
15,-0.08059433102607727,0.034623946994543076,-0.06282642483711243,-0.011810222640633583,0.09154774993658066,-0.025047045201063156,-0.06351498514413834,-0.037161439657211304,-0.010706285014748573
degrees,0.27161309123039246,0.23148125410079956,0.2573184072971344,0.22473014891147614,0.10859503597021103,0.2161405235528946,0.23926767706871033,0.1751464456319809,0.1299446076154709
west,0.22164945304393768,0.3046971261501312,0.14011532068252563,0.32918402552604675,0.1870882660150528,0.11953461915254593,0.14816707372665405,0.24324576556682587,0.12088293582201004
longitude,0.21878349781036377,0.3273021876811981,0.13838058710098267,0.2508544325828552,0.18386469781398773,0.1605032980442047,0.10062722861766815,0.15825022757053375,0.19342944025993347
",",0.3658004403114319,0.25865232944488525,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.29322290420532227,0.3301127254962921,0.2826121151447296,0.31091248989105225
across,0.3903377950191498,0.26541635394096375,0.17146113514900208,0.3816230297088623,0.21413765847682953,0.2734536826610565,0.5544044375419617,0.4193579852581024,0.17034576833248138
"1,600",0.14364805817604065,0.037407033145427704,0.09375135600566864,0.04439349099993706,0.08849801123142242,0.03773121535778046,0.07990635186433792,0.13518448173999786,0.05657687783241272
miles,0.23843176662921906,0.3134552240371704,0.11880313605070114,0.25706055760383606,0.20904326438903809,0.2076376974582672,0.3044303357601166,0.16116581857204437,0.09363767504692078
(,0.2589828372001648,0.19185028970241547,0.2728188931941986,0.33289089798927307,0.14481011033058167,0.20318220555782318,0.20570816099643707,0.1606949418783188,0.40561532974243164
"2,600",0.18339748680591583,0.15299095213413239,0.11288833618164062,0.11931554228067398,0.09819567203521729,0.07356208562850952,0.08271721005439758,0.1236770749092102,0.02350315824151039
km,0.2210298627614975,0.3804636001586914,0.012100671418011189,0.21376769244670868,0.16242605447769165,0.11990589648485184,0.22250649333000183,0.13248378038406372,0.08180338144302368
),0.2758678197860718,0.20293669402599335,0.2575884759426117,0.3456730246543884,0.14174848794937134,0.20067907869815826,0.20568643510341644,0.1600802093744278,0.42300865054130554
over,0.4256240129470825,0.20415180921554565,0.24276040494441986,0.39856547117233276,0.22320112586021423,0.20344580709934235,1.0,0.372319757938385,0.25742942094802856
the,0.6521818041801453,0.24553915858268738,0.35928019881248474,1.0,0.2346910536289215,0.2708098292350769,0.39856547117233276,0.39493247866630554,0.22068053483963013
atlantic,0.2794639468193054,0.3821374177932739,0.13943062722682953,0.31052014231681824,0.20432595908641815,0.21113954484462738,0.19679942727088928,0.23011042177677155,0.15355663001537323
ocean,0.2893344461917877,0.43254587054252625,0.1630823165178299,0.3185477554798126,0.2810789942741394,0.239038348197937,0.23464225232601166,0.2670654356479645,0.15205028653144836
(,0.2589828372001648,0.19185028970241547,0.2728188931941986,0.33289089798927307,0.14481011033058167,0.20318220555782318,0.20570816099643707,0.1606949418783188,0.40561532974243164
some,0.5407140851020813,0.13783130049705505,0.39611563086509705,0.4566698372364044,0.27638301253318787,0.08838791400194168,0.41344934701919556,0.3148764669895172,0.2562315762042999
dust,0.2574789524078369,0.27528029680252075,0.19225914776325226,0.2346910536289215,1.0,0.22196342051029205,0.22320112586021423,0.200248584151268,0.15803812444210052
falls,0.19630128145217896,0.24138574302196503,0.3261214792728424,0.2708098292350769,0.22196342051029205,1.0,0.20344580709934235,0.23701578378677368,0.15918700397014618
into,0.4405161738395691,0.18538162112236023,0.22312942147254944,0.39493247866630554,0.200248584151268,0.23701578378677368,0.372319757938385,1.0,0.15662476420402527
the,0.6521818041801453,0.24553915858268738,0.35928019881248474,1.0,0.2346910536289215,0.2708098292350769,0.39856547117233276,0.39493247866630554,0.22068053483963013
atlantic,0.2794639468193054,0.3821374177932739,0.13943062722682953,0.31052014231681824,0.20432595908641815,0.21113954484462738,0.19679942727088928,0.23011042177677155,0.15355663001537323
),0.2758678197860718,0.20293669402599335,0.2575884759426117,0.3456730246543884,0.14174848794937134,0.20067907869815826,0.20568643510341644,0.1600802093744278,0.42300865054130554
",",0.3658004403114319,0.25865232944488525,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.29322290420532227,0.3301127254962921,0.2826121151447296,0.31091248989105225
then,0.4444481134414673,0.18893872201442719,0.2951544523239136,0.4297412931919098,0.18881799280643463,0.22596289217472076,0.3562479317188263,0.42628222703933716,0.2884598970413208
at,0.3286694884300232,0.1994694173336029,0.17465277016162872,0.457212895154953,0.11504963040351868,0.19282472133636475,0.34008997678756714,0.2095452845096588,0.21978627145290375
35,-0.02058163844048977,-0.08240792900323868,-0.04514584690332413,-0.04927394539117813,-0.09235742688179016,-0.10497720539569855,-0.11355790495872498,-0.13348890841007233,-0.044106997549533844
degrees,0.27161309123039246,0.23148125410079956,0.2573184072971344,0.22473014891147614,0.10859503597021103,0.2161405235528946,0.23926767706871033,0.1751464456319809,0.1299446076154709
west,0.22164945304393768,0.3046971261501312,0.14011532068252563,0.32918402552604675,0.1870882660150528,0.11953461915254593,0.14816707372665405,0.24324576556682587,0.12088293582201004
longitude,0.21878349781036377,0.3273021876811981,0.13838058710098267,0.2508544325828552,0.18386469781398773,0.1605032980442047,0.10062722861766815,0.15825022757053375,0.19342944025993347
at,0.3286694884300232,0.1994694173336029,0.17465277016162872,0.457212895154953,0.11504963040351868,0.19282472133636475,0.34008997678756714,0.2095452845096588,0.21978627145290375
the,0.6521818041801453,0.24553915858268738,0.35928019881248474,1.0,0.2346910536289215,0.2708098292350769,0.39856547117233276,0.39493247866630554,0.22068053483963013
eastern,0.26815342903137207,0.3975660800933838,0.12434440851211548,0.3928247392177582,0.14646625518798828,0.18323762714862823,0.25646400451660156,0.21011792123317719,0.20060817897319794
coast,0.2259337306022644,0.33586618304252625,0.12012524902820587,0.28366661071777344,0.17937426269054413,0.19406794011592865,0.18715651333332062,0.147263303399086,0.15869849920272827
of,0.5011631846427917,0.2557278275489807,0.3119818866252899,0.733189046382904,0.25486329197883606,0.23047612607479095,0.36136594414711,0.32255905866622925,0.1826142966747284
south,0.24635352194309235,0.35698384046554565,0.11284814029932022,0.3129390776157379,0.20622549951076508,0.21227796375751495,0.21717076003551483,0.21210846304893494,0.12336621433496475
america,0.26265275478363037,0.2118578851222992,0.13335242867469788,0.37090015411376953,0.16416385769844055,0.10625900328159332,0.26376062631607056,0.16707547008991241,0.19333907961845398
",",0.3658004403114319,0.25865232944488525,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.29322290420532227,0.3301127254962921,0.2826121151447296,0.31091248989105225
27.7,-0.3826364278793335,-0.12697945535182953,-0.3229416310787201,-0.24633660912513733,-0.14614100754261017,-0.04948343336582184,-0.2595950961112976,-0.25144392251968384,-0.3020332455635071
million,0.30525195598602295,0.2530444860458374,0.10680846869945526,0.277012437582016,0.19205474853515625,0.11322208493947983,0.3791847825050354,0.1496591717004776,0.23092924058437347
tons,0.2678031623363495,0.1811322271823883,0.12219647318124771,0.20730508863925934,0.2439376562833786,0.1570405662059784,0.31234797835350037,0.20920464396476746,0.19717051088809967
(,0.2589828372001648,0.19185028970241547,0.2728188931941986,0.33289089798927307,0.14481011033058167,0.20318220555782318,0.20570816099643707,0.1606949418783188,0.40561532974243164
15,-0.08059433102607727,0.034623946994543076,-0.06282642483711243,-0.011810222640633583,0.09154774993658066,-0.025047045201063156,-0.06351498514413834,-0.037161439657211304,-0.010706285014748573
%,0.19622854888439178,0.15795816481113434,0.1996830552816391,0.21490740776062012,0.15758822858333588,0.11103438585996628,0.2424919307231903,0.08209602534770966,0.21441808342933655
),0.2758678197860718,0.20293669402599335,0.2575884759426117,0.3456730246543884,0.14174848794937134,0.20067907869815826,0.20568643510341644,0.1600802093744278,0.42300865054130554
of,0.5011631846427917,0.2557278275489807,0.3119818866252899,0.733189046382904,0.25486329197883606,0.23047612607479095,0.36136594414711,0.32255905866622925,0.1826142966747284
dust,0.2574789524078369,0.27528029680252075,0.19225914776325226,0.2346910536289215,1.0,0.22196342051029205,0.22320112586021423,0.200248584151268,0.15803812444210052
fall,0.25509533286094666,0.13550803065299988,0.20330126583576202,0.3639753758907318,0.27373093366622925,0.5751982927322388,0.23315048217773438,0.27428245544433594,0.1656162142753601
over,0.4256240129470825,0.20415180921554565,0.24276040494441986,0.39856547117233276,0.22320112586021423,0.20344580709934235,1.0,0.372319757938385,0.25742942094802856
the,0.6521818041801453,0.24553915858268738,0.35928019881248474,1.0,0.2346910536289215,0.2708098292350769,0.39856547117233276,0.39493247866630554,0.22068053483963013
amazon,0.1877625584602356,0.41143864393234253,0.2086499184370041,0.260541707277298,0.13802170753479004,0.21120955049991608,0.18121705949306488,0.13842037320137024,0.18144656717777252
basin,0.24229559302330017,1.0,0.10732618719339371,0.24553915858268738,0.27528029680252075,0.24138574302196503,0.20415180921554565,0.18538162112236023,0.14685653150081635
",",0.3658004403114319,0.25865232944488525,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.29322290420532227,0.3301127254962921,0.2826121151447296,0.31091248989105225
132,0.056826960295438766,0.1376989781856537,0.11677069962024689,0.11011011153459549,0.10969820618629456,0.10971721261739731,0.0299085546284914,0.08763954043388367,-0.08056160807609558
million,0.30525195598602295,0.2530444860458374,0.10680846869945526,0.277012437582016,0.19205474853515625,0.11322208493947983,0.3791847825050354,0.1496591717004776,0.23092924058437347
tons,0.2678031623363495,0.1811322271823883,0.12219647318124771,0.20730508863925934,0.2439376562833786,0.1570405662059784,0.31234797835350037,0.20920464396476746,0.19717051088809967
of,0.5011631846427917,0.2557278275489807,0.3119818866252899,0.733189046382904,0.25486329197883606,0.23047612607479095,0.36136594414711,0.32255905866622925,0.1826142966747284
dust,0.2574789524078369,0.27528029680252075,0.19225914776325226,0.2346910536289215,1.0,0.22196342051029205,0.22320112586021423,0.200248584151268,0.15803812444210052
remain,0.27613773941993713,0.0881555899977684,0.26526638865470886,0.33184581995010376,0.16293659806251526,0.12005729973316193,0.2776241600513458,0.1668342798948288,0.1868363618850708
in,0.4840516746044159,0.22316701710224152,0.214483380317688,0.6662389636039734,0.19673727452754974,0.24281851947307587,0.3605569899082184,0.38021373748779297,0.20430970191955566
the,0.6521818041801453,0.24553915858268738,0.35928019881248474,1.0,0.2346910536289215,0.2708098292350769,0.39856547117233276,0.39493247866630554,0.22068053483963013
air,0.23809513449668884,0.23954537510871887,0.21604882180690765,0.2877824306488037,0.3066830337047577,0.18867582082748413,0.2058192938566208,0.22211341559886932,0.1491677612066269
",",0.3658004403114319,0.25865232944488525,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.29322290420532227,0.3301127254962921,0.2826121151447296,0.31091248989105225
43,0.030420036986470222,0.01924368552863598,0.020155269652605057,0.04104308411478996,-0.043060291558504105,-0.034736279398202896,-0.07243751734495163,-0.035014789551496506,0.06043510511517525
million,0.30525195598602295,0.2530444860458374,0.10680846869945526,0.277012437582016,0.19205474853515625,0.11322208493947983,0.3791847825050354,0.1496591717004776,0.23092924058437347
tons,0.2678031623363495,0.1811322271823883,0.12219647318124771,0.20730508863925934,0.2439376562833786,0.1570405662059784,0.31234797835350037,0.20920464396476746,0.19717051088809967
of,0.5011631846427917,0.2557278275489807,0.3119818866252899,0.733189046382904,0.25486329197883606,0.23047612607479095,0.36136594414711,0.32255905866622925,0.1826142966747284
dust,0.2574789524078369,0.27528029680252075,0.19225914776325226,0.2346910536289215,1.0,0.22196342051029205,0.22320112586021423,0.200248584151268,0.15803812444210052
are,0.42922598123550415,0.13584861159324646,0.3126322329044342,0.40399202704429626,0.2122032791376114,0.1267699897289276,0.2778770923614502,0.2930682599544525,0.24591213464736938
windblown,0.2683965563774109,0.22466064989566803,0.2511829435825348,0.3168978691101074,0.36643874645233154,0.29061761498451233,0.2942170798778534,0.2392989993095398,0.2240144908428192
and,0.506277859210968,0.20293349027633667,0.3461615741252899,0.5171257257461548,0.19462935626506805,0.23301942646503448,0.4021143913269043,0.36597734689712524,0.20544172823429108
falls,0.19630128145217896,0.24138574302196503,0.3261214792728424,0.2708098292350769,0.22196342051029205,1.0,0.20344580709934235,0.23701578378677368,0.15918700397014618
on,0.4245251417160034,0.16209472715854645,0.2568802833557129,0.5107308030128479,0.16006799042224884,0.2028466761112213,0.39810362458229065,0.30585673451423645,0.2714994251728058
the,0.6521818041801453,0.24553915858268738,0.35928019881248474,1.0,0.2346910536289215,0.2708098292350769,0.39856547117233276,0.39493247866630554,0.22068053483963013
caribbean,0.22539520263671875,0.269038587808609,0.16942760348320007,0.3009287416934967,0.178861603140831,0.1249607503414154,0.20470505952835083,0.2373497635126114,0.13602977991104126
sea,0.25416871905326843,0.3760301172733307,0.12523514032363892,0.30363768339157104,0.18881696462631226,0.14941129088401794,0.2359042465686798,0.2345193475484848,0.15551945567131042
",",0.3658004403114319,0.25865232944488525,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.29322290420532227,0.3301127254962921,0.2826121151447296,0.31091248989105225
past,0.34779325127601624,0.1400386095046997,0.2523398697376251,0.2747827172279358,0.18746842443943024,0.13314121961593628,0.4169456362724304,0.16375732421875,0.2598046660423279
75,0.004133955575525761,0.09248959273099899,0.0007146697025746107,0.06040945649147034,-0.0782611295580864,0.05943657085299492,0.01288178563117981,0.028381701558828354,0.017522118985652924
degrees,0.27161309123039246,0.23148125410079956,0.2573184072971344,0.22473014891147614,0.10859503597021103,0.2161405235528946,0.23926767706871033,0.1751464456319809,0.1299446076154709
west,0.22164945304393768,0.3046971261501312,0.14011532068252563,0.32918402552604675,0.1870882660150528,0.11953461915254593,0.14816707372665405,0.24324576556682587,0.12088293582201004
longitude,0.21878349781036377,0.3273021876811981,0.13838058710098267,0.2508544325828552,0.18386469781398773,0.1605032980442047,0.10062722861766815,0.15825022757053375,0.19342944025993347
.,0.45942068099975586,0.20696322619915009,0.3022993505001068,0.5934505462646484,0.1864197701215744,0.22448869049549103,0.37877383828163147,0.26250120997428894,0.4130953550338745
