,whose,work,corrected,aristotle,'s,physics,in,the,seventeenth,century,?
work,0.192624032497406,1.0,0.309574156999588,0.2553432881832123,-0.03332063928246498,0.26866111159324646,0.2753349542617798,0.2704800069332123,0.1730649173259735,0.20945213735103607,0.2621155381202698
of,0.37058958411216736,0.23473061621189117,0.20527777075767517,0.22867590188980103,-0.03817026689648628,0.2395489662885666,0.5696388483047485,0.733189046382904,0.2962169647216797,0.2826060354709625,0.1826142966747284
galileo,0.15307801961898804,0.3013108968734741,0.31033095717430115,0.40955138206481934,-0.07949594408273697,0.3605923652648926,0.19406108558177948,0.21531248092651367,0.27282726764678955,0.2875216007232666,0.1773405522108078
galilei,0.1754622757434845,0.2720505893230438,0.27176135778427124,0.4401257634162903,-0.05011926591396332,0.3806641697883606,0.20573991537094116,0.20981746912002563,0.2645564377307892,0.2963950037956238,0.17844437062740326
",",0.25601375102996826,0.3283594250679016,0.282312273979187,0.21875548362731934,-0.0016132977325469255,0.26689431071281433,0.5201468467712402,0.4933079481124878,0.2738572061061859,0.24487493932247162,0.31091248989105225
who,0.48551782965660095,0.3146236836910248,0.19211216270923615,0.25860172510147095,0.05599616840481758,0.14691244065761566,0.2792111933231354,0.3733934462070465,0.23652306199073792,0.2990973889827728,0.26220351457595825
was,0.2162860482931137,0.24745555222034454,0.2637483775615692,0.19171908497810364,0.008974763564765453,0.17757509648799896,0.45514053106307983,0.48711544275283813,0.41218653321266174,0.3521432876586914,0.18412111699581146
influenced,0.22744271159172058,0.28185194730758667,0.21233725547790527,0.29108288884162903,-0.0006173446890898049,0.1874498575925827,0.23469695448875427,0.18518297374248505,0.2200089395046234,0.29465198516845703,0.1310873031616211
by,0.3384193778038025,0.25005507469177246,0.3018675446510315,0.19290731847286224,-0.010884488001465797,0.15634199976921082,0.370934396982193,0.4408751428127289,0.351406991481781,0.29995259642601013,0.17966607213020325
the,0.38253846764564514,0.2704800069332123,0.25981056690216064,0.1415858268737793,-0.01540423184633255,0.17952929437160492,0.6662389636039734,1.0,0.3698950707912445,0.3617299497127533,0.22068053483963013
late,0.12457963824272156,0.24772250652313232,0.22013066709041595,0.14438603818416595,0.013811700977385044,0.0821557492017746,0.3439198434352875,0.31481194496154785,0.38049161434173584,0.42292845249176025,0.11339222639799118
medieval,0.2148909717798233,0.19846448302268982,0.18524321913719177,0.2949737012386322,0.026681648567318916,0.11018116772174835,0.2546980679035187,0.28617456555366516,0.2946356534957886,0.4737406075000763,0.15571735799312592
idea,0.20386889576911926,0.3988180160522461,0.25763028860092163,0.35670042037963867,0.051183316856622696,0.2939033508300781,0.20288406312465668,0.2839161455631256,0.23827357590198517,0.23535291850566864,0.2952161729335785
that,0.3740115463733673,0.34257015585899353,0.36229050159454346,0.30206596851348877,0.04397977516055107,0.22907806932926178,0.435920387506485,0.5473989248275757,0.30369046330451965,0.24900858104228973,0.32716336846351624
objects,0.19837363064289093,0.3232395052909851,0.2364128977060318,0.277997761964798,0.013840041123330593,0.28286394476890564,0.23406893014907837,0.24716724455356598,0.2149854153394699,0.18215437233448029,0.15479016304016113
in,0.23496666550636292,0.2753349542617798,0.24417230486869812,0.17606331408023834,-0.037580832839012146,0.2189493626356125,1.0,0.6662389636039734,0.32591918110847473,0.3174034655094147,0.20430970191955566
forced,0.22186937928199768,0.2395550161600113,0.24481233954429626,0.11390402168035507,0.02559546008706093,0.1289013922214508,0.2043643444776535,0.2571122944355011,0.1669328212738037,0.21812647581100464,0.17547516524791718
motion,0.13538020849227905,0.2108263373374939,0.17437006533145905,0.22572894394397736,-0.0527731329202652,0.2867325246334076,0.2190442532300949,0.30530840158462524,0.20003338158130646,0.18483850359916687,0.20143945515155792
carried,0.17880794405937195,0.20892350375652313,0.26464956998825073,0.20565223693847656,-0.015492361038923264,0.132850781083107,0.22688958048820496,0.31854987144470215,0.07333488017320633,0.18648609519004822,0.1305524855852127
an,0.3151819109916687,0.22936125099658966,0.1704069972038269,0.19764694571495056,0.025255560874938965,0.1519070416688919,0.2605783939361572,0.4207492768764496,0.2133803367614746,0.185816690325737,0.19793890416622162
innate,0.2327028512954712,0.23107914626598358,0.2404242902994156,0.28973817825317383,-0.04566813260316849,0.20943394303321838,0.18022385239601135,0.2196919023990631,0.10017849504947662,0.1146349161863327,0.16386382281780243
force,0.16504375636577606,0.1958054006099701,0.14184816181659698,0.14170260727405548,0.020782919600605965,0.29059725999832153,0.21744468808174133,0.2800885736942291,0.237140491604805,0.12152178585529327,0.1650998443365097
of,0.37058958411216736,0.23473061621189117,0.20527777075767517,0.22867590188980103,-0.03817026689648628,0.2395489662885666,0.5696388483047485,0.733189046382904,0.2962169647216797,0.2826060354709625,0.1826142966747284
impetus,0.2218039482831955,0.21152499318122864,0.14880011975765228,0.33560168743133545,0.03363962098956108,0.1485898792743683,0.20383292436599731,0.2660740911960602,0.12479180097579956,0.15284383296966553,0.12819479405879974
.,0.2718997597694397,0.33121398091316223,0.24778050184249878,0.16652794182300568,-0.003708066651597619,0.21820253133773804,0.5591574311256409,0.5934505462646484,0.2946934103965759,0.27413639426231384,0.4130953550338745
