,which,bound,of,time,is,more,difficult,to,establish,?
such,0.406057745218277,0.2214842140674591,0.3209529519081116,0.24758757650852203,0.23545363545417786,0.5065661668777466,0.34523341059684753,0.2871878743171692,0.21282002329826355,0.17851735651493073
as,0.41006597876548767,0.26415306329727173,0.3886612355709076,0.3239102065563202,0.43216490745544434,0.42839905619621277,0.21670931577682495,0.42092081904411316,0.2639545798301697,0.27043893933296204
space,0.2025344967842102,0.19873858988285065,0.21300287544727325,0.2780037522315979,0.18578536808490753,0.21460022032260895,0.13721980154514313,0.22712917625904083,0.2121858298778534,0.1885536164045334
consumption,0.3195402920246124,0.19000104069709778,0.249590665102005,0.22188495099544525,0.2964645028114319,0.317762166261673,0.20130890607833862,0.3022409975528717,0.2008468210697174,0.1937485784292221
),0.2758678197860718,0.21972410380840302,0.3680361211299896,0.2857224941253662,0.37732169032096863,0.23179085552692413,0.1611505001783371,0.31236231327056885,0.20955689251422882,0.42300865054130554
",",0.3658004403114319,0.2750377655029297,0.4946078956127167,0.3029961884021759,0.4691906273365021,0.3696524500846863,0.24675612151622772,0.44245919585227966,0.19669954478740692,0.31091248989105225
one,0.510688066482544,0.23907124996185303,0.4999135136604309,0.4878559708595276,0.4544198513031006,0.42017561197280884,0.29369056224823,0.4025384783744812,0.19693037867546082,0.2673267424106598
is,0.4457404911518097,0.2216257005929947,0.4854315221309662,0.25187405943870544,1.0,0.2946030795574188,0.29025518894195557,0.42745086550712585,0.15405499935150146,0.22961433231830597
interested,0.23376627266407013,0.05798234045505524,0.24032539129257202,0.32179024815559387,0.14930003881454468,0.3021618127822876,0.3374185264110565,0.2813410460948944,0.25878235697746277,0.2901444137096405
in,0.4840516746044159,0.25271666049957275,0.5696388483047485,0.3431483507156372,0.5394441485404968,0.32563260197639465,0.2128705233335495,0.45010748505592346,0.25682297348976135,0.20430970191955566
proving,0.29584574699401855,0.18970343470573425,0.29165971279144287,0.24698244035243988,0.20472633838653564,0.2865131199359894,0.2979497015476227,0.30774515867233276,0.392276793718338,0.3045685887336731
upper,0.2984105050563812,0.14217394590377808,0.25818127393722534,0.14377018809318542,0.2177516371011734,0.1572018712759018,0.13972029089927673,0.21445727348327637,0.1510266810655594,0.051342256367206573
and,0.506277859210968,0.27447953820228577,0.5116966962814331,0.3025408685207367,0.3859752118587494,0.39880692958831787,0.28586524724960327,0.48971283435821533,0.2462419867515564,0.20544172823429108
lower,0.35006284713745117,0.20623673498630524,0.31757521629333496,0.13625381886959076,0.20806168019771576,0.2488173395395279,0.19670405983924866,0.233318492770195,0.15813234448432922,0.08471795171499252
bounds,0.30362072587013245,0.7288292050361633,0.24635128676891327,0.2507743537425995,0.2745935618877411,0.2246101349592209,0.20706339180469513,0.320420503616333,0.24293595552444458,0.12707965075969696
on,0.4245251417160034,0.2632488012313843,0.3966929316520691,0.30044233798980713,0.3635730445384979,0.37351730465888977,0.22092533111572266,0.41031414270401,0.1519933044910431,0.2714994251728058
the,0.6521818041801453,0.27465125918388367,0.733189046382904,0.43061500787734985,0.5823672413825989,0.39758381247520447,0.277450829744339,0.535392165184021,0.31343501806259155,0.22068053483963013
minimum,0.2446252405643463,0.19508932530879974,0.23140138387680054,0.31430113315582275,0.21026945114135742,0.3342606723308563,0.29345807433128357,0.3115387558937073,0.21424077451229095,0.19625477492809296
amount,0.38932931423187256,0.1355525702238083,0.2541177570819855,0.43065115809440613,0.3016021251678467,0.3671000599861145,0.30649662017822266,0.309798926115036,0.13899536430835724,0.17984020709991455
of,0.5011631846427917,0.23408229649066925,1.0,0.35127586126327515,0.4854315221309662,0.30478984117507935,0.2539307773113251,0.41548454761505127,0.210533007979393,0.1826142966747284
time,0.325231671333313,0.1835833042860031,0.35127586126327515,0.9999998807907104,0.25187405943870544,0.32185816764831543,0.2930917739868164,0.3679993152618408,0.17856010794639587,0.27391523122787476
required,0.33025646209716797,0.20702452957630157,0.26183071732521057,0.3149583637714386,0.21426478028297424,0.3386021852493286,0.3939576745033264,0.3613971471786499,0.2825660705566406,0.24962718784809113
by,0.40543368458747864,0.22119876742362976,0.3646814823150635,0.26502725481987,0.3899846076965332,0.2627272307872772,0.21304745972156525,0.33534231781959534,0.12370724976062775,0.17966607213020325
the,0.6521818041801453,0.27465125918388367,0.733189046382904,0.43061500787734985,0.5823672413825989,0.39758381247520447,0.277450829744339,0.535392165184021,0.31343501806259155,0.22068053483963013
most,0.4637843072414398,0.1487581431865692,0.4178851246833801,0.35173171758651733,0.41165053844451904,0.5395737886428833,0.39217281341552734,0.321603000164032,0.19311824440956116,0.2107497900724411
efficient,0.34435197710990906,0.1961420327425003,0.22586165368556976,0.30601978302001953,0.19970080256462097,0.4292800724506378,0.4610512852668762,0.29811713099479675,0.29445502161979675,0.18034493923187256
algorithm,0.21216072142124176,0.09627111256122589,0.17516344785690308,0.25266581773757935,0.24848374724388123,0.2135988175868988,0.2725038230419159,0.20727625489234924,0.16468994319438934,0.21180397272109985
solving,0.29688289761543274,0.13715094327926636,0.257053017616272,0.2700018882751465,0.24057920277118683,0.2960048019886017,0.4097111225128174,0.2473996877670288,0.22201693058013916,0.27607977390289307
a,0.56894451379776,0.22161027789115906,0.5052502155303955,0.3292340338230133,0.658733606338501,0.3452818691730499,0.3425796926021576,0.45503583550453186,0.22806213796138763,0.23916715383529663
given,0.3192405104637146,0.1794678270816803,0.39388060569763184,0.317789226770401,0.249215230345726,0.26218181848526,0.2820700407028198,0.3428947925567627,0.2340848296880722,0.2570464313030243
problem,0.309948593378067,0.05217864736914635,0.20464475452899933,0.3373833894729614,0.23238427937030792,0.3073251247406006,0.43395328521728516,0.2502208352088928,0.24631661176681519,0.3762950301170349
.,0.45942068099975586,0.2447955310344696,0.5352458953857422,0.371569961309433,0.4569662809371948,0.4070230722427368,0.23902733623981476,0.4645031690597534,0.2126183956861496,0.4130953550338745
,which,bound,of,time,is,more,difficult,to,establish,?
however,0.5545716285705566,0.26921844482421875,0.3800618350505829,0.41736549139022827,0.33769986033439636,0.4843848645687103,0.4687214493751526,0.5474119186401367,0.267878919839859,0.2152075469493866
",",0.3658004403114319,0.2750377655029297,0.4946078956127167,0.3029961884021759,0.4691906273365021,0.3696524500846863,0.24675612151622772,0.44245919585227966,0.19669954478740692,0.31091248989105225
proving,0.29584574699401855,0.18970343470573425,0.29165971279144287,0.24698244035243988,0.20472633838653564,0.2865131199359894,0.2979497015476227,0.30774515867233276,0.392276793718338,0.3045685887336731
lower,0.35006284713745117,0.20623673498630524,0.31757521629333496,0.13625381886959076,0.20806168019771576,0.2488173395395279,0.19670405983924866,0.233318492770195,0.15813234448432922,0.08471795171499252
bounds,0.30362072587013245,0.7288292050361633,0.24635128676891327,0.2507743537425995,0.2745935618877411,0.2246101349592209,0.20706339180469513,0.320420503616333,0.24293595552444458,0.12707965075969696
is,0.4457404911518097,0.2216257005929947,0.4854315221309662,0.25187405943870544,1.0,0.2946030795574188,0.29025518894195557,0.42745086550712585,0.15405499935150146,0.22961433231830597
much,0.4274604916572571,0.17287345230579376,0.2671096920967102,0.3794040381908417,0.3156087100505829,0.5936280488967896,0.3901512920856476,0.40610215067863464,0.2217595875263214,0.23442231118679047
more,0.4639437198638916,0.2763812243938446,0.30478984117507935,0.32185816764831543,0.2946030795574188,1.0,0.42149618268013,0.47084665298461914,0.18883758783340454,0.27894994616508484
difficult,0.37809062004089355,0.1705433428287506,0.2539307773113251,0.2930917739868164,0.29025518894195557,0.42149618268013,1.0000001192092896,0.4417358338832855,0.20568743348121643,0.20408590137958527
",",0.3658004403114319,0.2750377655029297,0.4946078956127167,0.3029961884021759,0.4691906273365021,0.3696524500846863,0.24675612151622772,0.44245919585227966,0.19669954478740692,0.31091248989105225
since,0.3523256182670593,0.09801004081964493,0.35513219237327576,0.4138842225074768,0.3567592203617096,0.2968859076499939,0.16471868753433228,0.3733763098716736,0.18141405284404755,0.2876587212085724
lower,0.35006284713745117,0.20623673498630524,0.31757521629333496,0.13625381886959076,0.20806168019771576,0.2488173395395279,0.19670405983924866,0.233318492770195,0.15813234448432922,0.08471795171499252
bounds,0.30362072587013245,0.7288292050361633,0.24635128676891327,0.2507743537425995,0.2745935618877411,0.2246101349592209,0.20706339180469513,0.320420503616333,0.24293595552444458,0.12707965075969696
make,0.4280063211917877,0.25665685534477234,0.2912110388278961,0.2832360565662384,0.3331545889377594,0.455809086561203,0.3735513687133789,0.497876912355423,0.28967323899269104,0.28314751386642456
a,0.56894451379776,0.22161027789115906,0.5052502155303955,0.3292340338230133,0.658733606338501,0.3452818691730499,0.3425796926021576,0.45503583550453186,0.22806213796138763,0.23916715383529663
statement,0.31563881039619446,0.14840680360794067,0.1980573982000351,0.2216722071170807,0.24378558993339539,0.22884532809257507,0.27524447441101074,0.29286426305770874,0.2795797884464264,0.28978636860847473
about,0.4059852957725525,0.1259865015745163,0.40939709544181824,0.305572509765625,0.3532065451145172,0.4194578528404236,0.2690465748310089,0.391953706741333,0.18921591341495514,0.302409827709198
all,0.50777268409729,0.28626319766044617,0.42798417806625366,0.4175976812839508,0.2553904056549072,0.39087146520614624,0.2881457805633545,0.42520734667778015,0.18927155435085297,0.29575422406196594
possible,0.3714272081851959,0.24373017251491547,0.3314395844936371,0.3436918258666992,0.2872174084186554,0.38427436351776123,0.5336098074913025,0.4506641626358032,0.24419833719730377,0.3059970438480377
algorithms,0.24994626641273499,0.10011307150125504,0.22317801415920258,0.2521068751811981,0.24730736017227173,0.2581229507923126,0.3147290050983429,0.2158832848072052,0.1768697202205658,0.186949223279953
that,0.6894589066505432,0.2574479877948761,0.41498205065727234,0.388528436422348,0.3995479643344879,0.4813884496688843,0.401099294424057,0.5436353087425232,0.3038421869277954,0.32716336846351624
solve,0.21744050085544586,0.11608460545539856,0.15426263213157654,0.27471593022346497,0.21876689791679382,0.24898089468479156,0.3391323983669281,0.2640334367752075,0.22848965227603912,0.27457404136657715
a,0.56894451379776,0.22161027789115906,0.5052502155303955,0.3292340338230133,0.658733606338501,0.3452818691730499,0.3425796926021576,0.45503583550453186,0.22806213796138763,0.23916715383529663
given,0.3192405104637146,0.1794678270816803,0.39388060569763184,0.317789226770401,0.249215230345726,0.26218181848526,0.2820700407028198,0.3428947925567627,0.2340848296880722,0.2570464313030243
problem,0.309948593378067,0.05217864736914635,0.20464475452899933,0.3373833894729614,0.23238427937030792,0.3073251247406006,0.43395328521728516,0.2502208352088928,0.24631661176681519,0.3762950301170349
.,0.45942068099975586,0.2447955310344696,0.5352458953857422,0.371569961309433,0.4569662809371948,0.4070230722427368,0.23902733623981476,0.4645031690597534,0.2126183956861496,0.4130953550338745
