,when,was,the,duchy,of,normandy,founded,?
charles,0.19585423171520233,0.28342804312705994,0.20777860283851624,0.2612622380256653,0.22512592375278473,0.2727014422416687,0.1769985556602478,0.17366734147071838
iii,0.20814812183380127,0.22718268632888794,0.18552400171756744,0.29559430480003357,0.21691277623176575,0.23020945489406586,0.11763184517621994,0.13642357289791107
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3249194324016571,1.0,0.23562048375606537,0.24571022391319275,0.1826142966747284
west,0.1639508605003357,0.25970903038978577,0.32918402552604675,0.20608508586883545,0.2891985774040222,0.17924048006534576,0.20640161633491516,0.12088293582201004
francia,0.245232492685318,0.27749502658843994,0.292795330286026,0.3896403908729553,0.26509004831314087,0.37824153900146484,0.24069125950336456,0.14648514986038208
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2458227425813675,0.5116966962814331,0.2591262459754944,0.22426098585128784,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.2944258749485016,0.733189046382904,0.30340051651000977,0.2840350568294525,0.22068053483963013
famed,0.17288829386234283,0.3889354169368744,0.306949257850647,0.13731899857521057,0.2470959573984146,0.20567676424980164,0.28546637296676636,0.0736510157585144
viking,0.1903429925441742,0.1814873367547989,0.2372916340827942,0.22278009355068207,0.15501448512077332,0.3557470738887787,0.2648598849773407,0.07309859246015549
ruler,0.2101009041070938,0.24177265167236328,0.23322275280952454,0.38819533586502075,0.28001952171325684,0.23825332522392273,0.2410845309495926,0.14533701539039612
rollo,0.27284151315689087,0.2316606491804123,0.2636377513408661,0.30152565240859985,0.2584439516067505,0.5047904849052429,0.15020468831062317,0.18782676756381989
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.28778398036956787,0.4946078956127167,0.215127632021904,0.24976085126399994,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2458227425813675,0.5116966962814331,0.2591262459754944,0.22426098585128784,0.20544172823429108
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.27581292390823364,0.4069072902202606,0.22792497277259827,0.36917948722839355,0.18412111699581146
situated,0.13012878596782684,0.2814044952392578,0.3139766454696655,0.2388511747121811,0.2818121910095215,0.1821681410074234,0.32667621970176697,0.039639271795749664
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.27166545391082764,0.5696388483047485,0.24138042330741882,0.24877111613750458,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.2944258749485016,0.733189046382904,0.30340051651000977,0.2840350568294525,0.22068053483963013
former,0.1756535917520523,0.2544213533401489,0.2251449078321457,0.18796899914741516,0.30415382981300354,0.1044733002781868,0.2792665660381317,0.10570605844259262
frankish,0.24073471128940582,0.25347912311553955,0.3168545961380005,0.4930194020271301,0.30483976006507874,0.45661765336990356,0.18473313748836517,0.152495339512825
kingdom,0.19648540019989014,0.27756404876708984,0.3143408000469208,0.3179604709148407,0.3218171298503876,0.24837563931941986,0.22892390191555023,0.12927088141441345
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3249194324016571,1.0,0.23562048375606537,0.24571022391319275,0.1826142966747284
neustria,0.24117544293403625,0.24018077552318573,0.3413887917995453,0.5376113057136536,0.3333515524864197,0.4044764041900635,0.23239655792713165,0.16237951815128326
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.21778234839439392,0.5352458953857422,0.2814660370349884,0.23141497373580933,0.4130953550338745
