,how,many,pages,was,the,kalven,report,statement,?
extraordinary,0.16342094540596008,0.18548467755317688,0.12978708744049072,0.2045092135667801,0.23438787460327148,0.07082831859588623,0.2594621181488037,0.23198957741260529,0.1933874785900116
environment,0.2706455886363983,0.2855686843395233,0.23208411037921906,0.14714735746383667,0.25819888710975647,0.21740670502185822,0.21810244023799896,0.2262284904718399,0.19478057324886322
of,0.2480744868516922,0.37253960967063904,0.18891218304634094,0.4069072902202606,0.733189046382904,0.2405567169189453,0.22992923855781555,0.1980573982000351,0.1826142966747284
freedom,0.1381973922252655,0.25507813692092896,0.16640695929527283,0.18240031599998474,0.24307598173618317,0.09645194560289383,0.23195521533489227,0.229896679520607,0.1626027375459671
of,0.2480744868516922,0.37253960967063904,0.18891218304634094,0.4069072902202606,0.733189046382904,0.2405567169189453,0.22992923855781555,0.1980573982000351,0.1826142966747284
inquiry,0.1348845511674881,0.14052221179008484,0.13253365457057953,0.2590499222278595,0.24161653220653534,0.11371572315692902,0.4347025156021118,0.3484855592250824,0.1689903736114502
and,0.33647966384887695,0.5296266674995422,0.241494283080101,0.3740963041782379,0.5171257257461548,0.25466257333755493,0.20391902327537537,0.17807939648628235,0.20544172823429108
maintain,0.2746436893939972,0.27376964688301086,0.24227069318294525,0.1649671494960785,0.2896709144115448,0.1336609125137329,0.22204910218715668,0.22026900947093964,0.20568779110908508
an,0.2520636022090912,0.2465583086013794,0.14418716728687286,0.3694365322589874,0.4207492768764496,0.19441837072372437,0.18313995003700256,0.2489083856344223,0.19793890416622162
independence,0.11954773217439651,0.17884445190429688,0.12995991110801697,0.24797119200229645,0.2836182415485382,0.2454819679260254,0.14407651126384735,0.1833386868238449,0.12301119416952133
from,0.22939439117908478,0.33099696040153503,0.14968211948871613,0.31171464920043945,0.40150508284568787,0.20076090097427368,0.13743405044078827,0.16176478564739227,0.19969791173934937
political,0.1886202096939087,0.2416682094335556,0.15824973583221436,0.24282537400722504,0.20477235317230225,0.11524665355682373,0.16869740188121796,0.30038318037986755,0.17130474746227264
fashions,0.2693597078323364,0.36470827460289,0.26650264859199524,0.17031535506248474,0.22857306897640228,0.12297536432743073,0.09980476647615433,0.20018857717514038,0.1400700807571411
",",0.22659391164779663,0.40610817074775696,0.23180006444454193,0.45456063747406006,0.4933079481124878,0.370126336812973,0.250803142786026,0.22861604392528534,0.31091248989105225
passions,0.2875797152519226,0.36778101325035095,0.26035988330841064,0.13057734072208405,0.17605999112129211,0.13807398080825806,0.20457230508327484,0.24068959057331085,0.18116998672485352
",",0.22659391164779663,0.40610817074775696,0.23180006444454193,0.45456063747406006,0.4933079481124878,0.370126336812973,0.250803142786026,0.22861604392528534,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.241494283080101,0.3740963041782379,0.5171257257461548,0.25466257333755493,0.20391902327537537,0.17807939648628235,0.20544172823429108
pressures,0.2623712122440338,0.29361382126808167,0.19799193739891052,0.1976972073316574,0.316790908575058,0.21141916513442993,0.29291850328445435,0.2916044592857361,0.12055351585149765
.,0.3287222981452942,0.3974229395389557,0.2658001482486725,0.40146201848983765,0.5934505462646484,0.28908243775367737,0.277835488319397,0.21827399730682373,0.4130953550338745
'',-0.0029843549709767103,-0.016843097284436226,0.061846449971199036,0.04456103965640068,0.041273195296525955,-0.05792048200964928,-0.046842265874147415,-0.01801685243844986,0.018684765323996544
