,how,many,metric,tons,of,carbon,are,believed,to,be,stored,in,the,amazon,forest,?
of,0.2480744868516922,0.37253960967063904,0.21906468272209167,0.19702266156673431,1.0,0.22596238553524017,0.39081433415412903,0.2945859134197235,0.41548454761505127,0.33904364705085754,0.2396228164434433,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.21734559535980225,0.20730508863925934,0.733189046382904,0.23183570802211761,0.40399202704429626,0.324635773897171,0.535392165184021,0.4248143136501312,0.2634609043598175,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
carbon,0.24845077097415924,0.2032410353422165,0.2568083703517914,0.3705548048019409,0.22596238553524017,1.0000001192092896,0.2875964641571045,0.13970790803432465,0.2865152955055237,0.2683018147945404,0.3419003188610077,0.1857566386461258,0.23183570802211761,0.1535501331090927,0.21766255795955658,0.19040444493293762
stores,0.17198316752910614,0.3069716691970825,0.24403327703475952,0.27204349637031555,0.21750995516777039,0.19199876487255096,0.28314656019210815,0.18873392045497894,0.24124623835086823,0.22427766025066376,0.5930345058441162,0.34391340613365173,0.27271583676338196,0.2851882874965668,0.14919184148311615,0.1341363787651062
in,0.2601168751716614,0.41474202275276184,0.18834827840328217,0.19120186567306519,0.5696388483047485,0.1857566386461258,0.3841303884983063,0.2605416774749756,0.45010748505592346,0.3481820821762085,0.26229971647262573,1.0,0.6662389636039734,0.12227833271026611,0.24136987328529358,0.20430970191955566
ecosystems—of,0.2243289053440094,0.3004228174686432,0.13470324873924255,0.23945249617099762,0.2815006971359253,0.3835442364215851,0.2760072350502014,0.21081148087978363,0.25209975242614746,0.26877889037132263,0.2688111960887909,0.24184486269950867,0.274955153465271,0.34344807267189026,0.3860150873661041,0.19979475438594818
the,0.33890387415885925,0.4335206151008606,0.21734559535980225,0.20730508863925934,0.733189046382904,0.23183570802211761,0.40399202704429626,0.324635773897171,0.535392165184021,0.4248143136501312,0.2634609043598175,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
order,0.22134430706501007,0.220539852976799,0.18093393743038177,0.10038702934980392,0.31287699937820435,0.14935298264026642,0.22330260276794434,0.19874748587608337,0.35544881224632263,0.23933173716068268,0.17519094049930573,0.24184700846672058,0.3284194767475128,0.190508633852005,0.14513170719146729,0.13725648820400238
of,0.2480744868516922,0.37253960967063904,0.21906468272209167,0.19702266156673431,1.0,0.22596238553524017,0.39081433415412903,0.2945859134197235,0.41548454761505127,0.33904364705085754,0.2396228164434433,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
1.1,0.22848117351531982,0.18972738087177277,0.30448269844055176,0.21827267110347748,0.3042284846305847,0.2447584867477417,0.22901685535907745,0.05849757045507431,0.2691194713115692,0.28932979702949524,0.31475234031677246,0.28421884775161743,0.31075629591941833,0.16466645896434784,0.1841188371181488,0.338576078414917
×,0.14175954461097717,0.13989178836345673,0.26512056589126587,0.2085912823677063,0.22203300893306732,0.1928708255290985,0.1799558401107788,0.12376993894577026,0.11912830919027328,0.1791708916425705,0.2468254119157791,0.15000201761722565,0.20315884053707123,0.1930370330810547,0.13230489194393158,0.1587730348110199
1011,0.09322832524776459,0.029357366263866425,0.10676514357328415,0.19403024017810822,-0.08713842928409576,0.051623761653900146,0.005140845663845539,-0.0954674556851387,0.12650802731513977,0.06409882754087448,0.09481699019670486,-0.008661211468279362,0.025231484323740005,-0.0036951382644474506,0.019478434696793556,0.1126432865858078
metric,0.2905087172985077,0.21275939047336578,0.9999999403953552,0.3824882209300995,0.21906468272209167,0.2568083703517914,0.2138829380273819,0.14105646312236786,0.2393241971731186,0.26651859283447266,0.2703304588794708,0.18834827840328217,0.21734559535980225,0.1434967964887619,0.062246665358543396,0.2346421480178833
tonnes,0.21806004643440247,0.24116253852844238,0.4072974622249603,0.7033534049987793,0.20021985471248627,0.4109993875026703,0.2538464665412903,0.14317107200622559,0.2187187820672989,0.23050017654895782,0.2753309905529022,0.16524656116962433,0.22186078131198883,0.20356623828411102,0.17286895215511322,0.17092333734035492
of,0.2480744868516922,0.37253960967063904,0.21906468272209167,0.19702266156673431,1.0,0.22596238553524017,0.39081433415412903,0.2945859134197235,0.41548454761505127,0.33904364705085754,0.2396228164434433,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
carbon,0.24845077097415924,0.2032410353422165,0.2568083703517914,0.3705548048019409,0.22596238553524017,1.0000001192092896,0.2875964641571045,0.13970790803432465,0.2865152955055237,0.2683018147945404,0.3419003188610077,0.1857566386461258,0.23183570802211761,0.1535501331090927,0.21766255795955658,0.19040444493293762
.,0.3287222981452942,0.3974229395389557,0.2823297381401062,0.2302369326353073,0.5352458953857422,0.23824366927146912,0.3452940285205841,0.26106974482536316,0.4645031690597534,0.4383580684661865,0.27817240357398987,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2418428510427475,0.4130953550338745
