,some,of,the,combs,in,the,v,&,a,collection,of,south,east,asian,art,is,made,of,what,material,?
;,0.09988705068826675,0.054534342139959335,0.09152708947658539,0.050316184759140015,0.092739537358284,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.06335505098104477,0.054534342139959335,0.07080903649330139,0.051535606384277344,0.13977959752082825,0.10231279581785202,0.05324986204504967,0.06876794993877411,0.054534342139959335,0.10986888408660889,0.03402523323893547,0.10349778085947037
items,0.35209164023399353,0.21522082388401031,0.23580949008464813,0.27041977643966675,0.2189844399690628,0.23580949008464813,0.07684866338968277,0.07111205160617828,0.2916238307952881,0.38827261328697205,0.21522082388401031,0.10119929164648056,0.12046564370393753,0.1811889111995697,0.2506609559059143,0.24396629631519318,0.23763498663902283,0.21522082388401031,0.23242159187793732,0.3921552896499634,0.19807128608226776
on,0.31474894285202026,0.3966929316520691,0.5107308030128479,0.20493780076503754,0.46853652596473694,0.5107308030128479,0.1826705038547516,0.14816857874393463,0.3848365545272827,0.2131180614233017,0.3966929316520691,0.22021299600601196,0.20555776357650757,0.1412145048379898,0.1585155427455902,0.3635730445384979,0.37619519233703613,0.3966929316520691,0.34226128458976746,0.26862505078315735,0.2714994251728058
show,0.2778988778591156,0.21383242309093475,0.319829523563385,0.3332914113998413,0.27595704793930054,0.319829523563385,0.0745965912938118,0.16895706951618195,0.24886544048786163,0.1603565514087677,0.21383242309093475,0.1380430907011032,0.1258273720741272,0.12420077621936798,0.19254061579704285,0.2144283652305603,0.23364688456058502,0.21383242309093475,0.29653704166412354,0.19570036232471466,0.2520138621330261
include,0.5271874070167542,0.37431180477142334,0.2951717972755432,0.2283661663532257,0.28694382309913635,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.30674809217453003,0.37431180477142334,0.14692001044750214,0.11422424763441086,0.1902105063199997,0.1146894246339798,0.28863582015037537,0.22828035056591034,0.37431180477142334,0.1535889357328415,0.10380877554416656,0.14925788342952728
betel-nut,0.2973131239414215,0.2743335962295532,0.30131229758262634,0.2580600380897522,0.29036054015159607,0.30131229758262634,0.129320427775383,0.1740991473197937,0.32964661717414856,0.16886743903160095,0.2743335962295532,0.20313182473182678,0.2563709616661072,0.19589293003082275,0.1525844931602478,0.35760602355003357,0.26295340061187744,0.2743335962295532,0.25586533546447754,0.2234836220741272,0.24431467056274414
cutters,0.24528372287750244,0.2524338960647583,0.2845771014690399,0.23471230268478394,0.18172994256019592,0.2845771014690399,0.12649589776992798,0.0948205292224884,0.27068206667900085,0.23144973814487457,0.2524338960647583,0.152299702167511,0.16296963393688202,0.09589442610740662,0.11848652362823486,0.1611674278974533,0.2799384295940399,0.2524338960647583,0.157539963722229,0.22125928103923798,0.10420706868171692
",",0.42400437593460083,0.4946078956127167,0.4933079481124878,0.34822797775268555,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.4946078956127167,0.3256652057170868,0.319791704416275,0.21664521098136902,0.2700960636138916,0.4691906273365021,0.32507219910621643,0.4946078956127167,0.3087472915649414,0.2189585268497467,0.31091248989105225
ivory,0.20720215141773224,0.18637466430664062,0.2150457501411438,0.31034281849861145,0.11369050294160843,0.2150457501411438,0.15033379197120667,0.1013304591178894,0.20196005702018738,0.08448575437068939,0.18637466430664062,0.22432264685630798,0.20511111617088318,0.19540399312973022,0.1108304038643837,0.1367930769920349,0.2429720163345337,0.18637466430664062,0.16669368743896484,0.17283593118190765,0.1248474270105362
combs,0.25741246342658997,0.18958649039268494,0.2017894983291626,1.0,0.18868955969810486,0.2017894983291626,0.14754949510097504,0.13719455897808075,0.2178708165884018,0.12714605033397675,0.18958649039268494,0.10680306702852249,0.09942982345819473,0.1142655611038208,0.18729060888290405,0.18156658113002777,0.22258307039737701,0.18958649039268494,0.16265150904655457,0.20201170444488525,0.24039559066295624
and,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.34910082817077637,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.5116966962814331,0.3140619993209839,0.27633291482925415,0.20807486772537231,0.2631918787956238,0.3859752118587494,0.34954607486724854,0.5116966962814331,0.31309178471565247,0.2923409640789032,0.20544172823429108
bronze,0.14482231438159943,0.2355436533689499,0.2526973485946655,0.30146098136901855,0.1848762184381485,0.2526973485946655,0.11348831653594971,0.10350494086742401,0.21390679478645325,0.15645165741443634,0.2355436533689499,0.17375916242599487,0.22097261250019073,0.28822585940361023,0.1786264032125473,0.15866197645664215,0.18397870659828186,0.2355436533689499,0.09919140487909317,0.19139248132705688,0.12390820682048798
palanquin,0.2379099726676941,0.3211632966995239,0.3625291585922241,0.28440362215042114,0.3069990277290344,0.3625291585922241,0.18234580755233765,0.1358211487531662,0.2720479369163513,0.21028783917427063,0.3211632966995239,0.3075804114341736,0.29505178332328796,0.2112264782190323,0.26451510190963745,0.33462750911712646,0.13383327424526215,0.3211632966995239,0.16393721103668213,0.07704224437475204,0.18031412363052368
hooks,0.2805284559726715,0.13327883183956146,0.21807821094989777,0.24492108821868896,0.1529219001531601,0.21807821094989777,0.06659454107284546,0.07400724291801453,0.1553085297346115,0.12149616330862045,0.13327883183956146,0.12107101827859879,0.11438015848398209,0.11821390688419342,0.16614897549152374,0.16183330118656158,0.1564204841852188,0.13327883183956146,0.24779008328914642,0.308209091424942,0.27736684679985046
.,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.32467591762542725,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.5352458953857422,0.2798699140548706,0.28351864218711853,0.2310253083705902,0.21795564889907837,0.4569662809371948,0.4032190144062042,0.5352458953857422,0.3567904531955719,0.24824832379817963,0.4130953550338745
