,who,was,the,espn,deportes,sideline,commentator,for,super,bowl,50,?
alvaro,0.2570241689682007,0.23670901358127594,0.2146955132484436,0.08924838900566101,0.2884156405925751,0.1289384812116623,0.1233634203672409,0.16567622125148773,0.150259867310524,0.026099368929862976,-0.013532315380871296,0.18580129742622375
martin,0.22000780701637268,0.2089129239320755,0.22029393911361694,0.1840549260377884,0.20121045410633087,0.1797003448009491,0.18233069777488708,0.1178249642252922,0.13172949850559235,0.07102158665657043,0.006011011078953743,0.060103293508291245
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.17554140090942383,0.17138513922691345,0.22910010814666748,0.2725900709629059,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
raul,0.2931964695453644,0.2609989643096924,0.20411646366119385,0.2236608862876892,0.4071432054042816,0.24789027869701385,0.281997948884964,0.2234547734260559,0.19177064299583435,0.1273532211780548,0.03984677419066429,0.2333424836397171
allegre,0.13213099539279938,0.23344998061656952,0.21357136964797974,0.21151140332221985,0.4518875479698181,0.24421975016593933,0.1941973865032196,0.16064125299453735,0.167648583650589,0.1518058329820633,0.011709240265190601,0.21779847145080566
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.18262942135334015,0.23202872276306152,0.22783276438713074,0.272722452878952,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.17554140090942383,0.17138513922691345,0.22910010814666748,0.2725900709629059,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
sideline,0.25843048095703125,0.23175807297229767,0.2606579065322876,0.6030219793319702,0.2749320864677429,1.0,0.4994677007198334,0.27458781003952026,0.2961301803588867,0.33748066425323486,0.005377794615924358,0.2637002468109131
reporter,0.26350149512290955,0.30165693163871765,0.2277432680130005,0.5605667233467102,0.4426693320274353,0.5717231631278992,0.5476018786430359,0.24308809638023376,0.21776777505874634,0.22516725957393646,-0.0044938609935343266,0.17684806883335114
john,0.30388808250427246,0.2875721752643585,0.2230520099401474,0.19256550073623657,0.15350927412509918,0.21402111649513245,0.2241700291633606,0.22649751603603363,0.1567493975162506,0.19344750046730042,0.049744050949811935,0.13162356615066528
sutcliffe,0.37904348969459534,0.33484333753585815,0.2572650909423828,0.3204881548881531,0.2055523842573166,0.3892761766910553,0.39091092348098755,0.23579242825508118,0.13638631999492645,0.15413951873779297,-0.08779970556497574,0.17327718436717987
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.19926497340202332,0.18397417664527893,0.254624605178833,0.19069300591945648,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
