,why,do,polar,water,bodies,support,a,higher,amount,of,life,?
properties,0.22125248610973358,0.22327449917793274,0.1917041540145874,0.25830748677253723,0.2977588474750519,0.16892287135124207,0.21527832746505737,0.21320971846580505,0.29599684476852417,0.2832101881504059,0.18188025057315826,0.12601029872894287
),0.25356316566467285,0.24460165202617645,0.2122127115726471,0.18243473768234253,0.12082640081644058,0.2624157965183258,0.3640355169773102,0.19929355382919312,0.19204795360565186,0.3680361211299896,0.17696817219257355,0.42300865054130554
has,0.24175488948822021,0.22084827721118927,0.1734325885772705,0.2458021640777588,0.12939924001693726,0.19964157044887543,0.4670248031616211,0.2676869332790375,0.306355357170105,0.3909035325050354,0.1895075887441635,0.15994466841220856
important,0.3489847481250763,0.3145715296268463,0.14734703302383423,0.24040143191814423,0.15572115778923035,0.2132740020751953,0.2963852882385254,0.21938109397888184,0.20891208946704865,0.43301743268966675,0.23647472262382507,0.17812499403953552
implications,0.2680579721927643,0.30646008253097534,0.17642763257026672,0.14665058255195618,0.13405299186706543,0.24845382571220398,0.2718260884284973,0.2524417042732239,0.20951084792613983,0.27826377749443054,0.24474158883094788,0.21343111991882324
for,0.3869043290615082,0.29510271549224854,0.21663135290145874,0.189085453748703,0.1515924632549286,0.3156939148902893,0.44038116931915283,0.2346303015947342,0.3007623255252838,0.4185989499092102,0.244698166847229,0.264628142118454
ocean,0.20401614904403687,0.2019176483154297,0.31823623180389404,0.36602893471717834,0.2800503671169281,0.0933530181646347,0.21811051666736603,0.1599050760269165,0.15344691276550293,0.25798606872558594,0.25057119131088257,0.15205028653144836
life,0.17323048412799835,0.1348615288734436,0.18824894726276398,0.23303993046283722,0.2708800435066223,0.19970820844173431,0.27076753973960876,0.1405239850282669,0.16136839985847473,0.2788603901863098,1.0,0.21677987277507782
",",0.2827242314815521,0.3283645510673523,0.2257201075553894,0.26706066727638245,0.22888998687267303,0.2733234167098999,0.427140474319458,0.251458078622818,0.21125462651252747,0.4946078956127167,0.24050940573215485,0.31091248989105225
as,0.3103298544883728,0.38329678773880005,0.17763659358024597,0.21305090188980103,0.24729733169078827,0.2501060962677002,0.39550232887268066,0.2691084146499634,0.19476667046546936,0.3886612355709076,0.23248597979545593,0.27043893933296204
polar,0.15985248982906342,0.13181117177009583,1.0000001192092896,0.2628316581249237,0.2253427952528,0.12872765958309174,0.2053062468767166,0.14824943244457245,0.17344015836715698,0.1753222942352295,0.18824894726276398,0.05966112017631531
oceans,0.267173707485199,0.2246115505695343,0.4019668996334076,0.4703781008720398,0.3664764165878296,0.13387499749660492,0.15618158876895905,0.22828800976276398,0.23239539563655853,0.24379432201385498,0.27321532368659973,0.16026286780834198
support,0.35591691732406616,0.3117796778678894,0.12872765958309174,0.1935180127620697,0.11729443073272705,1.0000001192092896,0.2484646886587143,0.2624523937702179,0.22298310697078705,0.2307697981595993,0.19970820844173431,0.22626608610153198
a,0.2667238116264343,0.26237669587135315,0.2053062468767166,0.2979097068309784,0.20684704184532166,0.2484646886587143,1.0,0.2608921229839325,0.3439450263977051,0.5052502155303955,0.27076753973960876,0.23916715383529663
much,0.4051775634288788,0.312346875667572,0.16062557697296143,0.2890187203884125,0.26459839940071106,0.2838061451911926,0.2958075702190399,0.3946162462234497,0.4935210943222046,0.2671096920967102,0.3077531158924103,0.23442231118679047
higher,0.17308205366134644,0.25567880272865295,0.14824943244457245,0.2635023891925812,0.16449853777885437,0.2624523937702179,0.2608921229839325,1.0,0.2962079644203186,0.3096220791339874,0.1405239850282669,0.15679465234279633
density,0.1450415998697281,0.14169186353683472,0.20289383828639984,0.3195847272872925,0.1667070984840393,0.1211327612400055,0.20387759804725647,0.288854718208313,0.3678858280181885,0.2389363795518875,0.05417751520872116,0.1457761973142624
of,0.28464117646217346,0.26150479912757874,0.1753222942352295,0.2741255462169647,0.2732889950275421,0.2307697981595993,0.5052502155303955,0.3096220791339874,0.2541177570819855,1.0,0.2788603901863098,0.1826142966747284
life,0.17323048412799835,0.1348615288734436,0.18824894726276398,0.23303993046283722,0.2708800435066223,0.19970820844173431,0.27076753973960876,0.1405239850282669,0.16136839985847473,0.2788603901863098,1.0,0.21677987277507782
due,0.24495384097099304,0.15443827211856842,0.10996576398611069,0.17895834147930145,0.2193923145532608,0.21358683705329895,0.2190696746110916,0.22215762734413147,0.27117908000946045,0.2533245384693146,0.12112262099981308,0.10954997688531876
to,0.4100138247013092,0.38876664638519287,0.21771325170993805,0.27858173847198486,0.2779117226600647,0.2742273211479187,0.45503583550453186,0.3279348313808441,0.309798926115036,0.41548454761505127,0.24560359120368958,0.29463258385658264
their,0.2619993984699249,0.35424983501434326,0.18296344578266144,0.21034842729568481,0.3776066303253174,0.20667444169521332,0.29698723554611206,0.3047930598258972,0.2843136191368103,0.4329940676689148,0.23799121379852295,0.1898253709077835
higher,0.17308205366134644,0.25567880272865295,0.14824943244457245,0.2635023891925812,0.16449853777885437,0.2624523937702179,0.2608921229839325,1.0,0.2962079644203186,0.3096220791339874,0.1405239850282669,0.15679465234279633
oxygen,0.2391396164894104,0.22088919579982758,0.26914283633232117,0.4692627191543579,0.2747831642627716,0.2373262196779251,0.21662019193172455,0.24069128930568695,0.35417988896369934,0.16848602890968323,0.27629178762435913,0.16786395013332367
content,0.32959040999412537,0.2601398825645447,0.11912643164396286,0.2371988147497177,0.214549720287323,0.2694253623485565,0.20795699954032898,0.25686880946159363,0.3818560242652893,0.18281257152557373,0.19537007808685303,0.37093979120254517
.,0.32909876108169556,0.3613996207714081,0.22134515643119812,0.26634910702705383,0.253254771232605,0.2751289904117584,0.50484299659729,0.2524722218513489,0.24893930554389954,0.5352458953857422,0.3029138445854187,0.4130953550338745
