,who,had,established,the,russian,empire,to,its,former,glory,prior,to,1921,?
particular,0.304595410823822,0.2515186667442322,0.22015506029129028,0.4066357910633087,0.181114062666893,0.15291042625904083,0.40318208932876587,0.33972424268722534,0.1279469132423401,0.15102307498455048,0.25487712025642395,0.40318208932876587,-0.118677519261837,0.2741454839706421
asserted,0.26005348563194275,0.29573363065719604,0.3614589273929596,0.27135229110717773,0.13283462822437286,0.15470923483371735,0.2757810056209564,0.1979222446680069,0.21868771314620972,0.13546963036060333,0.31190362572669983,0.2757810056209564,0.11252570152282715,0.2433508187532425
the,0.3733934462070465,0.3875846862792969,0.33092597126960754,1.0,0.24014991521835327,0.32532164454460144,0.535392165184021,0.559237003326416,0.2251449078321457,0.22985881567001343,0.33782097697257996,0.535392165184021,-0.0336032435297966,0.22068053483963013
right,0.2704642713069916,0.20452749729156494,0.16950277984142303,0.33901116251945496,0.13595549762248993,0.1195538118481636,0.31834647059440613,0.16887451708316803,0.12994909286499023,0.24422506988048553,0.1532943844795227,0.31834647059440613,0.013973746448755264,0.27135515213012695
to,0.42656609416007996,0.37984350323677063,0.15850777924060822,0.535392165184021,0.14755593240261078,0.21448755264282227,1.0,0.3691340684890747,0.12857267260551453,0.18531663715839386,0.264421671628952,1.0,0.02946479804813862,0.29463258385658264
limited,0.15578578412532806,0.2716013193130493,0.16636574268341064,0.2757521867752075,0.04341943562030792,0.20390886068344116,0.2564510405063629,0.2790517508983612,0.13426125049591064,0.12914109230041504,0.32713329792022705,0.2564510405063629,-0.04537997767329216,0.09444807469844818
self-determination,0.2506687045097351,0.2067738175392151,0.26900020241737366,0.39717426896095276,0.1977127194404602,0.26076754927635193,0.3248114287853241,0.2974412739276886,0.14430631697177887,0.21858848631381989,0.300376296043396,0.3248114287853241,-0.07671313732862473,0.22606560587882996
for,0.37110671401023865,0.3270139992237091,0.1717284768819809,0.4739971458911896,0.1925029456615448,0.18193261325359344,0.4451248347759247,0.2992613911628723,0.23718710243701935,0.2455543875694275,0.31561535596847534,0.4451248347759247,-0.04609433189034462,0.264628142118454
national,0.18105065822601318,0.15170930325984955,0.2815767228603363,0.32739606499671936,0.17167402803897858,0.1922217756509781,0.21067756414413452,0.22022826969623566,0.3041871190071106,0.24469386041164398,0.19954803586006165,0.21067756414413452,-0.09563335031270981,0.15643028914928436
minorities,0.26891475915908813,0.27353909611701965,0.21775712072849274,0.2637370824813843,0.2723343074321747,0.23857660591602325,0.2221270203590393,0.2144448459148407,0.23214368522167206,0.15495243668556213,0.1937919557094574,0.2221270203590393,-0.05943184718489647,0.2070426493883133
within,0.18261831998825073,0.2050173133611679,0.2852316200733185,0.39827480912208557,0.11523789167404175,0.19902725517749786,0.34980177879333496,0.34678399562835693,0.16015581786632538,0.14367075264453888,0.2871227562427521,0.34980177879333496,-0.14189070463180542,0.1870293766260147
the,0.3733934462070465,0.3875846862792969,0.33092597126960754,1.0,0.24014991521835327,0.32532164454460144,0.535392165184021,0.559237003326416,0.2251449078321457,0.22985881567001343,0.33782097697257996,0.535392165184021,-0.0336032435297966,0.22068053483963013
new,0.2378052920103073,0.28327175974845886,0.21703021228313446,0.3845241069793701,0.1791568547487259,0.1915034055709839,0.33159172534942627,0.2215755134820938,0.2383175641298294,0.1929570734500885,0.22856822609901428,0.33159172534942627,0.019103817641735077,0.14782847464084625
territory,0.247842475771904,0.1965164989233017,0.26215872168540955,0.3000710904598236,0.1449020802974701,0.35393470525741577,0.2642725706100464,0.2604066729545593,0.21926453709602356,0.08264689892530441,0.1673142910003662,0.2642725706100464,0.012142932042479515,0.09435105323791504
.,0.3541337847709656,0.37348684668540955,0.23771190643310547,0.5934505462646484,0.24834594130516052,0.2811720371246338,0.4645031690597534,0.3566088080406189,0.20895031094551086,0.16692346334457397,0.2402365803718567,0.4645031690597534,-0.014664399437606335,0.4130953550338745
