,what,did,the,uk,parliment,hear,that,a,subscription,to,bskyb,was,?
subscription,0.21589209139347076,0.19841161370277405,0.26760369539260864,0.1866791993379593,0.2662089169025421,0.21230576932430267,0.2499164193868637,0.27930477261543274,1.0,0.2455354779958725,0.2627624273300171,0.16619597375392914,0.22697269916534424
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.18409153819084167,0.2665572762489319,0.29165783524513245,0.5436353087425232,0.45503583550453186,0.2455354779958725,1.0,0.16040074825286865,0.3636345863342285,0.29463258385658264
bskyb,0.17457032203674316,0.15346096456050873,0.20915858447551727,0.21248479187488556,0.31190094351768494,0.16797111928462982,0.13467830419540405,0.21951700747013092,0.2627624273300171,0.16040074825286865,1.0000001192092896,0.21192802488803864,0.2979319989681244
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.206756129860878,0.263130784034729,0.10929684340953827,0.33670201897621155,0.4508470594882965,0.16619597375392914,0.3636345863342285,0.21192802488803864,1.0000001192092896,0.18412111699581146
‘,0.16325587034225464,0.12196547538042068,0.2720426023006439,0.16380268335342407,0.17924581468105316,0.21447645127773285,0.12162695825099945,0.1983369141817093,0.3252467215061188,0.17299921810626984,0.20180250704288483,0.22974365949630737,0.1448942869901657
often,0.3849453330039978,0.26973026990890503,0.38004449009895325,0.16297763586044312,0.2703808844089508,0.2879384458065033,0.43873903155326843,0.3930865228176117,0.18075180053710938,0.4351843297481537,0.16532206535339355,0.2700076997280121,0.23748154938220978
damaging,0.28500422835350037,0.2822878360748291,0.2490997463464737,0.0955086275935173,0.15138688683509827,0.20046107470989227,0.3454357087612152,0.27328136563301086,0.09352099895477295,0.25295278429985046,0.09581293165683746,0.19480694830417633,0.17482057213783264
’,-0.01733604073524475,0.04859831556677818,-0.04090067744255066,0.04297477751970291,-0.09157559275627136,0.011735627427697182,0.026145601645112038,-0.04976731166243553,0.00556142907589674,0.00253736088052392,0.03498328477144241,0.023636873811483383,0.045561522245407104
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2632971405982971,0.32835251092910767,0.26677975058555603,0.4137537479400635,0.427140474319458,0.252554714679718,0.44245919585227966,0.2852807641029358,0.45456063747406006,0.31091248989105225
along,0.22421957552433014,0.18832118809223175,0.39495137333869934,0.10776534676551819,0.2076694518327713,0.05213800072669983,0.2850594222545624,0.24426962435245514,0.14666274189949036,0.2976071536540985,0.07547799497842789,0.24175575375556946,0.17134909331798553
with,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.170000359416008,0.2508506178855896,0.18917204439640045,0.4154358208179474,0.3783375024795532,0.181423619389534,0.4239959120750427,0.18421940505504608,0.27411898970603943,0.2433311939239502
alcohol,0.1962163746356964,0.22730612754821777,0.22147142887115479,0.17317858338356018,0.29160812497138977,0.10266684740781784,0.26409223675727844,0.23320576548576355,0.18482983112335205,0.26212915778160095,0.1148073598742485,0.17026057839393616,0.14563840627670288
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2632971405982971,0.32835251092910767,0.26677975058555603,0.4137537479400635,0.427140474319458,0.252554714679718,0.44245919585227966,0.2852807641029358,0.45456063747406006,0.31091248989105225
tobacco,0.15306644141674042,0.20094287395477295,0.23904429376125336,0.12229464948177338,0.21758456528186798,0.061473298817873,0.22622941434383392,0.1412636786699295,0.09199473261833191,0.22577011585235596,0.15736204385757446,0.19403526186943054,0.11937496811151505
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2701246440410614,0.30507588386535645,0.24915099143981934,0.4731321930885315,0.3739250600337982,0.17433135211467743,0.48971283435821533,0.2175528109073639,0.3740963041782379,0.20544172823429108
gambling,0.1905541718006134,0.19240503013134003,0.18828386068344116,0.13765859603881836,0.28270554542541504,0.18903996050357819,0.24306215345859528,0.19294562935829163,0.22330430150032043,0.20670171082019806,0.11010926961898804,0.19331784546375275,0.1257122904062271
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.24075214564800262,0.34523242712020874,0.25989943742752075,0.4460422694683075,0.50484299659729,0.27391132712364197,0.4645031690597534,0.2844841778278351,0.40146201848983765,0.4130953550338745
