,how,many,years,must,a,local,pastor,attend,a,course,of,study,at,united,methodist,approved,seminary,?
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.2231246829032898,0.427140474319458,0.20673875510692596,0.25443756580352783,0.24214935302734375,0.427140474319458,0.3528233766555786,0.4946078956127167,0.26425549387931824,0.38314947485923767,0.3053959608078003,0.2960420250892639,0.28550124168395996,0.28545206785202026,0.31091248989105225
successfully,0.28345566987991333,0.26269280910491943,0.23496009409427643,0.24008655548095703,0.2714724540710449,0.1009170338511467,0.14571350812911987,0.1889999508857727,0.2714724540710449,0.20674237608909607,0.19373616576194763,0.18914438784122467,0.2740359604358673,0.22808752954006195,0.15164822340011597,0.2641890048980713,0.13960151374340057,0.0971045047044754
complete,0.2646922171115875,0.18256250023841858,0.2288486808538437,0.22494585812091827,0.29913821816444397,0.09629212319850922,0.10571274161338806,0.11131040751934052,0.29913821816444397,0.2776546776294708,0.3009350895881653,0.2184564769268036,0.13879677653312683,0.10716066509485245,0.12458336353302002,0.2611903250217438,0.09182671457529068,0.11962060630321503
written,0.2370033860206604,0.22767935693264008,0.16362404823303223,0.18510094285011292,0.22976966202259064,0.05623077601194382,0.1728213131427765,0.1539219468832016,0.22976966202259064,0.11403688043355942,0.20874574780464172,0.13611803948879242,0.13251608610153198,0.17133457958698273,0.1139695942401886,0.22353407740592957,0.10956423729658127,0.21451954543590546
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.33253467082977295,0.3739250600337982,0.2468787580728531,0.19818736612796783,0.26535022258758545,0.3739250600337982,0.30755242705345154,0.5116966962814331,0.300253301858902,0.3571503460407257,0.28213179111480713,0.2376793771982193,0.19026720523834229,0.2530673146247864,0.20544172823429108
oral,0.17670772969722748,0.1554153561592102,0.11846377700567245,0.14374946057796478,0.14973129332065582,0.07733776420354843,0.2200728803873062,0.08414187282323837,0.14973129332065582,0.1522797793149948,0.22543784976005554,0.23081496357917786,0.14350362122058868,0.2226707637310028,0.20687703788280487,0.21129381656646729,0.2329171746969223,0.15616728365421295
examinations,0.277308851480484,0.3005061447620392,0.2687988877296448,0.30132734775543213,0.2702343165874481,0.22557127475738525,0.13563156127929688,0.3801029324531555,0.2702343165874481,0.3396436274051666,0.27019232511520386,0.49062663316726685,0.25967279076576233,0.20083963871002197,0.2656812369823456,0.2730668783187866,0.3524833917617798,0.18493600189685822
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.2231246829032898,0.427140474319458,0.20673875510692596,0.25443756580352783,0.24214935302734375,0.427140474319458,0.3528233766555786,0.4946078956127167,0.26425549387931824,0.38314947485923767,0.3053959608078003,0.2960420250892639,0.28550124168395996,0.28545206785202026,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.33253467082977295,0.3739250600337982,0.2468787580728531,0.19818736612796783,0.26535022258758545,0.3739250600337982,0.30755242705345154,0.5116966962814331,0.300253301858902,0.3571503460407257,0.28213179111480713,0.2376793771982193,0.19026720523834229,0.2530673146247864,0.20544172823429108
appear,0.2682136297225952,0.30559736490249634,0.1961488127708435,0.2685995399951935,0.2526538372039795,0.1848042607307434,0.12822720408439636,0.22403502464294434,0.2526538372039795,0.24111966788768768,0.2246912121772766,0.1367039531469345,0.2076321542263031,0.14763765037059784,0.07540123909711838,0.11345626413822174,0.07390320301055908,0.22635367512702942
before,0.33293965458869934,0.2728588581085205,0.3794313073158264,0.278646856546402,0.3583870828151703,0.16788996756076813,0.18017415702342987,0.2702862620353699,0.3583870828151703,0.3131171464920044,0.3282964527606964,0.14070290327072144,0.36107107996940613,0.2543083131313324,0.22387634217739105,0.28888997435569763,0.18888233602046967,0.2507109045982361
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.2713140547275543,0.5829201340675354,0.2130540907382965,0.13653714954853058,0.23206810653209686,0.5829201340675354,0.32268625497817993,0.733189046382904,0.2533665597438812,0.457212895154953,0.34367692470550537,0.21922016143798828,0.30207422375679016,0.24656996130943298,0.22068053483963013
district,0.051102448254823685,0.11452986299991608,0.17785067856311798,0.1360730230808258,0.20739410817623138,0.23669587075710297,0.1785879284143448,0.12764371931552887,0.20739410817623138,0.13243362307548523,0.2673880457878113,0.13803334534168243,0.15257126092910767,0.24990837275981903,0.2530689835548401,0.17951153218746185,0.18608468770980835,0.06725285202264786
committee,0.14701566100120544,0.1689344346523285,0.1276913583278656,0.17481191456317902,0.1903151571750641,0.14401206374168396,0.13547958433628082,0.2868804633617401,0.1903151571750641,0.19931326806545258,0.2920650243759155,0.19778908789157867,0.21561488509178162,0.2826536297798157,0.18039579689502716,0.32795602083206177,0.2390894889831543,0.12144632637500763
on,0.32655060291290283,0.32520127296447754,0.2152649462223053,0.17571617662906647,0.3848365545272827,0.1699344664812088,0.13553547859191895,0.18079756200313568,0.3848365545272827,0.2990906238555908,0.3966929316520691,0.1889076977968216,0.4806317389011383,0.2703288793563843,0.19416043162345886,0.276600182056427,0.22616694867610931,0.2714994251728058
ministry,0.1911887377500534,0.18176497519016266,0.1776450276374817,0.15273363888263702,0.14863918721675873,0.20007073879241943,0.2895740568637848,0.18372710049152374,0.14863918721675873,0.16542889177799225,0.2755489647388458,0.26040369272232056,0.16636401414871216,0.2265062779188156,0.25508347153663635,0.17207589745521545,0.3371967673301697,0.18168897926807404
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.33253467082977295,0.3739250600337982,0.2468787580728531,0.19818736612796783,0.26535022258758545,0.3739250600337982,0.30755242705345154,0.5116966962814331,0.300253301858902,0.3571503460407257,0.28213179111480713,0.2376793771982193,0.19026720523834229,0.2530673146247864,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.2713140547275543,0.5829201340675354,0.2130540907382965,0.13653714954853058,0.23206810653209686,0.5829201340675354,0.32268625497817993,0.733189046382904,0.2533665597438812,0.457212895154953,0.34367692470550537,0.21922016143798828,0.30207422375679016,0.24656996130943298,0.22068053483963013
conference,0.12395361065864563,0.14310325682163239,0.16795854270458221,0.12634804844856262,0.1375192254781723,0.17762279510498047,0.13248851895332336,0.3161832094192505,0.1375192254781723,0.14841024577617645,0.19579021632671356,0.14729294180870056,0.20550666749477386,0.23104023933410645,0.23383435606956482,0.23838165402412415,0.3205161690711975,0.11172781884670258
board,0.14974001049995422,0.19080935418605804,0.09206904470920563,0.24388006329536438,0.17163047194480896,0.1418459564447403,0.08188346773386002,0.22238026559352875,0.17163047194480896,0.22354313731193542,0.23488809168338776,0.15986740589141846,0.20110011100769043,0.18866221606731415,0.1447218507528305,0.19380652904510498,0.14924702048301697,0.1261475533246994
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.24322323501110077,0.5052502155303955,0.20668989419937134,0.173655703663826,0.2297111451625824,0.5052502155303955,0.2579863667488098,1.0,0.29377859830856323,0.42558613419532776,0.3187655806541443,0.28458893299102783,0.3106788992881775,0.28827744722366333,0.1826142966747284
ordained,0.07961370795965195,0.15817447006702423,0.21785308420658112,0.2131955623626709,0.20081542432308197,0.187310591340065,0.44853273034095764,0.3060865104198456,0.20081542432308197,0.09468358010053635,0.29011455178260803,0.22409744560718536,0.18022282421588898,0.23900334537029266,0.44802963733673096,0.27030614018440247,0.5211108326911926,0.2412128895521164
ministry,0.1911887377500534,0.18176497519016266,0.1776450276374817,0.15273363888263702,0.14863918721675873,0.20007073879241943,0.2895740568637848,0.18372710049152374,0.14863918721675873,0.16542889177799225,0.2755489647388458,0.26040369272232056,0.16636401414871216,0.2265062779188156,0.25508347153663635,0.17207589745521545,0.3371967673301697,0.18168897926807404
.,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.27722811698913574,0.50484299659729,0.26217252016067505,0.21953769028186798,0.1994091272354126,0.50484299659729,0.29073402285575867,0.5352458953857422,0.23432257771492004,0.4549728035926819,0.3406063914299011,0.30669423937797546,0.29869166016578674,0.23294614255428314,0.4130953550338745
