,by,what,name,were,the,``,supposedly,reformed,'',known,?
these,0.33332425355911255,0.4164220690727234,0.14334434270858765,0.587685227394104,0.49086877703666687,0.09766163676977158,0.2599654495716095,0.24301540851593018,-0.010087166912853718,0.2789614498615265,0.2571668326854706
supposedly,0.33022674918174744,0.39564377069473267,0.1504218429327011,0.30406954884529114,0.3071683347225189,0.008768608793616295,0.9999998807907104,0.20665842294692993,0.001012719003483653,0.16930712759494781,0.2077445387840271
'reformed,0.2690747380256653,0.20263785123825073,0.1754956841468811,0.3154810070991516,0.2251901775598526,0.0831180214881897,0.1887906789779663,0.955772340297699,-0.033330101519823074,0.17250727117061615,0.14761577546596527
',0.2610379159450531,0.3245812654495239,0.3737941086292267,0.17108602821826935,0.474788099527359,0.0022648978047072887,0.15816248953342438,0.14929033815860748,0.05904744192957878,0.40319374203681946,0.330942302942276
'',-0.010275691747665405,0.08143015950918198,0.003883055876940489,0.007215402089059353,0.041273195296525955,-0.09173435717821121,0.001012719003483653,-0.02668549120426178,1.0,0.06905213743448257,0.018684765323996544
),0.2151763141155243,0.26259949803352356,0.2638341188430786,0.1566188633441925,0.3456730246543884,0.1698397845029831,0.0980287566781044,0.228615403175354,-0.028269650414586067,0.297453910112381,0.42300865054130554
habitually,0.19958537817001343,0.36148643493652344,0.10747070610523224,0.23447303473949432,0.23796434700489044,0.1206374242901802,0.3470245897769928,0.14691653847694397,0.004878702573478222,0.14550438523292542,0.21654124557971954
gathered,0.2651141881942749,0.25028154253959656,0.0869794636964798,0.3858541250228882,0.3359522223472595,-0.02744867466390133,0.27900680899620056,0.20785456895828247,0.0563562847673893,0.24289238452911377,0.14883534610271454
at,0.2368064820766449,0.2838611304759979,0.11450952291488647,0.2947486639022827,0.457212895154953,-0.07642947137355804,0.17905084788799286,0.1003691777586937,0.04379578307271004,0.19818158447742462,0.21978627145290375
night,0.1654970496892929,0.20251014828681946,0.09065040946006775,0.20611481368541718,0.2817382514476776,-0.02761312574148178,0.2976023256778717,0.03169909492135048,-0.007448260672390461,0.22006262838840485,0.13794848322868347
",",0.3680937886238098,0.3087472915649414,0.28145334124565125,0.36755475401878357,0.4933079481124878,0.09681109338998795,0.2188916951417923,0.2146388739347458,-0.037358131259679794,0.3604377806186676,0.31091248989105225
both,0.3367134630680084,0.3361809551715851,0.2019103318452835,0.4254525601863861,0.4931981563568115,0.05544934421777725,0.265506386756897,0.238567054271698,-0.011287134140729904,0.24095475673675537,0.19455738365650177
for,0.3248702883720398,0.3017193675041199,0.25737348198890686,0.33592689037323,0.4739971458911896,0.01270448137074709,0.23037366569042206,0.11726110428571701,-0.04479556903243065,0.363901823759079,0.264628142118454
political,0.22635963559150696,0.21846716105937958,0.10089639574289322,0.16721121966838837,0.20477235317230225,0.13712286949157715,0.22412259876728058,0.24340860545635223,0.030319077894091606,0.15405070781707764,0.17130474746227264
purposes,0.23273935914039612,0.2370537966489792,0.18712696433067322,0.2365843802690506,0.27476897835731506,0.04533197730779648,0.2849103510379791,0.1543031483888626,-0.039222292602062225,0.2329898178577423,0.15262550115585327
",",0.3680937886238098,0.3087472915649414,0.28145334124565125,0.36755475401878357,0.4933079481124878,0.09681109338998795,0.2188916951417923,0.2146388739347458,-0.037358131259679794,0.3604377806186676,0.31091248989105225
and,0.4289871156215668,0.31309178471565247,0.21235932409763336,0.42175528407096863,0.5171257257461548,0.036644238978624344,0.2831015884876251,0.297204852104187,0.021612688899040222,0.3468935489654541,0.20544172823429108
for,0.3248702883720398,0.3017193675041199,0.25737348198890686,0.33592689037323,0.4739971458911896,0.01270448137074709,0.23037366569042206,0.11726110428571701,-0.04479556903243065,0.363901823759079,0.264628142118454
prayer,0.1532391607761383,0.1971559077501297,0.13194893300533295,0.18764397501945496,0.2471906840801239,0.06745395064353943,0.1862858086824417,0.2988393306732178,-0.07395785301923752,0.11222728341817856,0.2122897058725357
and,0.4289871156215668,0.31309178471565247,0.21235932409763336,0.42175528407096863,0.5171257257461548,0.036644238978624344,0.2831015884876251,0.297204852104187,0.021612688899040222,0.3468935489654541,0.20544172823429108
singing,0.15143941342830658,0.25204721093177795,0.10868655145168304,0.1613328456878662,0.20382609963417053,0.03942720592021942,0.1661529392004013,0.2451411485671997,0.0009428982739336789,0.20877397060394287,0.16125191748142242
psalms,0.18174147605895996,0.2523665428161621,0.16241198778152466,0.25933220982551575,0.258597731590271,0.11525899171829224,0.2396823614835739,0.33076852560043335,0.052989281713962555,0.22460250556468964,0.2002570480108261
.,0.3936232924461365,0.3567904531955719,0.24737101793289185,0.3378238379955292,0.5934505462646484,0.05720457062125206,0.21421405673027039,0.28055551648139954,-0.07181349396705627,0.283290296792984,0.4130953550338745
