,what,was,his,belief,as,to,what,nature,was,supposed,to,be,?
had,0.23849567770957947,0.5927209258079529,0.4401516616344452,0.17948861420154572,0.3393979072570801,0.37984350323677063,0.23849567770957947,0.11308379471302032,0.5927209258079529,0.3520425260066986,0.37984350323677063,0.35315439105033875,0.20728366076946259
interfered,0.21119457483291626,0.28881022334098816,0.2664152979850769,0.27068081498146057,0.2579439580440521,0.2622728943824768,0.21119457483291626,0.17645421624183655,0.28881022334098816,0.26372477412223816,0.2622728943824768,0.23859615623950958,0.09498755633831024
with,0.2464839518070221,0.27411898970603943,0.33836179971694946,0.16671405732631683,0.40387406945228577,0.4239959120750427,0.2464839518070221,0.17157115042209625,0.27411898970603943,0.24830439686775208,0.4239959120750427,0.36101722717285156,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.22474968433380127,0.48381632566452026,0.535392165184021,0.42745697498321533,0.19596898555755615,0.48711544275283813,0.33562925457954407,0.535392165184021,0.4248143136501312,0.22068053483963013
natural,0.15666867792606354,0.16573187708854675,0.14569519460201263,0.21119944751262665,0.2089606076478958,0.21663954854011536,0.15666867792606354,0.5232142806053162,0.16573187708854675,0.05750062316656113,0.21663954854011536,0.2263202965259552,0.16155436635017395
``,0.008517155423760414,-0.012679691426455975,0.008275155909359455,0.025099093094468117,0.03910288214683533,0.06720756739377975,0.008517155423760414,-0.029082365334033966,-0.012679691426455975,0.007399421650916338,0.06720756739377975,0.07670000940561295,0.0685480609536171
ruthless,0.30738598108291626,0.18134534358978271,0.3578398823738098,0.303948312997818,0.31047019362449646,0.24175463616847992,0.30738598108291626,0.2145472913980484,0.18134534358978271,0.23950794339179993,0.24175463616847992,0.20648281276226044,0.20988626778125763
workings,0.36357954144477844,0.21016065776348114,0.27533775568008423,0.3022729754447937,0.3120793402194977,0.3116399943828583,0.36357954144477844,0.24670088291168213,0.21016065776348114,0.2811112403869629,0.3116399943828583,0.34222427010536194,0.21490055322647095
of,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.2605385482311249,0.3886612355709076,0.41548454761505127,0.33290785551071167,0.22892364859580994,0.4069072902202606,0.2428056299686432,0.41548454761505127,0.33904364705085754,0.1826142966747284
nature,0.2566179633140564,0.16693586111068726,0.1647808998823166,0.3781110346317291,0.19073383510112762,0.2702313959598541,0.2566179633140564,1.0,0.16693586111068726,0.1347348690032959,0.2702313959598541,0.2932605445384979,0.17397694289684296
",",0.3087472915649414,0.45456063747406006,0.3378419280052185,0.2058863788843155,0.48816442489624023,0.44245919585227966,0.3087472915649414,0.24335457384586334,0.45456063747406006,0.2275257259607315,0.44245919585227966,0.39254459738731384,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,0.016508836299180984,-0.09213719516992569,0.006628023460507393,-0.009905828163027763,0.08143015950918198,0.015975749120116234,0.04456103965640068,0.024381136521697044,-0.009905828163027763,0.08835477381944656,0.018684765323996544
rather,0.3923804461956024,0.23478160798549652,0.2579367458820343,0.2994525134563446,0.38414403796195984,0.4052407741546631,0.3923804461956024,0.3426573872566223,0.23478160798549652,0.3561030924320221,0.4052407741546631,0.4789743721485138,0.3053998053073883
than,0.29388150572776794,0.1872616857290268,0.18405678868293762,0.22582845389842987,0.40532299876213074,0.3192550539970398,0.29388150572776794,0.19381605088710785,0.1872616857290268,0.258138507604599,0.3192550539970398,0.46516597270965576,0.24917294085025787
from,0.2737620174884796,0.31171464920043945,0.3195365369319916,0.2067188024520874,0.3251767158508301,0.4069952368736267,0.2737620174884796,0.10150755941867828,0.31171464920043945,0.21575838327407837,0.4069952368736267,0.3107333183288574,0.19969791173934937
conceptions,0.27815672755241394,0.20556554198265076,0.21802657842636108,0.4596402943134308,0.3043658137321472,0.23872293531894684,0.27815672755241394,0.37485361099243164,0.20556554198265076,0.25210681557655334,0.23872293531894684,0.30851441621780396,0.15790770947933197
of,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.2605385482311249,0.3886612355709076,0.41548454761505127,0.33290785551071167,0.22892364859580994,0.4069072902202606,0.2428056299686432,0.41548454761505127,0.33904364705085754,0.1826142966747284
a,0.3320399522781372,0.4508470594882965,0.3497250974178314,0.23425845801830292,0.39550232887268066,0.45503583550453186,0.3320399522781372,0.22402097284793854,0.4508470594882965,0.3128533661365509,0.45503583550453186,0.39883795380592346,0.23916715383529663
``,0.008517155423760414,-0.012679691426455975,0.008275155909359455,0.025099093094468117,0.03910288214683533,0.06720756739377975,0.008517155423760414,-0.029082365334033966,-0.012679691426455975,0.007399421650916338,0.06720756739377975,0.07670000940561295,0.0685480609536171
master,0.16430073976516724,0.20155122876167297,0.319755882024765,0.22763827443122864,0.2009018212556839,0.20949430763721466,0.16430073976516724,0.07698395103216171,0.20155122876167297,0.1488647758960724,0.20949430763721466,0.14105124771595,0.11915034055709839
race,0.1748659759759903,0.23912915587425232,0.21509064733982086,0.25705379247665405,0.18990786373615265,0.2163928896188736,0.1748659759759903,0.18413051962852478,0.23912915587425232,0.14480721950531006,0.2163928896188736,0.19182148575782776,0.1390368491411209
'',0.08143015950918198,0.04456103965640068,0.016508836299180984,-0.09213719516992569,0.006628023460507393,-0.009905828163027763,0.08143015950918198,0.015975749120116234,0.04456103965640068,0.024381136521697044,-0.009905828163027763,0.08835477381944656,0.018684765323996544
or,0.33867141604423523,0.2330796718597412,0.2118215411901474,0.2609670162200928,0.4400654137134552,0.38921234011650085,0.33867141604423523,0.2063603550195694,0.2330796718597412,0.26095715165138245,0.38921234011650085,0.5260903835296631,0.32389625906944275
inherent,0.36534133553504944,0.06595542281866074,0.17923390865325928,0.39446431398391724,0.2240402102470398,0.24480590224266052,0.36534133553504944,0.31930699944496155,0.06595542281866074,0.27353349328041077,0.24480590224266052,0.29998868703842163,0.3217507004737854
superiority,0.30062198638916016,0.19998039305210114,0.25349220633506775,0.3419216573238373,0.22170063853263855,0.2466312050819397,0.30062198638916016,0.3378120958805084,0.19998039305210114,0.2775169014930725,0.2466312050819397,0.2576194405555725,0.2002149522304535
of,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.2605385482311249,0.3886612355709076,0.41548454761505127,0.33290785551071167,0.22892364859580994,0.4069072902202606,0.2428056299686432,0.41548454761505127,0.33904364705085754,0.1826142966747284
one,0.376489520072937,0.3752199709415436,0.3774510324001312,0.24149972200393677,0.3954789340496063,0.4025384783744812,0.376489520072937,0.2254805713891983,0.3752199709415436,0.3424493372440338,0.4025384783744812,0.4154875874519348,0.2673267424106598
person,0.41527870297431946,0.25889307260513306,0.3255678117275238,0.33884406089782715,0.18760068714618683,0.33486208319664,0.41527870297431946,0.18886798620224,0.25889307260513306,0.28421926498413086,0.33486208319664,0.40550696849823,0.324093222618103
over,0.28007611632347107,0.24486446380615234,0.3031150996685028,0.18878023326396942,0.3506779670715332,0.38635820150375366,0.28007611632347107,0.12097242474555969,0.24486446380615234,0.1768481433391571,0.38635820150375366,0.27136483788490295,0.25742942094802856
another,0.4190070629119873,0.34961897134780884,0.349472314119339,0.22588205337524414,0.3282026946544647,0.48769932985305786,0.4190070629119873,0.19691789150238037,0.34961897134780884,0.3541643023490906,0.48769932985305786,0.42243969440460205,0.295511931180954
.,0.3567904531955719,0.40146201848983765,0.3119256794452667,0.226570263504982,0.515582263469696,0.4645031690597534,0.3567904531955719,0.25127893686294556,0.40146201848983765,0.28389450907707214,0.4645031690597534,0.4383580684661865,0.4130953550338745
