,how,many,of,the,four,field,goal,attempts,did,mcmanus,succeed,at,during,super,bowl,50,?
him,0.3545486629009247,0.30194568634033203,0.2764812409877777,0.39213326573371887,0.200979083776474,0.17112205922603607,0.15816988050937653,0.3365155756473541,0.4290095865726471,0.3190948963165283,0.3165431618690491,0.2474106401205063,0.2599809467792511,0.16607952117919922,0.1690473109483719,0.06375820934772491,0.23943768441677094
perfect,0.2814399003982544,0.20502552390098572,0.21740755438804626,0.24054312705993652,0.2004096359014511,0.1795000582933426,0.19548530876636505,0.10200248658657074,0.19003871083259583,0.11359231173992157,0.1348354071378708,0.20264467597007751,0.11245328933000565,0.1546637862920761,0.15195970237255096,0.08872426301240921,0.19476529955863953
on,0.32655060291290283,0.32520127296447754,0.3966929316520691,0.5107308030128479,0.27816104888916016,0.192391499876976,0.2157920002937317,0.1696273386478424,0.2670976221561432,0.21001732349395752,0.15967239439487457,0.4806317389011383,0.3347817361354828,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
all,0.3725806474685669,0.5443700551986694,0.42798417806625366,0.4860881567001343,0.4096302092075348,0.2002391666173935,0.16107192635536194,0.19427300989627838,0.33943864703178406,0.17752504348754883,0.21955998241901398,0.3001944422721863,0.27479588985443115,0.26925644278526306,0.2204573154449463,0.10941741615533829,0.29575422406196594
11,0.04696422442793846,0.13612139225006104,-0.022359032183885574,-0.0219515822827816,-0.031159915030002594,-0.04580987989902496,-0.10643447190523148,0.03881260007619858,0.07614340633153915,0.03106231428682804,0.015193687751889229,-0.049403801560401917,0.09828052669763565,0.02372908778488636,-0.06893833726644516,-0.03258132189512253,-0.04295448586344719
attempts,0.24170885980129242,0.21380704641342163,0.22225669026374817,0.27231332659721375,0.13419578969478607,0.2408447265625,0.32709839940071106,1.0,0.27608612179756165,0.2055426985025406,0.27747127413749695,0.1952686607837677,0.24908076226711273,0.12459638714790344,0.07787884026765823,0.004640725441277027,0.09428907185792923
during,0.26830652356147766,0.3661181330680847,0.3869180977344513,0.4838213622570038,0.2600941061973572,0.10801912844181061,0.1779095083475113,0.24908076226711273,0.30679523944854736,0.1638353317975998,0.16986492276191711,0.372769296169281,1.0,0.16951335966587067,0.22041946649551392,0.07054752856492996,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.40344667434692383,0.2105809599161148,0.2443244755268097,0.27231332659721375,0.34736719727516174,0.25801920890808105,0.21317096054553986,0.457212895154953,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
post-season,0.20489832758903503,0.1918415129184723,0.2547280490398407,0.31265443563461304,0.2882627546787262,0.24585282802581787,0.31741487979888916,0.213767409324646,0.2523133456707001,0.35083654522895813,0.17078764736652374,0.2385234385728836,0.3229268789291382,0.2846211791038513,0.39647236466407776,0.06914526969194412,0.29691964387893677
.,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.3278861939907074,0.23224417865276337,0.19919876754283905,0.1988128274679184,0.35288307070732117,0.3027046024799347,0.2547087073326111,0.4549728035926819,0.3485563397407532,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
