,which,year,did,the,price,of,oil,drop,to,$,10,per,barrel,?
nearly,0.42783236503601074,0.29202020168304443,0.2667127847671509,0.3409946858882904,0.16697834432125092,0.3455437123775482,0.11756588518619537,0.16816167533397675,0.2717089056968689,0.22902758419513702,0.10002242773771286,0.22609278559684753,0.21494431793689728,0.11670064926147461
$,0.22076056897640228,0.30956965684890747,0.23203131556510925,0.23367542028427124,0.3850068151950836,0.11268499493598938,0.21180790662765503,0.1395406424999237,0.22282108664512634,1.0000001192092896,-0.028140993788838387,0.268085777759552,0.22550445795059204,0.2786129117012024
40,-0.059030935168266296,-0.08056577295064926,-0.001324606011621654,-0.09923846274614334,0.07816913723945618,-0.03308193385601044,0.0040800669230520725,-0.04590269550681114,-0.027606580406427383,-0.01964429020881653,-0.051312319934368134,0.09173039346933365,-0.05978525057435036,0.010195288807153702
per,0.2492961585521698,0.25943896174430847,0.14237605035305023,0.21691934764385223,0.17166109383106232,0.17468707263469696,0.0829489454627037,0.16701117157936096,0.2519395351409912,0.268085777759552,0.019527027383446693,0.9999999403953552,0.18186123669147491,0.22323818504810333
barrel,0.3000048100948334,0.14006578922271729,0.20079731941223145,0.24735139310359955,0.27832135558128357,0.17000727355480194,0.28189224004745483,0.34049391746520996,0.2075759470462799,0.22550445795059204,-0.04941275343298912,0.18186123669147491,1.0,0.175601065158844
",",0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.24825957417488098,0.4946078956127167,0.20043784379959106,0.21217185258865356,0.44245919585227966,0.21166811883449554,0.1734008640050888,0.26711323857307434,0.1568077653646469,0.31091248989105225
decreased,0.29239583015441895,0.22092746198177338,0.18987904489040375,0.27965670824050903,0.20724914968013763,0.2523523271083832,0.16602955758571625,0.3074498474597931,0.22956815361976624,0.23174867033958435,0.0441194623708725,0.2622438967227936,0.16412532329559326,0.08292442560195923
during,0.3590145409107208,0.3447895348072052,0.30679523944854736,0.4838213622570038,0.11477147042751312,0.3869180977344513,0.16472604870796204,0.15097300708293915,0.2828781306743622,0.18413951992988586,0.1398424357175827,0.20109690725803375,0.15616457164287567,0.1325719803571701
the,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.22636492550373077,0.733189046382904,0.21849922835826874,0.2759656608104706,0.535392165184021,0.23367542028427124,0.2880653440952301,0.21691934764385223,0.24735139310359955,0.22068053483963013
1980s,0.17353710532188416,-0.052620917558670044,-0.09640773385763168,0.07890266180038452,0.07556300610303879,0.11110851913690567,0.23528805375099182,0.032061878591775894,-0.014551017433404922,0.12354550510644913,0.11934681981801987,0.04374854639172554,0.1641334891319275,-0.0718669518828392
to,0.5345056653022766,0.23523004353046417,0.4452643394470215,0.535392165184021,0.2590087652206421,0.41548454761505127,0.1619214415550232,0.2740088999271393,1.0,0.22282108664512634,0.18753696978092194,0.2519395351409912,0.2075759470462799,0.29463258385658264
less,0.41259074211120605,0.22577904164791107,0.1984580159187317,0.29185041785240173,0.25023379921913147,0.30836719274520874,0.213841050863266,0.2464507520198822,0.38397523760795593,0.19172826409339905,0.09714871644973755,0.27705878019332886,0.28308072686195374,0.22418740391731262
than,0.3974681496620178,0.25389936566352844,0.24820660054683685,0.3227543234825134,0.25886934995651245,0.33036211133003235,0.1969464123249054,0.2316330522298813,0.3192550539970398,0.25895461440086365,0.12030255794525146,0.27741798758506775,0.25915294885635376,0.24917294085025787
$,0.22076056897640228,0.30956965684890747,0.23203131556510925,0.23367542028427124,0.3850068151950836,0.11268499493598938,0.21180790662765503,0.1395406424999237,0.22282108664512634,1.0000001192092896,-0.028140993788838387,0.268085777759552,0.22550445795059204,0.2786129117012024
10,0.15415236353874207,0.01397665310651064,0.1914099007844925,0.2880653440952301,-0.0037368154153227806,0.2777891755104065,0.009159293957054615,-0.07556504756212234,0.18753696978092194,-0.028140993788838387,1.0,0.019527027383446693,-0.04941275343298912,0.022911956533789635
per,0.2492961585521698,0.25943896174430847,0.14237605035305023,0.21691934764385223,0.17166109383106232,0.17468707263469696,0.0829489454627037,0.16701117157936096,0.2519395351409912,0.268085777759552,0.019527027383446693,0.9999999403953552,0.18186123669147491,0.22323818504810333
barrel,0.3000048100948334,0.14006578922271729,0.20079731941223145,0.24735139310359955,0.27832135558128357,0.17000727355480194,0.28189224004745483,0.34049391746520996,0.2075759470462799,0.22550445795059204,-0.04941275343298912,0.18186123669147491,1.0,0.175601065158844
.,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.20274421572685242,0.5352458953857422,0.22117017209529877,0.2864284813404083,0.4645031690597534,0.27897560596466064,0.15478138625621796,0.2729434370994568,0.1907186359167099,0.4130953550338745
