,what,style,of,lace,is,erroneously,believed,by,some,to,have,huguenot,influence,?
fallacious,0.34977614879608154,0.1833731234073639,0.2394179403781891,0.2845715880393982,0.25018587708473206,0.4300905466079712,0.2208591252565384,0.1873910129070282,0.28236445784568787,0.18664592504501343,0.2793010473251343,0.197424054145813,0.24007607996463776,0.2439606934785843
:,-0.12022944539785385,-0.03884708508849144,-0.08807745575904846,0.0240602046251297,-0.07222653180360794,-0.06628219038248062,-0.11893386393785477,-0.11676844954490662,-0.1519041210412979,-0.09243495017290115,-0.10825085639953613,0.05517185479402542,-0.07321026176214218,-0.07156077772378922
what,0.9999998807907104,0.2488866001367569,0.33290785551071167,0.13109420239925385,0.28837618231773376,0.35011598467826843,0.32626157999038696,0.2455483376979828,0.4491020441055298,0.455847829580307,0.39808809757232666,0.1912020891904831,0.2790174186229706,0.5051238536834717
is,0.28837618231773376,0.16587691009044647,0.4854315221309662,0.1638670116662979,1.0,0.2554132342338562,0.25439924001693726,0.3899846076965332,0.3038453459739685,0.42745086550712585,0.3613572418689728,0.12706810235977173,0.19989071786403656,0.22961433231830597
now,0.4903225302696228,0.16649430990219116,0.29182544350624084,0.10879915207624435,0.39589470624923706,0.20064818859100342,0.2273198962211609,0.20949482917785645,0.37763336300849915,0.3925153911113739,0.3471246361732483,0.14577823877334595,0.13423092663288116,0.29641881585121155
known,0.20381177961826324,0.20830205082893372,0.35814476013183594,0.15124866366386414,0.41921812295913696,0.16542188823223114,0.32025474309921265,0.24461808800697327,0.29982712864875793,0.14337651431560516,0.1978331357240677,0.16688741743564606,0.21606577932834625,0.18314571678638458
as,0.31749409437179565,0.2206137776374817,0.3886612355709076,0.20099708437919617,0.43216490745544434,0.33562785387039185,0.21480624377727509,0.3815547823905945,0.4293700158596039,0.42092081904411316,0.37788212299346924,0.15821954607963562,0.27443522214889526,0.27043893933296204
mechlin,0.2217331975698471,0.23501601815223694,0.39029473066329956,0.19978930056095123,0.23114970326423645,0.1014648899435997,0.24540048837661743,0.24322597682476044,0.2670305073261261,0.23966093361377716,0.21880120038986206,0.36108362674713135,0.16411979496479034,0.1937803328037262
lace,0.13109420239925385,0.22173386812210083,0.2094329595565796,1.0000001192092896,0.1638670116662979,0.19449089467525482,0.18564262986183167,0.12697647511959076,0.230319544672966,0.171688511967659,0.24109947681427002,0.1747906506061554,0.12416575849056244,0.1472487896680832
did,0.4259131848812103,0.20048470795154572,0.2513895630836487,0.1689154952764511,0.19247472286224365,0.23417897522449493,0.3807709813117981,0.18574509024620056,0.42553430795669556,0.4452643394470215,0.3783526122570038,0.22897696495056152,0.2526049315929413,0.3023456633090973
not,0.5449194312095642,0.2580115795135498,0.3307090103626251,0.23040850460529327,0.3776007890701294,0.4392465054988861,0.338882714509964,0.291808545589447,0.564181387424469,0.5149973034858704,0.5619372129440308,0.22256872057914734,0.2704312801361084,0.41942933201789856
develop,0.20962175726890564,0.1955668330192566,0.2259741723537445,0.1342092752456665,0.1934473067522049,0.14252518117427826,0.27579841017723083,0.16370567679405212,0.37740758061408997,0.3375980854034424,0.3781738579273224,0.17836368083953857,0.3212861716747284,0.15784582495689392
until,0.2693650424480438,0.13152161240577698,0.2787701487541199,0.062191955745220184,0.23065046966075897,0.2658749520778656,0.2444886863231659,0.26738616824150085,0.19509154558181763,0.354556679725647,0.2526663839817047,0.18881915509700775,0.20031549036502838,0.20304496586322784
first,0.28086137771606445,0.2096465826034546,0.3536086082458496,0.12126868963241577,0.30889374017715454,0.28671300411224365,0.19041430950164795,0.3877052962779999,0.30288341641426086,0.3792489171028137,0.3030114769935608,0.18566305935382843,0.19459068775177002,0.18701928853988647
half,0.13016436994075775,0.11401452869176865,0.2784358561038971,0.155141681432724,0.2514667510986328,0.1828823983669281,0.09421666711568832,0.22449548542499542,0.25131651759147644,0.21248666942119598,0.252441942691803,0.16329017281532288,0.18144036829471588,0.07471233606338501
of,0.33290785551071167,0.23203764855861664,1.0,0.2094329595565796,0.4854315221309662,0.24819862842559814,0.2945859134197235,0.3646814823150635,0.4300730526447296,0.41548454761505127,0.3802283704280853,0.29061198234558105,0.3608979284763336,0.1826142966747284
the,0.42745697498321533,0.2331719547510147,0.733189046382904,0.18998536467552185,0.5823672413825989,0.29264208674430847,0.324635773897171,0.4408751428127289,0.4566698372364044,0.535392165184021,0.40389683842658997,0.29557526111602783,0.3039984107017517,0.22068053483963013
eighteenth,0.18701547384262085,0.17196238040924072,0.2683056592941284,0.17534850537776947,0.2159772515296936,0.20249415934085846,0.2493303418159485,0.3266219198703766,0.16390345990657806,0.22525030374526978,0.14776451885700226,0.32572823762893677,0.2552209198474884,0.07201214134693146
century,0.20422613620758057,0.21912604570388794,0.2826060354709625,0.17533430457115173,0.20648397505283356,0.19683954119682312,0.297284871339798,0.29995259642601013,0.2587970793247223,0.20143604278564453,0.22878795862197876,0.30558452010154724,0.30494225025177,0.1026201918721199
and,0.31309178471565247,0.2745923101902008,0.5116966962814331,0.23769119381904602,0.3859752118587494,0.21663783490657806,0.280531644821167,0.4289871156215668,0.5337774157524109,0.48971283435821533,0.4711785912513733,0.2762077748775482,0.34756016731262207,0.20544172823429108
lace,0.13109420239925385,0.22173386812210083,0.2094329595565796,1.0000001192092896,0.1638670116662979,0.19449089467525482,0.18564262986183167,0.12697647511959076,0.230319544672966,0.171688511967659,0.24109947681427002,0.1747906506061554,0.12416575849056244,0.1472487896680832
with,0.2464839518070221,0.19696997106075287,0.41827285289764404,0.2232341319322586,0.3250955045223236,0.26461583375930786,0.23733526468276978,0.39731505513191223,0.3924338221549988,0.4239959120750427,0.48046383261680603,0.19856593012809753,0.26979872584342957,0.2433311939239502
mechlin,0.2217331975698471,0.23501601815223694,0.39029473066329956,0.19978930056095123,0.23114970326423645,0.1014648899435997,0.24540048837661743,0.24322597682476044,0.2670305073261261,0.23966093361377716,0.21880120038986206,0.36108362674713135,0.16411979496479034,0.1937803328037262
patterns,0.2605896592140198,0.2543240487575531,0.16650550067424774,0.2962174117565155,0.18795625865459442,0.2148815542459488,0.18591786921024323,0.166486918926239,0.3382303714752197,0.22581365704536438,0.3905310332775116,0.09088940918445587,0.2501446306705475,0.18855470418930054
and,0.31309178471565247,0.2745923101902008,0.5116966962814331,0.23769119381904602,0.3859752118587494,0.21663783490657806,0.280531644821167,0.4289871156215668,0.5337774157524109,0.48971283435821533,0.4711785912513733,0.2762077748775482,0.34756016731262207,0.20544172823429108
lille,0.13094158470630646,0.15132422745227814,0.2347489893436432,0.1616523712873459,0.19203856587409973,0.06957393884658813,0.05295833945274353,0.11389102041721344,0.14988195896148682,0.16210274398326874,0.11869464069604874,0.3680029809474945,0.07550554722547531,0.1521545946598053
ground,0.20688746869564056,0.13344770669937134,0.22660790383815765,0.2505990266799927,0.2406253069639206,0.244225412607193,0.19727812707424164,0.18657466769218445,0.3011249005794525,0.22786086797714233,0.25352156162261963,0.12696348130702972,0.14187128841876984,0.11401822417974472
did,0.4259131848812103,0.20048470795154572,0.2513895630836487,0.1689154952764511,0.19247472286224365,0.23417897522449493,0.3807709813117981,0.18574509024620056,0.42553430795669556,0.4452643394470215,0.3783526122570038,0.22897696495056152,0.2526049315929413,0.3023456633090973
not,0.5449194312095642,0.2580115795135498,0.3307090103626251,0.23040850460529327,0.3776007890701294,0.4392465054988861,0.338882714509964,0.291808545589447,0.564181387424469,0.5149973034858704,0.5619372129440308,0.22256872057914734,0.2704312801361084,0.41942933201789856
appear,0.2962318956851959,0.19298405945301056,0.2246912121772766,0.148298442363739,0.2552686333656311,0.28794029355049133,0.21464836597442627,0.21565574407577515,0.3751184642314911,0.34339165687561035,0.4154021143913269,0.12551799416542053,0.22368663549423218,0.22635367512702942
until,0.2693650424480438,0.13152161240577698,0.2787701487541199,0.062191955745220184,0.23065046966075897,0.2658749520778656,0.2444886863231659,0.26738616824150085,0.19509154558181763,0.354556679725647,0.2526663839817047,0.18881915509700775,0.20031549036502838,0.20304496586322784
the,0.42745697498321533,0.2331719547510147,0.733189046382904,0.18998536467552185,0.5823672413825989,0.29264208674430847,0.324635773897171,0.4408751428127289,0.4566698372364044,0.535392165184021,0.40389683842658997,0.29557526111602783,0.3039984107017517,0.22068053483963013
end,0.29234179854393005,0.18965694308280945,0.2215006798505783,0.2013053596019745,0.2179071456193924,0.1763884574174881,0.17956334352493286,0.19136181473731995,0.22784072160720825,0.3229445815086365,0.24015727639198303,0.17868654429912567,0.19522792100906372,0.12543344497680664
of,0.33290785551071167,0.23203764855861664,1.0,0.2094329595565796,0.4854315221309662,0.24819862842559814,0.2945859134197235,0.3646814823150635,0.4300730526447296,0.41548454761505127,0.3802283704280853,0.29061198234558105,0.3608979284763336,0.1826142966747284
the,0.42745697498321533,0.2331719547510147,0.733189046382904,0.18998536467552185,0.5823672413825989,0.29264208674430847,0.324635773897171,0.4408751428127289,0.4566698372364044,0.535392165184021,0.40389683842658997,0.29557526111602783,0.3039984107017517,0.22068053483963013
18th,0.173826202750206,0.15284687280654907,0.18507498502731323,0.09749481081962585,0.2790435254573822,0.09116781502962112,0.13576379418373108,0.2704973816871643,0.10281215608119965,0.19349952042102814,0.10292325168848038,0.05490914359688759,0.13019295036792755,0.11879357695579529
century,0.20422613620758057,0.21912604570388794,0.2826060354709625,0.17533430457115173,0.20648397505283356,0.19683954119682312,0.297284871339798,0.29995259642601013,0.2587970793247223,0.20143604278564453,0.22878795862197876,0.30558452010154724,0.30494225025177,0.1026201918721199
",",0.3087472915649414,0.2071632742881775,0.4946078956127167,0.2611274719238281,0.4691906273365021,0.2725223898887634,0.2386300414800644,0.3680937886238098,0.42400437593460083,0.44245919585227966,0.3541618287563324,0.24752236902713776,0.2585834860801697,0.31091248989105225
when,0.4700249433517456,0.2162606418132782,0.3757161796092987,0.18989895284175873,0.3471449911594391,0.38440418243408203,0.29870954155921936,0.4376842677593231,0.386913925409317,0.5423505902290344,0.40555819869041443,0.19392696022987366,0.2472303807735443,0.22841128706932068
it,0.45803478360176086,0.24371731281280518,0.38761502504348755,0.1691470742225647,0.6328473687171936,0.30910971760749817,0.30581751465797424,0.40926623344421387,0.4438856542110443,0.513711154460907,0.40974161028862,0.15500883758068085,0.21783682703971863,0.25732165575027466
was,0.22111038863658905,0.17358732223510742,0.4069072902202606,0.14396461844444275,0.5810302495956421,0.26395416259765625,0.3758357763290405,0.4752357602119446,0.21528802812099457,0.3636345863342285,0.2863433063030243,0.24281072616577148,0.25968071818351746,0.18412111699581146
widely,0.22598060965538025,0.2715979516506195,0.22028475999832153,0.11481329798698425,0.3153131604194641,0.3237304091453552,0.3257454037666321,0.2632814347743988,0.3902304172515869,0.2705559730529785,0.28339508175849915,0.18201540410518646,0.27528873085975647,0.10354958474636078
copied,0.3524389863014221,0.28131526708602905,0.1900796890258789,0.1916334629058838,0.15370243787765503,0.25440263748168945,0.16350394487380981,0.22580134868621826,0.27811679244041443,0.2280242145061493,0.29709985852241516,0.16639026999473572,0.26938602328300476,0.3320571780204773
throughout,0.2130906730890274,0.22605910897254944,0.35374847054481506,0.09961336106061935,0.2639545500278473,0.25959154963493347,0.26172152161598206,0.2679721713066101,0.36527150869369507,0.31226396560668945,0.34566324949264526,0.18931053578853607,0.36888647079467773,0.12665234506130219
europe,0.17179538309574127,0.1659291386604309,0.29299741983413696,0.10577703267335892,0.20961034297943115,0.13109590113162994,0.2131880223751068,0.2368858903646469,0.33116665482521057,0.24889446794986725,0.2433963268995285,0.2710268497467041,0.2826158404350281,0.18278923630714417
.,0.3567904531955719,0.30291756987571716,0.5352458953857422,0.2506057024002075,0.4569662809371948,0.2798492908477783,0.26106974482536316,0.3936232924461365,0.40663889050483704,0.4645031690597534,0.41614407300949097,0.2060975730419159,0.2734014391899109,0.4130953550338745
