,what,australian,channel,shows,first-run,doctor,who,episodes,?
on,0.34226128458976746,0.17655448615550995,0.2989991009235382,0.361020565032959,0.2847338914871216,0.1636410653591156,0.2340552806854248,0.25720518827438354,0.2714994251728058
abc2,0.12780539691448212,0.2218724936246872,0.23099738359451294,0.21850690245628357,0.29808634519577026,0.16497482359409332,0.19867700338363647,0.26927199959754944,0.19226005673408508
.,0.3567904531955719,0.2256850302219391,0.2489151805639267,0.2639692425727844,0.44978538155555725,0.22361043095588684,0.3541337847709656,0.22130145132541656,0.4130953550338745
,what,australian,channel,shows,first-run,doctor,who,episodes,?
in,0.30808621644973755,0.1796053647994995,0.210372194647789,0.3289647698402405,0.3289826512336731,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.20430970191955566
australia,0.1913539320230484,0.7325041890144348,0.1587645262479782,0.1825249046087265,0.2638185918331146,0.15429547429084778,0.21276454627513885,0.1493108570575714,0.15702682733535767
",",0.3087472915649414,0.18606895208358765,0.18730267882347107,0.26986414194107056,0.3850622773170471,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
the,0.42745697498321533,0.23527215421199799,0.2860044836997986,0.36348509788513184,0.38291221857070923,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
show,0.29653704166412354,0.1703832745552063,0.3266039490699768,0.6561359167098999,0.2783890962600708,0.2094513326883316,0.2095358669757843,0.5198086500167847,0.2520138621330261
has,0.20338068902492523,0.15521201491355896,0.2038687914609909,0.3979949951171875,0.2605215907096863,0.1778179407119751,0.2558172643184662,0.18467703461647034,0.15994466841220856
had,0.23849567770957947,0.1991063803434372,0.15306571125984192,0.2837991416454315,0.28875455260276794,0.19423192739486694,0.36173108220100403,0.22934706509113312,0.20728366076946259
a,0.3320399522781372,0.1949160397052765,0.20914222300052643,0.3360818326473236,0.39943927526474,0.22883038222789764,0.36608949303627014,0.18881215155124664,0.23916715383529663
strong,0.19839218258857727,0.12864531576633453,0.1278715878725052,0.19165731966495514,0.1543179452419281,0.03966490924358368,0.2281126081943512,0.17840485274791718,0.11990999430418015
fan,0.10274515300989151,0.1312747448682785,0.12705744802951813,0.18185986578464508,0.25787848234176636,0.06731908768415451,0.16957315802574158,0.1778557002544403,0.15863578021526337
base,0.1336955726146698,0.14631256461143494,0.2074459195137024,0.16553328931331635,0.28201109170913696,0.07397611439228058,0.11852284520864487,0.10297653824090958,0.10518061369657516
since,0.29783400893211365,0.19041109085083008,0.19836418330669403,0.2660345435142517,0.33536651730537415,0.10913390666246414,0.27765995264053345,0.21624694764614105,0.2876587212085724
its,0.30393704771995544,0.12150191515684128,0.2986595630645752,0.2824936509132385,0.2594667673110962,0.13759362697601318,0.1326070874929428,0.17167265713214874,0.15103481709957123
inception,0.22563821077346802,0.2708907425403595,0.17246881127357483,0.22325380146503448,0.22482740879058838,0.14338350296020508,0.25845974683761597,0.22980976104736328,0.14288537204265594
",",0.3087472915649414,0.18606895208358765,0.18730267882347107,0.26986414194107056,0.3850622773170471,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
having,0.34064167737960815,0.17015109956264496,0.13619881868362427,0.2230641394853592,0.24359561502933502,0.23677495121955872,0.4130314290523529,0.21653753519058228,0.22418256103992462
been,0.2567804455757141,0.15808294713497162,0.15185561776161194,0.2479223608970642,0.2689947485923767,0.12184444069862366,0.3295723795890808,0.23627032339572906,0.24354910850524902
exclusively,0.1829550862312317,0.1578092724084854,0.23239298164844513,0.21447151899337769,0.20049384236335754,0.10041172802448273,0.2185920774936676,0.23762424290180206,0.09723977744579315
first,0.28086137771606445,0.2825000286102295,0.1888643205165863,0.17923472821712494,0.609368085861206,0.27244147658348083,0.39065709710121155,0.21580514311790466,0.18701928853988647
run,0.2294815480709076,0.13712692260742188,0.18467092514038086,0.1459360122680664,0.45989131927490234,0.1929945945739746,0.2372417002916336,0.23102617263793945,0.17904110252857208
by,0.2455483376979828,0.20652422308921814,0.20094449818134308,0.21424074470996857,0.3026520907878876,0.13681447505950928,0.39727845788002014,0.16738691926002502,0.17966607213020325
the,0.42745697498321533,0.23527215421199799,0.2860044836997986,0.36348509788513184,0.38291221857070923,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
australian,0.13873113691806793,1.0000001192092896,0.12217763811349869,0.1410878598690033,0.24617084860801697,0.14439469575881958,0.2542726695537567,0.1242077499628067,0.10848008096218109
broadcasting,0.18499015271663666,0.2431606501340866,0.5093675851821899,0.3022395670413971,0.2859821915626526,0.15531805157661438,0.16948257386684418,0.31310969591140747,0.10870421677827835
corporation,0.1715448498725891,0.2378971129655838,0.3023015558719635,0.22336722910404205,0.2916543781757355,0.1068514734506607,0.15684109926223755,0.1420542299747467,0.13731837272644043
(,0.2411840260028839,0.19788014888763428,0.1557239294052124,0.18555068969726562,0.37248653173446655,0.1570640504360199,0.2443375140428543,0.17736345529556274,0.40561532974243164
abc,0.1317344456911087,0.25656649470329285,0.4020179808139801,0.3304527997970581,0.23845763504505157,0.157832071185112,0.14673753082752228,0.4064764380455017,0.19065172970294952
),0.26259949803352356,0.19791001081466675,0.19096998870372772,0.2047332376241684,0.40455612540245056,0.1509941965341568,0.2457384318113327,0.1691657453775406,0.42300865054130554
since,0.29783400893211365,0.19041109085083008,0.19836418330669403,0.2660345435142517,0.33536651730537415,0.10913390666246414,0.27765995264053345,0.21624694764614105,0.2876587212085724
january,0.19257698953151703,0.22280633449554443,0.13911589980125427,0.16626936197280884,0.23279623687267303,0.18912185728549957,0.20979668200016022,0.21189670264720917,0.28608936071395874
1965,0.15314841270446777,0.03722851723432541,0.054414525628089905,0.004510262981057167,0.19274801015853882,0.061028853058815,0.1256352663040161,0.07028336077928543,0.26302391290664673
.,0.3567904531955719,0.2256850302219391,0.2489151805639267,0.2639692425727844,0.44978538155555725,0.22361043095588684,0.3541337847709656,0.22130145132541656,0.4130953550338745
