,what,television,specials,did,abc,acquire,the,rights,to,in,2000,?
the,0.42745697498321533,0.24569597840309143,0.2759421467781067,0.34736719727516174,0.2068762183189392,0.19284681975841522,1.0,0.2579100430011749,0.535392165184021,0.6662389636039734,-0.015081177465617657,0.22068053483963013
peanuts,0.19573861360549927,0.25370827317237854,0.378319650888443,0.14613844454288483,0.209342822432518,0.1596670299768448,0.22230561077594757,0.07693827897310257,0.2116386890411377,0.25007686018943787,0.04932166635990143,0.21211108565330505
television,0.19838058948516846,1.0000001192092896,0.47610804438591003,0.17055591940879822,0.46871840953826904,0.1472471058368683,0.24569597840309143,0.18617643415927887,0.1933557242155075,0.2689782977104187,0.2349197268486023,0.16825827956199646
specials,0.21306368708610535,0.47610804438591003,1.0000001192092896,0.2083759605884552,0.3592981696128845,0.21472840011119843,0.2759421467781067,0.17638227343559265,0.2470153123140335,0.2802408039569855,0.12467017024755478,0.2582153379917145
",",0.3087472915649414,0.27995240688323975,0.26344001293182373,0.3015086054801941,0.2097204476594925,0.19705404341220856,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.5201468467712402,-0.03465369716286659,0.31091248989105225
having,0.34064167737960815,0.19984836876392365,0.1601458191871643,0.3157401978969574,0.13503289222717285,0.2760132849216461,0.3821379244327545,0.17184987664222717,0.3992697596549988,0.32022708654403687,0.00834970735013485,0.22418256103992462
acquired,0.15010768175125122,0.1298665851354599,0.16638797521591187,0.13529880344867706,0.09650510549545288,0.8669742345809937,0.22202405333518982,0.23636984825134277,0.1683000773191452,0.20108897984027863,0.02328873611986637,0.09366346150636673
the,0.42745697498321533,0.24569597840309143,0.2759421467781067,0.34736719727516174,0.2068762183189392,0.19284681975841522,1.0,0.2579100430011749,0.535392165184021,0.6662389636039734,-0.015081177465617657,0.22068053483963013
broadcast,0.17857211828231812,0.6160560846328735,0.38368430733680725,0.17054221034049988,0.4876510202884674,0.14069198071956635,0.2713715434074402,0.21661575138568878,0.2326623648405075,0.26723843812942505,0.050038281828165054,0.15760008990764618
rights,0.2386135458946228,0.18617643415927887,0.17638227343559265,0.2525300085544586,0.16774038970470428,0.204771488904953,0.2579100430011749,0.9999999403953552,0.2570022940635681,0.17772755026817322,0.02201712504029274,0.21814769506454468
from,0.2737620174884796,0.19486135244369507,0.15127304196357727,0.20248863101005554,0.12159302085638046,0.2194083333015442,0.40150508284568787,0.159982830286026,0.4069952368736267,0.4274188280105591,0.0688478946685791,0.19969791173934937
cbs,0.1950361132621765,0.5213743448257446,0.3783971667289734,0.15259867906570435,0.636570394039154,0.12843608856201172,0.2283918708562851,0.17202551662921906,0.16981691122055054,0.17584392428398132,0.16250233352184296,0.14594407379627228
",",0.3087472915649414,0.27995240688323975,0.26344001293182373,0.3015086054801941,0.2097204476594925,0.19705404341220856,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.5201468467712402,-0.03465369716286659,0.31091248989105225
which,0.5261979103088379,0.21160198748111725,0.3034261167049408,0.2750149369239807,0.1991286277770996,0.26090630888938904,0.6521818041801453,0.1689544916152954,0.5345056653022766,0.4840516746044159,-0.12876750528812408,0.25814583897590637
originated,0.17986609041690826,0.13816244900226593,0.1806757152080536,0.22027955949306488,0.15549536049365997,0.1678512543439865,0.3238855004310608,0.13006089627742767,0.2391701340675354,0.25518563389778137,-0.1433274745941162,0.11205674707889557
the,0.42745697498321533,0.24569597840309143,0.2759421467781067,0.34736719727516174,0.2068762183189392,0.19284681975841522,1.0,0.2579100430011749,0.535392165184021,0.6662389636039734,-0.015081177465617657,0.22068053483963013
specials,0.21306368708610535,0.47610804438591003,1.0000001192092896,0.2083759605884552,0.3592981696128845,0.21472840011119843,0.2759421467781067,0.17638227343559265,0.2470153123140335,0.2802408039569855,0.12467017024755478,0.2582153379917145
in,0.30808621644973755,0.2689782977104187,0.2802408039569855,0.2593238651752472,0.1697147786617279,0.16787947714328766,0.6662389636039734,0.17772755026817322,0.45010748505592346,1.0,-0.0435720756649971,0.20430970191955566
1965,0.15314841270446777,0.01712927222251892,0.005913774482905865,0.12525860965251923,0.07437354326248169,-0.05356301739811897,0.09033208340406418,0.08827108889818192,0.16809216141700745,0.006827604491263628,-0.006262635812163353,0.26302391290664673
with,0.2464839518070221,0.17469868063926697,0.21683527529239655,0.25472134351730347,0.17432008683681488,0.2741476893424988,0.4223487675189972,0.147300586104393,0.4239959120750427,0.4080928862094879,-0.09037184715270996,0.2433311939239502
the,0.42745697498321533,0.24569597840309143,0.2759421467781067,0.34736719727516174,0.2068762183189392,0.19284681975841522,1.0,0.2579100430011749,0.535392165184021,0.6662389636039734,-0.015081177465617657,0.22068053483963013
debut,0.12330318242311478,0.27153444290161133,0.2594543993473053,0.1956806182861328,0.15660154819488525,0.12206540256738663,0.2226441204547882,0.1076393574476242,0.19055314362049103,0.23145294189453125,0.09040125459432602,0.10726679861545563
of,0.33290785551071167,0.21995750069618225,0.15874384343624115,0.2513895630836487,0.14607268571853638,0.19236667454242706,0.733189046382904,0.19425496459007263,0.41548454761505127,0.5696388483047485,0.010344067588448524,0.1826142966747284
a,0.3320399522781372,0.22552843391895294,0.28023573756217957,0.2552328109741211,0.21331243216991425,0.17597171664237976,0.5829201340675354,0.18041828274726868,0.45503583550453186,0.539380669593811,-0.03899485245347023,0.23916715383529663
charlie,0.13311828672885895,0.245887890458107,0.2969715893268585,0.11032848805189133,0.22581133246421814,0.09330935031175613,0.19311991333961487,0.06636357307434082,0.12660323083400726,0.13899368047714233,0.1297251433134079,0.1200689822435379
brown,0.14282190799713135,0.1634519398212433,0.23355868458747864,0.11021304875612259,0.21503302454948425,0.039774373173713684,0.2198052853345871,0.12140586227178574,0.20498941838741302,0.20236437022686005,0.03080342710018158,0.18920691311359406
christmas,0.2578675448894501,0.26987674832344055,0.3211151957511902,0.17876142263412476,0.2213122695684433,0.054078761488199234,0.2044597715139389,0.13347859680652618,0.17153602838516235,0.17820265889167786,0.07383152097463608,0.23817040026187897
(,0.2411840260028839,0.27449095249176025,0.1778419464826584,0.18979617953300476,0.183883935213089,0.0887410119175911,0.33289089798927307,0.17563141882419586,0.30882009863853455,0.3087427020072937,-0.01192599069327116,0.40561532974243164
other,0.341873437166214,0.22152510285377502,0.310210645198822,0.31707024574279785,0.10159935057163239,0.2590494751930237,0.44152235984802246,0.21818013489246368,0.4193183183670044,0.39989137649536133,-0.10400884598493576,0.24682199954986572
peanuts,0.19573861360549927,0.25370827317237854,0.378319650888443,0.14613844454288483,0.209342822432518,0.1596670299768448,0.22230561077594757,0.07693827897310257,0.2116386890411377,0.25007686018943787,0.04932166635990143,0.21211108565330505
specials,0.21306368708610535,0.47610804438591003,1.0000001192092896,0.2083759605884552,0.3592981696128845,0.21472840011119843,0.2759421467781067,0.17638227343559265,0.2470153123140335,0.2802408039569855,0.12467017024755478,0.2582153379917145
broadcast,0.17857211828231812,0.6160560846328735,0.38368430733680725,0.17054221034049988,0.4876510202884674,0.14069198071956635,0.2713715434074402,0.21661575138568878,0.2326623648405075,0.26723843812942505,0.050038281828165054,0.15760008990764618
annually,0.13421958684921265,0.2109118402004242,0.2817743420600891,0.09754322469234467,0.10934741795063019,0.1492369920015335,0.30625078082084656,0.1459195464849472,0.24335816502571106,0.29646036028862,-0.013236108236014843,0.1364409476518631
by,0.2455483376979828,0.23368048667907715,0.2633930742740631,0.18574509024620056,0.17600902915000916,0.2215878963470459,0.4408751428127289,0.19225828349590302,0.33534231781959534,0.370934396982193,0.028724920004606247,0.17966607213020325
abc,0.1317344456911087,0.46871840953826904,0.3592981696128845,0.13353709876537323,1.0000001192092896,0.09076379239559174,0.2068762183189392,0.16774038970470428,0.1762417107820511,0.1697147786617279,0.0834399089217186,0.19065172970294952
",",0.3087472915649414,0.27995240688323975,0.26344001293182373,0.3015086054801941,0.2097204476594925,0.19705404341220856,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.5201468467712402,-0.03465369716286659,0.31091248989105225
including,0.18328791856765747,0.2257671058177948,0.3525216579437256,0.26678287982940674,0.1471431404352188,0.15726207196712494,0.3738902807235718,0.17554700374603271,0.24006329476833344,0.35857823491096497,-0.03328373283147812,0.1633303165435791
a,0.3320399522781372,0.22552843391895294,0.28023573756217957,0.2552328109741211,0.21331243216991425,0.17597171664237976,0.5829201340675354,0.18041828274726868,0.45503583550453186,0.539380669593811,-0.03899485245347023,0.23916715383529663
charlie,0.13311828672885895,0.245887890458107,0.2969715893268585,0.11032848805189133,0.22581133246421814,0.09330935031175613,0.19311991333961487,0.06636357307434082,0.12660323083400726,0.13899368047714233,0.1297251433134079,0.1200689822435379
brown,0.14282190799713135,0.1634519398212433,0.23355868458747864,0.11021304875612259,0.21503302454948425,0.039774373173713684,0.2198052853345871,0.12140586227178574,0.20498941838741302,0.20236437022686005,0.03080342710018158,0.18920691311359406
christmas,0.2578675448894501,0.26987674832344055,0.3211151957511902,0.17876142263412476,0.2213122695684433,0.054078761488199234,0.2044597715139389,0.13347859680652618,0.17153602838516235,0.17820265889167786,0.07383152097463608,0.23817040026187897
",",0.3087472915649414,0.27995240688323975,0.26344001293182373,0.3015086054801941,0.2097204476594925,0.19705404341220856,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.5201468467712402,-0.03465369716286659,0.31091248989105225
include,0.1535889357328415,0.1527612805366516,0.2688409984111786,0.18185541033744812,0.07311426848173141,0.22936168313026428,0.2951717972755432,0.11789918690919876,0.1820748895406723,0.28694382309913635,0.014454797841608524,0.14925788342952728
it,0.45803478360176086,0.17099279165267944,0.19296661019325256,0.2993364930152893,0.17324577271938324,0.22672440111637115,0.6251175999641418,0.1732693463563919,0.513711154460907,0.5130809545516968,-0.11222794651985168,0.25732165575027466
's,0.02692362666130066,0.11021530628204346,0.012649305164813995,0.05069678649306297,0.06670809537172318,-0.037388402968645096,-0.01540423184633255,-0.06798747181892395,0.03782717138528824,-0.037580832839012146,-0.01496386993676424,-0.023395681753754616
the,0.42745697498321533,0.24569597840309143,0.2759421467781067,0.34736719727516174,0.2068762183189392,0.19284681975841522,1.0,0.2579100430011749,0.535392165184021,0.6662389636039734,-0.015081177465617657,0.22068053483963013
great,0.2562883198261261,0.08659441769123077,0.13880586624145508,0.2083706259727478,0.1431899517774582,0.1247793436050415,0.2822027802467346,0.13931334018707275,0.1880372017621994,0.23348836600780487,-0.07362326979637146,0.13135133683681488
pumpkin,0.18761463463306427,0.25284212827682495,0.3029482662677765,0.07101501524448395,0.21166090667247772,0.1463412344455719,0.22076065838336945,0.082783043384552,0.1452101618051529,0.1610930860042572,0.06128000468015671,0.22393999993801117
",",0.3087472915649414,0.27995240688323975,0.26344001293182373,0.3015086054801941,0.2097204476594925,0.19705404341220856,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.5201468467712402,-0.03465369716286659,0.31091248989105225
charlie,0.13311828672885895,0.245887890458107,0.2969715893268585,0.11032848805189133,0.22581133246421814,0.09330935031175613,0.19311991333961487,0.06636357307434082,0.12660323083400726,0.13899368047714233,0.1297251433134079,0.1200689822435379
brown,0.14282190799713135,0.1634519398212433,0.23355868458747864,0.11021304875612259,0.21503302454948425,0.039774373173713684,0.2198052853345871,0.12140586227178574,0.20498941838741302,0.20236437022686005,0.03080342710018158,0.18920691311359406
and,0.31309178471565247,0.29514092206954956,0.2794165015220642,0.34479495882987976,0.16453155875205994,0.23553775250911713,0.5171257257461548,0.26346641778945923,0.48971283435821533,0.4954058527946472,-0.004737076815217733,0.20544172823429108
a,0.3320399522781372,0.22552843391895294,0.28023573756217957,0.2552328109741211,0.21331243216991425,0.17597171664237976,0.5829201340675354,0.18041828274726868,0.45503583550453186,0.539380669593811,-0.03899485245347023,0.23916715383529663
charlie,0.13311828672885895,0.245887890458107,0.2969715893268585,0.11032848805189133,0.22581133246421814,0.09330935031175613,0.19311991333961487,0.06636357307434082,0.12660323083400726,0.13899368047714233,0.1297251433134079,0.1200689822435379
brown,0.14282190799713135,0.1634519398212433,0.23355868458747864,0.11021304875612259,0.21503302454948425,0.039774373173713684,0.2198052853345871,0.12140586227178574,0.20498941838741302,0.20236437022686005,0.03080342710018158,0.18920691311359406
thanksgiving,0.3412812650203705,0.31480154395103455,0.3983846604824066,0.29752489924430847,0.23688927292823792,0.10056323558092117,0.3310045897960663,0.23880992829799652,0.27159902453422546,0.3045886754989624,0.02942989021539688,0.30316072702407837
),0.26259949803352356,0.27724143862724304,0.1844811886548996,0.18584993481636047,0.18381085991859436,0.08246861398220062,0.3456730246543884,0.18886376917362213,0.31236231327056885,0.3326910734176636,-0.001137865474447608,0.42300865054130554
.,0.3567904531955719,0.2806251645088196,0.2491854876279831,0.35288307070732117,0.2567209303379059,0.15675117075443268,0.5934505462646484,0.24957291781902313,0.4645031690597534,0.5591574311256409,-0.03837863355875015,0.4130953550338745
