,how,much,capital,did,danish,law,require,to,start,a,company,?
if,0.4917012155056,0.4070741534233093,0.10547046363353729,0.3197491765022278,0.1261560469865799,0.19418910145759583,0.4578954875469208,0.4559597074985504,0.33845072984695435,0.41272827982902527,0.1588779091835022,0.4441644251346588
they,0.43247655034065247,0.39154937863349915,0.14911054074764252,0.4879390597343445,0.18464316427707672,0.21479126811027527,0.30564460158348083,0.5452046394348145,0.36821991205215454,0.3528250455856323,0.23680368065834045,0.2753053903579712
had,0.2549138069152832,0.31141290068626404,0.12524351477622986,0.540525496006012,0.14731663465499878,0.14858920872211456,0.21288323402404785,0.37984350323677063,0.23754534125328064,0.34897568821907043,0.19269630312919617,0.20728366076946259
"200,000",0.025636112317442894,-0.06130961328744888,-0.007529350928962231,0.07881927490234375,0.12367371469736099,0.11080088466405869,0.059590667486190796,0.0769207626581192,0.007341267541050911,0.13735556602478027,0.08783531934022903,-0.020140642300248146
danish,0.11819612234830856,0.13486748933792114,0.1323043256998062,0.14314520359039307,1.0000001192092896,0.11624283343553543,0.10858048498630524,0.12641023099422455,0.06935948878526688,0.1732226014137268,0.16137653589248657,0.09872670471668243
krone,0.054696884006261826,0.2032492756843567,0.20597165822982788,0.13314113020896912,0.44779807329177856,0.09797994792461395,0.1825915426015854,0.16838067770004272,0.08498945087194443,0.2301265150308609,0.20635226368904114,0.10818050056695938
(,0.1676948219537735,0.21788647770881653,0.14990387856960297,0.18979617953300476,0.15475650131702423,0.14312884211540222,0.15961377322673798,0.30882009863853455,0.21442380547523499,0.3206180930137634,0.13179703056812286,0.40561532974243164
around,0.3297552764415741,0.3766762316226959,0.2417919784784317,0.1658935695886612,0.12614959478378296,0.11836366355419159,0.19009828567504883,0.3591267168521881,0.29915574193000793,0.3187784254550934,0.15780065953731537,0.14729668200016022
"€27,000",-0.06462229043245316,0.01809488795697689,0.014577309601008892,0.04722021520137787,-0.026095977053046227,-0.033045463263988495,0.03300794959068298,0.03978980332612991,-0.02072562277317047,0.011977612040936947,-0.012208875268697739,0.11139584332704544
),0.17939934134483337,0.22256317734718323,0.1791568249464035,0.18584993481636047,0.178892120718956,0.15311799943447113,0.17064784467220306,0.31236231327056885,0.24182365834712982,0.3640355169773102,0.14284300804138184,0.42300865054130554
to,0.44169697165489197,0.40610215067863464,0.1844596415758133,0.4452643394470215,0.12641023099422455,0.259207159280777,0.29503753781318665,1.0,0.33345553278923035,0.45503583550453186,0.24903783202171326,0.29463258385658264
protect,0.24924007058143616,0.18126992881298065,0.07871083915233612,0.18316055834293365,0.10108324885368347,0.23552362620830536,0.2992658317089081,0.3276433050632477,0.21117602288722992,0.21272259950637817,0.1395369917154312,0.20180222392082214
creditors,0.29096031188964844,0.24557988345623016,0.18092957139015198,0.30126917362213135,0.16980601847171783,0.19810913503170013,0.2789677381515503,0.2855934202671051,0.23767833411693573,0.21687063574790955,0.29342690110206604,0.23214919865131378
if,0.4917012155056,0.4070741534233093,0.10547046363353729,0.3197491765022278,0.1261560469865799,0.19418910145759583,0.4578954875469208,0.4559597074985504,0.33845072984695435,0.41272827982902527,0.1588779091835022,0.4441644251346588
the,0.33890387415885925,0.35023224353790283,0.3049491047859192,0.34736719727516174,0.15316766500473022,0.24548950791358948,0.17356595396995544,0.535392165184021,0.3656389117240906,0.5829201340675354,0.26591673493385315,0.22068053483963013
company,0.15308363735675812,0.17030248045921326,0.1646019071340561,0.16800642013549805,0.16137653589248657,0.12984545528888702,0.11438758671283722,0.24903783202171326,0.19441278278827667,0.22037413716316223,1.0,0.12195809185504913
failed,0.24040576815605164,0.1853623241186142,0.15693634748458862,0.5037672519683838,0.14973540604114532,0.16397599875926971,0.29837653040885925,0.4406343400478363,0.2701885998249054,0.26673170924186707,0.20718973875045776,0.16487033665180206
and,0.33647966384887695,0.38395699858665466,0.218168243765831,0.34479495882987976,0.2707224190235138,0.254730761051178,0.24569399654865265,0.48971283435821533,0.2890162169933319,0.3739250600337982,0.23788511753082275,0.20544172823429108
went,0.18771818280220032,0.17840880155563354,0.1482347846031189,0.4810470640659332,0.12033016979694366,0.21197670698165894,0.1299053579568863,0.33234721422195435,0.2540196180343628,0.24972176551818848,0.18048624694347382,0.12109432369470596
insolvent,0.2621650695800781,0.30673572421073914,0.16639995574951172,0.20427395403385162,0.14739331603050232,0.2702631652355194,0.36336666345596313,0.2785785496234894,0.1730743646621704,0.27215948700904846,0.2896149754524231,0.1901768445968628
.,0.3287222981452942,0.3374604284763336,0.23657599091529846,0.35288307070732117,0.16811184585094452,0.24482665956020355,0.21465444564819336,0.4645031690597534,0.3501981496810913,0.50484299659729,0.266353577375412,0.4130953550338745
