,what,do,the,strains,of,y.,pestis,suggest,abut,the,plague,?
y.,0.06674016267061234,0.13820956647396088,-0.0005152968224138021,0.11957599222660065,0.013823704794049263,1.0,0.008903087116777897,0.055540408939123154,0.049418918788433075,-0.0005152968224138021,-0.05651051923632622,0.14909613132476807
pestis,0.20065881311893463,0.17697733640670776,0.23376873135566711,0.4317583441734314,0.19618989527225494,0.008903087116777897,1.0000001192092896,0.22512267529964447,0.2693045437335968,0.23376873135566711,0.5067715644836426,0.2471543848514557
strains,0.16519658267498016,0.17043837904930115,0.21299296617507935,1.0000001192092896,0.23471179604530334,0.11957599222660065,0.4317583441734314,0.29864367842674255,0.22343148291110992,0.21299296617507935,0.299942284822464,0.11230511963367462
y.,0.06674016267061234,0.13820956647396088,-0.0005152968224138021,0.11957599222660065,0.013823704794049263,1.0,0.008903087116777897,0.055540408939123154,0.049418918788433075,-0.0005152968224138021,-0.05651051923632622,0.14909613132476807
p.,0.07387562096118927,0.039254482835531235,0.00706930598244071,0.1867169290781021,0.008003096096217632,-0.04159940779209137,0.1314084529876709,0.14271248877048492,0.11112640798091888,0.00706930598244071,0.1529400795698166,0.11662347614765167
orientalis,0.0897701159119606,0.16313855350017548,0.1731112003326416,0.18150009214878082,0.14848527312278748,-0.18833403289318085,0.35580629110336304,0.09165569394826889,0.28838834166526794,0.1731112003326416,0.2100515365600586,0.09931328147649765
and,0.31309178471565247,0.276123583316803,0.5171257257461548,0.3300485908985138,0.5116966962814331,-0.017943840473890305,0.21790508925914764,0.30183184146881104,0.29451784491539,0.5171257257461548,0.2229994833469391,0.20544172823429108
y.,0.06674016267061234,0.13820956647396088,-0.0005152968224138021,0.11957599222660065,0.013823704794049263,1.0,0.008903087116777897,0.055540408939123154,0.049418918788433075,-0.0005152968224138021,-0.05651051923632622,0.14909613132476807
p.,0.07387562096118927,0.039254482835531235,0.00706930598244071,0.1867169290781021,0.008003096096217632,-0.04159940779209137,0.1314084529876709,0.14271248877048492,0.11112640798091888,0.00706930598244071,0.1529400795698166,0.11662347614765167
medievalis,0.21209584176540375,0.14012882113456726,0.25679096579551697,0.17806796729564667,0.2716149091720581,-0.08317539095878601,0.37097787857055664,0.18727384507656097,0.2648065388202667,0.25679096579551697,0.37712401151657104,0.16140612959861755
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2344466745853424,0.4946078956127167,-0.0173106100410223,0.2664850056171417,0.2924377918243408,0.33355024456977844,0.4933079481124878,0.2630122900009155,0.31091248989105225
suggesting,0.41655999422073364,0.3271312415599823,0.3232928216457367,0.23524202406406403,0.296364426612854,0.02989916503429413,0.25677627325057983,0.8009718060493469,0.3018955886363983,0.3232928216457367,0.16574756801128387,0.3712358772754669
the,0.42745697498321533,0.30239659547805786,1.0,0.21299296617507935,0.733189046382904,-0.0005152968224138021,0.23376873135566711,0.2682655155658722,0.3234613239765167,1.0,0.2537761330604553,0.22068053483963013
plague,0.22263506054878235,0.15466199815273285,0.2537761330604553,0.299942284822464,0.27455615997314453,-0.05651051923632622,0.5067715644836426,0.17473796010017395,0.19602608680725098,0.2537761330604553,0.9999999403953552,0.11872942000627518
may,0.25739946961402893,0.28230178356170654,0.2694292366504669,0.2249699980020523,0.26447007060050964,0.027826687321066856,0.23274876177310944,0.28549298644065857,0.19544877111911774,0.2694292366504669,0.1761840134859085,0.2768254578113556
have,0.39808809757232666,0.49831271171569824,0.40389683842658997,0.294201135635376,0.3802283704280853,0.011400561779737473,0.2559391260147095,0.5015163421630859,0.31414100527763367,0.40389683842658997,0.1807374507188797,0.32991164922714233
entered,0.14647741615772247,0.09065432846546173,0.3258282542228699,0.069977767765522,0.2438427358865738,0.15026429295539856,0.12668101489543915,0.03135301545262337,0.19268468022346497,0.3258282542228699,0.1813550442457199,0.10335487127304077
europe,0.17179538309574127,0.10433913767337799,0.34463706612586975,0.23618192970752716,0.29299741983413696,-0.0973181203007698,0.22805875539779663,0.15248174965381622,0.2641454339027405,0.34463706612586975,0.26059749722480774,0.18278923630714417
in,0.30808621644973755,0.23402775824069977,0.6662389636039734,0.21450969576835632,0.5696388483047485,-0.0645652711391449,0.16708125174045563,0.21134044229984283,0.2671630084514618,0.6662389636039734,0.2488756626844406,0.20430970191955566
two,0.23363454639911652,0.22086432576179504,0.43858039379119873,0.26965659856796265,0.37726253271102905,-0.032659150660037994,0.18834610283374786,0.22595548629760742,0.2021525800228119,0.43858039379119873,0.13979247212409973,0.19645625352859497
waves,0.2342342883348465,0.19665779173374176,0.2572701871395111,0.23064610362052917,0.22565768659114838,0.06499060988426208,0.20170855522155762,0.21918034553527832,0.14329558610916138,0.2572701871395111,0.2203245759010315,0.1603909134864807
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.23283135890960693,0.5352458953857422,0.034963399171829224,0.2792564034461975,0.23171280324459076,0.3357677161693573,0.5934505462646484,0.2547653317451477,0.4130953550338745
